ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,2021-04-01,2021-04-01,706,35845376.8820071,442,2503,153,1421,5446,1153,10,9,12,12,706,360,0,0,27,608,23,0,31,2231332.25429805,0,22,0,0,14,1012248.52718915,153,651,9080.07677730564,31,0,0,0,0,4,0,4,0,0,4,0,8,0,0,10,2,2,1,3,2,2,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,8,8,6,3,6,4,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,237,304,165,0,434,107,165,0,337,198,171,0,347,190,169,0,125,403,178,0,128,399,179,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,0,0,0,706,16,32,76,61,314,207,7,14,23,14,16,9,92,29,15,47,7,25,30,17,6,355,14,49,77,79,282,205,70,59,110,248,219,144,118,114,112,218,1,,,0.0141643059490085,0.00871657074378727,0.0127478753541077,0.00827520351260991,0.0169971671388102,0.00953479582614385,0.0169971671388102,0.00953479582614385,0.0439093484419263,0.015113803544389,0.0622488155625469,7.90935142536698e-05,0.0198300283286119,0.010283906146526,0.0282393049045401,5.42298223063569e-05,0.0168500777859502,0.00264736705665278
ZA,ZAF,South Africa,2021-04-02,2021-04-02,725,36130507.3521905,474,2908,149,1576.5,5735,1321,9,5,9,12,725,355,0,0,38,631,33,0,24,1528515.6944792,1,17,1,0,10,670584.489761997,150,682,9512.46138574876,35,2,0,0,0,1,0,1,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,7,7,7,4,6,1,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,254,335,136,0,428,158,139,0,331,248,146,0,366,220,139,0,129,450,146,0,123,456,146,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,0,0,0,725,12,28,80,74,341,190,11,15,33,9,11,18,84,43,16,46,6,26,39,15,6,347,14,41,76,83,320,191,62,69,106,279,209,136,117,136,129,207,1,,,0.0124137931034483,0.00805969944956553,0.00689655172413793,0.00602410220563874,0.0124137931034483,0.00805969944956553,0.016551724137931,0.0092870218880577,0.0331034482758621,0.0130228401859121,0.0423054035632448,6.56330370074761e-05,0.0137931034482759,0.00848973436954348,0.0185600629192753,4.40081027869454e-05,0.0157687893718785,0.00250351028576653
ZA,ZAF,South Africa,2021-04-03,2021-04-03,759,35792691.8213842,501,2755.2,146,1782,6146,1376,11,9,17,14,759,388,0,0,36,651,29,1,24,1396133.93835957,0,20,0,0,12,547417.341677019,147,703,9805.36708824249,28,2,0,0,0,1,0,1,0,0,1,1,8,0,0,11,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,9,9,10,9,6,6,9,8,7,0,0,1,1,1,1,1,1,1,1,1,0,0,225,364,170,0,437,171,151,0,338,257,164,0,374,229,156,0,169,424,166,0,117,473,169,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,0,0,0,759,19,28,68,97,353,194,11,13,28,16,14,13,100,44,12,68,5,32,42,18,5,338,13,37,81,117,314,197,64,74,124,293,204,152,138,127,140,202,1,,,0.0144927536231884,0.00850222450828487,0.0118577075098814,0.00770082605257592,0.0223978919631094,0.0105271749504061,0.0184453227931489,0.00957254863182868,0.0316205533596838,0.0124490071844241,0.0390061173752083,6.3427498490803e-05,0.0158102766798419,0.00887434587294289,0.0152941093228972,4.02037231357188e-05,0.0149917895655601,0.0024052644169913
ZA,ZAF,South Africa,2021-04-04,2021-04-04,720,35259086.4229352,485,2380,94,1519,5649,1325,8,9,8,9,720,341,0,0,46,617,39,1,13,1016614.60547634,2,7,1,0,7,464118.271176892,96,672,9372.98247979937,32,2,0,0,0,3,0,3,0,0,3,0,7,0,0,8,2,3,0,3,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,7,5,2,4,2,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,176,406,138,0,425,169,126,0,314,269,137,0,352,240,128,0,151,427,142,0,94,485,141,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,0,0,0,720,15,31,50,97,362,165,12,17,28,8,15,14,107,35,15,47,7,36,37,11,8,323,14,34,78,109,319,166,74,63,129,279,175,149,145,114,136,176,1,,,0.0111111111111111,0.00765657139779795,0.0125,0.00811531536646255,0.0111111111111111,0.00765657139779795,0.0125,0.00811531536646255,0.0180555555555556,0.0097259208161262,0.0288326984222442,5.5233457992624e-05,0.00972222222222222,0.00716709450847604,0.0131630827188703,3.76195903902185e-05,0.0102422041444011,0.00203831062304545
ZA,ZAF,South Africa,2021-04-05,2021-04-05,878,34944493.4594443,585,3008,158,2103,6958,1559,8,9,10,13,878,441,0,0,40,768,31,1,18,991163.839162405,0,17,0,0,7,391083.810236724,161,818,11409.3745066605,35,1,0,0,0,4,0,4,0,0,3,0,7,0,0,7,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,3,3,2,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,217,504,157,0,503,222,153,0,387,335,156,0,484,246,148,0,216,503,159,0,123,595,160,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,27,37,73,102,437,202,13,15,34,14,14,17,114,47,18,58,11,30,50,27,6,410,20,46,88,109,411,204,78,85,146,351,218,171,164,161,167,215,1,,,0.00911161731207289,0.00628508183745757,0.010250569476082,0.00666250365223185,0.0113895216400911,0.00701885353217587,0.0148063781321185,0.00798888274682833,0.020501138952164,0.00937328442027598,0.0283639492531985,5.50419581994389e-05,0.00797266514806378,0.00588253357565826,0.0111915718764276,3.48787040643394e-05,0.0141112030204646,0.0021642785688111
ZA,ZAF,South Africa,2021-04-06,2021-04-06,888,36439189.4973978,592,2996,216,2008,7062,1599,13,9,12,15,888,450,0,0,43,778,32,0,39,2401175.4615241,2,27,1,0,17,1133839.75861703,217,838,11688.3323185593,41,3,0,0,0,4,0,4,0,0,4,0,10,0,0,13,1,2,0,4,2,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,12,7,9,4,6,7,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,302,425,161,0,523,211,154,0,400,329,159,0,463,273,152,0,197,530,161,0,159,568,161,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,0,0,0,888,19,36,82,106,432,213,19,17,33,18,20,17,105,53,22,54,5,33,56,24,6,406,23,44,84,138,385,214,96,82,148,333,229,193,163,145,158,229,1,,,0.0146396396396396,0.00789958624651368,0.0101351351351351,0.00658785959493144,0.0135135135135135,0.00759401268871433,0.0168918918918919,0.00847581353342174,0.0439189189189189,0.0134776691465116,0.0658954135545627,8.05543658204411e-05,0.0191441441441441,0.00901285077491323,0.0311159434185001,5.63755936324282e-05,0.0185655227868082,0.00244712448449629
ZA,ZAF,South Africa,2021-04-07,2021-04-07,798,34733007.2780696,563,3125,215,1738,6733.5,1467,21,13,15,19,798,421,0,0,37,704,29,1,31,1603154.35761487,2,26,0,0,16,752966.751471162,215,759,10586.4489615591,49,2,0,0,0,8,1,7,0,0,4,1,19,0,0,17,2,3,0,3,4,2,1,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,1,0,9,10,8,9,13,10,9,6,7,13,10,6,1,1,0,0,1,0,1,0,0,0,1,0,0,293,366,139,0,476,186,136,0,351,304,143,0,395,262,141,0,154,497,147,0,130,517,151,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,0,0,0,798,24,32,79,112,382,169,17,19,26,13,20,17,123,34,22,48,7,48,47,23,13,321,21,43,84,120,363,167,108,79,138,296,177,203,132,132,154,177,1,,,0.0263157894736842,0.0111061596151627,0.0162907268170426,0.00878314916588347,0.018796992481203,0.0094225893543088,0.0238095238095238,0.0105776522065905,0.0388471177944862,0.0134067120871381,0.0461565088441708,6.97801556532864e-05,0.0200501253132832,0.00972539214455305,0.02167870882711,4.84322177366817e-05,0.0203089818673566,0.0026869623191978
ZA,ZAF,South Africa,2021-04-08,2021-04-08,777,35628670.8684686,527,2666,224,1720.2,6341.5,1393,9,6,5,9,777,399,0,0,41,665,33,2,25,1277586.95574604,0,21,0,0,11,452495.498190821,224,723,10084.3249001413,49,6,0,0,0,3,0,3,0,0,2,1,8,1,0,8,2,1,1,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,6,6,5,3,4,6,7,3,0,1,0,1,1,1,1,0,0,1,1,1,0,281,346,150,0,476,155,146,0,347,269,161,0,417,208,152,0,155,464,158,0,134,486,157,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,0,0,0,777,17,31,84,101,355,189,14,16,37,13,11,15,109,42,23,37,9,32,34,26,11,348,28,36,83,101,340,189,92,60,124,294,207,165,136,128,141,207,1,,,0.0115830115830116,0.00752347405371078,0.00772200772200772,0.00615487698142211,0.00643500643500644,0.00562225080309675,0.0115830115830116,0.00752347405371078,0.0321750321750322,0.0124078200828772,0.0358583950679089,6.10539991485715e-05,0.0141570141570142,0.00830667636294412,0.0127003193540762,3.67688544511269e-05,0.0222126916990608,0.00287638800243234
ZA,ZAF,South Africa,2021-04-09,2021-04-09,664,33949467.4025534,446,1975.2,139,1520,5380,1225,6,6,9,16,664,335,0,0,29,577,24,2,18,1010101.36210796,1,15,1,0,11,611128.044654272,139,613,8550.05693469794,31,3,0,0,0,2,0,2,0,0,2,1,4,1,0,6,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,6,4,2,3,0,3,6,1,1,1,1,1,1,1,1,1,0,0,1,0,0,254,293,117,0,394,155,115,0,290,253,121,0,330,218,116,0,109,434,121,0,120,424,120,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,0,0,0,664,13,18,69,68,341,155,13,10,26,10,8,18,98,27,24,38,2,26,34,16,6,308,10,32,72,94,302,154,81,77,93,244,169,158,121,97,118,170,1,,,0.00903614457831325,0.00719754757116192,0.00903614457831325,0.00719754757116192,0.0135542168674699,0.00879504116863501,0.0240963855421687,0.0116638913694298,0.0271084337349398,0.012352318564206,0.0297530841980746,5.7152961522146e-05,0.016566265060241,0.00970842780001264,0.0180011084535691,4.47235976035073e-05,0.016257201684343,0.00268057070770372
ZA,ZAF,South Africa,2021-04-10,2021-04-10,654,35385921.7027953,449,2798,165,1457,5360,1210,9,7,14,12,654,339,0,0,25,566,19,0,22,1134429.20476774,0,15,0,0,12,532581.002813966,167,618,8619.79638767263,28,3,0,0,0,3,0,3,0,0,1,0,6,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,4,5,4,4,1,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,211,305,138,0,395,129,130,0,289,226,139,0,311,208,135,0,100,413,141,0,100,413,141,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,0,0,0,654,11,23,69,64,325,162,10,12,22,16,7,15,99,28,9,54,8,26,29,17,6,296,11,31,66,104,282,160,63,59,111,246,175,132,115,100,132,175,1,,,0.0137614678899083,0.00892858383049277,0.0107033639143731,0.0078864695145407,0.0214067278287462,0.0110926541685058,0.018348623853211,0.0102858362381191,0.0336391437308868,0.013818195986523,0.0320587722511726,5.80404501604763e-05,0.018348623853211,0.0102858362381191,0.0150506466183667,4.01159761131159e-05,0.0193740075158655,0.00290978579605032
