ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CA,CAN,Canada,2021-04-01,2021-04-01,2123,27156386.2146779,1685,8282.5,288,4625,20712.28,4055,11,10,16,14,2123,866,0,0,422,1604,353,64,14,125707.01291489,1,12,1,0,11,96214.383962608,293,2050,67964.1313206757,122,40,0,0,0,2,1,1,1,0,2,1,10,1,0,11,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,6,3,5,6,4,2,1,3,9,5,2,0,0,0,0,1,0,0,0,0,1,0,1,0,641,1248,234,0,1308,580,235,0,580,1300,243,0,784,1102,237,0,95,1786,242,0,143,1738,242,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,0,0,0,2123,31,53,273,363,1080,323,28,54,102,54,25,47,288,72,47,114,10,57,167,59,14,985,39,115,300,457,889,323,42,154,266,1319,342,170,343,439,832,339,1,,,0.00518134715025907,0.00305398148146139,0.00471031559114461,0.00291254636934792,0.00753650494583137,0.00367887777154346,0.00659444182760245,0.00344290791804769,0.00659444182760245,0.00344290791804769,0.00462900372388084,2.55298556220842e-05,0.00518134715025907,0.00305398148146139,0.00354297450338236,2.23473176910306e-05,0.00431109754964035,0.00049256547076277
CA,CAN,Canada,2021-04-02,2021-04-02,2188,27914438.0003871,1802,9644.35,332,4862,22288.5,4318,13,13,11,13,2188,955,0,0,466,1619,395,60,14,170428.252617996,4,9,2,2,10,115672.333984122,334,2097,69522.3333558327,128,39,0,0,0,9,1,8,0,1,8,2,11,1,1,13,2,5,2,6,3,1,2,1,2,2,5,3,1,1,1,1,0,0,0,1,1,1,0,1,2,6,2,8,5,4,3,3,2,7,7,5,1,2,1,2,1,1,1,1,1,2,1,2,0,689,1279,220,0,1280,692,216,0,522,1422,244,0,758,1205,225,0,92,1860,236,0,120,1831,237,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,0,0,0,2188,26,72,283,355,1182,270,30,49,118,56,20,66,330,90,60,131,21,82,188,55,9,883,35,120,307,452,1004,270,69,123,289,1417,290,195,332,439,936,286,1,,,0.00594149908592322,0.00322016719461056,0.00594149908592322,0.00322016719461056,0.00502742230347349,0.00296348457881284,0.00594149908592322,0.00322016719461056,0.00639853747714808,0.00334095712449327,0.00610538004081017,2.88974930436205e-05,0.00457038391224863,0.00282622056516,0.00414381740311297,2.38304511137344e-05,0.00480421159471885,0.000513985952159113
CA,CAN,Canada,2021-04-03,2021-04-03,2176,27844371.7049587,1798,10040,326,4827,22394.5,4256,19,19,14,17,2176,936,0,0,438,1638,371,64,13,156490.509999529,0,10,0,0,9,96312.8345864915,329,2106,69820.7124689478,146,44,0,0,0,14,0,14,0,0,13,0,17,0,0,18,3,8,2,8,9,7,3,0,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5,13,5,13,13,12,5,1,2,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1406,191,0,1268,727,181,0,517,1458,201,0,843,1145,188,0,116,1862,198,0,105,1871,200,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,0,0,0,2176,27,80,262,370,1169,268,17,48,99,62,26,59,327,90,77,155,17,62,178,62,5,892,40,127,281,437,1021,270,62,122,300,1404,288,183,310,467,930,286,1,,,0.00873161764705882,0.00390896361060157,0.00873161764705882,0.00390896361060157,0.00643382352941176,0.00335932186853352,0.0078125,0.00369922320177686,0.00597426470588235,0.00323787210576495,0.00562018463399769,2.77671189889958e-05,0.00413602941176471,0.00269656233975171,0.00345896957586367,2.18072219110979e-05,0.00471206878827425,0.000507967740911675
CA,CAN,Canada,2021-04-04,2021-04-04,2255,27638479.4542475,1831,9817.5,331,5066,23026.8,4340,17,16,22,22,2255,924,0,0,428,1718,343,76,10,119368.776111222,4,6,3,1,5,72464.7162880791,333,2167,71843.0597911728,152,36,0,0,0,12,4,8,4,0,10,4,13,4,0,16,2,10,1,6,6,7,3,1,3,3,6,2,0,2,0,1,2,2,1,1,0,2,1,1,4,11,2,9,7,10,4,1,5,9,9,5,1,2,0,2,2,3,1,1,1,3,2,2,0,526,1516,213,0,1306,745,204,0,538,1495,222,0,956,1090,209,0,141,1895,219,0,108,1920,227,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,0,0,0,2255,33,83,270,379,1202,288,20,54,103,73,21,63,349,85,76,141,21,79,193,72,7,898,28,120,304,480,1037,286,56,115,315,1468,301,176,374,409,998,298,1,,,0.00753880266075388,0.00357011966693616,0.00709534368070954,0.00346429853219079,0.00975609756097561,0.00405680351325712,0.00975609756097561,0.00405680351325712,0.00443458980044346,0.00274243564068078,0.00431893427092559,2.44477805958594e-05,0.00221729490022173,0.00194135309718941,0.00262187782102979,1.9064576464608e-05,0.00463510325100206,0.000496679857006797
CA,CAN,Canada,2021-04-05,2021-04-05,2366,27241590.4354882,1920,11437,375,5150,23460.5,4517,24,18,20,17,2366,993,0,0,485,1774,413,67,8,54403.6701450753,0,5,0,0,8,54403.6701450753,379,2294,76053.5206095756,148,46,0,0,0,12,1,11,1,0,9,1,21,1,0,22,1,5,2,7,5,4,4,2,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,17,15,10,13,7,4,16,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,534,1615,217,0,1227,934,205,0,511,1633,222,0,1033,1120,213,0,120,2024,222,0,128,2013,225,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,0,0,0,2366,41,92,258,416,1260,299,28,67,147,70,33,70,342,106,90,134,23,63,174,39,3,977,53,120,317,475,1103,298,60,149,322,1513,322,193,401,476,975,321,1,,,0.0101437024513948,0.00403761631687278,0.00760777683854607,0.00350115452866861,0.0084530853761623,0.00368896880145745,0.00718512256973795,0.00340323508345416,0.00338123415046492,0.0023390681449511,0.00199708127445461,1.67646942342986e-05,0.00338123415046492,0.0023390681449511,0.00199708127445461,1.67646942342986e-05,0.00498333274991456,0.000500453292586505
CA,CAN,Canada,2021-04-06,2021-04-06,2441,27170097.0133224,2042,12119.5,562,5543.1,24819.97,4931,16,14,21,19,2441,1043,0,0,531,1810,439,86,7,112297.132026632,0,6,0,0,6,97175.1049336157,567,2382,78971.0052711461,156,46,0,0,0,9,1,8,1,0,7,1,15,1,0,14,0,5,1,7,6,1,1,2,0,3,2,1,0,1,1,1,1,0,0,1,0,1,1,0,2,10,3,13,11,4,4,4,4,9,7,3,0,1,1,1,1,0,0,1,0,1,1,0,0,713,1522,206,0,1322,918,201,0,489,1735,217,0,983,1253,205,0,104,2118,219,0,117,2106,218,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,0,0,0,2441,29,90,332,397,1319,274,33,61,138,83,24,73,374,89,86,132,27,69,211,63,14,964,54,137,355,521,1101,273,65,140,333,1612,291,218,421,527,984,291,1,,,0.00655469070053257,0.00320119614104074,0.005735354362966,0.00299567936500834,0.008603031544449,0.00366364810016716,0.00778369520688243,0.00348626416435506,0.002867677181483,0.00212131776434302,0.0041331148715284,2.41235867417003e-05,0.00245800901269971,0.00196436202541337,0.00357654611560523,2.24469005148947e-05,0.0071798503520781,0.000588853479185469
CA,CAN,Canada,2021-04-07,2021-04-07,2295,26865858.9256768,1881,10493,499,5092,23590,4516,18,17,20,18,2295,980,0,0,518,1660,425,84,14,161547.124405058,0,12,0,0,12,146686.191049499,504,2212,73334.9553567486,144,46,0,0,0,12,0,12,0,0,10,0,16,0,0,16,2,7,0,9,7,5,2,0,3,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,14,11,10,5,3,5,12,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,707,1374,214,0,1277,809,209,0,481,1588,226,0,834,1246,215,0,92,1972,231,0,119,1948,228,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,0,0,0,2295,39,81,284,385,1219,287,30,56,135,63,24,58,358,75,69,132,27,69,185,58,16,940,55,136,351,451,1017,285,66,167,317,1440,305,226,368,461,939,301,1,,,0.00784313725490196,0.0036090410684825,0.00740740740740741,0.00350812756232297,0.00871459694989107,0.00380259221325388,0.00784313725490196,0.0036090410684825,0.00610021786492375,0.00318566949366991,0.00601310104590256,2.92339370312801e-05,0.00522875816993464,0.0029506495756207,0.00545994793821033,2.78646194179424e-05,0.00687257526166367,0.000597936155474733
CA,CAN,Canada,2021-04-08,2021-04-08,2147,27566597.8343457,1769,9466.5,424,4705,21555.5,4154,22,15,15,18,2147,939,0,0,471,1581,393,72,20,222072.808364344,4,15,3,1,13,150895.425549943,427,2071,68660.3492512777,132,34,0,0,0,14,2,12,2,0,9,2,20,2,0,17,2,6,0,7,6,7,4,2,3,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,13,9,13,8,6,4,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,721,1227,199,0,1189,762,196,0,452,1481,214,0,761,1173,213,0,91,1846,210,0,140,1795,212,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,0,0,0,2147,27,84,270,352,1132,282,30,65,110,58,22,64,321,88,88,117,22,68,167,61,9,857,44,114,306,426,975,282,62,134,299,1353,299,201,362,404,883,297,1,,,0.0102468560782487,0.00425981591693836,0.00698649278062413,0.00352321587434412,0.00698649278062413,0.00352321587434412,0.00838379133674895,0.00385677326201076,0.00931532370749884,0.00406348599382592,0.00805586564213811,3.33700010102949e-05,0.00605496040987424,0.00328147355034003,0.00547385014490036,2.75429885210799e-05,0.00621901875909922,0.000588032542077959
CA,CAN,Canada,2021-04-09,2021-04-09,2048,26729359.5560529,1677,9260.1,426,4559,21112,4053,16,15,12,16,2048,888,0,0,561,1383,484,69,10,105473.435255745,3,6,2,1,8,78553.8169230886,429,1977,65543.9451809638,136,48,0,0,0,14,0,14,0,0,12,1,15,1,0,16,3,12,2,10,10,7,7,2,1,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,5,15,2,13,14,9,7,4,2,7,11,7,1,1,0,1,1,1,0,1,0,1,1,1,0,675,1191,182,0,1113,749,186,0,409,1440,199,0,697,1161,190,0,84,1767,197,0,114,1737,197,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,0,0,0,2048,32,65,246,375,1083,247,28,61,116,52,23,53,282,73,68,125,19,59,178,46,13,852,43,107,286,432,931,249,50,114,274,1340,270,198,305,414,864,267,1,,,0.0078125,0.00381307199841539,0.00732421875,0.00369289943756992,0.005859375,0.0033054658329409,0.0078125,0.00381307199841539,0.0048828125,0.00301894535733606,0.0039459768961004,2.37668995430772e-05,0.00390625,0.00270155143040126,0.00293885892620649,2.05212626729989e-05,0.00654522700480648,0.000617331174406902
CA,CAN,Canada,2021-04-10,2021-04-10,2272,27551783.8753957,1843,10561.5,511,4878,22316,4434,18,13,12,13,2272,950,0,0,612,1555,519,83,13,162927.864805643,3,9,2,0,8,84770.9625962452,514,2195,72771.3503653088,146,43,0,0,0,12,2,10,2,0,9,2,15,2,0,16,2,7,2,4,6,4,2,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,12,5,11,9,9,5,3,3,8,6,4,0,1,0,1,1,1,0,0,0,1,1,0,0,742,1325,205,0,1253,809,210,0,449,1598,225,0,812,1242,218,0,103,1943,226,0,111,1936,225,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,0,0,0,2272,27,85,293,373,1190,304,33,54,120,69,18,63,295,95,80,121,28,85,198,69,9,935,38,145,318,418,1048,305,61,145,279,1465,322,211,330,457,952,322,1,,,0.00792253521126761,0.00364543038270837,0.00572183098591549,0.00310145434189302,0.00528169014084507,0.00298044040969723,0.00572183098591549,0.00310145434189302,0.00572183098591549,0.00310145434189302,0.00591351418632247,2.86291290299269e-05,0.00352112676056338,0.00243567200911248,0.00307678671477775,2.06801069120244e-05,0.00706321921222766,0.000608457173693991
