ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BR,BRA,Brazil,2021-04-01,145116540.85811,9955,51187.35,17057.3,26275.1,135933.67,20959,1909,1570,1728,1499,15107,8342,0,0,1313,12530,729,546,279,2884647.53570687,15,228,6,6,170,1728899.98679716,17092,13704,756681.209459228,1149,121,0,0,0,527,37,488,19,15,411,82,1660,40,34,1630,97,236,103,238,225,231,125,126,109,178,265,154,6,16,8,18,19,19,11,8,8,11,18,12,287,840,436,944,833,928,534,514,442,605,1053,546,15,36,17,44,42,48,29,15,16,33,45,25,0,5318,6693,3096,0,8960,3142,3005,0,1261,10601,3245,0,6425,5594,3088,0,794,11125,3188,0,1925,10050,3132,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,0,0,0,15107,342,971,1525,3084,5463,3722,234,419,454,443,109,275,2555,1039,307,947,94,299,849,479,23,6581,482,1098,1565,3249,4989,3724,2962,2560,2412,3211,3962,4732,2933,1955,1528,3959,2021-04-01,15107,1,,,0.126365261137221,0.0052983149833579,0.103925332627259,0.00486622054383616,0.114384060369365,0.00507533184224316,0.0992255245912491,0.00476736840500092,0.0184682597471371,0.00214696091133276,0.0198781442739004,2.27100237408755e-05,0.0112530614946713,0.00168204224250551,0.0119138726472788,1.76527963032368e-05,0.0225881121221644,0.00033478839257924
BR,BRA,Brazil,2021-04-02,146413574.9362,10367,49452.14,15974.4,27531.5,142643.2,22048,1665,1384,1587,1353,14861,7988,0,0,1389,12241,785,570,266,3250503.27323762,19,210,10,9,161,1825866.74180975,16001,13486,744644.103237532,1177,141,0,0,0,518,46,468,23,23,411,69,1428,36,33,1395,93,234,108,231,212,245,131,128,105,190,259,133,10,16,5,22,22,20,14,10,8,13,20,13,269,733,402,847,754,835,484,466,380,560,866,501,16,27,11,38,34,35,24,22,16,24,37,22,0,5347,6914,2600,0,8637,3749,2475,0,1036,10973,2852,0,6464,5787,2610,0,699,11369,2793,0,1776,10383,2702,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,0,0,0,14861,325,993,1553,3039,5907,3044,248,413,421,502,109,298,2659,1102,361,918,92,324,945,547,21,5901,462,1069,1487,3318,5483,3042,2939,2652,2601,3435,3234,4662,3267,2037,1676,3219,2021-04-02,14861,1,,,0.112038220846511,0.00507112495732764,0.0931296682592019,0.00467240735603237,0.106789583473521,0.0049655277097426,0.0910436713545522,0.00462509293825967,0.0178991992463495,0.00213166477024193,0.0222008326390093,2.38652990971114e-05,0.0108337258596326,0.00166436143868248,0.0124706110250049,1.79753063116351e-05,0.0214881175187335,0.000329348697943719
BR,BRA,Brazil,2021-04-03,145921567.369573,10544,50730.18,15390.2,28182.1,145164,22429,1771,1410,1663,1440,15339,8177,0,0,1530,12518,851,632,240,2579809.22651814,11,198,7,2,150,1673784.75748339,15430,13936,769491.340851123,1234,148,0,0,0,523,46,474,26,18,407,87,1535,49,32,1532,92,243,111,247,229,239,130,120,119,174,263,149,8,16,9,20,16,12,12,6,9,14,14,9,269,823,429,913,840,890,505,471,457,580,949,537,14,40,25,47,42,37,24,17,20,32,35,22,0,4617,7977,2745,0,8751,4044,2544,0,1006,11365,2968,0,6743,5868,2728,0,777,11651,2911,0,1563,10945,2831,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,0,0,0,15339,325,956,1625,3228,6027,3178,227,392,427,493,113,305,2664,1101,350,997,110,330,947,551,25,6307,460,1113,1573,3500,5512,3181,2983,2775,2559,3601,3421,4726,3283,2100,1814,3416,2021-04-03,15339,1,,,0.115457330986375,0.00505731165738423,0.0919225503618228,0.00457216658521021,0.108416454788448,0.00492014826973418,0.0938783493056914,0.0046155721411899,0.0156463915509486,0.00196395816854146,0.01767942376869,2.13820342838991e-05,0.00977899471934285,0.00155726578033879,0.0114704411942357,1.72771951797353e-05,0.020052207452956,0.000313205072095371
BR,BRA,Brazil,2021-04-04,144677623.669495,10694,53186.4,16343.6,29643.5,148126.88,22783,1812,1497,1692,1476,15637,8323,0,0,1529,12877,889,598,287,3049182.77086095,12,224,5,7,178,1807040.37615834,16376,14231,785780.085508922,1244,148,0,0,0,562,53,505,29,22,438,103,1543,52,46,1573,84,263,129,256,251,250,129,146,109,178,266,141,4,27,5,22,25,21,15,8,7,15,25,12,289,840,501,952,863,953,517,518,460,617,975,551,10,53,15,50,54,47,31,18,15,45,49,29,0,4473,8368,2796,0,8962,4120,2555,0,1137,11510,2990,0,7311,5655,2671,0,985,11750,2902,0,1573,11216,2848,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,0,0,0,15637,352,1030,1721,3181,6065,3288,275,459,448,499,95,326,2673,1082,374,919,96,352,1012,586,19,6422,555,1176,1613,3428,5575,3290,3125,2701,2645,3574,3592,4936,3278,2109,1730,3584,2021-04-04,15637,1,,,0.115879004924218,0.00501683252555428,0.0957344759224915,0.00461162029391728,0.108204898637846,0.004868860991884,0.0943915073223764,0.0045825591238689,0.0183539042015732,0.0021038417779282,0.0210757039929448,2.34052350239367e-05,0.0113832576581186,0.00166271814620129,0.0124901165109429,1.80967829627176e-05,0.0208404365317987,0.000315847702994814
BR,BRA,Brazil,2021-04-05,146442349.237527,11113,55157.865,16211.3,30301,151382.7,23642,1826,1526,1709,1505,16470,9045,0,0,1496,13592,844,606,295,2904998.09614353,14,248,8,4,193,1801256.91808698,16245,14992,827799.525117684,1184,133,0,0,0,553,44,503,21,18,436,85,1561,44,32,1586,98,243,126,249,232,240,145,139,109,164,274,131,7,19,11,23,26,19,15,10,9,14,26,14,295,829,457,924,851,903,565,487,455,602,1013,546,14,43,24,47,52,39,31,22,23,33,49,25,0,5667,7898,2905,0,8848,4851,2771,0,1209,12062,3199,0,8006,5594,2870,0,1126,12238,3106,0,1816,11616,3038,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,0,0,0,16470,356,1111,1743,3449,6320,3491,227,530,496,524,98,332,3004,1189,351,958,114,344,953,539,23,6788,535,1276,1745,3674,5749,3491,3458,2797,2838,3551,3826,5362,3547,2093,1664,3804,2021-04-05,16470,1,,,0.110868245294475,0.00479499257459179,0.0926533090467517,0.00442810987498176,0.103764420157863,0.00465732573542815,0.0913782635094111,0.0044006244037469,0.0179113539769277,0.00202554009771624,0.0198371448646435,2.25841344132288e-05,0.0117182756527019,0.00164351445643683,0.0123001094114202,1.78517886908358e-05,0.019624316645616,0.000298798932317657
BR,BRA,Brazil,2021-04-06,145470537.254273,11625,57652.87,16731,30837.5,158027.26,24492,1934,1609,1866,1591,16678,9276,0,0,1602,13792,929,615,288,2770201.55744032,15,234,5,8,187,1746153.10154152,16764,15190,838732.309667664,1209,139,0,0,0,522,35,479,21,12,408,85,1658,38,40,1671,107,232,125,234,214,255,146,142,121,165,265,146,5,15,7,10,17,19,10,9,4,11,14,9,318,887,515,1000,918,993,607,598,514,637,1065,594,12,40,19,39,43,49,26,23,18,41,47,25,0,6311,7530,2837,0,9077,4895,2706,0,1339,12192,3147,0,7590,6250,2838,0,982,12622,3074,0,2076,11624,2978,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,0,0,0,16678,392,1148,1826,3510,6404,3398,256,540,522,548,96,321,2938,1205,374,997,102,334,1021,561,27,6836,573,1299,1810,3823,5777,3396,3577,2958,2823,3684,3636,5531,3579,2167,1782,3619,2021-04-06,16678,1,,,0.115961146420434,0.00485923645493766,0.0964743974097614,0.00448076714529277,0.111883918935124,0.00478404006579816,0.0953951313107087,0.00445829366471164,0.0172682575848423,0.00197705093133746,0.0190430420463642,2.22102633868217e-05,0.0112123755846025,0.00159799875227932,0.0120034828667014,1.76966847699696e-05,0.019987306804292,0.000299522460182241
BR,BRA,Brazil,2021-04-07,146382509.628154,10598,53543.64,15302.8,27880.7,144099.7,22321,1804,1472,1687,1478,15395,8522,0,0,1484,12560,864,575,279,3161561.4267699,18,211,7,11,179,1995836.59561726,15336.4,13984,772141.71286324,1119,138,0,0,0,490,33,453,14,18,394,76,1533,39,35,1569,81,240,105,223,217,216,130,122,112,154,241,125,6,15,6,13,16,10,8,8,7,10,16,10,283,840,439,986,872,933,531,515,482,549,1006,563,12,41,18,36,37,31,22,17,12,31,37,18,0,5846,6796,2753,0,8509,4295,2591,0,1263,11117,3015,0,6796,5859,2740,0,828,11625,2942,0,1961,10597,2837,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,0,0,0,15395,393,1049,1628,3181,5912,3232,247,477,461,473,94,307,2782,1105,316,984,104,311,931,497,34,6272,553,1174,1644,3394,5395,3235,3209,2701,2604,3427,3454,5069,3225,2000,1656,3445,2021-04-07,15395,1,,,0.117180902890549,0.00508068797500861,0.0956154595647938,0.00464514064165741,0.109581032802858,0.0049342726156998,0.0960051964923676,0.0046535949747325,0.0181227671321858,0.00210716767036694,0.0215979452381369,2.35487789278008e-05,0.011627151672621,0.00169338347142998,0.0136343925287738,1.87862610838394e-05,0.0198621570943628,0.000311212024460318
BR,BRA,Brazil,2021-04-08,145385254.114436,10084,50230.8,15214.42,26043.6,136059.21,21154,1717,1439,1561,1384,14466,7997,0,0,1522,11768,886,593,244,2806324.35685605,18,190,6,12,146,1606462.14302673,15245,13197,728686.655081248,1048,124,0,0,0,484,32,447,15,16,377,66,1500,33,29,1483,74,235,103,217,201,213,129,121,114,166,249,120,4,15,4,15,16,10,9,4,5,5,15,7,253,802,424,859,778,830,488,450,429,566,952,510,14,32,14,32,30,29,20,15,17,20,39,23,0,5503,6518,2445,0,8162,3976,2328,0,1173,10558,2735,0,6397,5612,2457,0,815,10994,2657,0,1872,10026,2568,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,0,0,0,14466,348,1028,1525,3090,5594,2881,234,442,459,436,112,269,2721,1044,276,882,108,263,912,448,29,5831,493,1133,1551,3261,5156,2872,3151,2475,2401,3342,3097,4780,3065,1963,1570,3088,2021-04-08,14466,1,,,0.118692105626987,0.00527046104857652,0.0994746301672888,0.00487728353396206,0.107908198534495,0.00505598592005436,0.0956726116410895,0.00479325481645297,0.0168671367344117,0.00209845978217973,0.0193026753225408,2.23647557355083e-05,0.0100926309968201,0.0016288209130217,0.0110496910626318,1.69922235962535e-05,0.0209212010316014,0.000328609271422003
BR,BRA,Brazil,2021-04-09,143369161.795789,9450,49019.2,13772.8,24463.1,128575.7,19811,1633,1342,1474,1277,13551,7541,0,0,1380,11057,830,502,227,2784989.96606988,11,187,6,5,146,1736076.13185299,13813,12379,683519.898708098,1047,134,0,0,0,478,42,431,27,15,367,87,1406,53,31,1415,81,230,91,197,190,197,117,114,103,136,225,117,6,21,8,17,16,18,7,10,11,8,22,11,248,771,391,828,772,802,465,442,388,501,859,505,13,43,19,39,45,47,25,24,22,32,55,33,0,5168,6027,2356,0,7673,3645,2233,0,1239,9687,2625,0,5989,5209,2353,0,733,10269,2549,0,1785,9330,2436,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,0,0,0,13551,330,951,1498,2868,5168,2736,234,432,427,413,107,325,2528,982,269,793,94,244,837,440,26,5400,479,1065,1513,3007,4753,2734,2836,2345,2335,3113,2922,4432,2894,1814,1495,2916,2021-04-09,13551,1,,,0.120507711607999,0.00548132882279078,0.099033281676629,0.0050292980965103,0.108774260202199,0.00524226955029808,0.0942365877057044,0.00491903124565899,0.0167515312523061,0.00216083354719515,0.0194253068873817,2.25914706111783e-05,0.0107741126116154,0.0017382046609982,0.0121091321878955,1.79032226781699e-05,0.020208628931078,0.000333585941612801
BR,BRA,Brazil,2021-04-10,146117363.458686,9559,47236.38,14125.3,25355.7,132229.29,20309,1542,1256,1443,1249,13856,7445,0,0,1623,11041,972,603,226,2673106.66490802,8,183,4,4,139,1562753.17581158,14153,12616,696606.110517923,1043,152,0,0,0,459,44,413,24,17,356,77,1310,44,27,1314,90,221,110,228,213,209,132,131,106,153,229,128,4,22,10,16,19,19,10,7,10,11,21,9,224,713,377,788,761,767,465,441,399,517,847,464,8,36,16,33,36,36,22,13,19,29,39,23,0,5215,6153,2488,0,7980,3535,2341,0,1282,9867,2707,0,6172,5214,2470,0,743,10470,2643,0,1751,9546,2559,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,0,0,0,13856,370,941,1409,2815,5419,2902,237,395,422,441,96,273,2419,950,295,909,89,295,867,465,17,5686,456,1001,1449,2970,5088,2892,2736,2278,2320,3426,3096,4295,2866,1928,1679,3088,2021-04-10,13856,1,,,0.11128752886836,0.00523640272864243,0.0906466512702078,0.00478047852154016,0.104142609699769,0.00508584151133067,0.090141454965358,0.0047684625328951,0.016310623556582,0.00210908181202204,0.0182942437615488,2.17292670278291e-05,0.0100317551963049,0.00165931274303436,0.0106951914462475,1.66784819348379e-05,0.0203170770200068,0.000331304880497716
