"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-13,"IN","INAN",417036,0,0,0
2020-04-13,"IN","INAP",53903393,0,0,0
2020-04-13,"IN","INAR",1570458,0,0,0
2020-04-13,"IN","INAS",35607039,0,0,0
2020-04-13,"IN","INBR",124799926,0,0,0
2020-04-13,"IN","INCH",1158473,0,0,0
2020-04-13,"IN","INCT",29436231,0,0,0
2020-04-13,"IN","INDD",242911,0,0,0
2020-04-13,"IN","INDL",18710922,0,0,0
2020-04-13,"IN","INDN",343709,0,0,0
2020-04-13,"IN","INGA",1586250,0,0,0
2020-04-13,"IN","INGJ",63872399,0,0,0
2020-04-13,"IN","INHP",7451955,0,0,0
2020-04-13,"IN","INHR",28204692,0,0,0
2020-04-13,"IN","INJH",38593948,0,0,0
2020-04-13,"IN","INJK",13606320,0,0,0
2020-04-13,"IN","INKA",67562686,0,0,0
2020-04-13,"IN","INKL",35699443,0,0,0
2020-04-13,"IN","INLD",73183,0,0,0
2020-04-13,"IN","INMH",123144223,0,0,0
2020-04-13,"IN","INML",3366710,0,0,0
2020-04-13,"IN","INMN",3091545,0,0,0
2020-04-13,"IN","INMP",85358965,0,0,0
2020-04-13,"IN","INMZ",1239244,0,0,0
2020-04-13,"IN","INNL",2249695,0,0,0
2020-04-13,"IN","INOR",46356334,0,0,0
2020-04-13,"IN","INPB",30141373,0,0,0
2020-04-13,"IN","INPY",1413542,0,0,0
2020-04-13,"IN","INRJ",81032689,0,0,0
2020-04-13,"IN","INSK",690251,0,0,0
2020-04-13,"IN","INTG",39362732,0,0,0
2020-04-13,"IN","INTN",77841267,0,0,0
2020-04-13,"IN","INTR",4169794,0,0,0
2020-04-13,"IN","INUP",237882725,0,0,0
2020-04-13,"IN","INUT",11250858,0,0,0
2020-04-13,"IN","INWB",99609303,0,0,0
2020-04-14,"IN","INAN",417036,0,0,0
2020-04-14,"IN","INAP",53903393,0,0,0
2020-04-14,"IN","INAR",1570458,0,0,0
2020-04-14,"IN","INAS",35607039,0,0,0
2020-04-14,"IN","INBR",124799926,0,0,0
2020-04-14,"IN","INCH",1158473,0,0,0
2020-04-14,"IN","INCT",29436231,0,0,0
2020-04-14,"IN","INDD",242911,0,0,0
2020-04-14,"IN","INDL",18710922,0,0,0
2020-04-14,"IN","INDN",343709,0,0,0
2020-04-14,"IN","INGA",1586250,0,0,0
2020-04-14,"IN","INGJ",63872399,0,0,0
2020-04-14,"IN","INHP",7451955,0,0,0
2020-04-14,"IN","INHR",28204692,0,0,0
2020-04-14,"IN","INJH",38593948,0,0,0
2020-04-14,"IN","INJK",13606320,0,0,0
2020-04-14,"IN","INKA",67562686,0,0,0
2020-04-14,"IN","INKL",35699443,0,0,0
2020-04-14,"IN","INLD",73183,0,0,0
2020-04-14,"IN","INMH",123144223,0,0,0
2020-04-14,"IN","INML",3366710,0,0,0
2020-04-14,"IN","INMN",3091545,0,0,0
2020-04-14,"IN","INMP",85358965,0,0,0
2020-04-14,"IN","INMZ",1239244,0,0,0
2020-04-14,"IN","INNL",2249695,0,0,0
2020-04-14,"IN","INOR",46356334,0,0,0
2020-04-14,"IN","INPB",30141373,0,0,0
2020-04-14,"IN","INPY",1413542,0,0,0
2020-04-14,"IN","INRJ",81032689,0,0,0
2020-04-14,"IN","INSK",690251,0,0,0
2020-04-14,"IN","INTG",39362732,0,0,0
2020-04-14,"IN","INTN",77841267,0,0,0
2020-04-14,"IN","INTR",4169794,0,0,0
2020-04-14,"IN","INUP",237882725,0,0,0
2020-04-14,"IN","INUT",11250858,0,0,0
2020-04-14,"IN","INWB",99609303,0,0,0
2020-04-15,"IN","INAN",417036,0,0,0
2020-04-15,"IN","INAP",53903393,0,0,0
2020-04-15,"IN","INAR",1570458,0,0,0
2020-04-15,"IN","INAS",35607039,0,0,0
2020-04-15,"IN","INBR",124799926,0,0,0
2020-04-15,"IN","INCH",1158473,0,0,0
2020-04-15,"IN","INCT",29436231,0,0,0
2020-04-15,"IN","INDD",242911,0,0,0
