"CountryName","CountryCode","Date","ConfirmedCases","ConfirmedDeaths","cases","deaths","population","iso2"
"Denmark","DNK",2020-01-01,NA,NA,0,0,5806081,"DK"
"Denmark","DNK",2020-01-02,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-03,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-04,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-05,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-06,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-07,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-08,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-09,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-10,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-11,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-12,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-13,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-14,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-15,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-16,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-17,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-18,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-19,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-20,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-21,NA,NA,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-22,0,0,NA,NA,5806081,"DK"
"Denmark","DNK",2020-01-23,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-24,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-25,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-26,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-27,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-28,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-29,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-30,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-01-31,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-01,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-02,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-03,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-04,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-05,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-06,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-07,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-08,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-09,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-10,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-11,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-12,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-13,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-14,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-15,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-16,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-17,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-18,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-19,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-20,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-21,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-22,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-23,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-24,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-25,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-26,0,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-27,1,0,1,0,5806081,"DK"
"Denmark","DNK",2020-02-28,1,0,0,0,5806081,"DK"
"Denmark","DNK",2020-02-29,3,0,2,0,5806081,"DK"
"Denmark","DNK",2020-03-01,4,0,1,0,5806081,"DK"
"Denmark","DNK",2020-03-02,4,0,0,0,5806081,"DK"
"Denmark","DNK",2020-03-03,6,0,2,0,5806081,"DK"
"Denmark","DNK",2020-03-04,10,0,4,0,5806081,"DK"
"Denmark","DNK",2020-03-05,10,0,0,0,5806081,"DK"
"Denmark","DNK",2020-03-06,23,0,13,0,5806081,"DK"
"Denmark","DNK",2020-03-07,23,0,0,0,5806081,"DK"
"Denmark","DNK",2020-03-08,35,0,12,0,5806081,"DK"
"Denmark","DNK",2020-03-09,90,0,55,0,5806081,"DK"
"Denmark","DNK",2020-03-10,262,0,172,0,5806081,"DK"
"Denmark","DNK",2020-03-11,442,0,180,0,5806081,"DK"
"Denmark","DNK",2020-03-12,615,0,173,0,5806081,"DK"
"Denmark","DNK",2020-03-13,801,0,186,0,5806081,"DK"
"Denmark","DNK",2020-03-14,827,1,26,1,5806081,"DK"
"Denmark","DNK",2020-03-15,864,2,37,1,5806081,"DK"
"Denmark","DNK",2020-03-16,914,3,50,1,5806081,"DK"
"Denmark","DNK",2020-03-17,977,4,63,1,5806081,"DK"
"Denmark","DNK",2020-03-18,1057,4,80,0,5806081,"DK"
"Denmark","DNK",2020-03-19,1151,6,94,2,5806081,"DK"
"Denmark","DNK",2020-03-20,1255,9,104,3,5806081,"DK"
