"CountryName","CountryCode","Date","ConfirmedCases","ConfirmedDeaths","cases","deaths","population","iso2"
"Lebanon","LBN",2020-01-01,NA,NA,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-02,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-03,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-04,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-05,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-06,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-07,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-08,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-09,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-10,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-11,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-12,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-13,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-14,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-15,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-16,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-17,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-18,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-19,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-20,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-21,NA,NA,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-22,0,0,NA,NA,6855709,"LB"
"Lebanon","LBN",2020-01-23,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-24,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-25,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-26,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-27,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-28,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-29,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-30,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-01-31,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-01,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-02,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-03,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-04,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-05,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-06,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-07,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-08,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-09,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-10,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-11,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-12,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-13,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-14,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-15,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-16,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-17,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-18,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-19,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-20,0,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-21,1,0,1,0,6855709,"LB"
"Lebanon","LBN",2020-02-22,1,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-23,1,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-24,1,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-25,1,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-26,2,0,1,0,6855709,"LB"
"Lebanon","LBN",2020-02-27,2,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-28,2,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-02-29,4,0,2,0,6855709,"LB"
"Lebanon","LBN",2020-03-01,10,0,6,0,6855709,"LB"
"Lebanon","LBN",2020-03-02,13,0,3,0,6855709,"LB"
"Lebanon","LBN",2020-03-03,13,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-04,13,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-05,16,0,3,0,6855709,"LB"
"Lebanon","LBN",2020-03-06,22,0,6,0,6855709,"LB"
"Lebanon","LBN",2020-03-07,22,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-08,32,0,10,0,6855709,"LB"
"Lebanon","LBN",2020-03-09,32,0,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-10,41,1,9,1,6855709,"LB"
"Lebanon","LBN",2020-03-11,61,3,20,2,6855709,"LB"
"Lebanon","LBN",2020-03-12,61,3,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-13,77,3,16,0,6855709,"LB"
"Lebanon","LBN",2020-03-14,93,3,16,0,6855709,"LB"
"Lebanon","LBN",2020-03-15,110,3,17,0,6855709,"LB"
"Lebanon","LBN",2020-03-16,110,3,0,0,6855709,"LB"
"Lebanon","LBN",2020-03-17,120,3,10,0,6855709,"LB"
"Lebanon","LBN",2020-03-18,133,3,13,0,6855709,"LB"
"Lebanon","LBN",2020-03-19,157,4,24,1,6855709,"LB"
"Lebanon","LBN",2020-03-20,163,4,6,0,6855709,"LB"
"Lebanon","LBN",2020-03-21,187,4,24,0,6855709,"LB"
"Lebanon","LBN",2020-03-22,248,4,61,0,6855709,"LB"
"Lebanon","LBN",2020-03-23,267,4,19,0,6855709,"LB"
"Lebanon","LBN",2020-03-24,318,4,51,0,6855709,"LB"
"Lebanon","LBN",2020-03-25,333,6,15,2,6855709,"LB"
"Lebanon","LBN",2020-03-26,368,6,35,0,6855709,"LB"
"Lebanon","LBN",2020-03-27,391,8,23,2,6855709,"LB"
"Lebanon","LBN",2020-03-28,412,8,21,0,6855709,"LB"
"Lebanon","LBN",2020-03-29,438,10,26,2,6855709,"LB"
"Lebanon","LBN",2020-03-30,446,11,8,1,6855709,"LB"
"Lebanon","LBN",2020-03-31,470,12,24,1,6855709,"LB"
"Lebanon","LBN",2020-04-01,479,14,9,2,6855709,"LB"
"Lebanon","LBN",2020-04-02,494,16,15,2,6855709,"LB"
"Lebanon","LBN",2020-04-03,508,17,14,1,6855709,"LB"
"Lebanon","LBN",2020-04-04,520,17,12,0,6855709,"LB"
"Lebanon","LBN",2020-04-05,527,18,7,1,6855709,"LB"
"Lebanon","LBN",2020-04-06,541,19,14,1,6855709,"LB"
"Lebanon","LBN",2020-04-07,548,19,7,0,6855709,"LB"
"Lebanon","LBN",2020-04-08,576,19,28,0,6855709,"LB"
"Lebanon","LBN",2020-04-09,582,19,6,0,6855709,"LB"
"Lebanon","LBN",2020-04-10,609,20,27,1,6855709,"LB"
"Lebanon","LBN",2020-04-11,619,20,10,0,6855709,"LB"
"Lebanon","LBN",2020-04-12,630,20,11,0,6855709,"LB"
"Lebanon","LBN",2020-04-13,632,20,2,0,6855709,"LB"
"Lebanon","LBN",2020-04-14,641,21,9,1,6855709,"LB"
"Lebanon","LBN",2020-04-15,658,21,17,0,6855709,"LB"
"Lebanon","LBN",2020-04-16,663,21,5,0,6855709,"LB"
"Lebanon","LBN",2020-04-17,668,21,5,0,6855709,"LB"
"Lebanon","LBN",2020-04-18,672,21,4,0,6855709,"LB"
"Lebanon","LBN",2020-04-19,673,21,1,0,6855709,"LB"
"Lebanon","LBN",2020-04-20,677,21,4,0,6855709,"LB"
"Lebanon","LBN",2020-04-21,677,21,0,0,6855709,"LB"
"Lebanon","LBN",2020-04-22,682,22,5,1,6855709,"LB"
"Lebanon","LBN",2020-04-23,688,22,6,0,6855709,"LB"
"Lebanon","LBN",2020-04-24,696,22,8,0,6855709,"LB"
"Lebanon","LBN",2020-04-25,704,24,8,2,6855709,"LB"
"Lebanon","LBN",2020-04-26,707,24,3,0,6855709,"LB"
"Lebanon","LBN",2020-04-27,710,24,3,0,6855709,"LB"
"Lebanon","LBN",2020-04-28,717,24,7,0,6855709,"LB"
"Lebanon","LBN",2020-04-29,721,24,4,0,6855709,"LB"
"Lebanon","LBN",2020-04-30,725,24,4,0,6855709,"LB"
"Lebanon","LBN",2020-05-01,729,24,4,0,6855709,"LB"
"Lebanon","LBN",2020-05-02,733,25,4,1,6855709,"LB"
"Lebanon","LBN",2020-05-03,737,25,4,0,6855709,"LB"
"Lebanon","LBN",2020-05-04,740,25,3,0,6855709,"LB"
"Lebanon","LBN",2020-05-05,741,25,1,0,6855709,"LB"
"Lebanon","LBN",2020-05-06,750,25,9,0,6855709,"LB"
"Lebanon","LBN",2020-05-07,784,25,34,0,6855709,"LB"
"Lebanon","LBN",2020-05-08,796,26,12,1,6855709,"LB"
"Lebanon","LBN",2020-05-09,809,26,13,0,6855709,"LB"
"Lebanon","LBN",2020-05-10,845,26,36,0,6855709,"LB"
"Lebanon","LBN",2020-05-11,859,26,14,0,6855709,"LB"
"Lebanon","LBN",2020-05-12,870,26,11,0,6855709,"LB"
"Lebanon","LBN",2020-05-13,878,26,8,0,6855709,"LB"
"Lebanon","LBN",2020-05-14,886,26,8,0,6855709,"LB"
"Lebanon","LBN",2020-05-15,891,26,5,0,6855709,"LB"
"Lebanon","LBN",2020-05-16,902,26,11,0,6855709,"LB"
"Lebanon","LBN",2020-05-17,911,26,9,0,6855709,"LB"
"Lebanon","LBN",2020-05-18,931,26,20,0,6855709,"LB"
"Lebanon","LBN",2020-05-19,954,26,23,0,6855709,"LB"
"Lebanon","LBN",2020-05-20,961,26,7,0,6855709,"LB"
"Lebanon","LBN",2020-05-21,1024,26,63,0,6855709,"LB"
"Lebanon","LBN",2020-05-22,1086,26,62,0,6855709,"LB"
"Lebanon","LBN",2020-05-23,1097,26,11,0,6855709,"LB"
"Lebanon","LBN",2020-05-24,1114,26,17,0,6855709,"LB"
"Lebanon","LBN",2020-05-25,1119,26,5,0,6855709,"LB"
"Lebanon","LBN",2020-05-26,1140,26,21,0,6855709,"LB"
"Lebanon","LBN",2020-05-27,1161,26,21,0,6855709,"LB"
"Lebanon","LBN",2020-05-28,1168,26,7,0,6855709,"LB"
"Lebanon","LBN",2020-05-29,1172,26,4,0,6855709,"LB"
"Lebanon","LBN",2020-05-30,1191,26,19,0,6855709,"LB"
"Lebanon","LBN",2020-05-31,1220,27,29,1,6855709,"LB"
"Lebanon","LBN",2020-06-01,1233,27,13,0,6855709,"LB"
"Lebanon","LBN",2020-06-02,1242,27,9,0,6855709,"LB"
"Lebanon","LBN",2020-06-03,1256,27,14,0,6855709,"LB"
"Lebanon","LBN",2020-06-04,1306,28,50,1,6855709,"LB"
"Lebanon","LBN",2020-06-05,1312,28,6,0,6855709,"LB"
"Lebanon","LBN",2020-06-06,1320,29,8,1,6855709,"LB"
"Lebanon","LBN",2020-06-07,1331,30,11,1,6855709,"LB"
"Lebanon","LBN",2020-06-08,1350,30,19,0,6855709,"LB"
"Lebanon","LBN",2020-06-09,1368,30,18,0,6855709,"LB"
"Lebanon","LBN",2020-06-10,1388,30,20,0,6855709,"LB"
"Lebanon","LBN",2020-06-11,1402,31,14,1,6855709,"LB"
"Lebanon","LBN",2020-06-12,1422,31,20,0,6855709,"LB"
"Lebanon","LBN",2020-06-13,1442,32,20,1,6855709,"LB"
"Lebanon","LBN",2020-06-14,1446,32,4,0,6855709,"LB"
"Lebanon","LBN",2020-06-15,1464,32,18,0,6855709,"LB"
"Lebanon","LBN",2020-06-16,1473,32,9,0,6855709,"LB"
"Lebanon","LBN",2020-06-17,1489,32,16,0,6855709,"LB"
"Lebanon","LBN",2020-06-18,1495,32,6,0,6855709,"LB"
"Lebanon","LBN",2020-06-19,1510,32,15,0,6855709,"LB"
"Lebanon","LBN",2020-06-20,1536,32,26,0,6855709,"LB"
"Lebanon","LBN",2020-06-21,1587,32,51,0,6855709,"LB"
"Lebanon","LBN",2020-06-22,1603,32,16,0,6855709,"LB"
"Lebanon","LBN",2020-06-23,1622,32,19,0,6855709,"LB"
"Lebanon","LBN",2020-06-24,1644,33,22,1,6855709,"LB"
"Lebanon","LBN",2020-06-25,1662,33,18,0,6855709,"LB"
"Lebanon","LBN",2020-06-26,1697,33,35,0,6855709,"LB"
"Lebanon","LBN",2020-06-27,1719,33,22,0,6855709,"LB"
"Lebanon","LBN",2020-06-28,1740,34,21,1,6855709,"LB"
"Lebanon","LBN",2020-06-29,1745,34,5,0,6855709,"LB"
"Lebanon","LBN",2020-06-30,1778,34,33,0,6855709,"LB"
"Lebanon","LBN",2020-07-01,1788,34,10,0,6855709,"LB"
"Lebanon","LBN",2020-07-02,1796,35,8,1,6855709,"LB"
"Lebanon","LBN",2020-07-03,1830,35,34,0,6855709,"LB"
"Lebanon","LBN",2020-07-04,1855,35,25,0,6855709,"LB"
"Lebanon","LBN",2020-07-05,1873,36,18,1,6855709,"LB"
