"CountryName","CountryCode","Date","ConfirmedCases","ConfirmedDeaths","cases","deaths","population","iso2"
"Switzerland","CHE",2020-01-01,NA,NA,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-02,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-03,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-04,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-05,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-06,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-07,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-08,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-09,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-10,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-11,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-12,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-13,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-14,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-15,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-16,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-17,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-18,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-19,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-20,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-21,NA,NA,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-22,0,0,NA,NA,8591361,"CH"
"Switzerland","CHE",2020-01-23,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-24,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-25,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-26,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-27,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-28,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-29,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-30,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-01-31,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-01,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-02,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-03,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-04,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-05,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-06,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-07,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-08,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-09,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-10,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-11,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-12,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-13,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-14,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-15,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-16,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-17,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-18,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-19,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-20,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-21,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-22,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-23,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-24,0,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-25,1,0,1,0,8591361,"CH"
"Switzerland","CHE",2020-02-26,1,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-27,8,0,7,0,8591361,"CH"
"Switzerland","CHE",2020-02-28,8,0,0,0,8591361,"CH"
"Switzerland","CHE",2020-02-29,18,0,10,0,8591361,"CH"
"Switzerland","CHE",2020-03-01,27,0,9,0,8591361,"CH"
"Switzerland","CHE",2020-03-02,42,0,15,0,8591361,"CH"
"Switzerland","CHE",2020-03-03,56,0,14,0,8591361,"CH"
"Switzerland","CHE",2020-03-04,90,0,34,0,8591361,"CH"
"Switzerland","CHE",2020-03-05,114,0,24,0,8591361,"CH"
"Switzerland","CHE",2020-03-06,214,1,100,1,8591361,"CH"
"Switzerland","CHE",2020-03-07,268,1,54,0,8591361,"CH"
"Switzerland","CHE",2020-03-08,337,2,69,1,8591361,"CH"
"Switzerland","CHE",2020-03-09,374,2,37,0,8591361,"CH"
"Switzerland","CHE",2020-03-10,491,5,117,3,8591361,"CH"
"Switzerland","CHE",2020-03-11,652,7,161,2,8591361,"CH"
"Switzerland","CHE",2020-03-12,652,10,0,3,8591361,"CH"
"Switzerland","CHE",2020-03-13,1139,11,487,1,8591361,"CH"
"Switzerland","CHE",2020-03-14,1359,14,220,3,8591361,"CH"
"Switzerland","CHE",2020-03-15,2200,22,841,8,8591361,"CH"
"Switzerland","CHE",2020-03-16,2200,33,0,11,8591361,"CH"
"Switzerland","CHE",2020-03-17,2700,40,500,7,8591361,"CH"
"Switzerland","CHE",2020-03-18,3028,48,328,8,8591361,"CH"
"Switzerland","CHE",2020-03-19,4075,58,1047,10,8591361,"CH"
"Switzerland","CHE",2020-03-20,5294,78,1219,20,8591361,"CH"
"Switzerland","CHE",2020-03-21,6575,98,1281,20,8591361,"CH"
"Switzerland","CHE",2020-03-22,7474,113,899,15,8591361,"CH"
"Switzerland","CHE",2020-03-23,8795,141,1321,28,8591361,"CH"
"Switzerland","CHE",2020-03-24,9877,161,1082,20,8591361,"CH"
"Switzerland","CHE",2020-03-25,10897,196,1020,35,8591361,"CH"
"Switzerland","CHE",2020-03-26,11811,238,914,42,8591361,"CH"
"Switzerland","CHE",2020-03-27,12928,273,1117,35,8591361,"CH"
"Switzerland","CHE",2020-03-28,14076,329,1148,56,8591361,"CH"
"Switzerland","CHE",2020-03-29,14829,376,753,47,8591361,"CH"
"Switzerland","CHE",2020-03-30,15922,434,1093,58,8591361,"CH"
"Switzerland","CHE",2020-03-31,16605,485,683,51,8591361,"CH"
"Switzerland","CHE",2020-04-01,17768,546,1163,61,8591361,"CH"
"Switzerland","CHE",2020-04-02,18827,605,1059,59,8591361,"CH"
"Switzerland","CHE",2020-04-03,19606,660,779,55,8591361,"CH"
"Switzerland","CHE",2020-04-04,20505,719,899,59,8591361,"CH"
"Switzerland","CHE",2020-04-05,21100,771,595,52,8591361,"CH"
"Switzerland","CHE",2020-04-06,21657,823,557,52,8591361,"CH"
"Switzerland","CHE",2020-04-07,22253,882,596,59,8591361,"CH"
"Switzerland","CHE",2020-04-08,23280,946,1027,64,8591361,"CH"
"Switzerland","CHE",2020-04-09,24051,991,771,45,8591361,"CH"
"Switzerland","CHE",2020-04-10,24551,1046,500,55,8591361,"CH"
"Switzerland","CHE",2020-04-11,25107,1087,556,41,8591361,"CH"
"Switzerland","CHE",2020-04-12,25415,1141,308,54,8591361,"CH"
"Switzerland","CHE",2020-04-13,25688,1173,273,32,8591361,"CH"
"Switzerland","CHE",2020-04-14,25936,1209,248,36,8591361,"CH"
"Switzerland","CHE",2020-04-15,26336,1256,400,47,8591361,"CH"
"Switzerland","CHE",2020-04-16,26732,1298,396,42,8591361,"CH"
"Switzerland","CHE",2020-04-17,27078,1330,346,32,8591361,"CH"
"Switzerland","CHE",2020-04-18,27404,1366,326,36,8591361,"CH"
"Switzerland","CHE",2020-04-19,27740,1391,336,25,8591361,"CH"
"Switzerland","CHE",2020-04-20,27944,1432,204,41,8591361,"CH"
"Switzerland","CHE",2020-04-21,28063,1469,119,37,8591361,"CH"
"Switzerland","CHE",2020-04-22,28268,1497,205,28,8591361,"CH"
"Switzerland","CHE",2020-04-23,28496,1531,228,34,8591361,"CH"
"Switzerland","CHE",2020-04-24,28677,1554,181,23,8591361,"CH"
"Switzerland","CHE",2020-04-25,28894,1581,217,27,8591361,"CH"
"Switzerland","CHE",2020-04-26,29061,1594,167,13,8591361,"CH"
"Switzerland","CHE",2020-04-27,29164,1614,103,20,8591361,"CH"
"Switzerland","CHE",2020-04-28,29264,1637,100,23,8591361,"CH"
"Switzerland","CHE",2020-04-29,29407,1649,143,12,8591361,"CH"
"Switzerland","CHE",2020-04-30,29586,1665,179,16,8591361,"CH"
"Switzerland","CHE",2020-05-01,29705,1679,119,14,8591361,"CH"
"Switzerland","CHE",2020-05-02,29817,1688,112,9,8591361,"CH"
"Switzerland","CHE",2020-05-03,29905,1695,88,7,8591361,"CH"
"Switzerland","CHE",2020-05-04,29981,1702,76,7,8591361,"CH"
"Switzerland","CHE",2020-05-05,30009,1714,28,12,8591361,"CH"
"Switzerland","CHE",2020-05-06,30060,1719,51,5,8591361,"CH"
"Switzerland","CHE",2020-05-07,30126,1730,66,11,8591361,"CH"
"Switzerland","CHE",2020-05-08,30207,1738,81,8,8591361,"CH"
"Switzerland","CHE",2020-05-09,30251,1745,44,7,8591361,"CH"
"Switzerland","CHE",2020-05-10,30305,1754,54,9,8591361,"CH"
"Switzerland","CHE",2020-05-11,30344,1757,39,3,8591361,"CH"
"Switzerland","CHE",2020-05-12,30380,1758,36,1,8591361,"CH"
"Switzerland","CHE",2020-05-13,30413,1761,33,3,8591361,"CH"
"Switzerland","CHE",2020-05-14,30463,1763,50,2,8591361,"CH"
"Switzerland","CHE",2020-05-15,30514,1767,51,4,8591361,"CH"
"Switzerland","CHE",2020-05-16,30572,1768,58,1,8591361,"CH"
"Switzerland","CHE",2020-05-17,30587,1772,15,4,8591361,"CH"
"Switzerland","CHE",2020-05-18,30597,1778,10,6,8591361,"CH"
"Switzerland","CHE",2020-05-19,30618,1781,21,3,8591361,"CH"
"Switzerland","CHE",2020-05-20,30658,1781,40,0,8591361,"CH"
"Switzerland","CHE",2020-05-21,30694,1786,36,5,8591361,"CH"
"Switzerland","CHE",2020-05-22,30707,1788,13,2,8591361,"CH"
"Switzerland","CHE",2020-05-23,30725,1789,18,1,8591361,"CH"
"Switzerland","CHE",2020-05-24,30736,1790,11,1,8591361,"CH"
"Switzerland","CHE",2020-05-25,30746,1793,10,3,8591361,"CH"
"Switzerland","CHE",2020-05-26,30761,1795,15,2,8591361,"CH"
"Switzerland","CHE",2020-05-27,30776,1796,15,1,8591361,"CH"
"Switzerland","CHE",2020-05-28,30796,1796,20,0,8591361,"CH"
"Switzerland","CHE",2020-05-29,30828,1796,32,0,8591361,"CH"
"Switzerland","CHE",2020-05-30,30845,1796,17,0,8591361,"CH"
"Switzerland","CHE",2020-05-31,30862,1796,17,0,8591361,"CH"
"Switzerland","CHE",2020-06-01,30871,1796,9,0,8591361,"CH"
"Switzerland","CHE",2020-06-02,30874,1796,3,0,8591361,"CH"
"Switzerland","CHE",2020-06-03,30893,1796,19,0,8591361,"CH"
"Switzerland","CHE",2020-06-04,30913,1796,20,0,8591361,"CH"
"Switzerland","CHE",2020-06-05,30936,1796,23,0,8591361,"CH"
"Switzerland","CHE",2020-06-06,30956,1796,20,0,8591361,"CH"
"Switzerland","CHE",2020-06-07,30965,1798,9,2,8591361,"CH"
"Switzerland","CHE",2020-06-08,30972,1799,7,1,8591361,"CH"
"Switzerland","CHE",2020-06-09,30988,1799,16,0,8591361,"CH"
"Switzerland","CHE",2020-06-10,31011,1800,23,1,8591361,"CH"
"Switzerland","CHE",2020-06-11,31044,1800,33,0,8591361,"CH"
"Switzerland","CHE",2020-06-12,31063,1802,19,2,8591361,"CH"
"Switzerland","CHE",2020-06-13,31094,1802,31,0,8591361,"CH"
"Switzerland","CHE",2020-06-14,31117,1802,23,0,8591361,"CH"
"Switzerland","CHE",2020-06-15,31131,1802,14,0,8591361,"CH"
"Switzerland","CHE",2020-06-16,31154,1803,23,1,8591361,"CH"
"Switzerland","CHE",2020-06-17,31187,1805,33,2,8591361,"CH"
"Switzerland","CHE",2020-06-18,31200,1805,13,0,8591361,"CH"
"Switzerland","CHE",2020-06-19,31235,1805,35,0,8591361,"CH"
"Switzerland","CHE",2020-06-20,31243,1805,8,0,8591361,"CH"
"Switzerland","CHE",2020-06-21,31292,1806,49,1,8591361,"CH"
"Switzerland","CHE",2020-06-22,31310,1808,18,2,8591361,"CH"
"Switzerland","CHE",2020-06-23,31332,1808,22,0,8591361,"CH"
"Switzerland","CHE",2020-06-24,31376,1808,44,0,8591361,"CH"
"Switzerland","CHE",2020-06-25,31428,1808,52,0,8591361,"CH"
"Switzerland","CHE",2020-06-26,31486,1808,58,0,8591361,"CH"
"Switzerland","CHE",2020-06-27,31555,1808,69,0,8591361,"CH"
"Switzerland","CHE",2020-06-28,31617,1808,62,0,8591361,"CH"
"Switzerland","CHE",2020-06-29,31652,1809,35,1,8591361,"CH"
"Switzerland","CHE",2020-06-30,31714,1809,62,0,8591361,"CH"
"Switzerland","CHE",2020-07-01,31851,1810,137,1,8591361,"CH"
"Switzerland","CHE",2020-07-02,31967,1810,116,0,8591361,"CH"
"Switzerland","CHE",2020-07-03,32101,1810,134,0,8591361,"CH"
"Switzerland","CHE",2020-07-04,32198,1810,97,0,8591361,"CH"
"Switzerland","CHE",2020-07-05,32268,1810,70,0,8591361,"CH"
"Switzerland","CHE",2020-07-06,32315,1811,47,1,8591361,"CH"
"Switzerland","CHE",2020-07-07,32369,1811,54,0,8591361,"CH"
"Switzerland","CHE",2020-07-08,32498,1813,129,2,8591361,"CH"
"Switzerland","CHE",2020-07-09,32586,1813,88,0,8591361,"CH"
"Switzerland","CHE",2020-07-10,32690,1813,104,0,8591361,"CH"
"Switzerland","CHE",2020-07-11,32817,1813,127,0,8591361,"CH"
"Switzerland","CHE",2020-07-12,32883,1813,66,0,8591361,"CH"
"Switzerland","CHE",2020-07-13,32946,1813,63,0,8591361,"CH"
"Switzerland","CHE",2020-07-14,33016,1813,70,0,8591361,"CH"
"Switzerland","CHE",2020-07-15,33148,1814,132,1,8591361,"CH"
"Switzerland","CHE",2020-07-16,33290,1815,142,1,8591361,"CH"
"Switzerland","CHE",2020-07-17,33382,1815,92,0,8591361,"CH"
"Switzerland","CHE",2020-07-18,33492,1815,110,0,8591361,"CH"
"Switzerland","CHE",2020-07-19,33591,1815,99,0,8591361,"CH"
"Switzerland","CHE",2020-07-20,33634,1818,43,3,8591361,"CH"
"Switzerland","CHE",2020-07-21,33742,1819,108,1,8591361,"CH"
"Switzerland","CHE",2020-07-22,33883,1819,141,0,8591361,"CH"
