"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-08,"CA","CAAB",4436258,0,0,0
2020-04-08,"CA","CABC",5153039,0,0,0
2020-04-08,"CA","CAMB",1380935,0,0,0
2020-04-08,"CA","CANB",782078,0,0,0
2020-04-08,"CA","CANL",520438,0,0,0
2020-04-08,"CA","CANS",979449,0,0,0
2020-04-08,"CA","CANT",45136,0,0,0
2020-04-08,"CA","CANU",39407,0,0,0
2020-04-08,"CA","CAON",14755211,0,0,0
2020-04-08,"CA","CAPE",159819,0,0,0
2020-04-08,"CA","CAQC",8575944,0,0,0
2020-04-08,"CA","CASK",1178832,0,0,0
2020-04-08,"CA","CAYT",42192,0,0,0
2020-04-09,"CA","CAAB",4436258,0,0,0
2020-04-09,"CA","CABC",5153039,0,0,0
2020-04-09,"CA","CAMB",1380935,0,0,0
2020-04-09,"CA","CANB",782078,0,0,0
2020-04-09,"CA","CANL",520438,0,0,0
2020-04-09,"CA","CANS",979449,0,0,0
2020-04-09,"CA","CANT",45136,0,0,0
2020-04-09,"CA","CANU",39407,0,0,0
2020-04-09,"CA","CAON",14755211,0,0,0
2020-04-09,"CA","CAPE",159819,0,0,0
2020-04-09,"CA","CAQC",8575944,0,0,0
2020-04-09,"CA","CASK",1178832,0,0,0
2020-04-09,"CA","CAYT",42192,0,0,0
2020-04-10,"CA","CAAB",4436258,0,0,0
2020-04-10,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-10,"CA","CAMB",1380935,0,0,0
2020-04-10,"CA","CANB",782078,0,0,0
2020-04-10,"CA","CANL",520438,0,0,0
2020-04-10,"CA","CANS",979449,0,0,0
2020-04-10,"CA","CANT",45136,0,0,0
2020-04-10,"CA","CANU",39407,0,0,0
2020-04-10,"CA","CAON",14755211,0,NA,NA
2020-04-10,"CA","CAPE",159819,0,0,0
2020-04-10,"CA","CAQC",8575944,0,NA,NA
2020-04-10,"CA","CASK",1178832,0,0,0
2020-04-10,"CA","CAYT",42192,0,0,0
2020-04-11,"CA","CAAB",4436258,0,0,0
2020-04-11,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-11,"CA","CAMB",1380935,0,0,0
2020-04-11,"CA","CANB",782078,0,0,0
2020-04-11,"CA","CANL",520438,0,0,0
2020-04-11,"CA","CANS",979449,0,0,0
2020-04-11,"CA","CANT",45136,0,0,0
2020-04-11,"CA","CANU",39407,0,0,0
2020-04-11,"CA","CAON",14755211,0,NA,NA
2020-04-11,"CA","CAPE",159819,0,0,0
2020-04-11,"CA","CAQC",8575944,0,NA,NA
2020-04-11,"CA","CASK",1178832,0,0,0
2020-04-11,"CA","CAYT",42192,0,0,0
2020-04-12,"CA","CAAB",4436258,0.02,NA,NA
2020-04-12,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-12,"CA","CAMB",1380935,0,0,0
2020-04-12,"CA","CANB",782078,0,0,0
2020-04-12,"CA","CANL",520438,0,0,0
2020-04-12,"CA","CANS",979449,0,0,0
2020-04-12,"CA","CANT",45136,0,0,0
2020-04-12,"CA","CANU",39407,0,0,0
2020-04-12,"CA","CAON",14755211,0,NA,NA
2020-04-12,"CA","CAPE",159819,0,0,0
2020-04-12,"CA","CAQC",8575944,0,NA,NA
2020-04-12,"CA","CASK",1178832,0,0,0
2020-04-12,"CA","CAYT",42192,0,0,0
2020-04-13,"CA","CAAB",4436258,0.02,NA,NA
2020-04-13,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-13,"CA","CAMB",1380935,0,0,0
2020-04-13,"CA","CANB",782078,0,0,0
2020-04-13,"CA","CANL",520438,0,0,0
2020-04-13,"CA","CANS",979449,0,0,0
2020-04-13,"CA","CANT",45136,0,0,0
2020-04-13,"CA","CANU",39407,0,0,0
2020-04-13,"CA","CAON",14755211,0,NA,NA
2020-04-13,"CA","CAPE",159819,0,0,0
2020-04-13,"CA","CAQC",8575944,0,NA,NA
2020-04-13,"CA","CASK",1178832,0,0,0
2020-04-13,"CA","CAYT",42192,0,0,0
2020-04-14,"CA","CAAB",4436258,0.02,NA,NA
2020-04-14,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-14,"CA","CAMB",1380935,0,0,0
2020-04-14,"CA","CANB",782078,0,0,0
2020-04-14,"CA","CANL",520438,0,0,0
2020-04-14,"CA","CANS",979449,0,0,0
2020-04-14,"CA","CANT",45136,0,0,0
2020-04-14,"CA","CANU",39407,0,0,0
2020-04-14,"CA","CAON",14755211,0,NA,NA
2020-04-14,"CA","CAPE",159819,0,0,0
2020-04-14,"CA","CAQC",8575944,0,NA,NA
2020-04-14,"CA","CASK",1178832,0,0,0
2020-04-14,"CA","CAYT",42192,0,0,0
2020-04-15,"CA","CAAB",4436258,0.0125,NA,NA
2020-04-15,"CA","CABC",5153039,0.0571428571428571,NA,NA
2020-04-15,"CA","CAMB",1380935,0,0,0
2020-04-15,"CA","CANB",782078,0,0,0
2020-04-15,"CA","CANL",520438,0,0,0
2020-04-15,"CA","CANS",979449,0,0,0
2020-04-15,"CA","CANT",45136,0,0,0
2020-04-15,"CA","CANU",39407,0,0,0
2020-04-15,"CA","CAON",14755211,0,NA,NA
2020-04-15,"CA","CAPE",159819,0,0,0
2020-04-15,"CA","CAQC",8575944,0,NA,NA
2020-04-15,"CA","CASK",1178832,0,0,0
2020-04-15,"CA","CAYT",42192,0,0,0
2020-04-16,"CA","CAAB",4436258,0.0125,NA,NA
2020-04-16,"CA","CABC",5153039,0.0235294117647059,NA,NA
2020-04-16,"CA","CAMB",1380935,0,0,0
2020-04-16,"CA","CANB",782078,0,0,0
2020-04-16,"CA","CANL",520438,0,0,0
2020-04-16,"CA","CANS",979449,0,0,0
2020-04-16,"CA","CANT",45136,0,0,0
2020-04-16,"CA","CANU",39407,0,0,0
2020-04-16,"CA","CAON",14755211,0,NA,NA
2020-04-16,"CA","CAPE",159819,0,0,0
2020-04-16,"CA","CAQC",8575944,0,NA,NA
2020-04-16,"CA","CASK",1178832,0,0,0
2020-04-16,"CA","CAYT",42192,0,0,0
2020-04-17,"CA","CAAB",4436258,0.0125,NA,NA
2020-04-17,"CA","CABC",5153039,0.0235294117647059,NA,NA
2020-04-17,"CA","CAMB",1380935,0,0,0
2020-04-17,"CA","CANB",782078,0,0,0
2020-04-17,"CA","CANL",520438,0,0,0
2020-04-17,"CA","CANS",979449,0,0,0
2020-04-17,"CA","CANT",45136,0,0,0
2020-04-17,"CA","CANU",39407,0,0,0
2020-04-17,"CA","CAON",14755211,0,NA,NA
2020-04-17,"CA","CAPE",159819,0,0,0
2020-04-17,"CA","CAQC",8575944,0,NA,NA
2020-04-17,"CA","CASK",1178832,0,0,0
2020-04-17,"CA","CAYT",42192,0,0,0
