"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2022-07-15","Lebanon","LB","شمال لبنان - Liban-Nord","LBAS","en",300,50,35,,7,5,,,,,30,,,40,,,200,,,,,,,,"limesurvey-31785","u1msars3vopeq31g86",20220715
"2022-10-27","Lebanon","LB","شمال لبنان - Liban-Nord","LBAS","en",200,125,75,,7,2,,,,,5,,,35,,,130,,,,,,,,"limesurvey-70413","u1msars3vopeq31g86",20221027
"2022-11-25","Lebanon","LB","شمال لبنان - Liban-Nord","LBAS","en",170,75,50,,3,0,,,,,2,,,6,,,62,,,,,,,,"limesurvey-81448","u1msars3vopeq31g86",20221124
