"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLAI",103158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLAN",607534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLAP",226068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLAR",957224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLAT",286168,0,0,0,0,NA,NA,50,2,0,0,0,0,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLBI",1556805,0.00221238938053097,0.000588235294117647,0,0,NA,NA,904,17,0.00221238938053097,0.000588235294117647,0,0,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLCO",757586,0,0,0,0,NA,NA,45,3,0,0,0,0,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLLI",914555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLLL",828708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLLR",384837,0,0,NA,NA,NA,NA,15,3,0,0,NA,NA,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLMA",166533,0,0,NA,NA,NA,NA,20,1,0,0,NA,NA,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLML",1044950,0,0,NA,NA,NA,NA,30,1,0,0,NA,NA,NA,NA
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLNB",480609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLRM",7112808,0.0573221757322176,0.0663690476190476,0.00714285714285714,0.00714285714285714,0.019047619047619,0.019047619047619,2390,30,0.0573221757322176,0.0663690476190476,0.00714285714285714,0.00714285714285714,0.019047619047619,0.019047619047619
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLTA",330558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CL",2020-07-07,17574003,0.0173913043478261,NA,NA,460,8,0.035266309229727,2390,0.00439449838681166,0.0117186623648311,2390,0.0323812207224728,0.00368521092788767,0.00368521092788767,"CLVS",1815902,0,0,NA,NA,NA,NA,100,1,0,0,NA,NA,NA,NA
