"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"Togo","TG","TGO",7886000,2020-01-22,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-23,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-24,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-25,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-26,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-27,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-28,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-29,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-30,0,0,0,0
"Togo","TG","TGO",7886000,2020-01-31,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-01,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-02,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-03,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-04,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-05,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-06,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-07,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-08,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-09,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-10,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-11,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-12,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-13,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-14,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-15,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-16,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-17,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-18,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-19,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-20,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-21,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-22,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-23,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-24,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-25,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-26,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-27,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-28,0,0,0,0
"Togo","TG","TGO",7886000,2020-02-29,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-01,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-02,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-03,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-04,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-05,0,0,0,0
"Togo","TG","TGO",7886000,2020-03-06,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-07,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-08,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-09,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-10,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-11,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-12,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-13,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-14,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-15,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-16,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-17,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-18,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-19,1,0,0,0
"Togo","TG","TGO",7886000,2020-03-20,9,0,0,1
"Togo","TG","TGO",7886000,2020-03-21,16,0,0,1
"Togo","TG","TGO",7886000,2020-03-22,16,0,16,0
"Togo","TG","TGO",7886000,2020-03-23,18,0,18,0
"Togo","TG","TGO",7886000,2020-03-24,20,0,19,1
"Togo","TG","TGO",7886000,2020-03-25,23,0,22,1
"Togo","TG","TGO",7886000,2020-03-26,23,0,22,1
"Togo","TG","TGO",7886000,2020-03-27,25,1,23,1
"Togo","TG","TGO",7886000,2020-03-28,25,1,23,1
"Togo","TG","TGO",7886000,2020-03-29,25,1,23,1
"Togo","TG","TGO",7886000,2020-03-30,30,1,28,1
"Togo","TG","TGO",7886000,2020-03-31,34,1,23,10
"Togo","TG","TGO",7886000,2020-04-01,36,2,24,10
"Togo","TG","TGO",7886000,2020-04-02,39,2,20,17
"Togo","TG","TGO",7886000,2020-04-03,40,3,20,17
"Togo","TG","TGO",7886000,2020-04-04,41,3,21,17
"Togo","TG","TGO",7886000,2020-04-05,44,3,21,20
"Togo","TG","TGO",7886000,2020-04-06,58,3,32,23
"Togo","TG","TGO",7886000,2020-04-07,65,3,39,23
"Togo","TG","TGO",7886000,2020-04-08,70,3,44,23
"Togo","TG","TGO",7886000,2020-04-09,73,3,46,24
"Togo","TG","TGO",7886000,2020-04-10,76,3,48,25
"Togo","TG","TGO",7886000,2020-04-11,76,3,48,25
"Togo","TG","TGO",7886000,2020-04-12,76,3,44,29
"Togo","TG","TGO",7886000,2020-04-13,77,3,45,29
"Togo","TG","TGO",7886000,2020-04-14,77,3,42,32
"Togo","TG","TGO",7886000,2020-04-15,81,3,43,35
"Togo","TG","TGO",7886000,2020-04-16,81,5,31,45
"Togo","TG","TGO",7886000,2020-04-17,83,5,30,48
"Togo","TG","TGO",7886000,2020-04-18,84,5,30,49
"Togo","TG","TGO",7886000,2020-04-19,84,5,27,52
"Togo","TG","TGO",7886000,2020-04-20,84,6,25,53
"Togo","TG","TGO",7886000,2020-04-21,86,6,24,56
"Togo","TG","TGO",7886000,2020-04-22,88,6,26,56
"Togo","TG","TGO",7886000,2020-04-23,88,6,23,59
"Togo","TG","TGO",7886000,2020-04-24,90,6,25,59
"Togo","TG","TGO",7886000,2020-04-25,96,6,28,62
"Togo","TG","TGO",7886000,2020-04-26,98,6,30,62
"Togo","TG","TGO",7886000,2020-04-27,98,6,30,62
"Togo","TG","TGO",7886000,2020-04-28,99,6,30,63
"Togo","TG","TGO",7886000,2020-04-29,109,7,38,64
"Togo","TG","TGO",7886000,2020-04-30,116,9,42,65
"Togo","TG","TGO",7886000,2020-05-01,123,9,48,66
"Togo","TG","TGO",7886000,2020-05-02,123,9,48,66
"Togo","TG","TGO",7886000,2020-05-03,124,9,48,67
"Togo","TG","TGO",7886000,2020-05-04,126,9,43,74
"Togo","TG","TGO",7886000,2020-05-05,128,9,45,74
"Togo","TG","TGO",7886000,2020-05-06,128,9,42,77
"Togo","TG","TGO",7886000,2020-05-07,135,9,41,85
"Togo","TG","TGO",7886000,2020-05-08,145,10,50,85
"Togo","TG","TGO",7886000,2020-05-09,153,10,56,87
"Togo","TG","TGO",7886000,2020-05-10,174,11,74,89
"Togo","TG","TGO",7886000,2020-05-11,181,11,81,89
"Togo","TG","TGO",7886000,2020-05-12,199,11,96,92
"Togo","TG","TGO",7886000,2020-05-13,219,11,112,96
"Togo","TG","TGO",7886000,2020-05-14,238,11,131,96
"Togo","TG","TGO",7886000,2020-05-15,263,11,156,96
"Togo","TG","TGO",7886000,2020-05-16,298,11,188,99
"Togo","TG","TGO",7886000,2020-05-17,301,11,186,104
"Togo","TG","TGO",7886000,2020-05-18,330,12,212,106
"Togo","TG","TGO",7886000,2020-05-19,338,12,219,107
