"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"China","CN","CHN",1414031000,2020-01-22,0,0,0,0
"China","CN","CHN",1414031000,2020-01-23,0,0,0,0
"China","CN","CHN",1414031000,2020-01-24,0,0,0,0
"China","CN","CHN",1414031000,2020-01-25,0,0,0,0
"China","CN","CHN",1414031000,2020-01-26,0,0,0,0
"China","CN","CHN",1414031000,2020-01-27,0,0,0,0
"China","CN","CHN",1414031000,2020-01-28,0,0,0,0
"China","CN","CHN",1414031000,2020-01-29,0,0,0,0
"China","CN","CHN",1414031000,2020-01-30,0,0,0,0
"China","CN","CHN",1414031000,2020-01-31,0,0,0,0
"China","CN","CHN",1414031000,2020-02-01,0,0,0,0
"China","CN","CHN",1414031000,2020-02-02,0,0,0,0
"China","CN","CHN",1414031000,2020-02-03,0,0,0,0
"China","CN","CHN",1414031000,2020-02-04,0,0,0,0
"China","CN","CHN",1414031000,2020-02-05,0,0,0,0
"China","CN","CHN",1414031000,2020-02-06,0,0,0,0
"China","CN","CHN",1414031000,2020-02-07,0,0,0,0
"China","CN","CHN",1414031000,2020-02-08,0,0,0,0
"China","CN","CHN",1414031000,2020-02-09,0,0,0,0
"China","CN","CHN",1414031000,2020-02-10,0,0,0,0
"China","CN","CHN",1414031000,2020-02-11,0,0,0,0
"China","CN","CHN",1414031000,2020-02-12,0,0,0,0
"China","CN","CHN",1414031000,2020-02-13,0,0,0,0
"China","CN","CHN",1414031000,2020-02-14,0,0,0,0
"China","CN","CHN",1414031000,2020-02-15,0,0,0,0
"China","CN","CHN",1414031000,2020-02-16,0,0,0,0
"China","CN","CHN",1414031000,2020-02-17,0,0,0,0
"China","CN","CHN",1414031000,2020-02-18,0,0,0,0
"China","CN","CHN",1414031000,2020-02-19,0,0,0,0
"China","CN","CHN",1414031000,2020-02-20,0,0,0,0
"China","CN","CHN",1414031000,2020-02-21,0,0,0,0
"China","CN","CHN",1414031000,2020-02-22,0,0,0,0
"China","CN","CHN",1414031000,2020-02-23,589,0,0,589
"China","CN","CHN",1414031000,2020-02-24,0,0,0,0
"China","CN","CHN",1414031000,2020-02-25,0,0,0,0
"China","CN","CHN",1414031000,2020-02-26,0,0,0,0
"China","CN","CHN",1414031000,2020-02-27,0,0,0,0
"China","CN","CHN",1414031000,2020-02-28,0,0,0,0
"China","CN","CHN",1414031000,2020-02-29,0,0,0,0
"China","CN","CHN",1414031000,2020-03-01,0,0,0,0
"China","CN","CHN",1414031000,2020-03-02,0,0,0,0
"China","CN","CHN",1414031000,2020-03-03,0,0,0,0
"China","CN","CHN",1414031000,2020-03-04,0,0,0,0
"China","CN","CHN",1414031000,2020-03-05,0,0,0,0
"China","CN","CHN",1414031000,2020-03-06,0,0,0,0
"China","CN","CHN",1414031000,2020-03-07,0,0,0,0
"China","CN","CHN",1414031000,2020-03-08,14236,165,0,14071
"China","CN","CHN",1414031000,2020-03-09,0,0,0,0
"China","CN","CHN",1414031000,2020-03-10,0,0,0,0
"China","CN","CHN",1414031000,2020-03-11,97650,3313,0,78158
"China","CN","CHN",1414031000,2020-03-12,89362,3179,0,71301
"China","CN","CHN",1414031000,2020-03-13,80328,3185,0,63594
"China","CN","CHN",1414031000,2020-03-14,103562,3411,1,88006
"China","CN","CHN",1414031000,2020-03-15,82182,3188,0,68139
"China","CN","CHN",1414031000,2020-03-16,80035,3227,10,66938
"China","CN","CHN",1414031000,2020-03-17,75930,3174,0,63750
"China","CN","CHN",1414031000,2020-03-18,76262,3225,0,64992
"China","CN","CHN",1414031000,2020-03-19,74275,3194,0,63715
"China","CN","CHN",1414031000,2020-03-20,77427,3226,17,67455
"China","CN","CHN",1414031000,2020-03-21,74098,3185,12,64731
"China","CN","CHN",1414031000,2020-03-22,77772,3221,5782,68769
"China","CN","CHN",1414031000,2020-03-23,87939,3340,5408,79191
"China","CN","CHN",1414031000,2020-03-24,80002,3402,5040,71560
"China","CN","CHN",1414031000,2020-03-25,75927,3214,4601,68112
"China","CN","CHN",1414031000,2020-03-26,79558,3316,4333,71909
"China","CN","CHN",1414031000,2020-03-27,74863,3219,3833,67811
"China","CN","CHN",1414031000,2020-03-28,0,0,0,0
"China","CN","CHN",1414031000,2020-03-29,17448,215,111,17122
"China","CN","CHN",1414031000,2020-03-30,7537,17,55,7465
"China","CN","CHN",1414031000,2020-03-31,77828,3238,2790,71800
"China","CN","CHN",1414031000,2020-04-01,73576,3244,2621,67711
"China","CN","CHN",1414031000,2020-04-02,19598,104,48,19446
"China","CN","CHN",1414031000,2020-04-03,76157,3266,2332,70559
"China","CN","CHN",1414031000,2020-04-04,574,8,46,520
"China","CN","CHN",1414031000,2020-04-05,78225,3269,2044,72912
"China","CN","CHN",1414031000,2020-04-06,7543,124,43,7376
"China","CN","CHN",1414031000,2020-04-07,77852,3295,1960,72597
"China","CN","CHN",1414031000,2020-04-08,75876,3273,1990,70613
"China","CN","CHN",1414031000,2020-04-09,94121,3409,1842,88870
"China","CN","CHN",1414031000,2020-04-10,91122,3283,1681,86158
"China","CN","CHN",1414031000,2020-04-11,79615,3306,1840,74469
"China","CN","CHN",1414031000,2020-04-12,78612,3314,1827,73471
"China","CN","CHN",1414031000,2020-04-13,76947,3283,1894,71770
"China","CN","CHN",1414031000,2020-04-14,94917,3603,1584,89730
"China","CN","CHN",1414031000,2020-04-15,80542,3298,1802,75442
"China","CN","CHN",1414031000,2020-04-16,77816,3309,1822,72685
"China","CN","CHN",1414031000,2020-04-17,83258,4618,1734,76906
"China","CN","CHN",1414031000,2020-04-18,86600,4615,1361,80624
"China","CN","CHN",1414031000,2020-04-19,79210,4598,1344,73268
"China","CN","CHN",1414031000,2020-04-20,77495,4601,1426,71468
"China","CN","CHN",1414031000,2020-04-21,76303,4560,1521,70222
"China","CN","CHN",1414031000,2020-04-22,78016,4578,1242,72196
"China","CN","CHN",1414031000,2020-04-23,1511,7,430,1074
"China","CN","CHN",1414031000,2020-04-24,89022,4627,1069,83326
"China","CN","CHN",1414031000,2020-04-25,80499,4628,1296,74575
"China","CN","CHN",1414031000,2020-04-26,74453,4558,818,69077
"China","CN","CHN",1414031000,2020-04-27,144751,9080,1104,134567
"China","CN","CHN",1414031000,2020-04-28,5427,39,572,4816
"China","CN","CHN",1414031000,2020-04-29,83940,4637,881,78422
"China","CN","CHN",1414031000,2020-04-30,83944,4637,833,78474
"China","CN","CHN",1414031000,2020-05-01,83956,4637,796,78523
"China","CN","CHN",1414031000,2020-05-02,83959,4637,749,78573
"China","CN","CHN",1414031000,2020-05-03,83959,4637,736,78586
"China","CN","CHN",1414031000,2020-05-04,83964,4637,643,78684
"China","CN","CHN",1414031000,2020-05-05,83966,4637,537,78792
"China","CN","CHN",1414031000,2020-05-06,83968,4637,461,78870
"China","CN","CHN",1414031000,2020-05-07,83970,4637,404,78929
"China","CN","CHN",1414031000,2020-05-08,83975,4637,361,78977
"China","CN","CHN",1414031000,2020-05-09,83976,4637,346,78993
"China","CN","CHN",1414031000,2020-05-10,83990,4637,226,79127
"China","CN","CHN",1414031000,2020-05-11,84010,4637,206,79167
"China","CN","CHN",1414031000,2020-05-12,84011,4637,176,79198
"China","CN","CHN",1414031000,2020-05-13,84018,4637,159,79222
"China","CN","CHN",1414031000,2020-05-14,84024,4637,141,79246
"China","CN","CHN",1414031000,2020-05-15,84029,4637,131,79261
"China","CN","CHN",1414031000,2020-05-16,84038,4637,120,79281
"China","CN","CHN",1414031000,2020-05-17,84044,4638,113,79293
"China","CN","CHN",1414031000,2020-05-18,84054,4638,110,79306
"China","CN","CHN",1414031000,2020-05-19,84063,4638,115,79310
"China","CN","CHN",1414031000,2020-05-20,84063,4638,115,79310
"China","CN","CHN",1414031000,2020-05-21,84063,4638,115,79310
"China","CN","CHN",1414031000,2020-05-22,84063,4638,115,79310
"China","CN","CHN",1414031000,2020-05-23,84081,4638,111,79332
"China","CN","CHN",1414031000,2020-05-24,84084,4638,111,79335
"China","CN","CHN",1414031000,2020-05-25,84095,4638,114,79343
"China","CN","CHN",1414031000,2020-05-26,84102,4638,112,79352
"China","CN","CHN",1414031000,2020-05-27,84103,4638,107,79358
"China","CN","CHN",1414031000,2020-05-28,84106,4638,101,79367
"China","CN","CHN",1414031000,2020-05-29,84106,4638,97,79371
"China","CN","CHN",1414031000,2020-05-30,84123,4638,103,79382
"China","CN","CHN",1414031000,2020-05-31,84128,4638,104,79386
"China","CN","CHN",1414031000,2020-06-01,84146,4638,119,79389
"China","CN","CHN",1414031000,2020-06-02,84154,4638,118,79398
"China","CN","CHN",1414031000,2020-06-03,84161,4638,123,79400
"China","CN","CHN",1414031000,2020-06-04,84160,4638,118,79404
"China","CN","CHN",1414031000,2020-06-05,84171,4638,118,79415
"China","CN","CHN",1414031000,2020-06-06,84177,4638,119,79420
