"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"Jordan","JO","JOR",10101697,2020-01-22,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-23,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-24,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-25,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-26,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-27,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-28,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-29,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-30,0,0,0,0
"Jordan","JO","JOR",10101697,2020-01-31,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-01,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-02,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-03,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-04,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-05,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-06,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-07,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-08,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-09,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-10,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-11,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-12,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-13,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-14,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-15,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-16,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-17,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-18,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-19,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-20,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-21,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-22,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-23,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-24,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-25,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-26,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-27,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-28,0,0,0,0
"Jordan","JO","JOR",10101697,2020-02-29,0,0,0,0
"Jordan","JO","JOR",10101697,2020-03-01,0,0,0,0
"Jordan","JO","JOR",10101697,2020-03-02,0,0,0,0
"Jordan","JO","JOR",10101697,2020-03-03,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-04,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-05,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-06,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-07,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-08,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-09,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-10,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-11,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-12,1,0,0,0
"Jordan","JO","JOR",10101697,2020-03-13,1,0,0,1
"Jordan","JO","JOR",10101697,2020-03-14,1,0,0,1
"Jordan","JO","JOR",10101697,2020-03-15,8,0,0,1
"Jordan","JO","JOR",10101697,2020-03-16,17,0,0,1
"Jordan","JO","JOR",10101697,2020-03-17,34,0,0,1
"Jordan","JO","JOR",10101697,2020-03-18,52,0,0,1
"Jordan","JO","JOR",10101697,2020-03-19,69,0,0,1
"Jordan","JO","JOR",10101697,2020-03-20,85,0,0,1
"Jordan","JO","JOR",10101697,2020-03-21,85,0,0,1
"Jordan","JO","JOR",10101697,2020-03-22,112,0,111,1
"Jordan","JO","JOR",10101697,2020-03-23,127,0,126,1
"Jordan","JO","JOR",10101697,2020-03-24,154,0,153,1
"Jordan","JO","JOR",10101697,2020-03-25,172,0,171,1
"Jordan","JO","JOR",10101697,2020-03-26,212,0,211,1
"Jordan","JO","JOR",10101697,2020-03-27,235,1,216,18
"Jordan","JO","JOR",10101697,2020-03-28,246,1,227,18
"Jordan","JO","JOR",10101697,2020-03-29,259,3,238,18
"Jordan","JO","JOR",10101697,2020-03-30,268,5,237,26
"Jordan","JO","JOR",10101697,2020-03-31,274,5,239,30
"Jordan","JO","JOR",10101697,2020-04-01,278,5,237,36
"Jordan","JO","JOR",10101697,2020-04-02,299,5,249,45
"Jordan","JO","JOR",10101697,2020-04-03,310,5,247,58
"Jordan","JO","JOR",10101697,2020-04-04,323,5,244,74
"Jordan","JO","JOR",10101697,2020-04-05,345,5,230,110
"Jordan","JO","JOR",10101697,2020-04-06,349,6,217,126
"Jordan","JO","JOR",10101697,2020-04-07,353,6,209,138
"Jordan","JO","JOR",10101697,2020-04-08,358,6,202,150
"Jordan","JO","JOR",10101697,2020-04-09,372,7,204,161
