"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"Australia","AU","AUS",25203200,2020-01-22,0,0,0,0
"Australia","AU","AUS",25203200,2020-01-23,0,0,0,0
"Australia","AU","AUS",25203200,2020-01-24,0,0,0,0
"Australia","AU","AUS",25203200,2020-01-25,4,0,0,0
"Australia","AU","AUS",25203200,2020-01-26,4,0,0,0
"Australia","AU","AUS",25203200,2020-01-27,5,0,0,0
"Australia","AU","AUS",25203200,2020-01-28,5,0,0,0
"Australia","AU","AUS",25203200,2020-01-29,5,0,0,0
"Australia","AU","AUS",25203200,2020-01-30,9,0,0,2
"Australia","AU","AUS",25203200,2020-01-31,9,0,0,2
"Australia","AU","AUS",25203200,2020-02-01,72,0,0,10
"Australia","AU","AUS",25203200,2020-02-02,34,0,0,0
"Australia","AU","AUS",25203200,2020-02-03,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-04,6,0,0,0
"Australia","AU","AUS",25203200,2020-02-05,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-06,32,0,0,14
"Australia","AU","AUS",25203200,2020-02-07,10,0,0,0
"Australia","AU","AUS",25203200,2020-02-08,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-09,60,0,0,0
"Australia","AU","AUS",25203200,2020-02-10,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-11,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-12,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-13,132,0,0,132
"Australia","AU","AUS",25203200,2020-02-14,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-15,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-16,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-17,24,0,0,24
"Australia","AU","AUS",25203200,2020-02-18,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-19,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-20,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-21,44,0,0,8
"Australia","AU","AUS",25203200,2020-02-22,35,0,0,0
"Australia","AU","AUS",25203200,2020-02-23,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-24,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-25,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-26,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-27,16,0,0,0
"Australia","AU","AUS",25203200,2020-02-28,0,0,0,0
"Australia","AU","AUS",25203200,2020-02-29,55,0,0,19
"Australia","AU","AUS",25203200,2020-03-01,20,4,0,8
"Australia","AU","AUS",25203200,2020-03-02,24,0,0,8
"Australia","AU","AUS",25203200,2020-03-03,35,0,0,6
"Australia","AU","AUS",25203200,2020-03-04,66,2,0,16
"Australia","AU","AUS",25203200,2020-03-05,71,4,0,38
"Australia","AU","AUS",25203200,2020-03-06,61,1,0,14
"Australia","AU","AUS",25203200,2020-03-07,50,1,0,18
"Australia","AU","AUS",25203200,2020-03-08,74,3,0,20
"Australia","AU","AUS",25203200,2020-03-09,67,4,0,11
"Australia","AU","AUS",25203200,2020-03-10,100,3,0,19
"Australia","AU","AUS",25203200,2020-03-11,454,9,0,65
"Australia","AU","AUS",25203200,2020-03-12,0,0,0,0
"Australia","AU","AUS",25203200,2020-03-13,0,0,0,0
"Australia","AU","AUS",25203200,2020-03-14,273,4,0,23
"Australia","AU","AUS",25203200,2020-03-15,278,2,0,23
"Australia","AU","AUS",25203200,2020-03-16,414,3,0,26
"Australia","AU","AUS",25203200,2020-03-17,413,5,0,20
"Australia","AU","AUS",25203200,2020-03-18,809,6,0,39
"Australia","AU","AUS",25203200,2020-03-19,569,6,0,21
"Australia","AU","AUS",25203200,2020-03-20,663,7,0,15
"Australia","AU","AUS",25203200,2020-03-21,1068,7,0,26
"Australia","AU","AUS",25203200,2020-03-22,1490,7,1391,92
"Australia","AU","AUS",25203200,2020-03-23,1682,7,1556,119
"Australia","AU","AUS",25203200,2020-03-24,2044,8,1917,119
"Australia","AU","AUS",25203200,2020-03-25,2364,8,2237,119
"Australia","AU","AUS",25203200,2020-03-26,2810,13,2625,172
"Australia","AU","AUS",25203200,2020-03-27,3143,13,2936,194
"Australia","AU","AUS",25203200,2020-03-28,0,0,0,0
"Australia","AU","AUS",25203200,2020-03-29,0,0,0,0
"Australia","AU","AUS",25203200,2020-03-30,0,0,0,0
"Australia","AU","AUS",25203200,2020-03-31,4559,18,4183,358
"Australia","AU","AUS",25203200,2020-04-01,4862,20,4420,422
"Australia","AU","AUS",25203200,2020-04-02,0,0,0,0
"Australia","AU","AUS",25203200,2020-04-03,5330,28,4653,649
"Australia","AU","AUS",25203200,2020-04-04,0,0,0,0
"Australia","AU","AUS",25203200,2020-04-05,5687,35,4895,757
"Australia","AU","AUS",25203200,2020-04-06,0,0,0,0
"Australia","AU","AUS",25203200,2020-04-07,5895,45,4770,1080
"Australia","AU","AUS",25203200,2020-04-08,6010,50,4880,1080
"Australia","AU","AUS",25203200,2020-04-09,6108,51,4585,1472
"Australia","AU","AUS",25203200,2020-04-10,6215,54,4368,1793
"Australia","AU","AUS",25203200,2020-04-11,6303,57,4440,1806
"Australia","AU","AUS",25203200,2020-04-12,6315,60,4449,1806
"Australia","AU","AUS",25203200,2020-04-13,6351,61,4484,1806
"Australia","AU","AUS",25203200,2020-04-14,6415,62,4167,2186
"Australia","AU","AUS",25203200,2020-04-15,6440,63,4191,2186
"Australia","AU","AUS",25203200,2020-04-16,6462,63,4044,2355
"Australia","AU","AUS",25203200,2020-04-17,6522,66,2648,3808
"Australia","AU","AUS",25203200,2020-04-18,6547,67,2356,4124
"Australia","AU","AUS",25203200,2020-04-19,6547,67,2356,4124
"Australia","AU","AUS",25203200,2020-04-20,6547,67,2356,4124
"Australia","AU","AUS",25203200,2020-04-21,6547,67,2356,4124
"Australia","AU","AUS",25203200,2020-04-22,6547,67,2356,4124
"Australia","AU","AUS",25203200,2020-04-23,0,0,0,0
"Australia","AU","AUS",25203200,2020-04-24,6661,75,2462,4124
"Australia","AU","AUS",25203200,2020-04-25,6677,79,2474,4124
"Australia","AU","AUS",25203200,2020-04-26,6694,80,2391,4223
"Australia","AU","AUS",25203200,2020-04-27,6714,83,1090,5541
"Australia","AU","AUS",25203200,2020-04-28,6721,83,1050,5588
"Australia","AU","AUS",25203200,2020-04-29,6744,89,990,5665
"Australia","AU","AUS",25203200,2020-04-30,6752,91,946,5715
