"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"Algeria","DZ","DZA",43053054,2020-01-22,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-23,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-24,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-25,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-26,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-27,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-28,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-29,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-30,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-01-31,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-01,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-02,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-03,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-04,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-05,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-06,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-07,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-08,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-09,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-10,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-11,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-12,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-13,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-14,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-15,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-16,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-17,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-18,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-19,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-20,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-21,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-22,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-23,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-24,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-25,6,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-26,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-27,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-28,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-02-29,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-01,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-02,3,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-03,5,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-04,24,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-05,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-06,34,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-07,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-08,19,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-09,60,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-10,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-11,26,2,0,8
"Algeria","DZ","DZA",43053054,2020-03-12,24,1,0,8
"Algeria","DZ","DZA",43053054,2020-03-13,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-14,37,3,0,12
"Algeria","DZ","DZA",43053054,2020-03-15,48,4,0,12
"Algeria","DZ","DZA",43053054,2020-03-16,54,4,0,12
"Algeria","DZ","DZA",43053054,2020-03-17,60,4,0,12
"Algeria","DZ","DZA",43053054,2020-03-18,74,7,0,12
"Algeria","DZ","DZA",43053054,2020-03-19,87,9,0,32
"Algeria","DZ","DZA",43053054,2020-03-20,90,11,0,32
"Algeria","DZ","DZA",43053054,2020-03-21,139,15,0,32
"Algeria","DZ","DZA",43053054,2020-03-22,201,17,119,65
"Algeria","DZ","DZA",43053054,2020-03-23,230,17,148,65
"Algeria","DZ","DZA",43053054,2020-03-24,264,19,221,24
"Algeria","DZ","DZA",43053054,2020-03-25,302,21,216,65
"Algeria","DZ","DZA",43053054,2020-03-26,367,25,313,29
"Algeria","DZ","DZA",43053054,2020-03-27,409,26,354,29
"Algeria","DZ","DZA",43053054,2020-03-28,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-29,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-30,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-03-31,716,44,626,46
"Algeria","DZ","DZA",43053054,2020-04-01,847,58,728,61
"Algeria","DZ","DZA",43053054,2020-04-02,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-04-03,1171,105,1004,62
"Algeria","DZ","DZA",43053054,2020-04-04,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-04-05,1320,152,1078,90
"Algeria","DZ","DZA",43053054,2020-04-06,0,0,0,0
"Algeria","DZ","DZA",43053054,2020-04-07,1468,193,1162,113
"Algeria","DZ","DZA",43053054,2020-04-08,1572,205,1130,237
"Algeria","DZ","DZA",43053054,2020-04-09,1666,235,1084,347
"Algeria","DZ","DZA",43053054,2020-04-10,1761,256,1100,405
"Algeria","DZ","DZA",43053054,2020-04-11,1825,275,1090,460
"Algeria","DZ","DZA",43053054,2020-04-12,1914,293,1030,591
"Algeria","DZ","DZA",43053054,2020-04-13,1983,313,1069,601
"Algeria","DZ","DZA",43053054,2020-04-14,2070,326,1053,691
"Algeria","DZ","DZA",43053054,2020-04-15,2160,336,1116,708
"Algeria","DZ","DZA",43053054,2020-04-16,2268,348,1137,783
"Algeria","DZ","DZA",43053054,2020-04-17,2418,364,1208,846
"Algeria","DZ","DZA",43053054,2020-04-18,2534,367,1273,894
"Algeria","DZ","DZA",43053054,2020-04-19,2629,375,1207,1047
