"country","ISO2","ISO3","population","date","confirmed","deaths","active","recovered"
"Pakistan","PK","PAK",216565317,2020-01-22,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-23,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-24,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-25,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-26,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-27,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-28,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-29,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-30,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-01-31,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-01,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-02,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-03,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-04,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-05,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-06,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-07,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-08,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-09,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-10,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-11,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-12,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-13,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-14,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-15,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-16,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-17,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-18,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-19,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-20,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-21,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-22,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-23,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-24,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-25,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-26,6,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-27,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-28,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-02-29,12,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-01,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-02,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-03,15,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-04,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-05,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-06,12,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-07,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-08,12,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-09,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-10,16,0,0,1
"Pakistan","PK","PAK",216565317,2020-03-11,47,0,0,4
"Pakistan","PK","PAK",216565317,2020-03-12,20,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-13,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-14,31,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-15,53,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-16,136,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-17,236,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-18,299,0,0,2
"Pakistan","PK","PAK",216565317,2020-03-19,454,2,0,13
"Pakistan","PK","PAK",216565317,2020-03-20,501,3,0,13
"Pakistan","PK","PAK",216565317,2020-03-21,730,3,0,13
"Pakistan","PK","PAK",216565317,2020-03-22,776,4,759,13
"Pakistan","PK","PAK",216565317,2020-03-23,875,6,856,13
"Pakistan","PK","PAK",216565317,2020-03-24,972,7,947,18
"Pakistan","PK","PAK",216565317,2020-03-25,1063,8,1034,21
"Pakistan","PK","PAK",216565317,2020-03-26,1201,9,1171,21
"Pakistan","PK","PAK",216565317,2020-03-27,1373,11,1339,23
"Pakistan","PK","PAK",216565317,2020-03-28,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-29,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-30,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-03-31,1938,26,1836,76
"Pakistan","PK","PAK",216565317,2020-04-01,2118,27,1997,94
"Pakistan","PK","PAK",216565317,2020-04-02,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-04-03,2686,40,2520,126
"Pakistan","PK","PAK",216565317,2020-04-04,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-04-05,3157,47,2899,211
"Pakistan","PK","PAK",216565317,2020-04-06,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-04-07,4035,57,3549,429
"Pakistan","PK","PAK",216565317,2020-04-08,4263,61,3735,467
"Pakistan","PK","PAK",216565317,2020-04-09,4489,65,3852,572
"Pakistan","PK","PAK",216565317,2020-04-10,4695,66,3902,727
"Pakistan","PK","PAK",216565317,2020-04-11,5011,86,4163,762
"Pakistan","PK","PAK",216565317,2020-04-12,5230,91,4111,1028
"Pakistan","PK","PAK",216565317,2020-04-13,5496,93,4308,1095
"Pakistan","PK","PAK",216565317,2020-04-14,5837,96,4363,1378
"Pakistan","PK","PAK",216565317,2020-04-15,6383,111,4826,1446
"Pakistan","PK","PAK",216565317,2020-04-16,6919,128,5146,1645
"Pakistan","PK","PAK",216565317,2020-04-17,7025,135,5125,1765
"Pakistan","PK","PAK",216565317,2020-04-18,7638,143,5663,1832
"Pakistan","PK","PAK",216565317,2020-04-19,8348,168,6312,1868
"Pakistan","PK","PAK",216565317,2020-04-20,8418,176,6272,1970
"Pakistan","PK","PAK",216565317,2020-04-21,9565,201,7291,2073
"Pakistan","PK","PAK",216565317,2020-04-22,10076,212,7708,2156
"Pakistan","PK","PAK",216565317,2020-04-23,0,0,0,0
"Pakistan","PK","PAK",216565317,2020-04-24,11155,237,8391,2527
"Pakistan","PK","PAK",216565317,2020-04-25,11940,253,8932,2755
"Pakistan","PK","PAK",216565317,2020-04-26,12723,269,9588,2866
"Pakistan","PK","PAK",216565317,2020-04-27,13328,281,10111,2936
"Pakistan","PK","PAK",216565317,2020-04-28,13915,292,10594,3029
"Pakistan","PK","PAK",216565317,2020-04-29,14612,312,11067,3233
"Pakistan","PK","PAK",216565317,2020-04-30,15525,343,11757,3425
"Pakistan","PK","PAK",216565317,2020-05-01,16817,385,12117,4315
"Pakistan","PK","PAK",216565317,2020-05-02,18114,417,12982,4715
"Pakistan","PK","PAK",216565317,2020-05-03,19103,440,13846,4817
"Pakistan","PK","PAK",216565317,2020-05-04,20084,457,14513,5114
"Pakistan","PK","PAK",216565317,2020-05-05,20941,476,14830,5635
"Pakistan","PK","PAK",216565317,2020-05-06,22049,514,15734,5801
"Pakistan","PK","PAK",216565317,2020-05-07,24073,564,17045,6464
"Pakistan","PK","PAK",216565317,2020-05-08,24644,585,17595,6464
"Pakistan","PK","PAK",216565317,2020-05-09,26435,599,18306,7530
"Pakistan","PK","PAK",216565317,2020-05-10,28736,636,20291,7809
"Pakistan","PK","PAK",216565317,2020-05-11,30334,659,21612,8063
"Pakistan","PK","PAK",216565317,2020-05-12,32081,706,22820,8555
"Pakistan","PK","PAK",216565317,2020-05-13,34336,737,24787,8812
"Pakistan","PK","PAK",216565317,2020-05-14,35298,761,25638,8899
"Pakistan","PK","PAK",216565317,2020-05-15,35788,770,25323,9695
"Pakistan","PK","PAK",216565317,2020-05-16,38799,834,27085,10880
"Pakistan","PK","PAK",216565317,2020-05-17,38799,834,27085,10880
"Pakistan","PK","PAK",216565317,2020-05-18,40151,873,27937,11341
"Pakistan","PK","PAK",216565317,2020-05-19,42125,903,29300,11922
"Pakistan","PK","PAK",216565317,2020-05-20,43966,939,30538,12489
"Pakistan","PK","PAK",216565317,2020-05-21,45898,985,31812,13101
"Pakistan","PK","PAK",216565317,2020-05-22,48091,1017,32919,14155
"Pakistan","PK","PAK",216565317,2020-05-23,50694,1067,34426,15201
"Pakistan","PK","PAK",216565317,2020-05-24,52437,1101,34683,16653
"Pakistan","PK","PAK",216565317,2020-05-25,54601,1133,36270,17198
"Pakistan","PK","PAK",216565317,2020-05-26,56349,1167,37700,17482
"Pakistan","PK","PAK",216565317,2020-05-27,57705,1197,38194,18314
"Pakistan","PK","PAK",216565317,2020-05-28,59151,1225,38784,19142
"Pakistan","PK","PAK",216565317,2020-05-29,61227,1260,39736,20231
"Pakistan","PK","PAK",216565317,2020-05-30,64028,1317,40406,22305
"Pakistan","PK","PAK",216565317,2020-05-31,66457,1395,40931,24131
"Pakistan","PK","PAK",216565317,2020-06-01,69496,1483,42742,25271
"Pakistan","PK","PAK",216565317,2020-06-02,72460,1543,44834,26083
"Pakistan","PK","PAK",216565317,2020-06-03,76398,1621,47667,27110
"Pakistan","PK","PAK",216565317,2020-06-04,80463,1688,49852,28923
"Pakistan","PK","PAK",216565317,2020-06-05,85264,1770,53366,30128
"Pakistan","PK","PAK",216565317,2020-06-06,89249,1838,56213,31198
"Pakistan","PK","PAK",216565317,2020-06-07,93983,1935,59467,32581
"Pakistan","PK","PAK",216565317,2020-06-08,98943,2002,63476,33465
"Pakistan","PK","PAK",216565317,2020-06-09,108317,2172,71127,35018
"Pakistan","PK","PAK",216565317,2020-06-10,113702,2255,75139,36308
"Pakistan","PK","PAK",216565317,2020-06-11,113702,2255,75139,36308
"Pakistan","PK","PAK",216565317,2020-06-12,125933,2463,83223,40247
"Pakistan","PK","PAK",216565317,2020-06-13,125933,2463,83223,40247
"Pakistan","PK","PAK",216565317,2020-06-14,132405,2551,79798,50056
"Pakistan","PK","PAK",216565317,2020-06-15,144478,2729,88028,53721
"Pakistan","PK","PAK",216565317,2020-06-16,148921,2839,89692,56390
"Pakistan","PK","PAK",216565317,2020-06-17,154760,2975,93348,58437
"Pakistan","PK","PAK",216565317,2020-06-18,160118,3093,97810,59215
"Pakistan","PK","PAK",216565317,2020-06-19,165062,3229,100450,61383
"Pakistan","PK","PAK",216565317,2020-06-20,171666,3382,104780,63504
"Pakistan","PK","PAK",216565317,2020-06-21,176617,3501,105224,67892
"Pakistan","PK","PAK",216565317,2020-06-22,181088,3590,106040,71458
"Pakistan","PK","PAK",216565317,2020-06-23,185034,3695,107868,73471
"Pakistan","PK","PAK",216565317,2020-06-24,188926,3755,107417,77754
"Pakistan","PK","PAK",216565317,2020-06-25,192970,3903,107760,81307
"Pakistan","PK","PAK",216565317,2020-06-26,195745,3962,107615,84168
"Pakistan","PK","PAK",216565317,2020-06-27,198883,4035,107942,86906
"Pakistan","PK","PAK",216565317,2020-06-28,202955,4118,106213,92624
"Pakistan","PK","PAK",216565317,2020-06-29,206512,4167,106938,95407
"Pakistan","PK","PAK",216565317,2020-06-30,209337,4304,106530,98503
"Pakistan","PK","PAK",216565317,2020-07-01,213470,4395,108273,100802
"Pakistan","PK","PAK",216565317,2020-07-02,217809,4473,108642,104694
"Pakistan","PK","PAK",216565317,2020-07-03,221896,4551,103722,113623
"Pakistan","PK","PAK",216565317,2020-07-04,221896,4551,103722,113623
"Pakistan","PK","PAK",216565317,2020-07-05,225283,4619,95570,125094
"Pakistan","PK","PAK",216565317,2020-07-06,231818,4762,95407,131649
"Pakistan","PK","PAK",216565317,2020-07-07,234509,4839,94713,134957
"Pakistan","PK","PAK",216565317,2020-07-08,237489,4922,91602,140965
"Pakistan","PK","PAK",216565317,2020-07-09,240848,4983,90554,145311
"Pakistan","PK","PAK",216565317,2020-07-10,243599,5058,89449,149092
"Pakistan","PK","PAK",216565317,2020-07-11,246351,5123,88094,153134
"Pakistan","PK","PAK",216565317,2020-07-12,248872,5197,86975,156700
"Pakistan","PK","PAK",216565317,2020-07-13,251625,5266,84442,161917
"Pakistan","PK","PAK",216565317,2020-07-14,253604,5320,77628,170656
"Pakistan","PK","PAK",216565317,2020-07-15,255769,5386,77573,172810
"Pakistan","PK","PAK",216565317,2020-07-16,257914,5426,73751,178737
"Pakistan","PK","PAK",216565317,2020-07-17,257914,5426,73751,178737
"Pakistan","PK","PAK",216565317,2020-07-18,261917,5522,57886,198509
"Pakistan","PK","PAK",216565317,2020-07-19,263496,5568,53652,204276
"Pakistan","PK","PAK",216565317,2020-07-20,265083,5599,53555,205929
"Pakistan","PK","PAK",216565317,2020-07-21,266096,5639,52427,208030
"Pakistan","PK","PAK",216565317,2020-07-22,267428,5677,51283,210468
"Pakistan","PK","PAK",216565317,2020-07-23,269191,5709,50307,213175
"Pakistan","PK","PAK",216565317,2020-07-24,270400,5763,44854,219783
"Pakistan","PK","PAK",216565317,2020-07-25,271887,5787,29504,236596
"Pakistan","PK","PAK",216565317,2020-07-26,273113,5822,29857,237434
"Pakistan","PK","PAK",216565317,2020-07-27,273113,5822,29857,237434
"Pakistan","PK","PAK",216565317,2020-07-28,274289,5842,27421,241026
"Pakistan","PK","PAK",216565317,2020-07-29,275225,5865,26924,242436
"Pakistan","PK","PAK",216565317,2020-07-30,276288,5892,25513,244883
"Pakistan","PK","PAK",216565317,2020-07-31,277402,5924,25347,246131
"Pakistan","PK","PAK",216565317,2020-08-01,278305,5951,25177,247177
"Pakistan","PK","PAK",216565317,2020-08-02,278305,5951,25177,247177
"Pakistan","PK","PAK",216565317,2020-08-03,279699,5976,25146,248577
"Pakistan","PK","PAK",216565317,2020-08-04,280461,5999,25065,249397
"Pakistan","PK","PAK",216565317,2020-08-05,280461,5999,25065,249397
"Pakistan","PK","PAK",216565317,2020-08-06,281136,6014,20836,254286
"Pakistan","PK","PAK",216565317,2020-08-07,281863,6035,19770,256058
"Pakistan","PK","PAK",216565317,2020-08-08,282645,6052,18494,258099
"Pakistan","PK","PAK",216565317,2020-08-09,283487,6068,17815,259604
"Pakistan","PK","PAK",216565317,2020-08-10,284121,6082,17791,260248
"Pakistan","PK","PAK",216565317,2020-08-11,284660,6097,17799,260764
"Pakistan","PK","PAK",216565317,2020-08-12,285191,6112,17833,261246
"Pakistan","PK","PAK",216565317,2020-08-13,286674,6139,16475,264060
"Pakistan","PK","PAK",216565317,2020-08-14,286674,6139,16475,264060
"Pakistan","PK","PAK",216565317,2020-08-15,287300,6153,15932,265215
"Pakistan","PK","PAK",216565317,2020-08-16,288047,6162,16261,265624
"Pakistan","PK","PAK",216565317,2020-08-17,289215,6175,13953,269087
"Pakistan","PK","PAK",216565317,2020-08-18,289215,6175,13953,269087
"Pakistan","PK","PAK",216565317,2020-08-19,289832,6190,13653,269989
"Pakistan","PK","PAK",216565317,2020-08-20,290445,6201,12116,272128
"Pakistan","PK","PAK",216565317,2020-08-21,290958,6209,11945,272804
"Pakistan","PK","PAK",216565317,2020-08-22,291588,6219,11790,273579
"Pakistan","PK","PAK",216565317,2020-08-23,292174,6231,10626,275317
"Pakistan","PK","PAK",216565317,2020-08-24,293261,6244,10188,276829
"Pakistan","PK","PAK",216565317,2020-08-25,293261,6244,10188,276829
"Pakistan","PK","PAK",216565317,2020-08-26,293711,6255,9031,278425
"Pakistan","PK","PAK",216565317,2020-08-27,294193,6267,8987,278939
"Pakistan","PK","PAK",216565317,2020-08-28,294638,6274,8803,279561
"Pakistan","PK","PAK",216565317,2020-08-29,295053,6283,8833,279937
"Pakistan","PK","PAK",216565317,2020-08-30,295372,6284,8748,280340
"Pakistan","PK","PAK",216565317,2020-08-31,295636,6288,8801,280547
"Pakistan","PK","PAK",216565317,2020-09-01,295849,6294,8873,280682
"Pakistan","PK","PAK",216565317,2020-09-02,296149,6298,8881,280970
"Pakistan","PK","PAK",216565317,2020-09-03,297014,6328,8761,281925
"Pakistan","PK","PAK",216565317,2020-09-04,297512,6335,8909,282268
"Pakistan","PK","PAK",216565317,2020-09-05,298025,6340,9132,282553
