"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-06,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-07,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-08,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-09,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-10,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-11,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-12,"Kenya","KEN","KE",NA,NA,NA,NA,52573967,NA,NA,NA,NA,NA,NA,NA
2020-03-13,"Kenya","KEN","KE",1,NA,1,NA,52573967,1,1,10,1.90208207039047e-08,1.90208207039047e-08,1.90208207039047e-07,NA
2020-03-14,"Kenya","KEN","KE",0,NA,1,NA,52573967,0,1,0,1.90208207039047e-08,0,0,NA
2020-03-15,"Kenya","KEN","KE",2,NA,3,NA,52573967,2,3,20,5.7062462111714e-08,3.80416414078093e-08,3.80416414078093e-07,NA
2020-03-16,"Kenya","KEN","KE",0,NA,3,NA,52573967,0,3,0,5.7062462111714e-08,0,0,NA
2020-03-17,"Kenya","KEN","KE",0,NA,3,NA,52573967,0,3,0,5.7062462111714e-08,0,0,NA
2020-03-18,"Kenya","KEN","KE",0,NA,3,NA,52573967,0,3,0,5.7062462111714e-08,0,0,NA
2020-03-19,"Kenya","KEN","KE",4,NA,7,NA,52573967,4,7,40,1.33145744927333e-07,7.60832828156186e-08,7.60832828156186e-07,NA
2020-03-20,"Kenya","KEN","KE",0,NA,7,NA,52573967,0,7,0,1.33145744927333e-07,0,0,NA
2020-03-21,"Kenya","KEN","KE",0,NA,7,NA,52573967,0,7,0,1.33145744927333e-07,0,0,NA
2020-03-22,"Kenya","KEN","KE",8,NA,15,NA,52573967,8,15,80,2.8531231055857e-07,1.52166565631237e-07,1.52166565631237e-06,NA
2020-03-23,"Kenya","KEN","KE",1,NA,16,NA,52573967,1,16,10,3.04333131262474e-07,1.90208207039047e-08,1.90208207039047e-07,NA
2020-03-24,"Kenya","KEN","KE",9,NA,25,NA,52573967,9,25,90,4.75520517597616e-07,1.71187386335142e-07,1.71187386335142e-06,NA
2020-03-25,"Kenya","KEN","KE",3,NA,28,NA,52573967,3,28,30,5.3258297970933e-07,5.7062462111714e-08,5.7062462111714e-07,NA
2020-03-26,"Kenya","KEN","KE",3,1,31,1,52573967,3,31,30,5.89645441821044e-07,5.7062462111714e-08,5.7062462111714e-07,NA
2020-03-27,"Kenya","KEN","KE",0,0,31,1,52573967,0,31,0,5.89645441821044e-07,0,0,NA
