"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-25,"Pakistan","PAK","PK",2,NA,2,NA,216565317,2,2,20,9.23508910708911e-09,9.23508910708911e-09,9.23508910708911e-08,5.2432031858626e-07
2020-02-26,"Pakistan","PAK","PK",0,NA,2,NA,216565317,0,2,0,9.23508910708911e-09,0,0,5.86799952292527e-07
2020-02-27,"Pakistan","PAK","PK",0,NA,2,NA,216565317,0,2,0,9.23508910708911e-09,0,0,6.56220333919477e-07
2020-02-28,"Pakistan","PAK","PK",2,NA,4,NA,216565317,2,4,20,1.84701782141782e-08,9.23508910708911e-09,9.23508910708911e-08,7.33334431828717e-07
2020-02-29,"Pakistan","PAK","PK",0,NA,4,NA,216565317,0,4,0,1.84701782141782e-08,0,0,8.18820427026254e-07
2020-03-01,"Pakistan","PAK","PK",0,NA,4,NA,216565317,0,4,0,1.84701782141782e-08,0,0,9.13480355722162e-07
2020-03-02,"Pakistan","PAK","PK",1,NA,5,NA,216565317,1,5,10,2.30877227677228e-08,4.61754455354455e-09,4.61754455354455e-08,1.017847126912e-06
2020-03-03,"Pakistan","PAK","PK",0,NA,5,NA,216565317,0,5,0,2.30877227677228e-08,0,0,1.13225141918954e-06
2020-03-04,"Pakistan","PAK","PK",0,NA,5,NA,216565317,0,5,0,2.30877227677228e-08,0,0,1.25807794416503e-06
2020-03-05,"Pakistan","PAK","PK",1,NA,6,NA,216565317,1,6,10,2.77052673212673e-08,4.61754455354455e-09,4.61754455354455e-08,1.39577441169244e-06
2020-03-06,"Pakistan","PAK","PK",0,NA,6,NA,216565317,0,6,0,2.77052673212673e-08,0,0,1.54545520333675e-06
2020-03-07,"Pakistan","PAK","PK",0,NA,6,NA,216565317,0,6,0,2.77052673212673e-08,0,0,1.70894499954787e-06
2020-03-08,"Pakistan","PAK","PK",0,NA,6,NA,216565317,0,6,0,2.77052673212673e-08,0,0,1.88579376494285e-06
2020-03-09,"Pakistan","PAK","PK",10,NA,16,NA,216565317,10,16,100,7.38807128567129e-08,4.61754455354455e-08,4.61754455354455e-07,2.0773440899934e-06
2020-03-10,"Pakistan","PAK","PK",3,NA,19,NA,216565317,3,19,30,8.77333465173465e-08,1.38526336606337e-08,1.38526336606337e-07,2.28363348936149e-06
2020-03-11,"Pakistan","PAK","PK",1,NA,20,NA,216565317,1,20,10,9.23508910708911e-08,4.61754455354455e-09,4.61754455354455e-08,2.50530781161156e-06
2020-03-12,"Pakistan","PAK","PK",8,NA,28,NA,216565317,8,28,80,1.29291247499248e-07,3.69403564283564e-08,3.69403564283564e-07,2.74267951332572e-06
2020-03-13,"Pakistan","PAK","PK",3,NA,31,NA,216565317,3,31,30,1.43143881159881e-07,1.38526336606337e-08,1.38526336606337e-07,2.99619461526705e-06
2020-03-14,"Pakistan","PAK","PK",22,NA,53,NA,216565317,22,53,220,2.44729861337861e-07,1.0158598017798e-07,1.0158598017798e-06,3.2662458205603e-06
2020-03-15,"Pakistan","PAK","PK",83,NA,136,NA,216565317,83,136,830,6.27986059282059e-07,3.83256197944198e-07,3.83256197944198e-06,3.55318597010667e-06
2020-03-16,"Pakistan","PAK","PK",100,NA,236,NA,216565317,100,236,1000,1.08974051463651e-06,4.61754455354455e-07,4.61754455354455e-06,3.85739403037853e-06
2020-03-17,"Pakistan","PAK","PK",63,NA,299,NA,216565317,63,299,630,1.38064582150982e-06,2.90905306873307e-07,2.90905306873307e-06,4.1789098291556e-06
2020-03-18,"Pakistan","PAK","PK",155,2,454,2,216565317,155,454,1550,2.09636522730923e-06,7.15719405799406e-07,7.15719405799406e-06,4.51772890434341e-06
2020-03-19,"Pakistan","PAK","PK",47,1,501,3,216565317,47,501,470,2.31338982132582e-06,2.17024594016594e-07,2.17024594016594e-06,4.87417587388983e-06
2020-03-20,"Pakistan","PAK","PK",229,0,730,3,216565317,229,730,2290,3.37080752408752e-06,1.0574177027617e-06,1.0574177027617e-05,5.24836734472573e-06
2020-03-21,"Pakistan","PAK","PK",46,2,776,5,216565317,46,776,460,3.58321457355057e-06,2.1240704946305e-07,2.1240704946305e-06,5.64074610777069e-06
2020-03-22,"Pakistan","PAK","PK",99,1,875,6,216565317,99,875,990,4.04035148435149e-06,4.57136910800911e-07,4.57136910800911e-06,6.05208784403394e-06
2020-03-23,"Pakistan","PAK","PK",97,1,972,7,216565317,97,972,970,4.48825330604531e-06,4.47901821693822e-07,4.47901821693822e-06,6.48142893747766e-06
2020-03-24,"Pakistan","PAK","PK",91,1,1063,8,216565317,91,1063,910,4.90844986041786e-06,4.20196554372554e-07,4.20196554372555e-06,6.93068487032844e-06
2020-03-25,"Pakistan","PAK","PK",138,1,1201,9,216565317,138,1201,1380,5.54567100880701e-06,6.37221148389149e-07,6.37221148389149e-06,7.40025627743492e-06
2020-03-26,"Pakistan","PAK","PK",172,2,1373,11,216565317,172,1373,1720,6.33988867201667e-06,7.94217663209663e-07,7.94217663209663e-06,7.89025992630275e-06
2020-03-27,"Pakistan","PAK","PK",122,1,1495,12,216565317,122,1495,1220,6.90322910754911e-06,5.63340435532436e-07,5.63340435532436e-06,8.40206338557273e-06
2020-03-28,"Pakistan","PAK","PK",102,2,1597,14,216565317,102,1597,1020,7.37421865201065e-06,4.70989544461545e-07,4.70989544461545e-06,8.93707047336758e-06
2020-03-29,"Pakistan","PAK","PK",120,7,1717,21,216565317,120,1717,1200,7.928323998436e-06,5.54105346425347e-07,5.54105346425347e-06,9.49556619975062e-06
2020-03-30,"Pakistan","PAK","PK",221,5,1938,26,216565317,221,1938,2210,8.94880134476935e-06,1.02047734633335e-06,1.02047734633335e-05,1.00793236020863e-05
2020-03-31,"Pakistan","PAK","PK",180,1,2118,27,216565317,180,2118,1800,9.77995936440737e-06,8.3115801963802e-07,8.3115801963802e-06,1.069186112759e-05
2020-04-01,"Pakistan","PAK","PK",303,7,2421,34,216565317,303,2421,3030,1.11790753641314e-05,1.399115999724e-06,1.399115999724e-05,1.13320283629214e-05
2020-04-02,"Pakistan","PAK","PK",265,6,2686,40,216565317,265,2686,2650,1.24027246708207e-05,1.22364930668931e-06,1.22364930668931e-05,1.20040728350631e-05
2020-04-03,"Pakistan","PAK","PK",132,1,2818,41,216565317,132,2818,1320,1.30122405518886e-05,6.09515881067881e-07,6.09515881067881e-06,1.27099702121617e-05
2020-04-04,"Pakistan","PAK","PK",339,6,3157,47,216565317,339,3157,3390,1.45775881555402e-05,1.5653476036516e-06,1.5653476036516e-05,1.34516908290919e-05
2020-04-05,"Pakistan","PAK","PK",609,6,3766,53,216565317,609,3766,6090,1.73896727886488e-05,2.81208463310863e-06,2.81208463310863e-05,1.42317729733108e-05
2020-04-06,"Pakistan","PAK","PK",269,4,4035,57,216565317,269,4035,2690,1.86317922735523e-05,1.24211948490349e-06,1.24211948490349e-05,1.50528065362403e-05
2020-04-07,"Pakistan","PAK","PK",228,4,4263,61,216565317,228,4263,2280,1.96845924317604e-05,1.05280015820816e-06,1.05280015820816e-05,1.59174093445282e-05
2020-04-08,"Pakistan","PAK","PK",226,4,4489,65,216565317,226,4489,2260,2.07281575008615e-05,1.04356506910107e-06,1.04356506910107e-05,1.6827265743169e-05
2020-04-09,"Pakistan","PAK","PK",206,1,4695,66,216565317,206,4695,2060,2.16793716788917e-05,9.51214178030178e-07,9.51214178030178e-06,1.77853184319259e-05
2020-04-10,"Pakistan","PAK","PK",316,20,5011,86,216565317,316,5011,3160,2.31385157578118e-05,1.45914407892008e-06,1.45914407892008e-05,1.8793409083395e-05
2020-04-11,"Pakistan","PAK","PK",219,5,5230,91,216565317,219,5230,2190,2.4149758015038e-05,1.01124225722626e-06,1.01124225722626e-05,1.98531114467988e-05
2020-04-12,"Pakistan","PAK","PK",266,2,5496,93,216565317,266,5496,2660,2.53780248662809e-05,1.22826685124285e-06,1.22826685124285e-05,2.09662207983564e-05
2020-04-13,"Pakistan","PAK","PK",341,3,5837,96,216565317,341,5837,3410,2.69526075590396e-05,1.57458269275869e-06,1.57458269275869e-05,2.21343210710049e-05
2020-04-14,"Pakistan","PAK","PK",546,15,6383,111,216565317,546,6383,5460,2.94737868852749e-05,2.52117932623533e-06,2.52117932623533e-05,2.33584625246298e-05
2020-04-15,"Pakistan","PAK","PK",536,17,6919,128,216565317,536,6919,5360,3.19487907659748e-05,2.47500388069988e-06,2.47500388069988e-05,2.46385543243985e-05
2020-04-16,"Pakistan","PAK","PK",106,7,7025,135,216565317,106,7025,1060,3.24382504886505e-05,4.89459722675723e-07,4.89459722675723e-06,2.59751879475443e-05
2020-04-17,"Pakistan","PAK","PK",613,8,7638,143,216565317,613,7638,6130,3.52688052999733e-05,2.83055481132281e-06,2.83055481132281e-05,2.73676276631625e-05
2020-04-18,"Pakistan","PAK","PK",710,25,8348,168,216565317,710,8348,7100,3.85472619329899e-05,3.27845663301663e-06,3.27845663301663e-05,2.8815665220939e-05
2020-04-19,"Pakistan","PAK","PK",70,8,8418,176,216565317,70,8418,700,3.88704900517381e-05,3.23228118748119e-07,3.23228118748119e-06,3.03176520063077e-05
2020-04-20,"Pakistan","PAK","PK",1147,25,9565,201,216565317,1147,9565,11470,4.41668136546537e-05,5.2963236029156e-06,5.2963236029156e-05,3.18723008198056e-05
