"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-20,"Israel","ISR","IL",NA,NA,NA,NA,8519373,NA,NA,NA,NA,NA,NA,NA
2020-02-21,"Israel","ISR","IL",1,NA,1,NA,8519373,1,1,10,1.17379530160259e-07,1.17379530160259e-07,1.17379530160259e-06,NA
2020-02-22,"Israel","ISR","IL",0,NA,1,NA,8519373,0,1,0,1.17379530160259e-07,0,0,NA
2020-02-23,"Israel","ISR","IL",0,NA,1,NA,8519373,0,1,0,1.17379530160259e-07,0,0,NA
2020-02-24,"Israel","ISR","IL",0,NA,1,NA,8519373,0,1,0,1.17379530160259e-07,0,0,NA
2020-02-25,"Israel","ISR","IL",0,NA,1,NA,8519373,0,1,0,1.17379530160259e-07,0,0,NA
2020-02-26,"Israel","ISR","IL",1,NA,2,NA,8519373,1,2,10,2.34759060320519e-07,1.17379530160259e-07,1.17379530160259e-06,NA
2020-02-27,"Israel","ISR","IL",1,NA,3,NA,8519373,1,3,10,3.52138590480778e-07,1.17379530160259e-07,1.17379530160259e-06,NA
2020-02-28,"Israel","ISR","IL",3,NA,6,NA,8519373,3,6,30,7.04277180961557e-07,3.52138590480778e-07,3.52138590480778e-06,NA
2020-02-29,"Israel","ISR","IL",0,NA,6,NA,8519373,0,6,0,7.04277180961557e-07,0,0,NA
2020-03-01,"Israel","ISR","IL",1,NA,7,NA,8519373,1,7,10,8.21656711121816e-07,1.17379530160259e-07,1.17379530160259e-06,NA
2020-03-02,"Israel","ISR","IL",5,NA,12,NA,8519373,5,12,50,1.40855436192311e-06,5.86897650801297e-07,5.86897650801297e-06,NA
2020-03-03,"Israel","ISR","IL",3,NA,15,NA,8519373,3,15,30,1.76069295240389e-06,3.52138590480778e-07,3.52138590480778e-06,NA
2020-03-04,"Israel","ISR","IL",0,NA,15,NA,8519373,0,15,0,1.76069295240389e-06,0,0,NA
2020-03-05,"Israel","ISR","IL",6,NA,21,NA,8519373,6,21,60,2.46497013336545e-06,7.04277180961557e-07,7.04277180961557e-06,NA
2020-03-06,"Israel","ISR","IL",16,NA,37,NA,8519373,16,37,160,4.3430426159296e-06,1.87807248256415e-06,1.87807248256415e-05,NA
2020-03-07,"Israel","ISR","IL",10,NA,47,NA,8519373,10,47,100,5.51683791753219e-06,1.17379530160259e-06,1.17379530160259e-05,NA
2020-03-08,"Israel","ISR","IL",9,NA,56,NA,8519373,9,56,90,6.57325368897453e-06,1.05641577144234e-06,1.05641577144233e-05,NA
2020-03-09,"Israel","ISR","IL",4,NA,60,NA,8519373,4,60,40,7.04277180961557e-06,4.69518120641038e-07,4.69518120641038e-06,NA
2020-03-10,"Israel","ISR","IL",28,NA,88,NA,8519373,28,88,280,1.03293986541028e-05,3.28662684448726e-06,3.28662684448726e-05,NA
