"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-13,"Aruba","ABW","AW",2,NA,2,NA,111904,2,2,20,1.78724621103803e-05,1.78724621103803e-05,0.000178724621103803,0.000194380337658269
2020-03-14,"Aruba","ABW","AW",0,NA,2,NA,111904,0,2,0,1.78724621103803e-05,0,0,0.000201116976486158
2020-03-15,"Aruba","ABW","AW",0,NA,2,NA,111904,0,2,0,1.78724621103803e-05,0,0,0.000207872714114844
2020-03-16,"Aruba","ABW","AW",0,NA,2,NA,111904,0,2,0,1.78724621103803e-05,0,0,0.000214598202088276
2020-03-17,"Aruba","ABW","AW",1,NA,3,NA,111904,1,3,10,2.68086931655705e-05,8.93623105519016e-06,8.93623105519016e-05,0.000221238806734898
2020-03-18,"Aruba","ABW","AW",1,NA,4,NA,111904,1,4,10,3.57449242207607e-05,8.93623105519016e-06,8.93623105519016e-05,0.000227734854321644
2020-03-19,"Aruba","ABW","AW",0,NA,4,NA,111904,0,4,0,3.57449242207607e-05,0,0,0.000234022045471689
2020-03-20,"Aruba","ABW","AW",1,NA,5,NA,111904,1,5,10,4.46811552759508e-05,8.93623105519016e-06,8.93623105519016e-05,0.00024003205637611
2020-03-21,"Aruba","ABW","AW",0,NA,5,NA,111904,0,5,0,4.46811552759508e-05,0,0,0.000245693339340693
2020-03-22,"Aruba","ABW","AW",4,NA,9,NA,111904,4,9,40,8.04260794967115e-05,3.57449242207607e-05,0.000357449242207607,0.000250933716317478
2020-03-23,"Aruba","ABW","AW",0,NA,9,NA,111904,0,9,0,8.04260794967115e-05,0,0,0.000255675837845983
2020-03-24,"Aruba","ABW","AW",3,NA,12,NA,111904,3,12,30,0.000107234772662282,2.68086931655705e-05,0.000268086931655705,0.000259846508071675
2020-03-25,"Aruba","ABW","AW",5,NA,17,NA,111904,5,17,50,0.000151915927938233,4.46811552759508e-05,0.000446811552759508,0.000263373340937212
2020-03-26,"Aruba","ABW","AW",11,NA,28,NA,111904,11,28,110,0.000250214469545325,9.82985416070918e-05,0.000982985416070918,0.000266187587376672
2020-03-27,"Aruba","ABW","AW",5,NA,33,NA,111904,5,33,50,0.000294895624821275,4.46811552759508e-05,0.000446811552759508,0.000268225889773873
2020-03-28,"Aruba","ABW","AW",13,NA,46,NA,111904,13,46,130,0.000411066628538747,0.000116171003717472,0.00116171003717472,0.000269432046608781
2020-03-29,"Aruba","ABW","AW",4,NA,50,NA,111904,4,50,40,0.000446811552759508,3.57449242207607e-05,0.000357449242207607,0.000269758716964021
2020-03-30,"Aruba","ABW","AW",0,NA,50,NA,111904,0,50,0,0.000446811552759508,0,0,0.000269168989954095
2020-03-31,"Aruba","ABW","AW",5,NA,55,NA,111904,5,55,50,0.000491492708035459,4.46811552759508e-05,0.000446811552759508,0.000267637744180012
2020-04-01,"Aruba","ABW","AW",0,NA,55,NA,111904,0,55,0,0.000491492708035459,0,0,0.000265152727546509
2020-04-02,"Aruba","ABW","AW",5,NA,60,NA,111904,5,60,50,0.00053617386331141,4.46811552759508e-05,0.000446811552759508,0.000261715298253091
2020-04-03,"Aruba","ABW","AW",2,NA,62,NA,111904,2,62,20,0.00055404632542179,1.78724621103803e-05,0.000178724621103803,0.000257340782962948
2020-04-04,"Aruba","ABW","AW",2,NA,64,NA,111904,2,64,20,0.00057191878753217,1.78724621103803e-05,0.000178724621103803,0.000252058426992879
2020-04-05,"Aruba","ABW","AW",0,NA,64,NA,111904,0,64,0,0.00057191878753217,0,0,0.00024591093233187
2020-04-06,"Aruba","ABW","AW",7,NA,71,NA,111904,7,71,70,0.000634472404918502,6.25536173863311e-05,0.000625536173863311,0.000238953600597854
2020-04-07,"Aruba","ABW","AW",3,NA,74,NA,111904,3,74,30,0.000661281098084072,2.68086931655705e-05,0.000268086931655705,0.000231253117856962
2020-04-08,"Aruba","ABW","AW",3,NA,77,NA,111904,3,77,30,0.000688089791249643,2.68086931655705e-05,0.000268086931655705,0.000222886034935604
2020-04-09,"Aruba","ABW","AW",5,NA,82,NA,111904,5,82,50,0.000732770946525593,4.46811552759508e-05,0.000446811552759508,0.000213937009238841
2020-04-10,"Aruba","ABW","AW",4,NA,86,NA,111904,4,86,40,0.000768515870746354,3.57449242207607e-05,0.000357449242207607,0.000204496881475287
2020-04-11,"Aruba","ABW","AW",6,NA,92,NA,111904,6,92,60,0.000822133257077495,5.3617386331141e-05,0.00053617386331141,0.000194660662987311
2020-04-12,"Aruba","ABW","AW",0,NA,92,NA,111904,0,92,0,0.000822133257077495,0,0,0.000184525507033563
2020-04-13,"Aruba","ABW","AW",0,NA,92,NA,111904,0,92,0,0.000822133257077495,0,0,0.000174188731210284
2020-04-14,"Aruba","ABW","AW",0,NA,92,NA,111904,0,92,0,0.000822133257077495,0,0,0.000163745949303016
2020-04-15,"Aruba","ABW","AW",1,1,93,1,111904,1,93,10,0.000831069488132685,8.93623105519016e-06,8.93623105519016e-05,0.000153289360362207
2020-04-16,"Aruba","ABW","AW",2,1,95,2,111904,2,95,20,0.000848941950243066,1.78724621103803e-05,0.000178724621103803,0.000142906231728364
