"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-04,"Faeroe Islands","FRO","FO",1,NA,1,NA,53022,1,1,10,1.88600958092867e-05,1.88600958092867e-05,0.000188600958092867,0.000745491207876835
2020-03-05,"Faeroe Islands","FRO","FO",0,NA,1,NA,53022,0,1,0,1.88600958092867e-05,0,0,0.00078274710508992
2020-03-06,"Faeroe Islands","FRO","FO",0,NA,1,NA,53022,0,1,0,1.88600958092867e-05,0,0,0.000820306597606139
2020-03-07,"Faeroe Islands","FRO","FO",0,NA,1,NA,53022,0,1,0,1.88600958092867e-05,0,0,0.000857885970987594
2020-03-08,"Faeroe Islands","FRO","FO",1,NA,2,NA,53022,1,2,10,3.77201916185734e-05,1.88600958092867e-05,0.000188600958092867,0.000895176911531492
2020-03-09,"Faeroe Islands","FRO","FO",0,NA,2,NA,53022,0,2,0,3.77201916185734e-05,0,0,0.000931832918721716
2020-03-10,"Faeroe Islands","FRO","FO",0,NA,2,NA,53022,0,2,0,3.77201916185734e-05,0,0,0.000967482225878624
2020-03-11,"Faeroe Islands","FRO","FO",0,NA,2,NA,53022,0,2,0,3.77201916185734e-05,0,0,0.0010017040309558
2020-03-12,"Faeroe Islands","FRO","FO",0,NA,2,NA,53022,0,2,0,3.77201916185734e-05,0,0,0.00103407096466231
2020-03-13,"Faeroe Islands","FRO","FO",1,NA,3,NA,53022,1,3,10,5.65802874278601e-05,1.88600958092867e-05,0.000188600958092867,0.00106413226599285
2020-03-14,"Faeroe Islands","FRO","FO",6,NA,9,NA,53022,6,9,60,0.00016974086228358,0.00011316057485572,0.0011316057485572,0.0010914273036652
2020-03-15,"Faeroe Islands","FRO","FO",2,NA,11,NA,53022,2,11,20,0.000207461053902154,3.77201916185734e-05,0.000377201916185734,0.00111549519027653
2020-03-16,"Faeroe Islands","FRO","FO",7,NA,18,NA,53022,7,18,70,0.000339481724567161,0.000132020670665007,0.00132020670665007,0.00113588578169146
2020-03-17,"Faeroe Islands","FRO","FO",29,NA,47,NA,53022,29,47,290,0.000886424503036475,0.000546942778469315,0.00546942778469315,0.00115217179419581
