"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-23,"Chile","CHL","CL",2,NA,2,NA,18952035,2,2,20,1.05529564503231e-07,1.05529564503231e-07,1.05529564503231e-06,3.87523019030427e-06
2020-02-24,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,4.39920828563712e-06
2020-02-25,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,4.99906216227412e-06
2020-02-26,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,5.68604507628382e-06
2020-02-27,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,6.47184558040047e-06
2020-02-28,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,7.36317379197587e-06
2020-02-29,"Chile","CHL","CL",0,NA,2,NA,18952035,0,2,0,1.05529564503231e-07,0,0,8.37639912575081e-06
2020-03-01,"Chile","CHL","CL",7,NA,9,NA,18952035,7,9,70,4.74883040264542e-07,3.6935347576131e-07,3.6935347576131e-06,9.52589125101226e-06
2020-03-02,"Chile","CHL","CL",0,NA,9,NA,18952035,0,9,0,4.74883040264542e-07,0,0,1.08253565170475e-05
2020-03-03,"Chile","CHL","CL",1,NA,10,NA,18952035,1,10,10,5.27647822516157e-07,5.27647822516157e-08,5.27647822516157e-07,1.22920660783506e-05
2020-03-04,"Chile","CHL","CL",0,NA,10,NA,18952035,0,10,0,5.27647822516157e-07,0,0,1.39399903042008e-05
2020-03-05,"Chile","CHL","CL",3,NA,13,NA,18952035,3,13,30,6.85942169271004e-07,1.58294346754847e-07,1.58294346754847e-06,1.57901268965859e-05
2020-03-06,"Chile","CHL","CL",0,NA,13,NA,18952035,0,13,0,6.85942169271004e-07,0,0,1.78514780965708e-05
2020-03-07,"Chile","CHL","CL",0,NA,13,NA,18952035,0,13,0,6.85942169271004e-07,0,0,2.01442138435704e-05
