"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-28,"Nigeria","NGA","NG",1,NA,1,NA,200963603,1,1,10,4.97602543481468e-09,4.97602543481468e-09,4.97602543481468e-08,3.95409345996876e-08
2020-02-29,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,4.41831694938603e-08
2020-03-01,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,4.9462355992582e-08
2020-03-02,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,5.54385854693332e-08
2020-03-03,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,6.2177868060062e-08
2020-03-04,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,6.97668601300194e-08
2020-03-05,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,7.82648574973819e-08
2020-03-06,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,8.77821260404975e-08
2020-03-07,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,9.83272569695809e-08
2020-03-08,"Nigeria","NGA","NG",0,NA,1,NA,200963603,0,1,0,4.97602543481468e-09,0,0,1.0997143629863e-07
2020-03-09,"Nigeria","NGA","NG",1,NA,2,NA,200963603,1,2,10,9.95205086962936e-09,4.97602543481468e-09,4.97602543481468e-08,1.22984075540778e-07
2020-03-10,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,1.3722646550608e-07
2020-03-11,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,1.52831926122837e-07
2020-03-12,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,1.69837144315539e-07
2020-03-13,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,1.88314852483672e-07
2020-03-14,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,2.08289442706989e-07
2020-03-15,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,2.29915074074055e-07
2020-03-16,"Nigeria","NGA","NG",0,NA,2,NA,200963603,0,2,0,9.95205086962936e-09,0,0,2.53165021070502e-07
2020-03-17,"Nigeria","NGA","NG",1,NA,3,NA,200963603,1,3,10,1.4928076304444e-08,4.97602543481468e-09,4.97602543481468e-08,2.78088807601145e-07
2020-03-18,"Nigeria","NGA","NG",5,NA,8,NA,200963603,5,8,50,3.98082034785174e-08,2.48801271740734e-08,2.48801271740734e-07,3.04755389671346e-07
