"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-23,"Low income","OWID_LIC",NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA
2020-02-24,"Low income","OWID_LIC",NA,5,0,5,NA,NA,5,5,50,NA,NA,NA,NA
2020-02-25,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-02-26,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-02-27,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-02-28,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-02-29,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-01,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-02,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-03,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-04,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-05,"Low income","OWID_LIC",NA,0,0,5,NA,NA,0,5,0,NA,NA,NA,NA
2020-03-06,"Low income","OWID_LIC",NA,1,0,6,NA,NA,1,6,10,NA,NA,NA,NA
2020-03-07,"Low income","OWID_LIC",NA,3,0,9,NA,NA,3,9,30,NA,NA,NA,NA
2020-03-08,"Low income","OWID_LIC",NA,0,0,9,NA,NA,0,9,0,NA,NA,NA,NA
2020-03-09,"Low income","OWID_LIC",NA,0,0,9,NA,NA,0,9,0,NA,NA,NA,NA
2020-03-10,"Low income","OWID_LIC",NA,1,0,10,NA,NA,1,10,10,NA,NA,NA,NA
2020-03-11,"Low income","OWID_LIC",NA,5,0,15,NA,NA,5,15,50,NA,NA,NA,NA
2020-03-12,"Low income","OWID_LIC",NA,0,0,15,NA,NA,0,15,0,NA,NA,NA,NA
2020-03-13,"Low income","OWID_LIC",NA,3,1,18,1,NA,3,18,30,NA,NA,NA,NA
2020-03-14,"Low income","OWID_LIC",NA,5,0,23,1,NA,5,23,50,NA,NA,NA,NA
2020-03-15,"Low income","OWID_LIC",NA,8,0,31,1,NA,8,31,80,NA,NA,NA,NA
2020-03-16,"Low income","OWID_LIC",NA,26,0,57,1,NA,26,57,260,NA,NA,NA,NA
2020-03-17,"Low income","OWID_LIC",NA,10,0,67,1,NA,10,67,100,NA,NA,NA,NA
2020-03-18,"Low income","OWID_LIC",NA,9,1,76,2,NA,9,76,90,NA,NA,NA,NA
2020-03-19,"Low income","OWID_LIC",NA,24,0,100,2,NA,24,100,240,NA,NA,NA,NA
2020-03-20,"Low income","OWID_LIC",NA,35,0,135,2,NA,35,135,350,NA,NA,NA,NA
2020-03-21,"Low income","OWID_LIC",NA,37,2,172,4,NA,37,172,370,NA,NA,NA,NA
2020-03-22,"Low income","OWID_LIC",NA,35,2,207,6,NA,35,207,350,NA,NA,NA,NA
2020-03-23,"Low income","OWID_LIC",NA,76,2,283,8,NA,76,283,760,NA,NA,NA,NA
2020-03-24,"Low income","OWID_LIC",NA,44,1,327,9,NA,44,327,440,NA,NA,NA,NA
2020-03-25,"Low income","OWID_LIC",NA,95,1,422,10,NA,95,422,950,NA,NA,NA,NA
2020-03-26,"Low income","OWID_LIC",NA,38,5,460,15,NA,38,460,380,NA,NA,NA,NA
2020-03-27,"Low income","OWID_LIC",NA,73,3,533,18,NA,73,533,730,NA,NA,NA,NA
2020-03-28,"Low income","OWID_LIC",NA,79,5,612,23,NA,79,612,790,NA,NA,NA,NA
2020-03-29,"Low income","OWID_LIC",NA,81,5,693,28,NA,81,693,810,NA,NA,NA,NA
2020-03-30,"Low income","OWID_LIC",NA,83,7,776,35,NA,83,776,830,NA,NA,NA,NA
2020-03-31,"Low income","OWID_LIC",NA,135,2,911,37,NA,135,911,1350,NA,NA,NA,NA
2020-04-01,"Low income","OWID_LIC",NA,135,7,1046,44,NA,135,1046,1350,NA,NA,NA,NA
2020-04-02,"Low income","OWID_LIC",NA,151,4,1197,48,NA,151,1197,1510,NA,NA,NA,NA
2020-04-03,"Low income","OWID_LIC",NA,136,2,1333,50,NA,136,1333,1360,NA,NA,NA,NA
2020-04-04,"Low income","OWID_LIC",NA,133,8,1466,58,NA,133,1466,1330,NA,NA,NA,NA
2020-04-05,"Low income","OWID_LIC",NA,137,10,1603,68,NA,137,1603,1370,NA,NA,NA,NA
2020-04-06,"Low income","OWID_LIC",NA,174,3,1777,71,NA,174,1777,1740,NA,NA,NA,NA
2020-04-07,"Low income","OWID_LIC",NA,164,7,1941,78,NA,164,1941,1640,NA,NA,NA,NA
2020-04-08,"Low income","OWID_LIC",NA,206,10,2147,88,NA,206,2147,2060,NA,NA,NA,NA
2020-04-09,"Low income","OWID_LIC",NA,189,3,2336,91,NA,189,2336,1890,NA,NA,NA,NA
2020-04-10,"Low income","OWID_LIC",NA,209,3,2545,94,NA,209,2545,2090,NA,NA,NA,NA
2020-04-11,"Low income","OWID_LIC",NA,183,5,2728,99,NA,183,2728,1830,NA,NA,NA,NA
2020-04-12,"Low income","OWID_LIC",NA,153,6,2881,105,NA,153,2881,1530,NA,NA,NA,NA
2020-04-13,"Low income","OWID_LIC",NA,193,6,3074,111,NA,193,3074,1930,NA,NA,NA,NA
2020-04-14,"Low income","OWID_LIC",NA,242,13,3316,124,NA,242,3316,2420,NA,NA,NA,NA
2020-04-15,"Low income","OWID_LIC",NA,247,10,3563,134,NA,247,3563,2470,NA,NA,NA,NA
2020-04-16,"Low income","OWID_LIC",NA,116,7,3679,141,NA,116,3679,1160,NA,NA,NA,NA
2020-04-17,"Low income","OWID_LIC",NA,252,13,3931,154,NA,252,3931,2520,NA,NA,NA,NA
2020-04-18,"Low income","OWID_LIC",NA,276,10,4207,164,NA,276,4207,2760,NA,NA,NA,NA
2020-04-19,"Low income","OWID_LIC",NA,190,5,4397,169,NA,190,4397,1900,NA,NA,NA,NA
2020-04-20,"Low income","OWID_LIC",NA,259,10,4656,179,NA,259,4656,2590,NA,NA,NA,NA
2020-04-21,"Low income","OWID_LIC",NA,252,4,4908,183,NA,252,4908,2520,NA,NA,NA,NA
2020-04-22,"Low income","OWID_LIC",NA,265,8,5173,191,NA,265,5173,2650,NA,NA,NA,NA
2020-04-23,"Low income","OWID_LIC",NA,332,24,5505,215,NA,332,5505,3320,NA,NA,NA,NA
2020-04-24,"Low income","OWID_LIC",NA,283,1,5788,216,NA,283,5788,2830,NA,NA,NA,NA
2020-04-25,"Low income","OWID_LIC",NA,363,13,6151,229,NA,363,6151,3630,NA,NA,NA,NA
2020-04-26,"Low income","OWID_LIC",NA,306,26,6457,255,NA,306,6457,3060,NA,NA,NA,NA
2020-04-27,"Low income","OWID_LIC",NA,408,6,6865,261,NA,408,6865,4080,NA,NA,NA,NA
2020-04-28,"Low income","OWID_LIC",NA,472,26,7337,287,NA,472,7337,4720,NA,NA,NA,NA
2020-04-29,"Low income","OWID_LIC",NA,605,7,7942,294,NA,605,7942,6050,NA,NA,NA,NA
2020-04-30,"Low income","OWID_LIC",NA,334,15,8276,309,NA,334,8276,3340,NA,NA,NA,NA
2020-05-01,"Low income","OWID_LIC",NA,639,12,8915,321,NA,639,8915,6390,NA,NA,NA,NA
2020-05-02,"Low income","OWID_LIC",NA,724,27,9639,348,NA,724,9639,7240,NA,NA,NA,NA
2020-05-03,"Low income","OWID_LIC",NA,191,4,9830,352,NA,191,9830,1910,NA,NA,NA,NA
2020-05-04,"Low income","OWID_LIC",NA,490,11,10320,363,NA,490,10320,4900,NA,NA,NA,NA
2020-05-05,"Low income","OWID_LIC",NA,467,25,10787,388,NA,467,10787,4670,NA,NA,NA,NA
2020-05-06,"Low income","OWID_LIC",NA,1218,38,12005,426,NA,1218,12005,12180,NA,NA,NA,NA
2020-05-07,"Low income","OWID_LIC",NA,753,34,12758,460,NA,753,12758,7530,NA,NA,NA,NA
2020-05-08,"Low income","OWID_LIC",NA,565,19,13323,479,NA,565,13323,5650,NA,NA,NA,NA
2020-05-09,"Low income","OWID_LIC",NA,548,20,13871,499,NA,548,13871,5480,NA,NA,NA,NA
2020-05-10,"Low income","OWID_LIC",NA,1309,30,15180,529,NA,1309,15180,13090,NA,NA,NA,NA
2020-05-11,"Low income","OWID_LIC",NA,698,10,15878,539,NA,698,15878,6980,NA,NA,NA,NA
2020-05-12,"Low income","OWID_LIC",NA,1008,29,16886,568,NA,1008,16886,10080,NA,NA,NA,NA
2020-05-13,"Low income","OWID_LIC",NA,529,36,17415,604,NA,529,17415,5290,NA,NA,NA,NA
2020-05-14,"Low income","OWID_LIC",NA,1023,18,18438,622,NA,1023,18438,10230,NA,NA,NA,NA
2020-05-15,"Low income","OWID_LIC",NA,1338,29,19776,651,NA,1338,19776,13380,NA,NA,NA,NA
2020-05-16,"Low income","OWID_LIC",NA,1100,45,20876,696,NA,1100,20876,11000,NA,NA,NA,NA
2020-05-17,"Low income","OWID_LIC",NA,899,18,21775,714,NA,899,21775,8990,NA,NA,NA,NA
2020-05-18,"Low income","OWID_LIC",NA,1226,17,23001,731,NA,1226,23001,12260,NA,NA,NA,NA
2020-05-19,"Low income","OWID_LIC",NA,995,30,23996,761,NA,995,23996,9950,NA,NA,NA,NA
2020-05-20,"Low income","OWID_LIC",NA,1117,22,25113,783,NA,1117,25113,11170,NA,NA,NA,NA
2020-05-21,"Low income","OWID_LIC",NA,1545,29,26658,812,NA,1545,26658,15450,NA,NA,NA,NA
2020-05-22,"Low income","OWID_LIC",NA,991,39,27649,851,NA,991,27649,9910,NA,NA,NA,NA
2020-05-23,"Low income","OWID_LIC",NA,1603,35,29252,886,NA,1603,29252,16030,NA,NA,NA,NA
2020-05-24,"Low income","OWID_LIC",NA,1565,35,30817,921,NA,1565,30817,15650,NA,NA,NA,NA
2020-05-25,"Low income","OWID_LIC",NA,1511,26,32328,947,NA,1511,32328,15110,NA,NA,NA,NA
2020-05-26,"Low income","OWID_LIC",NA,1249,16,33577,963,NA,1249,33577,12490,NA,NA,NA,NA
2020-05-27,"Low income","OWID_LIC",NA,1328,41,34905,1004,NA,1328,34905,13280,NA,NA,NA,NA
2020-05-28,"Low income","OWID_LIC",NA,1845,29,36750,1033,NA,1845,36750,18450,NA,NA,NA,NA
2020-05-29,"Low income","OWID_LIC",NA,1463,62,38213,1095,NA,1463,38213,14630,NA,NA,NA,NA
2020-05-30,"Low income","OWID_LIC",NA,1682,51,39895,1146,NA,1682,39895,16820,NA,NA,NA,NA
2020-05-31,"Low income","OWID_LIC",NA,1369,43,41264,1189,NA,1369,41264,13690,NA,NA,NA,NA
2020-06-01,"Low income","OWID_LIC",NA,1679,38,42943,1227,NA,1679,42943,16790,NA,NA,NA,NA
