"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-11,"Jamaica","JAM","JM",1,NA,1,NA,2734093,1,1,10,3.65752006241192e-07,3.65752006241192e-07,3.65752006241192e-06,6.64673950037179e-06
2020-03-12,"Jamaica","JAM","JM",1,NA,2,NA,2734093,1,2,10,7.31504012482384e-07,3.65752006241192e-07,3.65752006241192e-06,6.74056967373871e-06
2020-03-13,"Jamaica","JAM","JM",6,NA,8,NA,2734093,6,8,60,2.92601604992954e-06,2.19451203744715e-06,2.19451203744715e-05,6.85203419514106e-06
2020-03-14,"Jamaica","JAM","JM",0,NA,8,NA,2734093,0,8,0,2.92601604992954e-06,0,0,6.97880991127412e-06
2020-03-15,"Jamaica","JAM","JM",2,NA,10,NA,2734093,2,10,20,3.65752006241192e-06,7.31504012482384e-07,7.31504012482384e-06,7.12418186688686e-06
2020-03-16,"Jamaica","JAM","JM",0,NA,10,NA,2734093,0,10,0,3.65752006241192e-06,0,0,7.29401428057855e-06
2020-03-17,"Jamaica","JAM","JM",2,NA,12,NA,2734093,2,12,20,4.38902407489431e-06,7.31504012482384e-07,7.31504012482384e-06,7.48910899937456e-06
2020-03-18,"Jamaica","JAM","JM",1,NA,13,NA,2734093,1,13,10,4.7547760811355e-06,3.65752006241192e-07,3.65752006241192e-06,7.71216179472107e-06
2020-03-19,"Jamaica","JAM","JM",2,1,15,1,2734093,2,15,20,5.48628009361788e-06,7.31504012482384e-07,7.31504012482384e-06,7.96923721044852e-06
2020-03-20,"Jamaica","JAM","JM",1,0,16,1,2734093,1,16,10,5.85203209985908e-06,3.65752006241192e-07,3.65752006241192e-06,8.26202709572305e-06
2020-03-21,"Jamaica","JAM","JM",0,0,16,1,2734093,0,16,0,5.85203209985908e-06,0,0,8.59620464091618e-06
2020-03-22,"Jamaica","JAM","JM",3,0,19,1,2734093,3,19,30,6.94928811858265e-06,1.09725601872358e-06,1.09725601872358e-05,8.97709606216288e-06
2020-03-23,"Jamaica","JAM","JM",0,0,19,1,2734093,0,19,0,6.94928811858265e-06,0,0,9.41044859694937e-06
2020-03-24,"Jamaica","JAM","JM",2,0,21,1,2734093,2,21,20,7.68079213106504e-06,7.31504012482384e-07,7.31504012482384e-06,9.9023968352116e-06
2020-03-25,"Jamaica","JAM","JM",5,0,26,1,2734093,5,26,50,9.509552162271e-06,1.82876003120596e-06,1.82876003120596e-05,1.04585912999309e-05
2020-03-26,"Jamaica","JAM","JM",0,0,26,1,2734093,0,26,0,9.509552162271e-06,0,0,1.10857644991483e-05
2020-03-27,"Jamaica","JAM","JM",0,0,26,1,2734093,0,26,0,9.509552162271e-06,0,0,1.17912544891784e-05
2020-03-28,"Jamaica","JAM","JM",4,0,30,1,2734093,4,30,40,1.09725601872358e-05,1.46300802496477e-06,1.46300802496477e-05,1.25806422135278e-05
2020-03-29,"Jamaica","JAM","JM",2,0,32,1,2734093,2,32,20,1.17040641997182e-05,7.31504012482384e-07,7.31504012482384e-06,1.34604551996927e-05
2020-03-30,"Jamaica","JAM","JM",4,0,36,1,2734093,4,36,40,1.31670722246829e-05,1.46300802496477e-06,1.46300802496477e-05,1.44364071746767e-05
2020-03-31,"Jamaica","JAM","JM",0,0,36,1,2734093,0,36,0,1.31670722246829e-05,0,0,1.55132392280198e-05
2020-04-01,"Jamaica","JAM","JM",8,2,44,3,2734093,8,44,80,1.60930882746125e-05,2.92601604992954e-06,2.92601604992954e-05,1.66948425976773e-05
2020-04-02,"Jamaica","JAM","JM",3,0,47,3,2734093,3,47,30,1.7190344293336e-05,1.09725601872358e-06,1.09725601872358e-05,1.79836232989361e-05
2020-04-03,"Jamaica","JAM","JM",0,0,47,3,2734093,0,47,0,1.7190344293336e-05,0,0,1.93797969019273e-05
2020-04-04,"Jamaica","JAM","JM",6,0,53,3,2734093,6,53,60,1.93848563307832e-05,2.19451203744715e-06,2.19451203744715e-05,2.08817586528639e-05
2020-04-05,"Jamaica","JAM","JM",5,0,58,3,2734093,5,58,50,2.12136163619891e-05,1.82876003120596e-06,1.82876003120596e-05,2.24856973184294e-05
2020-04-06,"Jamaica","JAM","JM",0,0,58,3,2734093,0,58,0,2.12136163619891e-05,0,0,2.41855816286267e-05
2020-04-07,"Jamaica","JAM","JM",5,0,63,3,2734093,5,63,50,2.30423763931951e-05,1.82876003120596e-06,1.82876003120596e-05,2.59716672029609e-05
2020-04-08,"Jamaica","JAM","JM",0,1,63,4,2734093,0,63,0,2.30423763931951e-05,0,0,2.78323115410053e-05
2020-04-09,"Jamaica","JAM","JM",0,0,63,4,2734093,0,63,0,2.30423763931951e-05,0,0,2.97522655525509e-05
2020-04-10,"Jamaica","JAM","JM",0,0,63,4,2734093,0,63,0,2.30423763931951e-05,0,0,3.17138586238418e-05
2020-04-11,"Jamaica","JAM","JM",2,0,65,4,2734093,2,65,20,2.37738804056775e-05,7.31504012482384e-07,7.31504012482384e-06,3.36971748270097e-05
2020-04-12,"Jamaica","JAM","JM",4,0,69,4,2734093,4,69,40,2.52368884306423e-05,1.46300802496477e-06,1.46300802496477e-05,3.5679954949891e-05
2020-04-13,"Jamaica","JAM","JM",4,0,73,4,2734093,4,73,40,2.6699896455607e-05,1.46300802496477e-06,1.46300802496477e-05,3.76376879123176e-05
2020-04-14,"Jamaica","JAM","JM",0,0,73,4,2734093,0,73,0,2.6699896455607e-05,0,0,3.95446556865441e-05
