"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-01-26,"Australia","AUS","AU",4,NA,4,NA,25203200,4,4,40,1.5871000507872e-07,1.5871000507872e-07,1.5871000507872e-06,3.70995700788007e-07
2020-01-27,"Australia","AUS","AU",1,NA,5,NA,25203200,1,5,10,1.983875063484e-07,3.967750126968e-08,3.967750126968e-07,3.58776523185796e-07
2020-01-28,"Australia","AUS","AU",0,NA,5,NA,25203200,0,5,0,1.983875063484e-07,0,0,3.46568316129221e-07
2020-01-29,"Australia","AUS","AU",1,NA,6,NA,25203200,1,6,10,2.3806500761808e-07,3.967750126968e-08,3.967750126968e-07,3.35300211304701e-07
2020-01-30,"Australia","AUS","AU",3,NA,9,NA,25203200,3,9,30,3.5709751142712e-07,1.1903250380904e-07,1.1903250380904e-06,3.24458980512773e-07
2020-01-31,"Australia","AUS","AU",0,NA,9,NA,25203200,0,9,0,3.5709751142712e-07,0,0,3.14382416395545e-07
2020-02-01,"Australia","AUS","AU",3,NA,12,NA,25203200,3,12,30,4.7613001523616e-07,1.1903250380904e-07,1.1903250380904e-06,3.05604106496335e-07
2020-02-02,"Australia","AUS","AU",0,NA,12,NA,25203200,0,12,0,4.7613001523616e-07,0,0,2.98214993054907e-07
2020-02-03,"Australia","AUS","AU",0,NA,12,NA,25203200,0,12,0,4.7613001523616e-07,0,0,2.92929136662949e-07
2020-02-04,"Australia","AUS","AU",1,NA,13,NA,25203200,1,13,10,5.15807516505841e-07,3.967750126968e-08,3.967750126968e-07,2.89987617710702e-07
2020-02-05,"Australia","AUS","AU",0,NA,13,NA,25203200,0,13,0,5.15807516505841e-07,0,0,2.89962335027163e-07
2020-02-06,"Australia","AUS","AU",1,NA,14,NA,25203200,1,14,10,5.55485017775521e-07,3.967750126968e-08,3.967750126968e-07,2.94681929876045e-07
2020-02-07,"Australia","AUS","AU",1,NA,15,NA,25203200,1,15,10,5.95162519045201e-07,3.967750126968e-08,3.967750126968e-07,3.05516659643832e-07
2020-02-08,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,3.2054683104553e-07
2020-02-09,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,3.44058278118334e-07
2020-02-10,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,3.76370796681104e-07
2020-02-11,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,4.20333503822679e-07
2020-02-12,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,4.77039754073551e-07
2020-02-13,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,5.50623878030143e-07
2020-02-14,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,6.42732386315049e-07
2020-02-15,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,7.57906904823914e-07
2020-02-16,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,8.99302946793528e-07
2020-02-17,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,1.07316327989862e-06
2020-02-18,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,1.28446006924888e-06
2020-02-19,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,1.53961047871407e-06
2020-02-20,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,1.84607277972821e-06
2020-02-21,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,2.21148664791932e-06
2020-02-22,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,2.64500500340772e-06
2020-02-23,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,3.15649054784808e-06
2020-02-24,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,3.75672172137309e-06
2020-02-25,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,4.45691348394024e-06
2020-02-26,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,5.26916234149131e-06
2020-02-27,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,6.20573764016801e-06
2020-02-28,"Australia","AUS","AU",0,NA,15,NA,25203200,0,15,0,5.95162519045201e-07,0,0,7.27888218443873e-06
2020-02-29,"Australia","AUS","AU",10,NA,25,NA,25203200,10,25,100,9.91937531742001e-07,3.967750126968e-07,3.967750126968e-06,8.50148576803342e-06
2020-03-01,"Australia","AUS","AU",2,1,27,1,25203200,2,27,20,1.07129253428136e-06,7.93550025393601e-08,7.93550025393601e-07,9.8856210025365e-06
2020-03-02,"Australia","AUS","AU",3,0,30,1,25203200,3,30,30,1.1903250380904e-06,1.1903250380904e-07,1.1903250380904e-06,1.14421228613867e-05
2020-03-03,"Australia","AUS","AU",9,0,39,1,25203200,9,39,90,1.54742254951752e-06,3.5709751142712e-07,3.5709751142712e-06,1.31809603050186e-05
2020-03-04,"Australia","AUS","AU",13,1,52,2,25203200,13,52,130,2.06323006602336e-06,5.15807516505841e-07,5.15807516505841e-06,1.51103795081314e-05
2020-03-05,"Australia","AUS","AU",3,0,55,2,25203200,3,55,30,2.1822625698324e-06,1.1903250380904e-07,1.1903250380904e-06,1.72358626401361e-05
2020-03-06,"Australia","AUS","AU",5,0,60,2,25203200,5,60,50,2.3806500761808e-06,1.983875063484e-07,1.983875063484e-06,1.95602895021366e-05
2020-03-07,"Australia","AUS","AU",3,0,63,2,25203200,3,63,30,2.49968257998984e-06,1.1903250380904e-07,1.1903250380904e-06,2.20829787886924e-05
2020-03-08,"Australia","AUS","AU",13,1,76,3,25203200,13,76,130,3.01549009649568e-06,5.15807516505841e-07,5.15807516505841e-06,2.47996798897869e-05
2020-03-09,"Australia","AUS","AU",15,0,91,3,25203200,15,91,150,3.61065261554088e-06,5.95162519045201e-07,5.95162519045201e-06,2.77015637165043e-05
2020-03-10,"Australia","AUS","AU",16,0,107,3,25203200,16,107,160,4.24549263585576e-06,6.34840020314881e-07,6.34840020314881e-06,3.07753465063909e-05
2020-03-11,"Australia","AUS","AU",21,0,128,3,25203200,21,128,210,5.07872016251905e-06,8.33227526663281e-07,8.33227526663281e-06,3.400312924491e-05
2020-03-12,"Australia","AUS","AU",0,0,128,3,25203200,0,128,0,5.07872016251905e-06,0,0,3.73613307995153e-05
2020-03-13,"Australia","AUS","AU",72,0,200,3,25203200,72,200,720,7.93550025393601e-06,2.85678009141696e-06,2.85678009141696e-05,4.08218045552043e-05
2020-03-14,"Australia","AUS","AU",50,0,250,3,25203200,50,250,500,9.91937531742001e-06,1.983875063484e-06,1.983875063484e-05,4.4351597780693e-05
2020-03-15,"Australia","AUS","AU",47,0,297,3,25203200,47,297,470,1.1784217877095e-05,1.86484255967496e-06,1.86484255967496e-05,4.79136597236125e-05
2020-03-16,"Australia","AUS","AU",80,0,377,3,25203200,80,377,800,1.49584179786694e-05,3.1742001015744e-06,3.1742001015744e-05,5.14669292039274e-05
2020-03-17,"Australia","AUS","AU",75,2,452,5,25203200,75,452,750,1.79342305738954e-05,2.975812595226e-06,2.975812595226e-05,5.49675160457521e-05
2020-03-18,"Australia","AUS","AU",116,1,568,6,25203200,116,568,1160,2.25368207211783e-05,4.60259014728289e-06,4.60259014728288e-05,5.8369346227355e-05
2020-03-19,"Australia","AUS","AU",113,0,681,6,25203200,113,681,1130,2.70203783646521e-05,4.48355764347384e-06,4.48355764347384e-05,6.1625309136796e-05
2020-03-20,"Australia","AUS","AU",110,1,791,7,25203200,110,791,1100,3.13849035043169e-05,4.3645251396648e-06,4.3645251396648e-05,6.46882741110848e-05
2020-03-21,"Australia","AUS","AU",280,0,1071,7,25203200,280,1071,2800,4.24946038598273e-05,1.11097003555104e-05,0.000111097003555104,6.75123906036925e-05
2020-03-22,"Australia","AUS","AU",478,0,1549,7,25203200,478,1549,4780,6.14604494667344e-05,1.89658456069071e-05,0.000189658456069071,7.00542466089646e-05
2020-03-23,"Australia","AUS","AU",133,0,1682,7,25203200,133,1682,1330,6.67375571356018e-05,5.27710766886745e-06,5.27710766886745e-05,7.22740106002296e-05
2020-03-24,"Australia","AUS","AU",362,1,2044,8,25203200,362,2044,3620,8.1100812595226e-05,1.43632554596242e-05,0.000143632554596242,7.41366899824305e-05
2020-03-25,"Australia","AUS","AU",320,0,2364,8,25203200,320,2364,3200,9.37976130015236e-05,1.26968004062976e-05,0.000126968004062976,7.56129080435204e-05
2020-03-26,"Australia","AUS","AU",446,5,2810,13,25203200,446,2810,4460,0.000111493778567801,1.76961655662773e-05,0.000176961655662773,7.66800836524344e-05
2020-03-27,"Australia","AUS","AU",333,0,3143,13,25203200,333,3143,3330,0.000124706386490604,1.32126079228035e-05,0.000132126079228035,7.73225807673784e-05
2020-03-28,"Australia","AUS","AU",497,1,3640,14,25203200,497,3640,4970,0.000144426104621635,1.9719718131031e-05,0.00019719718131031,7.75326432070591e-05
2020-03-29,"Australia","AUS","AU",344,2,3984,16,25203200,344,3984,3440,0.000158075165058405,1.36490604367699e-05,0.000136490604367699,7.73101008405759e-05
2020-03-30,"Australia","AUS","AU",377,1,4361,17,25203200,377,4361,3770,0.000173033583037075,1.49584179786694e-05,0.000149584179786694,7.66626994700324e-05
2020-03-31,"Australia","AUS","AU",198,1,4559,18,25203200,198,4559,1980,0.000180889728288471,7.85614525139665e-06,7.85614525139665e-05,7.56057307096062e-05
2020-04-01,"Australia","AUS","AU",303,2,4862,20,25203200,303,4862,3030,0.000192912011173184,1.20222828847131e-05,0.000120222828847131,7.41611622385747e-05
2020-04-02,"Australia","AUS","AU",254,4,5116,24,25203200,254,5116,2540,0.000202990096495683,1.00780853224987e-05,0.000100780853224987,7.23573664974317e-05
2020-04-03,"Australia","AUS","AU",214,4,5330,28,25203200,214,5330,2140,0.000211481081767395,8.49098527171153e-06,8.49098527171153e-05,7.02280815640523e-05
2020-04-04,"Australia","AUS","AU",220,2,5550,30,25203200,220,5550,2200,0.000220210132046724,8.72905027932961e-06,8.72905027932961e-05,6.78113746395725e-05
2020-04-05,"Australia","AUS","AU",137,5,5687,35,25203200,137,5687,1370,0.00022564594972067,5.43581767394617e-06,5.43581767394617e-05,6.51484745650496e-05
2020-04-06,"Australia","AUS","AU",110,5,5797,40,25203200,110,5797,1100,0.000230010474860335,4.3645251396648e-06,4.3645251396648e-05,6.22828608073009e-05
2020-04-07,"Australia","AUS","AU",98,5,5895,45,25203200,98,5895,980,0.000233898869984764,3.88839512442864e-06,3.88839512442864e-05,5.92589400865612e-05
2020-04-08,"Australia","AUS","AU",115,5,6010,50,25203200,115,6010,1150,0.000238461782630777,4.5629126460132e-06,4.5629126460132e-05,5.6120932445936e-05
2020-04-09,"Australia","AUS","AU",98,1,6108,51,25203200,98,6108,980,0.000242350177755206,3.88839512442864e-06,3.88839512442864e-05,5.29121149553581e-05
2020-04-10,"Australia","AUS","AU",107,3,6215,54,25203200,107,6215,1070,0.000246595670391061,4.24549263585576e-06,4.24549263585576e-05,4.96735228758446e-05
2020-04-11,"Australia","AUS","AU",88,3,6303,57,25203200,88,6303,880,0.000250087290502793,3.49162011173184e-06,3.49162011173184e-05,4.6443649354936e-05
2020-04-12,"Australia","AUS","AU",12,3,6315,60,25203200,12,6315,120,0.000250563420518029,4.7613001523616e-07,4.7613001523616e-06,4.32574108951877e-05
2020-04-13,"Australia","AUS","AU",36,1,6351,61,25203200,36,6351,360,0.000251991810563738,1.42839004570848e-06,1.42839004570848e-05,4.01458672920667e-05
2020-04-14,"Australia","AUS","AU",64,1,6415,62,25203200,64,6415,640,0.000254531170644997,2.53936008125952e-06,2.53936008125952e-05,3.71358842416359e-05
2020-04-15,"Australia","AUS","AU",25,1,6440,63,25203200,25,6440,250,0.000255523108176739,9.91937531742001e-07,9.91937531742001e-06,3.42500635930856e-05
2020-04-16,"Australia","AUS","AU",22,0,6462,63,25203200,22,6462,220,0.000256396013204672,8.72905027932961e-07,8.72905027932961e-06,3.15063996427594e-05
2020-04-17,"Australia","AUS","AU",60,3,6522,66,25203200,60,6522,600,0.000258776663280853,2.3806500761808e-06,2.3806500761808e-05,2.89187455650286e-05
2020-04-18,"Australia","AUS","AU",46,1,6568,67,25203200,46,6568,460,0.000260601828339259,1.82516505840528e-06,1.82516505840528e-05,2.64968770376361e-05
