"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-02-01,"Sweden","SWE","SE",1,NA,1,NA,10230185,1,1,10,9.77499429384708e-08,9.77499429384708e-08,9.77499429384708e-07,3.7459563758407e-07
2020-02-02,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,4.43650888460578e-07
2020-02-03,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,5.29673147001094e-07
2020-02-04,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,6.3552737963299e-07
2020-02-05,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,7.66028858230884e-07
2020-02-06,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,9.24391958820119e-07
2020-02-07,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.1164205534509e-06
2020-02-08,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.34978763509469e-06
2020-02-09,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.63168188164727e-06
2020-02-10,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.9712082216638e-06
2020-02-11,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,2.37629770418449e-06
2020-02-12,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,2.85918248810858e-06
2020-02-13,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,3.42972150414674e-06
2020-02-14,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,4.10128987215654e-06
2020-02-15,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,4.89020901211807e-06
2020-02-16,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,5.81107669633182e-06
2020-02-17,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,6.87968372525284e-06
2020-02-18,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,8.11404028897679e-06
2020-02-19,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,9.53200222335689e-06
2020-02-20,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.11479765923411e-05
2020-02-21,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.29825611032185e-05
2020-02-22,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.50548392532988e-05
2020-02-23,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.73872229511933e-05
2020-02-24,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,1.99929454012949e-05
2020-02-25,"Sweden","SWE","SE",0,NA,1,NA,10230185,0,1,0,9.77499429384708e-08,0,0,2.28898764194086e-05
2020-02-26,"Sweden","SWE","SE",1,NA,2,NA,10230185,1,2,10,1.95499885876942e-07,9.77499429384708e-08,9.77499429384708e-07,2.60918021003321e-05
2020-02-27,"Sweden","SWE","SE",1,NA,3,NA,10230185,1,3,10,2.93249828815412e-07,9.77499429384708e-08,9.77499429384708e-07,2.96149804024537e-05
2020-02-28,"Sweden","SWE","SE",8,NA,11,NA,10230185,8,11,80,1.07524937232318e-06,7.81999543507767e-07,7.81999543507766e-06,3.34750642970242e-05
2020-02-29,"Sweden","SWE","SE",3,NA,14,NA,10230185,3,14,30,1.36849920113859e-06,2.93249828815412e-07,2.93249828815412e-06,3.7684196860381e-05
2020-03-01,"Sweden","SWE","SE",0,NA,14,NA,10230185,0,14,0,1.36849920113859e-06,0,0,4.22554777128848e-05
2020-03-02,"Sweden","SWE","SE",5,NA,19,NA,10230185,5,19,50,1.85724891583095e-06,4.88749714692354e-07,4.88749714692354e-06,4.72017532506075e-05
2020-03-03,"Sweden","SWE","SE",13,NA,32,NA,10230185,13,32,130,3.12799817403107e-06,1.27074925820012e-06,1.27074925820012e-05,5.25331426016053e-05
