"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-01,"Dominican Republic","DOM","DO",1,NA,1,NA,10738957,1,1,10,9.31189127584737e-08,9.31189127584737e-08,9.31189127584737e-07,7.27900210098367e-06
2020-03-02,"Dominican Republic","DOM","DO",0,NA,1,NA,10738957,0,1,0,9.31189127584737e-08,0,0,8.19874214653976e-06
2020-03-03,"Dominican Republic","DOM","DO",0,NA,1,NA,10738957,0,1,0,9.31189127584737e-08,0,0,9.22443159892124e-06
2020-03-04,"Dominican Republic","DOM","DO",0,NA,1,NA,10738957,0,1,0,9.31189127584737e-08,0,0,1.03745221237722e-05
2020-03-05,"Dominican Republic","DOM","DO",0,NA,1,NA,10738957,0,1,0,9.31189127584737e-08,0,0,1.16528025641774e-05
2020-03-06,"Dominican Republic","DOM","DO",1,NA,2,NA,10738957,1,2,10,1.86237825516947e-07,9.31189127584737e-08,9.31189127584737e-07,1.30753940882265e-05
2020-03-07,"Dominican Republic","DOM","DO",0,NA,2,NA,10738957,0,2,0,1.86237825516947e-07,0,0,1.46504173859009e-05
2020-03-08,"Dominican Republic","DOM","DO",3,NA,5,NA,10738957,3,5,30,4.65594563792368e-07,2.79356738275421e-07,2.79356738275421e-06,1.63862696293192e-05
2020-03-09,"Dominican Republic","DOM","DO",0,NA,5,NA,10738957,0,5,0,4.65594563792368e-07,0,0,1.82992846029749e-05
2020-03-10,"Dominican Republic","DOM","DO",0,NA,5,NA,10738957,0,5,0,4.65594563792368e-07,0,0,2.03972932076539e-05
2020-03-11,"Dominican Republic","DOM","DO",0,NA,5,NA,10738957,0,5,0,4.65594563792368e-07,0,0,2.26894254383515e-05
2020-03-12,"Dominican Republic","DOM","DO",0,NA,5,NA,10738957,0,5,0,4.65594563792368e-07,0,0,2.51841842410241e-05
2020-03-13,"Dominican Republic","DOM","DO",0,NA,5,NA,10738957,0,5,0,4.65594563792368e-07,0,0,2.78895952324473e-05
2020-03-14,"Dominican Republic","DOM","DO",6,NA,11,NA,10738957,6,11,60,1.02430804034321e-06,5.58713476550842e-07,5.58713476550842e-06,3.08102477140307e-05
2020-03-15,"Dominican Republic","DOM","DO",0,NA,11,NA,10738957,0,11,0,1.02430804034321e-06,0,0,3.39500454572777e-05
2020-03-16,"Dominican Republic","DOM","DO",0,NA,11,NA,10738957,0,11,0,1.02430804034321e-06,0,0,3.7312795066587e-05
2020-03-17,"Dominican Republic","DOM","DO",10,1,21,1,10738957,10,21,100,1.95549716792795e-06,9.31189127584737e-07,9.31189127584737e-06,4.08982844699284e-05
2020-03-18,"Dominican Republic","DOM","DO",0,0,21,1,10738957,0,21,0,1.95549716792795e-06,0,0,4.47032155686572e-05
2020-03-19,"Dominican Republic","DOM","DO",13,1,34,2,10738957,13,34,130,3.1660430337881e-06,1.21054586586016e-06,1.21054586586016e-05,4.87225796539193e-05
2020-03-20,"Dominican Republic","DOM","DO",38,0,72,2,10738957,38,72,380,6.7045617186101e-06,3.538518684822e-06,3.538518684822e-05,5.29508099390611e-05
2020-03-21,"Dominican Republic","DOM","DO",40,0,112,2,10738957,40,112,400,1.0429318228949e-05,3.72475651033895e-06,3.72475651033895e-05,5.73766482381371e-05
2020-03-22,"Dominican Republic","DOM","DO",90,1,202,3,10738957,90,202,900,1.88100203772117e-05,8.38070214826263e-06,8.38070214826263e-05,6.19892316741817e-05
2020-03-23,"Dominican Republic","DOM","DO",43,0,245,3,10738957,43,245,430,2.2814133625826e-05,4.00411324861437e-06,4.00411324861437e-05,6.67767803887864e-05
2020-03-24,"Dominican Republic","DOM","DO",67,3,312,6,10738957,67,312,670,2.90531007806438e-05,6.23896715481773e-06,6.23896715481774e-05,7.17231962289642e-05
