"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-14,"Trinidad and Tobago","TTO","TT",2,NA,2,NA,1366725,2,2,20,1.46335217399257e-06,1.46335217399257e-06,1.46335217399257e-05,3.26414890468671e-05
2020-03-15,"Trinidad and Tobago","TTO","TT",0,NA,2,NA,1366725,0,2,0,1.46335217399257e-06,0,0,3.27121727513245e-05
2020-03-16,"Trinidad and Tobago","TTO","TT",2,NA,4,NA,1366725,2,4,20,2.92670434798515e-06,1.46335217399257e-06,1.46335217399257e-05,3.27285020313329e-05
2020-03-17,"Trinidad and Tobago","TTO","TT",1,NA,5,NA,1366725,1,5,10,3.65838043498143e-06,7.31676086996287e-07,7.31676086996287e-06,3.26867245117201e-05
2020-03-18,"Trinidad and Tobago","TTO","TT",2,NA,7,NA,1366725,2,7,20,5.12173260897401e-06,1.46335217399257e-06,1.46335217399257e-05,3.25832617708773e-05
2020-03-19,"Trinidad and Tobago","TTO","TT",2,NA,9,NA,1366725,2,9,20,6.58508478296658e-06,1.46335217399257e-06,1.46335217399257e-05,3.24147858810779e-05
2020-03-20,"Trinidad and Tobago","TTO","TT",0,NA,9,NA,1366725,0,9,0,6.58508478296658e-06,0,0,3.21783030437877e-05
2020-03-21,"Trinidad and Tobago","TTO","TT",40,NA,49,NA,1366725,40,49,400,3.58521282628181e-05,2.92670434798515e-05,0.000292670434798515,3.18712429323765e-05
2020-03-22,"Trinidad and Tobago","TTO","TT",1,NA,50,NA,1366725,1,50,10,3.65838043498143e-05,7.31676086996287e-07,7.31676086996287e-06,3.14915517580513e-05
2020-03-23,"Trinidad and Tobago","TTO","TT",1,NA,51,NA,1366725,1,51,10,3.73154804368106e-05,7.31676086996287e-07,7.31676086996287e-06,3.10377864430161e-05
2020-03-24,"Trinidad and Tobago","TTO","TT",6,NA,57,NA,1366725,6,57,60,4.17055369587883e-05,4.39005652197772e-06,4.39005652197772e-05,3.05092066583834e-05
2020-03-25,"Trinidad and Tobago","TTO","TT",3,1,60,1,1366725,3,60,30,4.39005652197772e-05,2.19502826098886e-06,2.19502826098886e-05,2.99058609160701e-05
2020-03-26,"Trinidad and Tobago","TTO","TT",5,0,65,1,1366725,5,65,50,4.75589456547586e-05,3.65838043498143e-06,3.65838043498143e-05,2.92286624566152e-05
2020-03-27,"Trinidad and Tobago","TTO","TT",1,1,66,2,1366725,1,66,10,4.82906217417549e-05,7.31676086996287e-07,7.31676086996287e-06,2.84794504166681e-05
2020-03-28,"Trinidad and Tobago","TTO","TT",8,1,74,3,1366725,8,74,80,5.41440304377252e-05,5.85340869597029e-06,5.85340869597029e-05,2.76610317571843e-05
2020-03-29,"Trinidad and Tobago","TTO","TT",4,0,78,3,1366725,4,78,40,5.70707347857104e-05,2.92670434798515e-06,2.92670434798515e-05,2.67771997417768e-05
2020-03-30,"Trinidad and Tobago","TTO","TT",4,0,82,3,1366725,4,82,40,5.99974391336955e-05,2.92670434798515e-06,2.92670434798515e-05,2.58327254091738e-05
2020-03-31,"Trinidad and Tobago","TTO","TT",5,0,87,3,1366725,5,87,50,6.36558195686769e-05,3.65838043498143e-06,3.65838043498143e-05,2.48333194891226e-05
2020-04-01,"Trinidad and Tobago","TTO","TT",3,2,90,5,1366725,3,90,30,6.58508478296658e-05,2.19502826098886e-06,2.19502826098886e-05,2.3785563534955e-05
2020-04-02,"Trinidad and Tobago","TTO","TT",4,0,94,5,1366725,4,94,40,6.8777552177651e-05,2.92670434798515e-06,2.92670434798515e-05,2.26968106159729e-05
2020-04-03,"Trinidad and Tobago","TTO","TT",4,1,98,6,1366725,4,98,40,7.17042565256361e-05,2.92670434798515e-06,2.92670434798515e-05,2.15750576193101e-05
2020-04-04,"Trinidad and Tobago","TTO","TT",5,0,103,6,1366725,5,103,50,7.53626369606175e-05,3.65838043498143e-06,3.65838043498143e-05,2.04287929165986e-05
2020-04-05,"Trinidad and Tobago","TTO","TT",1,1,104,7,1366725,1,104,10,7.60943130476138e-05,7.31676086996287e-07,7.31676086996287e-06,1.92668247051458e-05
2020-04-06,"Trinidad and Tobago","TTO","TT",1,1,105,8,1366725,1,105,10,7.68259891346101e-05,7.31676086996287e-07,7.31676086996287e-06,1.80980965913235e-05
2020-04-07,"Trinidad and Tobago","TTO","TT",2,0,107,8,1366725,2,107,20,7.82893413086027e-05,1.46335217399257e-06,1.46335217399257e-05,1.69314978249126e-05
2020-04-08,"Trinidad and Tobago","TTO","TT",0,0,107,8,1366725,0,107,0,7.82893413086027e-05,0,0,1.57756759375348e-05
2020-04-09,"Trinidad and Tobago","TTO","TT",2,0,109,8,1366725,2,109,20,7.97526934825953e-05,1.46335217399257e-06,1.46335217399257e-05,1.4638859357901e-05
2020-04-10,"Trinidad and Tobago","TTO","TT",0,0,109,8,1366725,0,109,0,7.97526934825953e-05,0,0,1.35286968976916e-05
2020-04-11,"Trinidad and Tobago","TTO","TT",3,0,112,8,1366725,3,112,30,8.19477217435841e-05,2.19502826098886e-06,2.19502826098886e-05,1.24521199000036e-05
2020-04-12,"Trinidad and Tobago","TTO","TT",1,0,113,8,1366725,1,113,10,8.26793978305804e-05,7.31676086996287e-07,7.31676086996287e-06,1.14152314301207e-05
