"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-06,"Colombia","COL","CO",1,NA,1,NA,50339443,1,1,10,1.9865138356815e-08,1.9865138356815e-08,1.9865138356815e-07,3.81175888555648e-06
2020-03-07,"Colombia","COL","CO",0,NA,1,NA,50339443,0,1,0,1.9865138356815e-08,0,0,4.11091905488558e-06
2020-03-08,"Colombia","COL","CO",0,NA,1,NA,50339443,0,1,0,1.9865138356815e-08,0,0,4.43395263862269e-06
2020-03-09,"Colombia","COL","CO",0,NA,1,NA,50339443,0,1,0,1.9865138356815e-08,0,0,4.78259729786078e-06
2020-03-10,"Colombia","COL","CO",2,NA,3,NA,50339443,2,3,20,5.95954150704449e-08,3.97302767136299e-08,3.97302767136299e-07,5.15825552709148e-06
2020-03-11,"Colombia","COL","CO",6,NA,9,NA,50339443,6,9,60,1.78786245211335e-07,1.1919083014089e-07,1.1919083014089e-06,5.56291524668897e-06
2020-03-12,"Colombia","COL","CO",0,NA,9,NA,50339443,0,9,0,1.78786245211335e-07,0,0,5.99747240606305e-06
2020-03-13,"Colombia","COL","CO",4,NA,13,NA,50339443,4,13,40,2.58246798638594e-07,7.94605534272598e-08,7.94605534272598e-07,6.46340849311523e-06
2020-03-14,"Colombia","COL","CO",9,NA,22,NA,50339443,9,22,90,4.37033043849929e-07,1.78786245211335e-07,1.78786245211335e-06,6.96199052872781e-06
2020-03-15,"Colombia","COL","CO",12,NA,34,NA,50339443,12,34,120,6.75414704131708e-07,2.38381660281779e-07,2.38381660281779e-06,7.49484396095888e-06
2020-03-16,"Colombia","COL","CO",23,NA,57,NA,50339443,23,57,230,1.13231288633845e-06,4.56898182206744e-07,4.56898182206744e-06,8.06223486092977e-06
2020-03-17,"Colombia","COL","CO",18,NA,75,NA,50339443,18,75,180,1.48988537676112e-06,3.57572490422669e-07,3.57572490422669e-06,8.66521821750537e-06
2020-03-18,"Colombia","COL","CO",27,NA,102,NA,50339443,27,102,270,2.02624411239513e-06,5.36358735634004e-07,5.36358735634004e-06,9.304745536089e-06
2020-03-19,"Colombia","COL","CO",6,NA,108,NA,50339443,6,108,60,2.14543494253601e-06,1.1919083014089e-07,1.1919083014089e-06,9.97979305679724e-06
2020-03-20,"Colombia","COL","CO",50,NA,158,NA,50339443,50,158,500,3.13869186037676e-06,9.93256917840748e-07,9.93256917840748e-06,1.06909511570511e-05
2020-03-21,"Colombia","COL","CO",38,NA,196,NA,50339443,38,196,380,3.89356711793573e-06,7.54875257558968e-07,7.54875257558968e-06,1.14371562589727e-05
2020-03-22,"Colombia","COL","CO",35,2,231,2,50339443,35,231,350,4.58884696042425e-06,6.95279842488523e-07,6.95279842488523e-06,1.22186158118202e-05
2020-03-23,"Colombia","COL","CO",46,1,277,3,50339443,46,277,460,5.50264332483774e-06,9.13796364413488e-07,9.13796364413488e-06,1.30324564352778e-05
2020-03-24,"Colombia","COL","CO",101,0,378,3,50339443,101,378,1010,7.50902229887605e-06,2.00637897403831e-06,2.00637897403831e-05,1.38780807381084e-05
