"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-20,"Angola","AGO","AO",1,NA,1,NA,31825299,1,1,10,3.14215429680645e-08,3.14215429680645e-08,3.14215429680645e-07,2.25708868484562e-07
2020-03-21,"Angola","AGO","AO",1,NA,2,NA,31825299,1,2,10,6.2843085936129e-08,3.14215429680645e-08,3.14215429680645e-07,2.27641647926971e-07
2020-03-22,"Angola","AGO","AO",0,NA,2,NA,31825299,0,2,0,6.2843085936129e-08,0,0,2.29577927125133e-07
2020-03-23,"Angola","AGO","AO",1,NA,3,NA,31825299,1,3,10,9.42646289041935e-08,3.14215429680645e-08,3.14215429680645e-07,2.31477885931677e-07
2020-03-24,"Angola","AGO","AO",0,NA,3,NA,31825299,0,3,0,9.42646289041935e-08,0,0,2.33317820477528e-07
2020-03-25,"Angola","AGO","AO",0,NA,3,NA,31825299,0,3,0,9.42646289041935e-08,0,0,2.35112021583774e-07
2020-03-26,"Angola","AGO","AO",1,NA,4,NA,31825299,1,4,10,1.25686171872258e-07,3.14215429680645e-08,3.14215429680645e-07,2.36753214332023e-07
2020-03-27,"Angola","AGO","AO",0,NA,4,NA,31825299,0,4,0,1.25686171872258e-07,0,0,2.38254850302756e-07
2020-03-28,"Angola","AGO","AO",1,NA,5,NA,31825299,1,5,10,1.57107714840322e-07,3.14215429680645e-08,3.14215429680645e-07,2.39566196883373e-07
2020-03-29,"Angola","AGO","AO",2,2,7,2,31825299,2,7,20,2.19950800776451e-07,6.2843085936129e-08,6.2843085936129e-07,2.40666787561007e-07
2020-03-30,"Angola","AGO","AO",0,0,7,2,31825299,0,7,0,2.19950800776451e-07,0,0,2.41530481491847e-07
2020-03-31,"Angola","AGO","AO",0,0,7,2,31825299,0,7,0,2.19950800776451e-07,0,0,2.42151308685841e-07
2020-04-01,"Angola","AGO","AO",1,0,8,2,31825299,1,8,10,2.51372343744516e-07,3.14215429680645e-08,3.14215429680645e-07,2.42487590970513e-07
2020-04-02,"Angola","AGO","AO",0,0,8,2,31825299,0,8,0,2.51372343744516e-07,0,0,2.42542075505896e-07
2020-04-03,"Angola","AGO","AO",0,0,8,2,31825299,0,8,0,2.51372343744516e-07,0,0,2.42314510190521e-07
