"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-03-13,"Uruguay","URY","UY",4,NA,4,NA,3461731,4,4,40,1.15549128456255e-06,1.15549128456255e-06,1.15549128456255e-05,4.77795294615772e-05
2020-03-14,"Uruguay","URY","UY",2,NA,6,NA,3461731,2,6,20,1.73323692684382e-06,5.77745642281275e-07,5.77745642281275e-06,4.81743188690844e-05
2020-03-15,"Uruguay","URY","UY",2,NA,8,NA,3461731,2,8,20,2.3109825691251e-06,5.77745642281275e-07,5.77745642281275e-06,4.85302595118023e-05
2020-03-16,"Uruguay","URY","UY",21,NA,29,NA,3461731,21,29,210,8.37731181307849e-06,6.06632924395339e-06,6.06632924395339e-05,4.88438542901303e-05
2020-03-17,"Uruguay","URY","UY",21,NA,50,NA,3461731,21,50,210,1.44436410570319e-05,6.06632924395339e-06,6.06632924395339e-05,4.91115826276353e-05
2020-03-18,"Uruguay","URY","UY",29,NA,79,NA,3461731,29,79,290,2.28209528701104e-05,8.37731181307849e-06,8.37731181307849e-05,4.93286296857355e-05
2020-03-19,"Uruguay","URY","UY",15,NA,94,NA,3461731,15,94,150,2.71540451872199e-05,4.33309231710956e-06,4.33309231710956e-05,4.94914359238839e-05
2020-03-20,"Uruguay","URY","UY",16,NA,110,NA,3461731,16,110,160,3.17760103254701e-05,4.6219651382502e-06,4.6219651382502e-05,4.95962968549555e-05
2020-03-21,"Uruguay","URY","UY",25,NA,135,NA,3461731,25,135,250,3.89978308539861e-05,7.22182052851594e-06,7.22182052851594e-05,4.96397694059691e-05
2020-03-22,"Uruguay","URY","UY",23,NA,158,NA,3461731,23,158,230,4.56419057402207e-05,6.64407488623466e-06,6.64407488623466e-05,4.96193761115694e-05
2020-03-23,"Uruguay","URY","UY",4,NA,162,NA,3461731,4,162,40,4.67973970247833e-05,1.15549128456255e-06,1.15549128456255e-05,4.95316155217329e-05
2020-03-24,"Uruguay","URY","UY",27,NA,189,NA,3461731,27,189,270,5.45969631955805e-05,7.79956617079721e-06,7.79956617079721e-05,4.93751705214969e-05
2020-03-25,"Uruguay","URY","UY",28,NA,217,NA,3461731,28,217,280,6.26854021875183e-05,8.08843899193785e-06,8.08843899193785e-05,4.91483035074297e-05
2020-03-26,"Uruguay","URY","UY",21,NA,238,NA,3461731,21,238,210,6.87517314314717e-05,6.06632924395339e-06,6.06632924395339e-05,4.88502748893883e-05
2020-03-27,"Uruguay","URY","UY",36,NA,274,NA,3461731,36,274,360,7.91511529925347e-05,1.03994215610629e-05,0.000103994215610629,4.84811234561261e-05
2020-03-28,"Uruguay","URY","UY",29,1,303,1,3461731,29,303,290,8.75284648056131e-05,8.37731181307849e-06,8.37731181307849e-05,4.80418506594455e-05
2020-03-29,"Uruguay","URY","UY",6,0,309,1,3461731,6,309,60,8.9261701732457e-05,1.73323692684382e-06,1.73323692684382e-05,4.75344063582977e-05
2020-03-30,"Uruguay","URY","UY",11,0,320,1,3461731,11,320,110,9.2439302765004e-05,3.17760103254701e-06,3.17760103254701e-05,4.69612887838961e-05
2020-03-31,"Uruguay","URY","UY",18,0,338,1,3461731,18,338,180,9.76390135455355e-05,5.19971078053147e-06,5.19971078053147e-05,4.63263592095193e-05
2020-04-01,"Uruguay","URY","UY",12,1,350,2,3461731,12,350,120,0.000101105487399223,3.46647385368765e-06,3.46647385368765e-05,4.56341164097371e-05
2020-04-02,"Uruguay","URY","UY",19,2,369,4,3461731,19,369,190,0.000106594071000895,5.48858360167211e-06,5.48858360167211e-05,4.48894250440317e-05
2020-04-03,"Uruguay","URY","UY",17,0,386,4,3461731,17,386,170,0.000111504908960286,4.91083795939084e-06,4.91083795939084e-05,4.40984041324739e-05
2020-04-04,"Uruguay","URY","UY",14,1,400,5,3461731,14,400,140,0.000115549128456255,4.04421949596892e-06,4.04421949596892e-05,4.32676018686654e-05
2020-04-05,"Uruguay","URY","UY",6,1,406,6,3461731,6,406,60,0.000117282365383099,1.73323692684382e-06,1.73323692684382e-05,4.24037624169519e-05
2020-04-06,"Uruguay","URY","UY",9,0,415,6,3461731,9,415,90,0.000119882220773365,2.59985539026574e-06,2.59985539026574e-05,4.15143737721816e-05
2020-04-07,"Uruguay","URY","UY",9,1,424,7,3461731,9,424,90,0.00012248207616363,2.59985539026574e-06,2.59985539026574e-05,4.06062779525562e-05
2020-04-08,"Uruguay","URY","UY",32,0,456,7,3461731,32,456,320,0.000131726006440131,9.2439302765004e-06,9.2439302765004e-05,3.96868185754875e-05
2020-04-09,"Uruguay","URY","UY",17,0,473,7,3461731,17,473,170,0.000136636844399522,4.91083795939084e-06,4.91083795939084e-05,3.87631638329736e-05
2020-04-10,"Uruguay","URY","UY",21,0,494,7,3461731,21,494,210,0.000142703173643475,6.06632924395339e-06,6.06632924395339e-05,3.78413877268979e-05
2020-04-11,"Uruguay","URY","UY",7,0,501,7,3461731,7,501,70,0.000144725283391459,2.02210974798446e-06,2.02210974798446e-05,3.69281498247094e-05
2020-04-12,"Uruguay","URY","UY",-21,0,480,7,3461731,-21,480,-210,0.000138658954147506,6.06632924395339e-06,6.06632924395339e-05,3.6027737860607e-05
2020-04-13,"Uruguay","URY","UY",3,1,483,8,3461731,3,483,30,0.000139525572610928,8.66618463421912e-07,8.66618463421912e-06,3.51455950407821e-05
2020-04-14,"Uruguay","URY","UY",9,0,492,8,3461731,9,492,90,0.000142125428001194,2.59985539026574e-06,2.59985539026574e-05,3.42848117369311e-05
2020-04-15,"Uruguay","URY","UY",1,1,493,9,3461731,1,493,10,0.000142414300822334,2.88872821140637e-07,2.88872821140637e-06,3.34482129834282e-05
2020-04-16,"Uruguay","URY","UY",9,0,502,9,3461731,9,502,90,0.0001450141562126,2.59985539026574e-06,2.59985539026574e-05,3.26377516440262e-05
2020-04-17,"Uruguay","URY","UY",6,0,508,9,3461731,6,508,60,0.000146747393139444,1.73323692684382e-06,1.73323692684382e-05,3.18542962430122e-05
2020-04-18,"Uruguay","URY","UY",9,0,517,9,3461731,9,517,90,0.00014934724852971,2.59985539026574e-06,2.59985539026574e-05,3.10980928316259e-05
2020-04-19,"Uruguay","URY","UY",11,1,528,10,3461731,11,528,110,0.000152524849562257,3.17760103254701e-06,3.17760103254701e-05,3.03685211762415e-05
2020-04-20,"Uruguay","URY","UY",7,0,535,10,3461731,7,535,70,0.000154546959310241,2.02210974798446e-06,2.02210974798446e-05,2.96644370277457e-05
2020-04-21,"Uruguay","URY","UY",8,2,543,12,3461731,8,543,80,0.000156857941879366,2.3109825691251e-06,2.3109825691251e-05,2.8984180487404e-05
2020-04-22,"Uruguay","URY","UY",6,0,549,12,3461731,6,549,60,0.00015859117880621,1.73323692684382e-06,1.73323692684382e-05,2.8325546617687e-05
2020-04-23,"Uruguay","URY","UY",8,0,557,12,3461731,8,557,80,0.000160902161375335,2.3109825691251e-06,2.3109825691251e-05,2.76866814844031e-05
2020-04-24,"Uruguay","URY","UY",6,0,563,12,3461731,6,563,60,0.000162635398302179,1.73323692684382e-06,1.73323692684382e-05,2.70645731387715e-05
2020-04-25,"Uruguay","URY","UY",33,2,596,14,3461731,33,596,330,0.00017216820139982,9.53280309764104e-06,9.53280309764104e-05,2.64572844092948e-05
2020-04-26,"Uruguay","URY","UY",10,1,606,15,3461731,10,606,100,0.000175056929611226,2.88872821140637e-06,2.88872821140637e-05,2.58628191043937e-05
2020-04-27,"Uruguay","URY","UY",14,0,620,15,3461731,14,620,140,0.000179101149107195,4.04421949596892e-06,4.04421949596892e-05,2.52795819148799e-05
2020-04-28,"Uruguay","URY","UY",5,0,625,15,3461731,5,625,50,0.000180545513212898,1.44436410570319e-06,1.44436410570319e-05,2.47061173385909e-05
2020-04-29,"Uruguay","URY","UY",5,0,630,15,3461731,5,630,50,0.000181989877318602,1.44436410570319e-06,1.44436410570319e-05,2.41415894630212e-05
2020-04-30,"Uruguay","URY","UY",13,2,643,17,3461731,13,643,130,0.00018574522399343,3.75534667482829e-06,3.75534667482829e-05,2.35851740362258e-05
2020-05-01,"Uruguay","URY","UY",5,0,648,17,3461731,5,648,50,0.000187189588099133,1.44436410570319e-06,1.44436410570319e-05,2.30378576627048e-05
2020-05-02,"Uruguay","URY","UY",4,0,652,17,3461731,4,652,40,0.000188345079383696,1.15549128456255e-06,1.15549128456255e-05,2.25000038490155e-05
2020-05-03,"Uruguay","URY","UY",3,0,655,17,3461731,3,655,30,0.000189211697847118,8.66618463421912e-07,8.66618463421912e-06,2.19734822797591e-05
2020-05-04,"Uruguay","URY","UY",2,0,657,17,3461731,2,657,20,0.000189789443489399,5.77745642281275e-07,5.77745642281275e-06,2.1459094565697e-05
2020-05-05,"Uruguay","URY","UY",13,0,670,17,3461731,13,670,130,0.000193544790164227,3.75534667482829e-06,3.75534667482829e-05,2.09583968211079e-05
2020-05-06,"Uruguay","URY","UY",3,0,673,17,3461731,3,673,30,0.000194411408627649,8.66618463421912e-07,8.66618463421912e-06,2.04736615655436e-05
2020-05-07,"Uruguay","URY","UY",11,0,684,17,3461731,11,684,110,0.000197589009660196,3.17760103254701e-06,3.17760103254701e-05,2.00072201165409e-05
2020-05-08,"Uruguay","URY","UY",10,1,694,18,3461731,10,694,100,0.000200477737871602,2.88872821140637e-06,2.88872821140637e-05,1.95597376524202e-05
