"date","location","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2021-05-18,"Kiribati","KIR","KI",1,NA,1,NA,120740,1,1,10,8.28225940036442e-06,8.28225940036442e-06,8.28225940036442e-05,1.12698852561498e-05
2021-05-19,"Kiribati","KIR","KI",0,NA,1,NA,120740,0,1,0,8.28225940036442e-06,0,0,1.06265552777954e-05
2021-05-20,"Kiribati","KIR","KI",0,NA,1,NA,120740,0,1,0,8.28225940036442e-06,0,0,9.989585524548e-06
2021-05-21,"Kiribati","KIR","KI",1,NA,2,NA,120740,1,2,10,1.65645188007288e-05,8.28225940036442e-06,8.28225940036442e-05,9.36071392867313e-06
2021-05-22,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,8.74175209266965e-06
2021-05-23,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,8.13456814138283e-06
2021-05-24,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,7.54106578658026e-06
2021-05-25,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,6.96315961182174e-06
2021-05-26,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,6.40274676709213e-06
2021-05-27,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,5.8616754772117e-06
2021-05-28,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,5.34171100731452e-06
2021-05-29,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,4.8444999794769e-06
2021-05-30,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,4.37153417860791e-06
2021-05-31,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,3.92411520039104e-06
2021-06-01,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,3.50332145410971e-06
2021-06-02,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,3.10997911320892e-06
2021-06-03,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,2.74463858425336e-06
2021-06-04,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,2.40755792527316e-06
2021-06-05,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,2.09869438250498e-06
2021-06-06,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.8177048384452e-06
2021-06-07,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.56395549620769e-06
2021-06-08,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.33654060070678e-06
2021-06-09,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.13430946116647e-06
2021-06-10,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,9.55900541387494e-07
2021-06-11,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,7.99780971689384e-07
2021-06-12,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,6.64289548721014e-07
2021-06-13,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,5.47681151876108e-07
2021-06-14,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,4.4817052627108e-07
2021-06-15,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,3.63973552845261e-07
2021-06-16,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,2.93344421185591e-07
2021-06-17,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,2.34607503825122e-07
2021-06-18,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.86183159850322e-07
2021-06-19,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.4660712848168e-07
2021-06-20,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,1.14543572718332e-07
2021-06-21,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,8.8792170706383e-08
2021-06-22,"Kiribati","KIR","KI",0,NA,2,NA,120740,0,2,0,1.65645188007288e-05,0,0,6.82899103229171e-08
