ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,2020-07-01,2020-07-01,1803,38002358.702384,1541,5496.8,856,5055,17308,4154,111,98,92,95,1803,1042,0,0,0,0,0,0,65,1900138.02316979,0,0,0,0,33,865688.232940649,863,1750,32379.1562586486,109,0,0,0,0,24,0,0,0,0,17,0,0,0,0,100,7,10,5,13,9,12,6,6,7,13,14,6,0,0,0,0,0,0,0,0,0,0,0,0,34,54,34,67,66,63,41,37,43,59,69,43,0,0,0,0,0,0,0,0,0,0,0,0,711,1024,68,1194,551,58,671,1064,68,847,895,61,163,1575,65,279,1458,66,1803,1803,1803,1803,1803,1803,1803,1803,1803,32,88,273,337,930,143,25,37,74,45,43,61,320,111,61,153,21,112,128,67,32,513,42,122,258,395,861,125,251,267,399,729,157,572,434,358,286,153,1,,,0.0615640599001664,0.0110947154875819,0.0543538546866334,0.0104647710315723,0.0510260676650028,0.0101571863270936,0.0526899611758181,0.0103124115534681,0.036051026067665,0.00860470657633641,0.0500005286000995,6.92933877066452e-05,0.0183028286189684,0.00618725626456368,0.0227798553168844,4.74367034598336e-05,0.0266529489868807,0.00175437253568547
ZA,ZAF,South Africa,2020-07-02,2020-07-02,1439,37277818.60104,1222,4515,939,3902,14252.5,3289,101,88,95,92,1439,841,0,0,0,0,0,0,53,1723171.4239576,0,0,0,0,18,484960.32327974,946,1395,25810.8131318942,76,0,0,0,0,21,0,0,0,0,14,0,0,0,0,88,9,9,2,10,13,11,7,6,8,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,27,41,20,51,62,54,40,35,24,39,65,23,0,0,0,0,0,0,0,0,0,0,0,0,542,834,63,895,491,53,488,890,61,667,718,54,115,1261,63,191,1189,59,1439,1439,1439,1439,1439,1439,1439,1439,1439,31,82,193,277,729,127,20,20,85,27,29,34,240,88,38,128,24,92,74,66,17,457,44,99,197,315,668,116,177,216,332,578,136,426,370,288,222,133,1,,,0.0701876302988186,0.0131991402547436,0.0611535788742182,0.0123801501140154,0.0660180681028492,0.012829754233495,0.0639332870048645,0.0126396372940968,0.0368311327310632,0.00973142522772809,0.046225114253588,6.74038624472643e-05,0.0125086865879083,0.00574235703595716,0.013009353590937,3.63753535457075e-05,0.0366513056045893,0.00229236479001569
ZA,ZAF,South Africa,2020-07-03,2020-07-03,1444,37655417.318663,1215,4197,679,3960,13690.5,3172,80,71,88,85,1444,858,0,0,0,0,0,0,33,1073361.63898581,0,0,0,0,10,251091.14173802,684,1381,25551.779881825,76,0,0,0,0,17,0,0,0,0,15,0,0,0,0,71,3,7,3,8,8,5,6,3,2,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,18,34,18,37,39,38,26,27,13,43,55,21,0,0,0,0,0,0,0,0,0,0,0,0,573,805,66,937,446,61,505,873,66,694,686,64,138,1240,66,199,1180,65,1444,1444,1444,1444,1444,1444,1444,1444,1444,37,56,177,267,777,130,23,31,82,30,35,36,274,98,31,105,21,95,90,55,22,416,31,78,193,313,707,122,206,179,309,612,138,439,324,281,264,136,1,,,0.0554016620498615,0.0117991162450613,0.0491689750692521,0.0111522306818224,0.0609418282548477,0.0123386737761418,0.0588642659279778,0.0121399386607568,0.0228531855955679,0.00770757532979966,0.0285048398189927,5.31513110670338e-05,0.00692520775623269,0.00427732132372172,0.00666812797779226,2.59946220233823e-05,0.0267691723693397,0.00197907800799157
ZA,ZAF,South Africa,2020-07-04,2020-07-04,1505,37467201.5122379,1282,5561.5,1081,4055,14494,3410,100,84,96,85,1505,875,0,0,0,0,0,0,51,1413579.24611043,0,0,0,0,24,619615.862684306,1084,1440,26643.4200071165,81,0,0,0,0,23,0,0,0,0,18,0,0,0,0,90,8,14,4,12,13,12,3,5,7,13,14,8,0,0,0,0,0,0,0,0,0,0,0,0,35,54,24,60,58,50,42,30,28,54,66,38,0,0,0,0,0,0,0,0,0,0,0,0,545,896,64,953,498,54,532,907,66,756,692,57,118,1324,63,192,1248,65,1505,1505,1505,1505,1505,1505,1505,1505,1505,36,80,226,267,772,124,18,33,97,27,35,27,250,93,46,128,21,84,103,82,18,443,35,95,241,300,720,114,190,204,314,662,135,434,364,280,293,134,1,,,0.0664451827242525,0.0125829219644364,0.0558139534883721,0.0115979177132075,0.0637873754152824,0.012346232585499,0.0564784053156146,0.0116626428480259,0.0338870431893688,0.00914135621145223,0.0377284448545941,6.10106622517525e-05,0.0159468438538206,0.00632887460831769,0.0165375538517848,4.08354164603997e-05,0.040685467545475,0.00237221076749039
ZA,ZAF,South Africa,2020-07-05,2020-07-05,1619,37937832.0296125,1390,4573,835,4589,15759.5,3716,99,86,92,91,1619,931,0,0,0,0,0,0,54,2039610.36352792,0,0,0,0,20,854142.025259562,841,1564,28937.7145077294,82,0,0,0,0,24,0,0,0,0,20,0,0,0,0,90,5,8,6,15,12,14,7,6,6,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,27,44,19,59,48,58,41,34,24,49,59,27,0,0,0,0,0,0,0,0,0,0,0,0,559,1009,51,1065,509,45,627,940,52,816,758,45,172,1395,52,208,1364,47,1619,1619,1619,1619,1619,1619,1619,1619,1619,33,93,229,292,848,124,32,52,94,36,39,42,265,98,44,159,26,112,104,63,32,421,32,107,267,330,773,110,206,215,367,702,129,456,430,344,261,128,1,,,0.0611488573193329,0.0116712456288385,0.0531192093885114,0.0109244132655315,0.0568252007411983,0.0112769394899038,0.0562075355157505,0.0112191561119392,0.0333539221741816,0.00874645102608442,0.0537619113800678,7.17710664459655e-05,0.0123533045089561,0.00538043076869253,0.0225142550210265,4.72058522989509e-05,0.0290624195554686,0.00193543021468737
ZA,ZAF,South Africa,2020-07-06,2020-07-06,1670,37435447.5933746,1401,5187,953,4445,15511.02,3680,100,88,98,93,1670,970,0,0,0,0,0,0,53,1259898.8224815,0,0,0,0,21,491534.085725365,956,1606,29714.8142579369,88,0,0,0,0,26,0,0,0,0,19,0,0,0,0,87,6,16,7,13,12,7,5,7,5,10,14,7,0,0,0,0,0,0,0,0,0,0,0,0,27,52,25,60,54,48,28,30,27,45,59,26,0,0,0,0,0,0,0,0,0,0,0,0,609,997,64,1033,578,59,565,1035,70,815,796,59,154,1454,62,209,1401,60,1670,1670,1670,1670,1670,1670,1670,1670,1670,38,82,229,287,861,173,27,36,96,43,41,40,299,106,53,123,21,93,96,71,29,496,41,93,223,341,826,146,214,217,363,703,173,485,397,332,284,172,1,,,0.0598802395209581,0.0113795007950659,0.0526946107784431,0.0107156361811028,0.0586826347305389,0.0112723040092446,0.055688622754491,0.0109984302576259,0.0317365269461078,0.00840748941191389,0.0336552359722415,5.77695447162934e-05,0.0125748502994012,0.00534433113845771,0.0131301778748428,3.6464630325816e-05,0.0321725046537906,0.00200633290200363
ZA,ZAF,South Africa,2020-07-07,2020-07-07,1737,36753883.8106641,1497,5517,933,4741.3,16538.6,4000,125,99,117,107,1737,1001,0,0,0,0,0,0,52,1237529.59018463,0,0,0,0,32,727960.166905722,944,1678,31046.9852582928,94,0,0,0,0,26,0,0,0,0,20,0,0,0,0,110,4,11,6,13,12,13,12,10,6,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,30,62,22,76,69,68,53,45,25,54,77,25,0,0,0,0,0,0,0,0,0,0,0,0,667,998,72,1051,618,68,580,1079,78,851,818,68,174,1492,71,222,1440,75,1737,1737,1737,1737,1737,1737,1737,1737,1737,38,94,235,335,899,136,35,57,88,39,36,51,280,117,64,135,24,95,100,97,28,491,48,112,249,376,827,125,214,239,389,745,150,500,418,370,304,145,1,,,0.0719631548647093,0.0121530668994739,0.0569948186528497,0.0109024200195363,0.0673575129533679,0.0117868783555707,0.0616004605641911,0.0113066527519583,0.0299366724237191,0.00801401198838721,0.0336707161768183,5.83156632338233e-05,0.0184225676453656,0.00632390801411031,0.0198063467429939,4.50458310855295e-05,0.0304055286575,0.00190989599469359
ZA,ZAF,South Africa,2020-07-08,2020-07-08,1701,37876449.6060903,1465,5478,951,5104,16437,3861,129,123,124,120,1701,1047,0,0,0,0,0,0,66,1867907.32565393,0,0,0,0,27,608821.989305935,959,1635,30251.3831330802,93,0,0,0,0,29,0,0,0,0,26,0,0,0,0,121,6,13,7,17,12,14,7,10,6,17,15,9,0,0,0,0,0,0,0,0,0,0,0,0,34,70,29,68,72,59,38,45,37,81,75,47,0,0,0,0,0,0,0,0,0,0,0,0,694,957,50,1082,564,55,600,1045,56,828,820,53,141,1501,59,220,1425,56,1701,1701,1701,1701,1701,1701,1701,1701,1701,47,96,224,299,911,124,32,48,101,38,48,41,294,111,47,127,33,110,101,63,26,481,45,133,228,360,823,112,244,239,354,728,136,537,425,310,297,132,1,,,0.0758377425044092,0.0125809300188061,0.072310405643739,0.0123082887386862,0.0728982951205173,0.012354304742812,0.0705467372134039,0.0121688119157878,0.0388007054673721,0.00917745929344793,0.0493157976811422,6.89564077697051e-05,0.0158730158730159,0.00593951836500216,0.016073892765494,4.00502503242752e-05,0.031701029859733,0.00197431703892079
ZA,ZAF,South Africa,2020-07-09,2020-07-09,1455,34239852.4268758,1258,4390.5,827,4119,14286.5,3333,105,94,98,102,1455,892,0,0,0,0,0,0,45,1173155.38426424,0,0,0,0,15,538975.667966967,834,1400,25903.3250069189,79,0,0,0,0,25,0,0,0,0,20,0,0,0,0,92,6,12,6,12,10,13,7,8,3,9,14,5,0,0,0,0,0,0,0,0,0,0,0,0,22,49,19,50,48,49,32,31,20,52,64,20,0,0,0,0,0,0,0,0,0,0,0,0,556,852,47,872,540,43,498,908,49,689,721,45,116,1292,47,204,1206,45,1455,1455,1455,1455,1455,1455,1455,1455,1455,27,74,211,268,761,114,29,41,73,33,50,38,263,82,29,105,17,87,92,56,38,422,29,84,220,332,687,103,191,189,353,608,114,431,353,304,254,113,1,,,0.0721649484536082,0.0132958202405528,0.0646048109965636,0.0126312575497461,0.0673539518900344,0.0128782414332044,0.0701030927835052,0.0131190559794345,0.0309278350515464,0.00889548054637452,0.0342628633335872,6.0928914656515e-05,0.0103092783505155,0.00519015677706642,0.0157411796419984,4.1692260650394e-05,0.0321966388398878,0.00214965697755554
ZA,ZAF,South Africa,2020-07-10,2020-07-10,1232,27433486.2980766,1044,3497.7,1009,3301,11795.5,2714,78,66,75,70,1232,703,0,0,0,0,0,0,35,1149057.26222818,0,0,0,0,16,448062.980940738,1014,1194,22091.8357559008,58,0,0,0,0,17,0,0,0,0,11,0,0,0,0,71,2,9,4,8,9,10,5,5,3,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,18,40,23,43,49,36,32,23,24,42,50,30,0,0,0,0,0,0,0,0,0,0,0,0,511,672,49,768,415,49,434,746,52,580,601,51,102,1077,53,166,1014,52,1232,1232,1232,1232,1232,1232,1232,1232,1232,26,67,158,219,655,107,22,27,75,43,25,34,218,89,37,93,15,68,69,55,16,346,29,92,174,254,586,97,167,163,270,517,115,364,303,244,207,114,1,,,0.0633116883116883,0.0135982253813126,0.0535714285714286,0.0125734156392985,0.0608766233766234,0.0133514778760609,0.0568181818181818,0.0129265941387701,0.0284090909090909,0.00927711898323665,0.0418852073609303,7.49629549572589e-05,0.012987012987013,0.0063220628363797,0.016332702889904,4.74308314156896e-05,0.0458993091929518,0.00275951251426335
