ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2020-07-01,105216033.397746,6943,13644.5,167,12890.1,102400.68,15533,2,3,5,6,7755,1849,0,0,0,0,0,0,23,244823.492403022,0,0,0,0,13,145363.427233372,188,7693,89217.7076493099,38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,5156,147,5666,1942,147,3356,4249,150,3145,4464,146,441,7166,148,2311,5304,140,7755,7755,7755,7755,7755,7755,7755,7755,7755,87,105,748,1315,5114,386,89,308,831,243,102,300,1357,645,335,449,73,264,464,697,7,1591,87,155,791,1511,4880,331,92,630,2835,3813,385,635,1740,2783,2230,367,2020-07-01,7755,1,,,0.000257898130238556,0.000357375912784884,0.000386847195357834,0.000437666088015658,0.000644745325596389,0.000564951597750201,0.000773694390715667,0.000618833539364164,0.00296582849774339,0.00121027824961744,0.00232686487502832,9.20633659841826e-06,0.00167633784655061,0.000910486786482067,0.00138157106421089,7.0973060143225e-06,0.00210720500395477,0.000300897028424317
JP,JPN,Japan,2020-07-02,104271456.925206,6771,14889.6,137,12475,98699,15182,1,3,5,3,7545,1801,0,0,0,0,0,0,24,303346.120379468,0,0,0,0,18,189032.563944957,162,7494,86909.8532593174,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,5039,113,5508,1921,116,3386,4035,124,3120,4310,115,396,7026,123,2291,5141,113,7545,7545,7545,7545,7545,7545,7545,7545,7545,68,107,708,1277,5043,342,115,292,810,243,87,287,1261,644,306,454,89,266,511,700,5,1475,74,143,734,1499,4796,299,98,682,2838,3564,363,591,1677,2696,2236,345,2020-07-02,7545,1,,,0.000132538104705103,0.000259752696524876,0.000397614314115308,0.000449845226388233,0.000662690523525514,0.000580670683136791,0.000397614314115308,0.000449845226388233,0.00318091451292247,0.00127058182896807,0.00290919614364895,1.03375881807077e-05,0.00238568588469185,0.00110079496746934,0.00181288887217285,8.16501413054324e-06,0.00186400038574029,0.000286768497836299
JP,JPN,Japan,2020-07-03,105056840.539688,7080,13463.78,189,13437,104912.05,16016,2,2,3,3,7853,1893,0,0,0,0,0,0,15,198309.128260822,0,0,0,0,10,107316.955828987,204,7795,90400.6279899091,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2634,5091,128,5739,1992,122,3441,4283,129,3306,4427,120,446,7287,120,2428,5307,118,7853,7853,7853,7853,7853,7853,7853,7853,7853,83,121,751,1412,5136,350,98,289,825,296,104,298,1255,629,344,545,75,280,510,758,8,1539,73,155,768,1579,4979,299,102,737,3053,3597,364,591,1775,2851,2284,352,2020-07-03,7853,1,,,0.000254679740226665,0.000352916677014833,0.000254679740226665,0.000352916677014833,0.000382019610339997,0.000432205362075189,0.000382019610339997,0.000432205362075189,0.00191009805169999,0.00096570160663538,0.00188763651412024,8.30012868186225e-06,0.00127339870113332,0.000788743516492835,0.00102151326156097,6.10851993525702e-06,0.00225662149186365,0.000309315123326464
JP,JPN,Japan,2020-07-04,105327177.971272,7986,14568,261,15153.1,117767.32,17951,8,6,12,9,8889,2186,0,0,0,0,0,0,29,299271.915094751,0,0,0,0,24,249147.561305908,286,8821,102299.414945348,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,4,5,3,3,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,6304,140,6738,2023,128,4371,4379,139,3471,5285,133,532,8223,134,2422,6338,129,8889,8889,8889,8889,8889,8889,8889,8889,8889,125,115,854,1602,5768,425,85,301,948,338,105,370,1463,714,349,633,93,344,573,905,5,1663,115,175,897,1782,5570,350,121,757,3395,4209,407,624,1933,3272,2667,393,2020-07-04,8889,1,,,0.000899988750140623,0.000623368223666059,0.000674991562605467,0.000539913501564375,0.00134998312521094,0.000763295082886417,0.0010124873439082,0.000661144621632133,0.00326245921925976,0.00118545368665376,0.00284135510757134,1.01653597649092e-05,0.00269996625042187,0.00107873239868814,0.002365463179635,9.27730213906616e-06,0.00279571491345079,0.00032355642307613
JP,JPN,Japan,2020-07-05,105017282.814732,7705,13095.6,212,15126,113730.67,17399,6,2,9,7,8580,2027,0,0,0,0,0,0,31,384436.571142922,0,0,0,0,21,294765.940153155,234,8527,98889.8210224445,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,6573,136,6559,1893,128,4385,4057,138,3142,5303,135,570,7874,136,2072,6369,139,8580,8580,8580,8580,8580,8580,8580,8580,8580,79,117,833,1518,5637,396,102,304,862,305,104,299,1442,703,396,541,105,307,545,847,9,1709,84,175,814,1725,5432,350,105,842,3247,3989,397,633,1928,3137,2495,387,2020-07-05,8580,1,,,0.000699300699300699,0.000559351135470602,0.000233100233100233,0.000323016850275831,0.00104895104895105,0.000684942574018078,0.000815850815850816,0.000604133044450348,0.00361305361305361,0.00126956711540372,0.00366069813309807,1.15505666971083e-05,0.00244755244755245,0.00104553438393855,0.00280683266842059,1.0118487761165e-05,0.0023662698302072,0.00030282379029115
JP,JPN,Japan,2020-07-06,105129878.167023,7674,13595.05,192,14526,112642.62,17334,8,3,9,7,8551,2131,0,0,0,0,0,0,16,179128.482695318,0,0,0,0,14,130973.788851841,220,8508,98669.4731158623,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,1,3,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,5866,135,6180,2240,131,3779,4632,140,3363,5053,135,473,7948,130,2393,6030,128,8551,8551,8551,8551,8551,8551,8551,8551,8551,93,125,864,1515,5551,403,104,336,860,265,94,348,1378,804,344,543,89,308,517,778,4,1779,88,172,892,1721,5335,343,117,801,3318,3909,406,630,1969,3117,2444,391,2020-07-06,8551,1,,,0.000935563092036019,0.000647996899737423,0.000350836159513507,0.000396931545807368,0.00105250847854052,0.000687264275631547,0.000818617705531517,0.000606181071744902,0.00187112618407204,0.000915976824237634,0.00170387796332011,7.88376999644344e-06,0.00163723541106303,0.000856918245486406,0.00124582840896818,6.74284891372651e-06,0.00222966630967681,0.000294301120668932
JP,JPN,Japan,2020-07-07,104176967.486948,7644,12916.4,230,14573,112525.1,17393,6,5,5,7,8574,2033,0,0,0,0,0,0,40,474826.331234341,0,0,0,0,32,397942.021777782,251,8518,98785.445698274,31,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2712,5706,156,6056,2371,147,3612,4808,154,3355,5069,150,463,7961,150,2371,6059,144,8574,8574,8574,8574,8574,8574,8574,8574,8574,87,124,857,1537,5578,391,115,313,824,246,117,362,1485,767,373,520,85,300,539,749,6,1773,93,196,868,1726,5343,348,80,857,3258,3953,426,677,1928,3058,2503,408,2020-07-07,8574,1,,,0.000699790062981106,0.000559742426782222,0.000583158385817588,0.00051100240702734,0.000583158385817588,0.00051100240702734,0.000816421740144623,0.000604555638032836,0.0046652670865407,0.00144237832393168,0.00455788206057956,1.29345636725981e-05,0.00373221366923256,0.0012907069392423,0.00381986567066888,1.18455496989815e-05,0.0025408601259607,0.000313934861343071
JP,JPN,Japan,2020-07-08,104548503.090548,7330,13214.85,161,13714,107920.62,16783,7,4,9,6,8192,1960,0,0,0,0,0,0,29,470167.119156837,0,0,0,0,16,184221.094710178,178,8126,94239.3204677359,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,4,4,4,3,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2575,5467,150,5877,2172,143,3524,4509,159,3224,4815,153,460,7578,154,2413,5638,141,8192,8192,8192,8192,8192,8192,8192,8192,8192,85,112,785,1454,5381,375,98,336,894,281,104,295,1371,728,334,486,70,306,510,765,6,1608,92,169,784,1713,5103,331,89,725,3129,3855,394,610,1831,2966,2407,378,2020-07-08,8192,1,,,0.0008544921875,0.000632734532545266,0.00048828125,0.00047838999494193,0.0010986328125,0.000717365862413462,0.000732421875,0.00058583413182926,0.0035400390625,0.0012861365274707,0.00449711956898732,1.28255990596884e-05,0.001953125,0.000956078623883764,0.00176206343720317,8.03927688384485e-06,0.00188880818660976,0.000277214159270105
JP,JPN,Japan,2020-07-09,89614173.2978899,5984,11289.25,238,11241,87426.7,13384,6,6,7,6,6759,1665,0,0,0,0,0,0,30,358924.022340358,0,0,0,0,25,313134.39691233,255,6706,77771.2137652766,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,3,2,1,3,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2169,4464,126,4749,1889,121,2881,3743,135,2773,3862,124,374,6261,124,1922,4712,125,6759,6759,6759,6759,6759,6759,6759,6759,6759,93,104,674,1186,4320,382,101,280,727,208,87,246,1121,587,258,413,71,240,423,640,1,1356,95,150,729,1284,4171,330,71,672,2607,3017,392,544,1549,2384,1909,373,2020-07-09,6759,1,,,0.000887705281846427,0.000709983770663811,0.000887705281846427,0.000709983770663811,0.00103565616215416,0.000766813337564314,0.000887705281846427,0.000709983770663811,0.00443852640923214,0.0015847483667791,0.00400521490219237,1.30767910280116e-05,0.00369877200769345,0.00144720809040058,0.00349425080195103,1.2217340578976e-05,0.00327884814514561,0.000401777989856914
JP,JPN,Japan,2020-07-10,62996746.7925205,4962,9632.54166666667,130,9582,72806.12,11184,1,1,1,7,5506,1349,0,0,0,0,0,0,18,181106.117037648,0,0,0,0,10,110040.743822421,144,5468,63413.8080627098,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,3587,76,3967,1460,79,2437,2988,81,2279,3148,79,291,5138,77,1663,3770,73,5506,5506,5506,5506,5506,5506,5506,5506,5506,58,67,585,916,3624,256,78,207,568,189,64,201,931,462,266,347,53,194,358,552,6,1030,49,97,561,1150,3440,209,75,546,2047,2586,252,405,1203,1976,1678,244,2020-07-10,5506,1,,,0.000181620050853614,0.000355936431543528,0.000181620050853614,0.000355936431543528,0.000181620050853614,0.000355936431543528,0.0012713403559753,0.00094120594198164,0.00326916091536506,0.00150777689634264,0.00287484872249229,1.32212148715799e-05,0.00181620050853614,0.00112464936521981,0.00174676867338626,1.03116244914515e-05,0.00227079881179188,0.000370468975948843
