ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BR,BRA,Brazil,2020-07-01,2020-07-01,13623,152688280.071063,11148,38348.6,14630.2,29812.6,149509.76,24240,1972,1523,1771,1363,13623,7639,0,0,0,0,0,0,252,2358839.97259969,0,0,0,0,136,1225067.85986585,14668,13048,826288.391153797,692,0,0,0,0,266,0,0,0,0,192,0,0,0,0,1569,48,112,52,114,109,113,72,62,63,106,130,79,0,0,0,0,0,0,0,0,0,0,0,0,263,668,390,810,903,828,477,432,423,642,1044,518,0,0,0,0,0,0,0,0,0,0,0,0,5269,7771,583,8724,4390,509,1152,11766,705,7085,5992,546,1008,11990,625,1630,11427,566,13623,13623,13623,13623,13623,13623,13623,13623,13623,300,814,1386,3380,6541,1202,245,467,453,517,105,280,2886,1210,311,1152,113,299,980,435,28,4142,408,969,1435,3627,6202,982,2648,2708,2978,4100,1189,4578,3566,2495,1849,1135,1,,,0.144755193422888,0.00590845609271886,0.111796226969096,0.00529153402371534,0.130000734052705,0.005647341595777,0.100051383689349,0.00503885799324005,0.0184981281656023,0.00226266975075392,0.015448729735523,1.95618892440286e-05,0.00998311678778536,0.00166942183316352,0.00802332608171159,1.41505457879037e-05,0.0177516713983095,0.000284716436672781
BR,BRA,Brazil,2020-07-02,2020-07-02,11885,152646208.698888,9803,33421.3,12773,25981,130820.92,20928,1643,1274,1478,1156,11885,6659,0,0,0,0,0,0,192,2196744.57942048,0,0,0,0,113,1356213.9709084,12798,11333,717682.889097638,573,0,0,0,0,210,0,0,0,0,140,0,0,0,0,1308,36,73,36,78,73,86,47,37,36,78,97,53,0,0,0,0,0,0,0,0,0,0,0,0,201,572,298,671,745,733,390,359,319,544,854,439,0,0,0,0,0,0,0,0,0,0,0,0,4673,6683,529,7787,3648,450,1015,10243,627,6292,5099,494,850,10494,541,1444,9933,508,11885,11885,11885,11885,11885,11885,11885,11885,11885,234,684,1132,2985,5832,1018,229,399,378,476,104,286,2435,1003,243,1038,113,255,830,419,33,3644,328,786,1232,3212,5475,852,2158,2301,2605,3776,1045,3829,3122,2269,1674,991,1,,,0.138241480858225,0.00620526709068396,0.107193941943626,0.00556175921689175,0.124358435002103,0.0059326579037452,0.0972654606647034,0.00532730855479162,0.0161548169962137,0.0022665374594688,0.0143910850989677,1.88931408439767e-05,0.00950778291964661,0.00174467147449072,0.00888468821118046,1.48863514735385e-05,0.0178323883631826,0.00030618178898269
BR,BRA,Brazil,2020-07-03,2020-07-03,11697,152052556.277335,9648,34527.45,12119.4,25463.8,130685.16,20840,1630,1312,1489,1126,11697,6592,0,0,0,0,0,0,209,2484727.3092373,0,0,0,0,117,1410466.05253158,12156,11172,707487.270537264,579,0,0,0,0,226,0,0,0,0,154,0,0,0,0,1302,34,76,50,81,90,73,49,46,35,94,109,50,0,0,0,0,0,0,0,0,0,0,0,0,201,566,324,666,767,671,400,354,319,522,834,423,0,0,0,0,0,0,0,0,0,0,0,0,4570,6614,513,7804,3471,422,1027,10074,596,6190,5060,447,803,10388,506,1448,9765,484,11697,11697,11697,11697,11697,11697,11697,11697,11697,222,687,1121,2898,5773,996,213,395,359,482,105,244,2466,1037,260,1024,96,245,788,394,27,3562,302,803,1232,3053,5497,810,2082,2219,2611,3777,1008,3697,3047,2186,1814,953,1,,,0.13935197059075,0.0062759603718252,0.112165512524579,0.00571882127442885,0.127297597674617,0.00604023778457722,0.0962639993160639,0.0053451954226634,0.017867829357955,0.00240066583942791,0.0163412399638011,2.01518983492135e-05,0.0100025647601949,0.00180336471001413,0.00927617454821982,1.5237439272574e-05,0.0171819345820438,0.000302803835480647
BR,BRA,Brazil,2020-07-04,2020-07-04,12535,152637932.478704,10267,35897,13790.3,27236.4,139961.02,22119,1665,1273,1477,1139,12535,6953,0,0,0,0,0,0,209,2310294.19589423,0,0,0,0,127,1343241.84599804,13824,11969,757958.748752283,613,0,0,0,0,238,0,0,0,0,161,0,0,0,0,1293,37,96,46,90,98,92,60,54,54,91,111,62,0,0,0,0,0,0,0,0,0,0,0,0,216,591,315,648,810,674,398,330,328,551,857,433,0,0,0,0,0,0,0,0,0,0,0,0,4869,7120,546,8512,3574,449,1115,10808,612,6686,5379,470,860,11148,527,1459,10567,509,12535,12535,12535,12535,12535,12535,12535,12535,12535,249,711,1178,3081,6212,1104,214,409,407,482,130,282,2497,1102,302,1061,98,288,873,469,21,3900,314,809,1225,3277,6011,899,2073,2374,2828,4156,1104,3746,3422,2440,1890,1037,1,,,0.132828081372158,0.00594132725606906,0.101555644196251,0.00528790381516407,0.117830075787794,0.00564404053341506,0.0908655763861189,0.00503152535919482,0.0166733147187874,0.00224153646515897,0.0151357801981271,1.93690107265043e-05,0.0101316314319904,0.00175313086747558,0.00880018370391281,1.481642166221e-05,0.0182384595767994,0.000301246764359433
BR,BRA,Brazil,2020-07-05,2020-07-05,13260,152324403.022671,10916,38864.7,13254.6,29419.4,148728.79,23773,1760,1365,1536,1218,13260,7459,0,0,0,0,0,0,220,2200163.15157043,0,0,0,0,122,1248694.09209286,13297,12681,803047.446982012,681,0,0,0,0,263,0,0,0,0,182,0,0,0,0,1400,41,100,47,111,111,110,73,64,49,100,116,59,0,0,0,0,0,0,0,0,0,0,0,0,210,638,322,717,835,727,450,373,376,588,892,438,0,0,0,0,0,0,0,0,0,0,0,0,4590,8080,590,8846,3910,504,1179,11418,663,7253,5476,531,1155,11517,588,1348,11345,567,13260,13260,13260,13260,13260,13260,13260,13260,13260,264,715,1206,3364,6536,1175,274,405,417,521,81,288,2732,1155,342,1148,113,292,992,471,25,4004,362,853,1319,3519,6238,969,2198,2526,2922,4422,1192,3983,3581,2541,2029,1126,1,,,0.132730015082956,0.00577481477559275,0.102941176470588,0.00517227197925222,0.115837104072398,0.00544711215803825,0.0918552036199095,0.00491593079625721,0.0165912518853695,0.00217411714573023,0.0144439308995222,1.89472732344727e-05,0.00920060331825038,0.00162508974232691,0.00819759714999185,1.43192150936004e-05,0.0165581748002218,0.000279098856392855
BR,BRA,Brazil,2020-07-06,2020-07-06,14040,152778133.731601,11552,38759.5,14472.9,30732.5,155929.14,24918,1900,1472,1720,1317,14040,7834,0,0,0,0,0,0,235,2257637.10168173,0,0,0,0,140,1330842.00068059,14505.9,13447,851555.793672985,739,0,0,0,0,262,0,0,0,0,169,0,0,0,0,1489,36,90,54,98,91,107,54,66,53,96,118,59,0,0,0,0,0,0,0,0,0,0,0,0,233,707,360,790,856,792,470,390,425,616,1011,473,0,0,0,0,0,0,0,0,0,0,0,0,5085,8324,631,8950,4567,523,1182,12155,703,7876,5630,534,1292,12130,618,1529,11917,594,14040,14040,14040,14040,14040,14040,14040,14040,14040,252,763,1323,3445,7048,1209,286,424,469,525,128,327,2882,1252,316,1169,129,290,972,479,24,4368,372,908,1401,3770,6622,967,2481,2630,3157,4552,1220,4365,3857,2591,2084,1143,1,,,0.135327635327635,0.00565826877527975,0.104843304843305,0.00506739105356714,0.122507122507123,0.00542334218061964,0.0938034188034188,0.00482264262560119,0.0167378917378917,0.00212202045514683,0.0147772266000311,1.91329165914684e-05,0.00997150997150997,0.00164349674126038,0.00871094552718257,1.47350052569072e-05,0.0170345855289555,0.000274837785970733
BR,BRA,Brazil,2020-07-07,2020-07-07,14277,152153240.038183,11739,39513.9854,15388.2,31205.71,158082.07,25200,1913,1455,1668,1257,14277,7836,0,0,0,0,0,0,263,2596851.18927422,0,0,0,0,157,1346208.15469253,15422.5,13641,863841.197404119,724,0,0,0,0,258,0,0,0,0,164,0,0,0,0,1487,48,103,57,101,108,102,60,61,55,97,108,75,0,0,0,0,0,0,0,0,0,0,0,0,254,664,395,792,877,801,459,437,392,641,979,496,0,0,0,0,0,0,0,0,0,0,0,0,5562,8110,605,9234,4529,514,1263,12319,695,7826,5913,538,1188,12480,609,1693,12006,578,14277,14277,14277,14277,14277,14277,14277,14277,14277,288,766,1340,3545,7079,1259,267,461,459,546,121,355,2981,1192,313,1205,117,303,1002,488,24,4443,416,912,1406,3816,6713,1014,2527,2736,3177,4586,1251,4398,3833,2643,2206,1197,1,,,0.133991734958325,0.00558765566178107,0.101912166421517,0.00496251731022432,0.116831267072915,0.00526903395463108,0.0880437066610632,0.00464799639670462,0.0184212369545423,0.00220572610208832,0.017067340719281,2.05803283985321e-05,0.010996707991875,0.00171064473990906,0.0088477127030269,1.48796661899893e-05,0.0178533971826596,0.000279241349230767
BR,BRA,Brazil,2020-07-08,2020-07-08,13729,153058879.455851,11230,38425.48,15012.6,30054.7,151403.14,24196,1854,1448,1634,1292,13729,7563,0,0,0,0,0,0,240,2711327.79635226,0,0,0,0,131,1319274.02307701,15053,13099,829518.059144971,661,0,0,0,0,267,0,0,0,0,180,0,0,0,0,1496,49,101,54,103,101,106,57,60,42,93,118,61,0,0,0,0,0,0,0,0,0,0,0,0,244,667,367,763,851,796,419,398,363,585,992,489,0,0,0,0,0,0,0,0,0,0,0,0,5476,7656,597,9049,4156,524,1300,11736,693,7384,5783,562,1047,12053,629,1759,11389,581,13729,13729,13729,13729,13729,13729,13729,13729,13729,273,761,1230,3363,6888,1214,283,451,432,532,117,306,2876,1159,341,1162,111,315,952,449,21,4222,381,884,1311,3658,6498,997,2460,2625,3015,4405,1224,4414,3616,2502,2040,1157,1,,,0.13504261053245,0.0057169106880494,0.105470172627285,0.00513796190734314,0.119018136790735,0.0054164993570789,0.0941073639740695,0.00488403544929637,0.0174812440818705,0.00219222553287969,0.0177142796680041,2.08977481061807e-05,0.00954184572802098,0.00162615859800655,0.00861938900746724,1.4644592027217e-05,0.0181466814785394,0.000287248045714208
BR,BRA,Brazil,2020-07-09,2020-07-09,11272,134100284.350162,9383,31235.3,11655.15,24488,126676.4,20270,1543,1185,1347,1057,11272,6263,0,0,0,0,0,0,167,1863025.72640318,0,0,0,0,87,947511.343386667,11682.15,10790,683296.424015134,556,0,0,0,0,218,0,0,0,0,151,0,0,0,0,1213,27,71,41,87,83,77,51,44,46,81,103,51,0,0,0,0,0,0,0,0,0,0,0,0,163,504,306,624,698,618,362,307,321,458,791,379,0,0,0,0,0,0,0,0,0,0,0,0,4478,6336,458,7513,3378,381,1116,9618,538,6015,4863,394,815,9994,463,1413,9437,422,11272,11272,11272,11272,11272,11272,11272,11272,11272,219,682,1088,2855,5494,934,229,368,408,432,91,244,2412,971,237,952,87,231,804,369,22,3415,333,767,1131,3032,5257,752,1996,2021,2552,3779,924,3536,2924,2134,1804,874,1,,,0.136887863733144,0.00634546839856547,0.105127750177431,0.00566222087369418,0.119499645138396,0.00598819144468251,0.0937721788502484,0.00538149944727725,0.0148154719659333,0.00223030438311066,0.0138927798358611,1.98102468708097e-05,0.00771823988644429,0.00161556427630525,0.0070656922763305,1.41765599758471e-05,0.0170967527260779,0.000307365923499239
BR,BRA,Brazil,2020-07-10,2020-07-10,9556,111273560.419718,8057,26201.73,10121,21219.2,109585.97,17271,1293,1011,1128,892,9556,5266,0,0,0,0,0,0,154,1579502.76582916,0,0,0,0,97,940407.791360809,10146,9144,579060.472770564,508,0,0,0,0,190,0,0,0,0,135,0,0,0,0,1022,26,82,44,75,81,80,44,47,41,67,90,41,0,0,0,0,0,0,0,0,0,0,0,0,153,477,271,525,594,541,324,270,266,428,683,320,0,0,0,0,0,0,0,0,0,0,0,0,3824,5371,361,6475,2789,292,942,8205,409,5086,4150,320,637,8560,359,1236,7982,338,9556,9556,9556,9556,9556,9556,9556,9556,9556,175,554,881,2401,4779,766,182,325,314,340,91,180,2015,865,223,851,83,206,686,334,16,2845,259,624,905,2560,4609,599,1668,1786,2230,3142,730,3044,2521,1841,1454,696,1,,,0.135307660108832,0.00685807165171803,0.105797404771871,0.00616687990148543,0.118041021347844,0.00646920171032781,0.0933444956048556,0.00583277909104098,0.0161155295102553,0.00252466851053209,0.0141947715150963,2.1979198972691e-05,0.0101506906655504,0.00200975148979781,0.00845131393130263,1.70087045634479e-05,0.0175214860573294,0.000337934965826763
