ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CA,CAN,Canada,2020-07-01,2020-07-01,2256,29703462.2492792,1972,8666.2,120,5438,24128,4804,1,0,1,1,2256,909,0,0,0,0,0,0,5,37164.3399692791,0,0,0,0,4,28085.8015233335,122,2232,51425.1965185109,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1477,76,1351,828,77,718,1460,78,1176,1005,75,198,1976,82,153,2022,81,2256,2256,2256,2256,2256,2256,2256,2256,2256,26,67,216,341,1426,180,29,67,132,65,40,60,384,103,73,154,27,77,168,69,13,795,41,98,275,438,1243,161,53,117,329,1573,184,188,430,553,904,181,1,,,0.000443262411347518,0.000868585792203596,0,0,0.000443262411347518,0.000868585792203596,0.000443262411347518,0.000868585792203596,0.00221631205673759,0.00194049352405339,0.00125117872311942,1.27125410756191e-05,0.00177304964539007,0.00173601565331475,0.000945539657553391,1.10529704757378e-05,0.00237237790537339,0.000420471223881339
CA,CAN,Canada,2020-07-02,2020-07-02,1869,28885444.8009191,1657,7757,146,4571.1,19693.75,4060,1,0,0,0,1869,717,0,0,0,0,0,0,5,59134.1737074554,0,0,0,0,2,32796.1260184367,149,1856,42762.1705817008,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,1237,57,1089,724,56,625,1181,63,1067,751,51,196,1619,54,143,1669,57,1869,1869,1869,1869,1869,1869,1869,1869,1869,20,58,184,299,1163,145,30,65,106,40,32,44,340,97,81,119,14,60,157,50,14,620,28,97,224,371,1031,118,53,126,286,1271,133,182,369,450,739,129,1,,,0.000535045478865704,0.00104838928809588,0,0,0,0,0,0,0.00267522739432852,0.00234175844523321,0.00204719623031644,1.64832672154539e-05,0.00107009095773141,0.00148224944279746,0.00113538587494395,1.22809968156929e-05,0.00348438813963671,0.000558500462477356
CA,CAN,Canada,2020-07-03,2020-07-03,1922,29244447.0195958,1710,6839.2,139,4760,20913,4164,2,2,3,3,1922,740,0,0,0,0,0,0,4,55180.6810399374,0,0,0,0,2,38850.6567969954,143,1912,44052.4084871832,45,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,634,1236,52,1169,707,46,661,1206,55,971,902,49,156,1716,50,120,1751,51,1922,1922,1922,1922,1922,1922,1922,1922,1922,24,66,183,321,1188,140,25,54,115,56,34,37,352,98,49,117,17,70,173,55,7,663,32,95,231,413,1033,118,42,106,284,1360,130,165,402,439,789,127,1,,,0.00104058272632674,0.00144139704773965,0.00104058272632674,0.00144139704773965,0.00156087408949011,0.00176488385707577,0.00156087408949011,0.00176488385707577,0.00208116545265349,0.00203738128785767,0.00188687722503224,1.57285283025846e-05,0.00104058272632674,0.00144139704773965,0.0013284797886916,1.32012541570934e-05,0.00324613352392764,0.000531178412399344
CA,CAN,Canada,2020-07-04,2020-07-04,1944,29317824.3708215,1709,7121.95,160,4776,21074,4180,2,1,1,3,1944,773,0,0,0,0,0,0,5,74749.5346020695,0,0,0,0,4,67593.5849078681,163,1932,44513.2077391412,43,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,586,1299,59,1225,668,51,667,1216,61,1060,829,55,179,1710,55,132,1757,55,1944,1944,1944,1944,1944,1944,1944,1944,1944,24,60,189,360,1171,140,30,76,108,42,38,76,336,89,62,131,16,58,154,57,7,664,31,87,228,396,1075,127,52,130,304,1309,149,196,386,467,749,146,1,,,0.00102880658436214,0.00142509334094947,0.00051440329218107,0.00100795257908016,0.00051440329218107,0.00100795257908016,0.00154320987654321,0.00174492632687815,0.00257201646090535,0.00225152932005557,0.00254962761413032,1.82543446980322e-05,0.00205761316872428,0.00201434827403711,0.00230554573398497,1.73607255469521e-05,0.003661834504384,0.000561120821959831
CA,CAN,Canada,2020-07-05,2020-07-05,2150,29088871.2249063,1888,7539.6,207,5398,23090.7,4697,2,1,1,1,2150,858,0,0,0,0,0,0,4,21977.0268918215,0,0,0,0,2,9026.46041077765,214,2130,49075.1203335252,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,543,1542,65,1361,730,59,784,1301,65,1275,815,60,284,1803,63,125,1962,63,2150,2150,2150,2150,2150,2150,2150,2150,2150,19,48,198,376,1348,161,22,67,142,59,42,64,374,113,61,138,16,81,195,62,16,698,24,84,258,456,1194,134,47,129,304,1513,157,185,417,487,906,155,1,,,0.000930232558139535,0.00128861308645722,0.000465116279069768,0.0009113991283485,0.000465116279069768,0.0009113991283485,0.000465116279069768,0.0009113991283485,0.00186046511627907,0.00182152550086392,0.000755513224349677,9.9848506252108e-06,0.000930232558139535,0.00128861308645722,0.000310306314087879,6.40048037374082e-06,0.00436066174765562,0.000582967881786448
CA,CAN,Canada,2020-07-06,2020-07-06,2350,29589672.1606817,2067,8860.6,152,5813,25141.5,5024,1,1,2,2,2350,956,0,0,0,0,0,0,14,172037.966581653,0,0,0,0,8,100089.578878281,158,2329,53660.0728905071,54,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1655,68,1447,839,64,822,1461,67,1359,927,64,281,2002,67,139,2143,68,2350,2350,2350,2350,2350,2350,2350,2350,2350,29,57,204,377,1505,178,30,70,169,69,42,82,397,116,73,155,24,76,178,55,13,801,37,95,267,456,1350,145,57,139,346,1640,168,219,452,579,934,166,1,,,0.000425531914893617,0.000833849755980311,0.000425531914893617,0.000833849755980311,0.000851063829787234,0.00117899059788092,0.000851063829787234,0.00117899059788092,0.00595744680851064,0.00311133471487745,0.00581412209122935,2.73939010615386e-05,0.00340425531914894,0.00235496651582158,0.00338258492134559,2.09202372064513e-05,0.00294446115126227,0.000458442689230662
CA,CAN,Canada,2020-07-07,2020-07-07,2239,29177315.021001,1974,7950.5,115,5382,24305,4797,0,0,1,0,2239,922,0,0,0,0,0,0,5,64263.8992831395,0,0,0,0,4,46483.7896025713,118,2224,51240.8768177277,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,1500,65,1307,868,64,701,1468,70,1164,1011,64,189,1983,67,132,2043,64,2239,2239,2239,2239,2239,2239,2239,2239,2239,14,65,205,344,1440,171,34,65,147,74,41,69,385,94,61,137,16,65,197,60,12,782,29,78,249,471,1270,142,46,136,334,1555,168,173,444,567,887,168,1,,,0,0,0,0,0.000446627958910228,0.000875179208709829,0,0,0.00223313979455114,0.00195521057367085,0.00220252957603824,1.70101249028727e-05,0.00178651183564091,0.0017491848615268,0.0015931482924016,1.44712919883564e-05,0.00230284896216249,0.00041502275410485
CA,CAN,Canada,2020-07-08,2020-07-08,2302,29714284.7914182,2027,9379.3,132,5830,25083.65,4979,2,2,2,1,2302,916,0,0,0,0,0,0,15,197927.22476884,0,0,0,0,9,67587.9089379654,139,2282,52577.1946484059,52,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,2,1,2,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,726,1518,58,1401,843,58,733,1507,62,1212,1031,59,191,2050,61,148,2090,64,2302,2302,2302,2302,2302,2302,2302,2302,2302,29,73,215,368,1437,180,39,68,108,59,42,53,422,108,82,154,14,73,177,63,6,834,37,99,255,462,1308,141,49,150,338,1604,161,189,455,584,915,159,1,,,0.000868809730668984,0.00120356355357374,0.000868809730668984,0.00120356355357374,0.000868809730668984,0.00120356355357374,0.000434404865334492,0.000851232940639495,0.00651607298001738,0.00328676628873375,0.00666101257890627,2.92472015443977e-05,0.00390964378801043,0.0025492556714074,0.00227459315990286,1.71286379795229e-05,0.00264373177248274,0.000438917848880825
CA,CAN,Canada,2020-07-09,2020-07-09,1956,26340076.6825533,1757,7627.5,277,4945,21361,4268,1,1,0,2,1956,763,0,0,0,0,0,0,6,51441.3525653664,0,0,0,0,5,43144.273687064,279,1946,44835.7672155117,44,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,622,1286,48,1203,707,46,645,1260,51,1011,901,44,171,1738,47,140,1768,48,1956,1956,1956,1956,1956,1956,1956,1956,1956,20,62,192,341,1221,120,25,65,113,46,29,45,346,116,70,114,19,84,163,70,9,642,38,91,223,392,1105,107,50,126,264,1393,123,200,384,440,810,122,1,,,0.000511247443762781,0.00100177040245386,0.000511247443762781,0.00100177040245386,0,0,0.00102249488752556,0.00141635491140076,0.00306748466257669,0.0024506864312176,0.00195296897519814,1.68602010524033e-05,0.00255623721881391,0.00223773395693097,0.00163797069412638,1.54431775568438e-05,0.00622271051276836,0.000727897320777337
CA,CAN,Canada,2020-07-10,2020-07-10,1606,21737282.3534711,1430,6620.5,130,3961,17371.5,3441,2,1,1,0,1606,616,0,0,0,0,0,0,7,163027.855126223,0,0,0,0,3,49723.9138406112,132,1594,36725.7003810512,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,542,1011,53,1004,553,49,575,976,55,856,698,52,139,1416,51,103,1450,53,1606,1606,1606,1606,1606,1606,1606,1606,1606,13,48,158,281,980,126,25,42,104,39,34,36,282,99,44,103,11,40,138,57,9,543,19,67,165,360,894,101,34,109,264,1090,109,142,315,382,658,109,1,,,0.0012453300124533,0.00172483262976746,0.00062266500622665,0.00122002097697978,0.00062266500622665,0.00122002097697978,0,0,0.00435865504358655,0.00322183304431603,0.00749991891696572,3.62692877660922e-05,0.00186799501867995,0.00211182131093506,0.0022874945005566,2.00829822730999e-05,0.00359421327926821,0.000612044627915069
