Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/15,Spain,ES,,,,,2,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,4,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,1,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,1,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,1,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,2,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,1,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,4,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,3,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
2020/03/15,Spain,ES,,,,,3,,,,,,,,,,,,,,,,,,,,,,,ES-raw-csv,,
