Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/12,Sweden,SE,"Skåne - Scania",,,50,1,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/12,Sweden,SE,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/15,Sweden,SE,"Uppland - Uplandia",,,15,1,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/15,Sweden,SE,"Uppland - Uplandia",,,100,7,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/16,Sweden,SE,"Västergötland - Westrogothia",,,50,5,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/16,Sweden,SE,"Uppland - Uplandia",,,20,2,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/16,Sweden,SE,"Uppland - Uplandia",,,20,1,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/04/16,Sweden,SE,"Östergötland - Ostrogothia",,,27,4,,,,,,,,,,,,,,,,,,,,,,,SE-g-sheet,,
2020/05/08,Sweden,SE,"Stockholms län",SEAB,en,10,0,,,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-2265,9y6bjrx0vjk9ym2wct,
2020/05/14,Sweden,SE,"Östergötlands län",SEE,en,20,20,,19,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-5919,z0q5kov148ka72qj9v,
2020/05/14,Sweden,SE,"Uppsala län",SEC,en,50,8,,8,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-5399,lsns4vo4m3ka6npa2l,
2020/05/14,Sweden,SE,"Jönköpings län",SEF,en,120,0,,0,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-5593,wb9v66x467ka6qn8wz,
2020/05/15,Sweden,SE,"Västernorrlands län",SEY,en,1,1,,1,,,,,,,,,,,,,,,,,,N,Y,Y,limesurvey-7223,3ar1w5ctdzka86ex6k,
2020/05/21,Sweden,SE,"Stockholms län",SEAB,en,12,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-10039,q8l11yd51xkagp1j00,
2020/05/24,Sweden,SE,"Skåne län",SEM,en,10,1,,1,,,,,,,,,,,,,,,,,,Y,Y,Y,limesurvey-11611,xh05kfp9ytkaktsqm3,
2020/05/25,Sweden,SE,"Skåne län",SEM,en,50,5,,5,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-11964,y3s3rd7epikamw451z,
2020/06/06,Sweden,SE,"Stockholms län",SEAB,en,30,2,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13981,t6ij95rjimkb3lclpz,
2020/06/06,Sweden,SE,"Västra Götalands län",SEO,en,15,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13883,jvtjofr4tekb37rj7t,
2020/06/07,Sweden,SE,"Västra Götalands län",SEO,en,50,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14199,ocv4pftvt6kb5ke466,
2020/06/08,Sweden,SE,"Västra Götalands län",SEO,en,50,8,,8,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14229,949qd2ebpxkb62tx1d,
2020/06/09,Sweden,SE,"Västra Götalands län",SEO,en,15,1,,1,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-14623,jvtjofr4tekb37rj7t,
2020/06/09,Sweden,SE,"Stockholms län",SEAB,en,15,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14716,eg6x9mayemkb84mhcq,
2020/06/10,Sweden,SE,"Stockholms län",SEAB,en,50,7,,4,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-15130,i6xzdrdq4jkb9btcj2,
2020/06/10,Sweden,SE,"Västra Götalands län",SEO,en,30,6,,6,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-15048,949qd2ebpxkb62tx1d,
2020/06/10,Sweden,SE,"Västra Götalands län",SEO,en,30,6,,6,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-15046,949qd2ebpxkb62tx1d,
2020/06/11,Sweden,SE,"Stockholms län",SEAB,en,50,10,,10,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-15267,gtnf0sq96jkbafa763,
2020/06/11,Sweden,SE,"Uppsala län",SEC,en,10,2,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-15273,c3zkuxpdxmkbaha88x,
2020/06/12,Sweden,SE,"Skåne län",SEM,en,50,2,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-15609,ikqxke7st1kbbuojp8,
2020/06/14,Sweden,SE,"Hallands län",SEN,en,1,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-16141,rdtjy0jvvjkbfi4t12,
2020/06/15,Sweden,SE,"Västra Götalands län",SEO,en,30,8,,6,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-16188,949qd2ebpxkb62tx1d,
2020/07/06,Sweden,SE,"Västra Götalands län",SEO,en,50,0,,0,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-22896,w8cm77ep5vsspk3dbe,
2020/07/13,Sweden,SE,"Västra Götalands län",SEO,en,50,0,,0,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-23547,dxw25239jrazagdy39,
2020/07/13,Sweden,SE,"Västra Götalands län",SEO,en,50,0,,0,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-23546,dxw25239jrazagdy39,
2020/07/15,Sweden,SE,"Stockholms län",SEAB,en,10,4,,4,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-23837,tskiz0jm0hkcnc411n,
2020/07/20,Sweden,SE,"Västra Götalands län",SEO,en,50,0,,0,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-23999,mm01u4wn9kp4c2wo3l,
2022/01/25,Sweden,SE,"Västerbottens län",SEAC,en,50,20,25,,0,2,,,,,8,,,0,,,50,,0,0,,,,,limesurvey-22009,dlbs43d57zoqjsce06,
2022/07/11,Sweden,SE,"Värmlands län",SES,en,15,10,10,,0,0,,,,,0,,,0,,,3,,,,,,,,limesurvey-29965,zin708cszs0vsfiyqy,20220711
2022/07/29,Sweden,SE,"Stockholms län",SEAB,en,3,2,3,,0,0,,,,,0,,,0,,,3,,,,,,,,limesurvey-35830,53h6ji5f92afq73axv,20220729
2022/09/14,Sweden,SE,"Värmlands län",SES,en,4,1,2,,1,0,,,,,0,,,1,,,2,,,,,,,,limesurvey-53270,cc3k4ucd71j9fz2n19,20220914
2022/09/21,Sweden,SE,"Stockholms län",SEAB,en,12,8,3,,0,0,,,,,0,,,1,,,10,,,,,,,,limesurvey-56872,6ltwjalowanqg18ehc,20220921
2022/09/21,Sweden,SE,"Stockholms län",SEAB,en,12,8,3,,0,0,,,,,0,,,1,,,10,,,,,,,,limesurvey-56852,6ltwjalowanqg18ehc,20220921
2022/09/21,Sweden,SE,"Stockholms län",SEAB,en,12,8,3,,0,0,,,,,0,,,1,,,10,,,,,,,,limesurvey-56876,6ltwjalowanqg18ehc,20220921
2022/09/25,Sweden,SE,"Stockholms län",SEAB,en,4,2,2,,0,0,,,,,0,,,1,,,4,,,,,,,,limesurvey-58399,3fwemjeq4y43hb7bc1,20220925
2022/10/09,Sweden,SE,"Stockholms län",SEAB,en,3,1,1,,0,0,,,,,0,,,0,,,3,,,,,,,,limesurvey-63135,3fwemjeq4y43hb7bc1,20221009
2022/10/17,Sweden,SE,"Norrbottens län",SEBD,en,1,1,1,,0,0,,,,,0,,,0,,,1,,,,,,,,limesurvey-66571,adkoa7r4q5ls4eguc2,20221016
2022/10/19,Sweden,SE,"Stockholms län",SEAB,en,4,2,4,,0,0,,,,,0,,,0,,,2,,,,,,,,limesurvey-66715,1jqv54vxya0e4d7feg,20221019
2022/11/07,Sweden,SE,"Värmlands län",SES,en,5,2,3,,0,2,,,,,2,,,0,,,2,,,,,,,,limesurvey-74782,yyffdn0wjsaw5m7jh0,20221107
2022/12/19,Sweden,SE,"Uppsala län",SEC,en,5,2,1,,0,0,,,,,0,,,0,,,3,,,,,,,,limesurvey-89366,4qm5gpbhwt8wnam4fn,20221219
2023/01/05,Sweden,SE,"Stockholms län",SEAB,en,5,3,3,,0,0,,,,,0,,,0,,,5,,,,,,,,limesurvey-95066,qf61m1rayv7t9cnune,20230105
2023/04/10,Sweden,SE,"Västra Götalands län",SEO,en,20,17,10,,0,0,,,,,0,,,0,,,18,,,,,,,,limesurvey-113412,2fmjr8pm396xnwufc3,20230410
2023/04/10,Sweden,SE,"Västra Götalands län",SEO,en,20,17,10,,0,0,,,,,0,,,0,,,18,,,,,,,,limesurvey-113411,2fmjr8pm396xnwufc3,20230410
