Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/06/09,Algeria,DZ,Alger,DZ16,en,100,3,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14688,gibxlg7fu1kb83yss1,
2020/07/02,Algeria,DZ,Alger,DZ16,en,100,20,,15,,,,,,,,,,,,,,,,,,Y,Y,Y,limesurvey-22567,iej8szgins56mp94ng,
2020/07/03,Algeria,DZ,Alger,DZ16,en,90,6,,5,,,,,,,,,,,,,,,,,,Y,Y,N,limesurvey-22600,6airbqfog1cv6w24ml,
2020/08/03,Algeria,DZ,Blida,DZ09,en,1000,1500,,,500,200,,,,,100,,,,,,,,,,,,Y,,limesurvey-5974,ltbbdwdt3hi6gihide,
2020/08/03,Algeria,DZ,Blida,DZ09,en,1000,1500,,,500,200,,,,,100,,,,,,,,,,,,Y,,limesurvey-5973,ltbbdwdt3hi6gihide,
2022/08/02,Algeria,DZ,Tlemcen,DZ13,en,13,6,3,,1,0,,,,,0,,,2,,,0,,,,,,,,limesurvey-37454,owg7ntd4zxw4l9c1hz,20220802
2022/08/02,Algeria,DZ,Tlemcen,DZ13,en,13,6,3,,1,0,,,,,0,,,2,,,0,,,,,,,,limesurvey-37452,owg7ntd4zxw4l9c1hz,20220802
2022/08/02,Algeria,DZ,Tlemcen,DZ13,en,13,6,3,,1,0,,,,,0,,,2,,,0,,,,,,,,limesurvey-37453,owg7ntd4zxw4l9c1hz,20220802
2023/01/26,Algeria,DZ,Tipaza,DZ42,en,120,0,0,,0,0,,,,,0,,,0,,,100,,,,,,,,limesurvey-101888,mx8ucsm1xsqn7d5l9r,20230126
2024/01/15,Algeria,DZ,Tipaza,DZ42,en,15,4,0,,0,0,,,,,0,,,0,,,14,,,,,,,,limesurvey-133083,ityfvw6hrc9ftm4by0,20240115
2024/02/19,Algeria,DZ,Blida,DZ09,en,15,0,0,,0,0,,,,,0,,,0,,,10,,,,,,,,limesurvey-135697,ityfvw6hrc9ftm4by0,20240219
