Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2021/03/25,Tanzania,TZ,Kilimanjaro,TZ09,en,20000,,20000,,,0,,,,,0,,,,,,,,,20000,,,,,limesurvey-7472,ce0c8eripjm1gfk07d,FBESM
