Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/06/05,Colombia,CO,Meta,COMET,en,100,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13693,kfb61cy92fkb2ojxu8,
2020/06/05,Colombia,CO,Antioquia,COANT,en,10,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13711,hz9dwezs5qkb2ovx8b,
2020/06/06,Colombia,CO,Nariño,CONAR,en,50,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14067,lrd9pztknvkb45whb6,
2020/06/06,Colombia,CO,Risaralda,CORIS,en,3,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14039,yxkw307bthkb40dijq,
2020/06/09,Colombia,CO,Antioquia,COANT,en,10,0,,0,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-14663,hz9dwezs5qkb2ovx8b,
2020/06/09,Colombia,CO,Meta,COMET,en,100,2,,1,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-14762,kfb61cy92fkb2ojxu8,
2020/06/09,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,10,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14801,6t8n6872u9kb86qts6,
2020/06/10,Colombia,CO,Cundinamarca,COCUN,en,15,0,,0,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14984,4jgfa1f3gbkb8p930c,
2020/06/30,Colombia,CO,Nariño,CONAR,en,50,0,,0,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-22412,p82phud9z4kc2edce6,
2020/07/04,Colombia,CO,Cundinamarca,COCUN,en,4,0,,0,,0,,,,,0,,,,,,,,,,,N,N,N,limesurvey-22691,neroa0mo9fkc7yk01s,
2020/07/30,Colombia,CO,Cundinamarca,COCUN,en,5,0,,,0,0,,,,,0,,,,,,,,,,,,N,,limesurvey-5788,6kp3rpi48rq726w867,
2020/11/15,Colombia,CO,"Valle del Cauca",COVAC,en,15,2,,,0,0,,,,,0,,,,,,,,,,,,N,,limesurvey-20665,tc9s6p8nbzgv6bhx6i,
2021/04/07,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,20,5,6,,,1,,,,,1,,,,,,2,,0,0,,,,,limesurvey-10464,izek0rs4zwdpx4kxus,
2021/04/07,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,20,5,6,,,1,,,,,1,,,,,,2,,0,0,,,,,limesurvey-10463,izek0rs4zwdpx4kxus,
2021/06/26,Colombia,CO,Atlántico,COATL,en,12,6,11,,0,1,,,,,2,,,2,,,6,,0,0,,,,,limesurvey-16112,st6jm1uglgp1qu8au8,
2021/06/26,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,22,16,6,,2,4,,,,,5,,,4,,,8,,0,0,,,,,limesurvey-16113,st6jm1uglgp1qu8au8,
2021/06/29,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,500,100,8,,2,6,,,,,30,,,3,,,100,,0,3,,,,,limesurvey-16381,2afjm9y1u3zxz116kq,
2021/06/29,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,500,100,8,,2,6,,,,,30,,,3,,,100,,0,3,,,,,limesurvey-16382,2afjm9y1u3zxz116kq,
2022/07/11,Colombia,CO,Cundinamarca,COCUN,en,10,5,5,,0,2,,,,,0,,,0,,,10,,,,,,,,limesurvey-30092,xo3x0732xgphsozyiz,20220711
2022/07/25,Colombia,CO,Cundinamarca,COCUN,en,20,10,10,,0,2,,,,,0,,,0,,,15,,,,,,,,limesurvey-34728,xo3x0732xgphsozyiz,20220725
2022/08/19,Colombia,CO,"Distrito Capital de Bogotá",CODC,en,20,10,8,,0,2,,,,,0,,,0,,,15,,,,,,,,limesurvey-42922,xo3x0732xgphsozyiz,20220818
2022/08/26,Colombia,CO,"Valle del Cauca",COVAC,en,120,21,40,,1,2,,,,,0,,,1,,,115,,,,,,,,limesurvey-45803,vdqsobgopndpei667k,20220826
