Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/15,Peru,PE,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,world-g-sheet,,
2020/05/31,Peru,PE,Piura,PEPIU,en,3,3,,2,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-12495,4x1s49nuvakavezept,
2020/09/16,Peru,PE,Lima,PELIM,en,100,25,,,2,0,,,,,0,,,,,,,,,,,,Y,,limesurvey-13923,zr1543carrc61jhdi6,
2020/10/04,Peru,PE,Ancash,PEANC,en,80,45,,,15,1,,,,,10,,,,,,,,,,,,Y,,limesurvey-14832,xrj58n4dahvjxe98sv,
2021/11/22,Peru,PE,Ancash,PEANC,en,50,40,15,,38,3,,,,,7,,,20,,,45,,2,0,,,,,limesurvey-20501,44ofduq8eh7y0eqnvb,
2022/09/04,Peru,PE,Lima,PELIM,en,50,15,30,,2,3,,,,,0,,,0,,,50,,,,,,,,limesurvey-48746,yculfg916zritm9rek,20220904
2022/10/02,Peru,PE,Tacna,PETAC,en,12,5,5,,1,0,,,,,0,,,2,,,12,,,,,,,,limesurvey-61449,6mbatbm96xvsr0bupv,20221002
2022/10/09,Peru,PE,Lima,PELIM,en,50,10,30,,2,0,,,,,0,,,3,,,40,,,,,,,,limesurvey-63610,q6bpl0gdf2aib5rdst,20221009
2022/10/27,Peru,PE,Lima,PELIM,en,7,5,1,,0,0,,,,,0,,,2,,,7,,,,,,,,limesurvey-70664,xbd0smu3csz9gktadd,20221027
2023/05/01,Peru,PE,"Municipalidad Metropolitana de Lima",PELMA,en,8,7,1,,0,0,,,,,0,,,0,,,8,,,,,,,,limesurvey-114407,ciuwjjp253lo83idmu,20230501
2023/10/02,Peru,PE,Lima,PELIM,en,50,50,40,,0,0,,,,,0,,,5,,,45,,,,,,,,limesurvey-125214,j5iawukdn9yglgbl3,20231002
2023/10/02,Peru,PE,Lima,PELIM,en,50,50,40,,0,0,,,,,0,,,5,,,45,,,,,,,,limesurvey-125215,j5iawukdn9yglgbl3,20231002
2023/12/04,Peru,PE,Lima,PELIM,en,70,50,10,,1,2,,,,,0,,,4,,,70,,,,,,,,limesurvey-129872,lc2qjulhn6lc1r7n6r,20231204
2024/03/18,Peru,PE,Lima,PELIM,en,30,10,15,,0,0,,,,,0,,,1,,,30,,,,,,,,limesurvey-137408,0psro5bek991t33znt,20240318
2024/03/18,Peru,PE,"Municipalidad Metropolitana de Lima",PELMA,en,2,1,1,,0,0,,,,,0,,,0,,,2,,,,,,,,limesurvey-137427,4d70ly3m7ld4bdynxp,20240318
2024/06/03,Peru,PE,"Municipalidad Metropolitana de Lima",PELMA,en,30,15,10,,1,3,,,,,0,,,2,,,30,,,,,,,,limesurvey-142900,0psro5bek991t33znt,20240603
