Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2022/08/15,Vietnam,VN,"Hưng Yên",VN66,en,3,0,3,,,0,,,,,0,,,,,,3,,,,,,,,limesurvey-41061,39pj7q1v01fvlwpszx,20220815
2022/09/14,Vietnam,VN,"Sóc Trăng",VN52,en,3,3,3,,0,0,,,,,0,,,0,,,3,,,,,,,,limesurvey-54158,key9iok0pmdoxj9hdb,20220914
2024/04/29,Vietnam,VN,"Thừa Thiên-Huế",VN26,en,20,2,4,,1,0,,,,,0,,,2,,,0,,,,,,,,limesurvey-140535,ce6wzmjmi40863wp7i,20240429
