Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2021/02/19,Sudan,SD,"Shamāl Kurdufān",SDKN,en,89725,1,,,,2,5876,,,,,,29,,,89897,,,,,limesurvey-34890,sexrdem8udhylb4968,FBPT
