Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/28,Greece,GR,Αττική,GRI,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,200,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Κεντρική Μακεδονία",GRB,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,40,3,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Ιόνιοι Νήσοι",GRF,,30,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,200,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Κεντρική Μακεδονία",GRB,,30,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,25,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,25,1,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,36,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,10,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Ανατολική Μακεδονία και Θράκη",GRA,,15,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,1000,1,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,30,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Κεντρική Μακεδονία",GRB,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,100,2,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,Αττική,GRI,,15,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,,,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Ιόνιοι Νήσοι",GRF,,8,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Δυτική Μακεδονία",GRC,,30,2,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/28,Greece,GR,"Ιόνιοι Νήσοι",GRF,,40,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/29,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/29,Greece,GR,"Κεντρική Μακεδονία",GRB,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/29,Greece,GR,,,,300,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,"Στερεά Ελλάδα",GRH,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,17,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,,,,100,3,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,55,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,50,1,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,,,,1000,40,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,50,2,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,7,0,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/30,Greece,GR,Αττική,GRI,,7,7,,,,,,,,,,,,,,,,,,,,,,,GR-raw-csv,,
2020/03/31,Greece,GR,Κρήτη,GRM,,9,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,"Στερεά Ελλάδα",GRH,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,50,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,,,,40,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,4,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,6,2,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,Αττική,GRI,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/03/31,Greece,GR,"Στερεά Ελλάδα",GRH,,50,1,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Πελοπόννησος,GRJ,,5,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,"Ιόνιοι Νήσοι",GRF,,32,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,"Ιόνιοι Νήσοι",GRF,,100,1,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,15,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,30,3,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,24,1,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,"Στερεά Ελλάδα",GRH,,30,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,25,1,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,10,1,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,10,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Πελοπόννησος,GRJ,,15,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,100,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,"Στερεά Ελλάδα",GRH,,40,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Αττική,GRI,,200,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
2020/04/01,Greece,GR,Πελοπόννησος,GRJ,,8,0,,,,,,,,,,,,,,,,,,,,,,,GR-g-sheet,,
