Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
,Nigeria,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG-g-sheet,,
2020/06/07,Nigeria,NG,"Akwa Ibom",NGAK,en,10,6,,5,,,,,,,,,,,,,,,,,,Y,N,Y,limesurvey-14098,lx0q5ajqczkb4etmm5,
2020/06/07,Nigeria,NG,Delta,NGDE,en,6,0,,6,,,,,,,,,,,,,,,,,,N,N,Y,limesurvey-14099,lx0q5ajqczkb4etmm5,
2020/06/21,Nigeria,NG,"Akwa Ibom",NGAK,en,10,1,,1,,0,,,,,0,,,,,,,,,,,N,N,Y,limesurvey-18328,lx0q5ajqczkb4etmm5,
2020/06/21,Nigeria,NG,Oyo,NGOY,en,7,0,,0,,0,,,,,0,,,,,,,,,,,N,N,Y,limesurvey-18331,lx0q5ajqczkb4etmm5,
2020/06/21,Nigeria,NG,Delta,NGDE,en,6,0,,0,,0,,,,,0,,,,,,,,,,,N,N,Y,limesurvey-18330,lx0q5ajqczkb4etmm5,
2020/06/27,Nigeria,NG,,,en,30,3,,3,,0,,,,,,,,,,,,,,,,Y,N,Y,limesurvey-20349,ytwq5x1w2d8td1knpv,
2020/12/25,Nigeria,NG,,,en,2350,16,,,0,2,,,,,6,,,,,,,,,,,,,,limesurvey-8740,rw31rezlh6ksdajf3x,
2021/02/09,Nigeria,NG,Borno,NGBO,en,80,17,50,,,14,,,,,15,,,,,,0,,,50,,,,,limesurvey-29194,wx0jtjwy4eh47cfvw0,
2021/05/08,Nigeria,NG,Lagos,NGLA,en,50,10,3,,0,0,,,,,1,,,,,,5,,0,8,,,,,limesurvey-13301,9jfdxnkylp6km7uxwp,
2022/11/24,Nigeria,NG,"Akwa Ibom",NGAK,en,5,3,1,,2,2,,,,,0,,,3,,,5,,,,,,,,limesurvey-80828,zr2r5xo8sswhskwvf1,
2023/06/05,Nigeria,NG,Imo,NGIM,en,20,0,20,,0,0,,,,,0,,,0,,,18,,,,,,,,limesurvey-116736,xdpkpo6isaapc3kbrk,20230605
2023/07/17,Nigeria,NG,Ondo,NGON,en,10,0,5,,1,0,,,,,0,,,0,,,20,,,,,,,,limesurvey-119532,mk3lmynbs37d49opn1,20230717
2024/01/22,Nigeria,NG,Abia,NGAB,en,15,0,5,,0,0,,,,,0,,,0,,,8,,,,,,,,limesurvey-133888,s3s739qyonoimbdxl1,20240122
2024/01/29,Nigeria,NG,Abia,NGAB,en,30,0,0,,0,0,,,,,0,,,5,,,0,,,,,,,,limesurvey-134333,o3tiviwbhk1nxydktf,20240129
2024/01/29,Nigeria,NG,Abia,NGAB,en,30,0,0,,0,0,,,,,0,,,5,,,0,,,,,,,,limesurvey-134334,o3tiviwbhk1nxydktf,20240129
2024/01/29,Nigeria,NG,Abia,NGAB,en,30,0,0,,0,0,,,,,0,,,5,,,0,,,,,,,,limesurvey-134336,o3tiviwbhk1nxydktf,20240129
2024/06/17,Nigeria,NG,Rivers,NGRI,en,100,2,15,,0,0,,,,,0,,,2,,,12,,,,,,,,limesurvey-144346,rdt2vx6qik4lngitcz,20240617
2024/11/04,Nigeria,NG,Lagos,NGLA,en,115,21500,5,,,2,,,,,35,,,,,,43,,,,,,,,limesurvey-154777,i9luyobwr5arybt801,20241104
2024/11/11,Nigeria,NG,Lagos,NGLA,en,100,2,15,,0,0,,,,,0,,,1,,,24,,,,,,,,limesurvey-155390,z2hftprz7jyr8hksx4,20241111
