Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/04/16,Finland,FI,,,,25,,,,,,,,,,,,,,,,,,,,,,,,world-g-sheet,,
2020/05/08,Finland,FI,Pohjois-Savo,FI15,en,20,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-1951,7hd9qb7x9ak9yjbmr7,
2020/06/06,Finland,FI,Uusimaa,FI18,en,100,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-13878,o886i9qljpkb35oz68,
2020/06/06,Finland,FI,Etelä-Pohjanmaa,FI03,en,40,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14021,27ivk4yefxkb3wogbl,
2020/06/07,Finland,FI,Pohjois-Karjala,FI13,en,20,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14130,n8pq615zx3kb4xt4le,
2020/06/08,Finland,FI,Uusimaa,FI18,en,50,3,,3,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14271,6yni2cpds9kb6bdiaa,
2020/06/08,Finland,FI,Uusimaa,FI18,en,5,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14228,1bksv265ibkb5zy6qk,
2020/06/09,Finland,FI,Uusimaa,FI18,en,15,,,,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14830,wzkbj8d736kb87p3d8,
2020/06/09,Finland,FI,Uusimaa,FI18,en,30,1,,1,,,,,,,,,,,,,,,,,,Y,N,N,limesurvey-14770,55t8q00lbmkb865eop,
2020/06/10,Finland,FI,Pohjois-Karjala,FI13,en,20,,,,,,,,,,,,,,,,,,,,,N,N,N,limesurvey-15190,n8pq615zx3kb4xt4le,
