ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,-99,2020-12-30,2020-12-21,686,7,60717.8264216892,3,22938.46008050897,36,564,5300129.720507045,0,9,13,664,7,110,569,11,33,642,9,136,541,11,120,555,8,119,559,11,50,625,10,17,659,10,34,642,9,21,656,11,43,632,9,115,562,11,20,655,13,73,600,673,0,6,7,576,6,39,65,653,4,11,18,550,6,29,101,566,6,38,76,567,4,33,82,636,1,23,26,669,0,7,10,652,0,15,19,665,4,5,12,643,3,13,27,571,8,31,76,666,0,8,12,613,2,29,42,121,1,28,536,667,15,4,148,15,134,389,552,5,13,116,673,1,12,0,673,0,13,0,686,0,0,190,10,12,474,686,0,0,0,0,0,197,4,207,143,89,46,291,14,148,188,45,291,18,204,143,30,291,14,203,134,44,291,16,196,138,45,291,22,90,159,124,0,675,3,4,4,675,4,3,4,675,5,1,5,675,4,3,4,675,3,4,4,675,4,3,4,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,686,0,0,0,301,5,141,239,301,8,281,96,301,4,230,151,301,8,251,126,301,8,148,229,301,8,54,323,345,2,209,130,477,0,82,45,29,53,373,8,4,25,95,181,373,11,300,2,433,7,39,207,433,4,14,12,15,21,179,8,433,5,56,48,75,69,462,12,17,35,66,94,686,686,551,2,19,114,415,4,40,227,466,5,27,188,449,3,29,205,547,4,18,117,635,0,23,28,498,1,3,3,9,15,157,498,2,2,4,14,31,135,536,2,14,24,62,48,536,0,6,8,25,111,536,0,12,28,34,76,653,5,20,8,653,7,9,17,653,6,10,17,565,3,45,73,613,2,42,29,678,0,1,1,0,0,0,1,5,651,0,2,2,3,4,0,0,5,1,0,0,1,1,1,2,13,686,0,0,0,0,0,686,0,0,0,0,0,0,0,0,686,0,0,0,0,686,0,0,0,0,0,0,5.595794392523364,7.791980412940549,1.5333333333333337,1.0600988273786194,0,0,0,0
NZ,NZL,New Zealand,1,2020-12-30,2020-12-21,256,0,0,0,0,19,256,1900202.8336328964,252,0,1,255,0,29,227,0,6,250,0,59,197,0,56,200,0,54,202,0,19,237,0,12,244,0,12,244,0,0,256,0,16,240,0,52,204,0,5,251,0,41,215,255,0,0,1,227,0,8,21,250,0,2,4,197,0,7,52,200,0,21,35,202,0,10,44,237,0,7,12,244,0,4,8,244,0,2,10,256,0,0,0,240,0,6,10,204,1,12,39,251,0,1,4,215,0,11,30,0,0,13,243,243,10,3,0,1,86,169,170,0,5,81,251,0,5,0,251,0,5,0,256,0,0,6,2,2,246,256,0,0,0,0,0,0,0,98,93,52,13,18,0,113,111,14,18,1,150,74,13,18,0,135,79,24,18,0,132,86,20,18,0,45,139,54,0,254,1,0,1,254,1,1,0,254,1,0,1,254,1,0,1,254,1,0,1,254,0,1,1,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,0,0,136,120,0,1,203,52,0,1,184,71,0,2,213,41,0,1,133,122,0,2,60,194,0,0,208,48,48,0,70,50,39,49,0,0,5,19,102,130,0,0,256,0,0,2,51,203,0,0,5,7,15,30,186,13,0,0,19,32,92,113,0,0,9,42,84,121,256,256,120,2,6,128,53,2,8,193,72,2,7,175,43,3,6,204,123,2,3,128,196,1,18,41,0,0,0,9,23,56,168,0,0,2,12,34,57,151,0,1,17,45,90,103,0,0,4,16,45,191,0,0,20,43,69,124,193,0,37,26,193,1,2,60,193,1,15,47,0,0,169,87,169,0,36,51,220,0,2,2,6,6,0,1,19,51,0,9,30,9,23,1,2,14,7,0,9,11,7,6,8,69,0,5,84,162,3,2,0,0,256,0,0,0,0,0,0,1,5,126,80,44,1,0,17,56,86,69,27,5.236111111111111,6.790559171503762,1.3846153846153846,0.9607689228305228,12.535564853556485,4.855451626669511,3.783132530120482,1.5532083816152238
NZ,NZL,New Zealand,2,2020-12-30,2020-12-21,398,3,34290.90530582861,1,11605.008960461599,47,398,3075174.192966921,388,0,3,395,0,43,355,0,6,392,0,95,303,0,88,310,0,69,329,0,32,366,0,9,389,0,26,372,0,3,395,0,16,382,0,92,306,0,5,393,0,52,346,395,0,0,3,355,0,17,26,392,0,1,5,303,0,19,76,310,0,20,68,329,0,13,56,366,0,10,22,389,0,3,6,372,0,2,24,395,0,3,0,382,0,5,11,306,0,16,76,393,0,3,2,346,0,19,33,0,0,27,371,371,23,4,0,1,135,262,263,0,9,126,389,0,9,0,389,0,9,0,398,0,0,10,2,6,380,398,0,0,0,0,0,0,0,166,134,67,31,33,3,95,240,27,33,1,165,178,21,33,2,153,173,37,33,0,173,160,32,33,1,48,232,84,0,392,2,2,2,392,1,1,4,392,2,0,4,392,2,2,2,392,1,1,4,392,2,1,3,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,0,1,193,204,0,0,317,81,0,1,276,121,0,2,316,80,0,0,175,223,0,0,71,327,0,1,312,85,86,0,113,83,54,62,0,0,1,26,130,241,0,1,395,2,0,3,72,323,0,0,6,9,26,48,307,2,0,0,32,50,135,181,0,2,22,60,130,184,398,398,205,2,17,174,81,2,20,295,122,2,12,262,82,2,18,296,223,4,12,159,327,1,38,32,0,0,2,7,39,66,284,0,0,5,15,45,70,263,0,1,46,94,127,130,0,1,8,20,73,296,0,0,23,70,125,180,305,1,63,29,305,5,3,85,305,1,30,62,0,0,308,90,308,0,47,43,351,0,8,1,4,3,1,5,25,43,0,18,23,21,36,6,19,42,9,0,13,38,19,17,13,81,0,5,140,248,1,4,0,0,0,398,0,0,0,0,0,5,5,219,113,56,5,2,71,112,118,72,18,5.285714285714286,6.803059100413458,1.730769230769231,1.0023050357128735,12.673728813559324,6.006268132383947,3.2395833333333335,1.4861926168377053
NZ,NZL,New Zealand,3,2020-12-30,2020-12-21,416,2,10625.44543650991,2,10625.44543650991,30,415,2820381.8857884286,410,1,3,412,1,35,380,1,4,411,1,75,340,0,80,336,1,55,360,1,23,392,1,4,411,1,14,401,1,5,410,1,10,405,1,64,351,1,4,411,1,44,371,413,0,2,1,381,0,15,20,412,0,2,2,341,0,13,62,336,0,24,56,361,0,15,40,393,0,10,13,412,0,1,3,402,0,6,8,411,0,3,2,406,0,1,9,352,0,16,48,412,0,1,3,372,0,14,30,0,1,18,397,398,17,1,0,3,139,274,277,0,8,131,408,0,8,0,408,0,8,0,416,0,0,11,5,1,399,416,0,0,0,0,0,0,1,178,136,76,25,26,1,109,251,29,26,1,192,180,17,26,0,174,184,32,26,2,177,187,24,26,2,57,228,103,0,415,1,0,0,415,1,0,0,415,1,0,0,415,0,1,0,415,1,0,0,415,1,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,416,0,0,0,0,0,170,246,0,2,331,83,0,0,281,135,0,2,311,103,0,0,156,260,0,0,53,363,0,0,319,97,97,0,116,73,62,68,0,0,2,22,125,267,0,0,414,2,0,6,82,328,0,0,8,11,24,41,321,11,0,0,37,56,154,169,0,1,18,51,118,228,416,416,246,3,9,158,85,4,25,302,135,4,15,262,105,3,17,291,260,4,9,143,363,0,24,29,0,0,4,7,12,44,349,0,0,3,11,23,76,303,0,2,45,85,145,139,0,0,15,28,44,329,0,1,20,57,122,216,339,6,50,21,339,8,13,56,339,6,22,49,0,2,301,113,303,0,64,49,352,2,4,1,4,2,2,2,47,51,0,13,22,26,53,2,16,56,18,1,7,48,20,9,11,63,0,6,165,239,0,6,0,0,0,0,416,0,0,0,0,6,10,217,120,63,6,2,47,104,163,70,24,5.535950276243094,7.015435014845039,1.666666666666667,0.7669649888473704,13.488341968911918,5.483433737675763,3.585241730279898,1.4858124985014498
NZ,NZL,New Zealand,4,2020-12-30,2020-12-21,552,2,12400.923814864142,2,12400.923814864142,32,551,3221752.3116803165,541,1,4,547,0,55,497,0,9,543,1,102,449,1,84,467,0,73,479,1,28,523,0,7,545,2,12,538,0,4,548,1,19,532,1,73,478,1,6,545,1,46,505,548,1,2,1,497,1,24,30,543,0,2,7,450,3,22,77,468,2,31,51,479,3,15,55,524,1,15,12,545,0,4,3,540,0,5,7,548,1,2,1,533,0,9,10,479,2,20,51,546,1,2,3,506,3,21,22,0,1,21,530,531,17,4,0,3,185,364,367,1,10,174,542,1,9,0,542,0,10,0,552,0,0,14,4,10,524,552,0,0,0,0,0,0,1,233,182,87,49,41,1,128,331,51,41,2,256,215,38,41,2,224,228,57,41,2,225,225,59,41,2,65,279,165,0,542,3,3,4,542,3,2,5,542,2,2,6,542,2,2,6,542,3,1,6,542,2,1,7,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,552,0,0,0,0,0,230,322,0,2,446,104,0,2,362,188,0,0,416,136,0,0,190,362,0,1,58,493,0,0,426,126,126,0,159,89,89,89,0,3,5,20,164,360,0,4,547,1,0,7,124,421,0,0,11,13,35,53,423,17,0,0,54,83,192,223,0,2,30,78,175,267,552,552,322,5,18,207,106,7,36,403,190,6,23,333,136,7,20,389,362,6,10,174,494,4,33,21,0,0,2,9,21,53,467,0,0,4,11,32,77,428,0,2,47,125,204,174,0,0,5,20,80,447,0,0,23,88,150,291,441,4,78,29,441,13,14,84,441,12,33,66,0,1,407,144,408,0,74,70,478,4,9,2,4,2,3,4,46,71,0,16,32,29,69,6,21,70,28,0,11,53,29,7,24,86,0,4,177,366,3,2,0,0,0,0,0,552,0,0,0,7,13,277,152,103,7,6,77,95,208,120,39,5.6036866359447,7.021928961887381,1.4761904761904763,0.9807674351775563,13.056420233463035,5.320775385979927,3.231060606060606,1.4641902685204518
NZ,NZL,New Zealand,5,2020-12-30,2020-12-21,565,0,0,0,0,31,565,3123863.7960181427,550,2,3,560,1,66,498,1,10,554,2,90,473,2,69,494,2,68,495,2,20,543,1,8,556,2,10,553,2,10,553,3,21,541,2,54,509,2,0,563,2,39,524,562,0,2,1,499,1,23,42,555,1,1,8,475,1,19,70,496,2,20,47,497,1,15,52,545,0,13,7,557,0,2,6,555,0,5,5,555,1,2,7,544,1,11,9,511,0,13,41,565,0,0,0,526,1,10,28,0,0,22,543,543,17,5,0,5,152,408,413,4,11,137,554,0,11,0,554,1,10,0,564,0,1,20,6,5,534,565,0,0,0,0,0,0,1,259,172,91,42,35,9,154,325,42,35,10,273,218,29,35,16,246,221,47,35,17,266,204,43,35,17,84,277,152,0,560,2,0,3,560,1,2,2,560,1,3,1,560,2,0,3,560,1,1,3,560,2,0,3,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,565,0,0,0,0,2,202,361,0,4,427,134,0,6,351,208,0,1,422,142,0,4,174,387,0,5,59,501,0,1,417,147,148,0,172,102,69,74,0,4,5,32,168,356,0,1,564,0,0,7,117,441,0,0,11,14,32,51,434,23,0,0,70,102,195,198,0,6,28,103,153,275,565,565,363,2,34,166,138,5,43,379,214,4,24,323,143,4,42,376,391,4,21,149,506,1,28,30,0,2,10,5,27,48,473,0,1,2,4,26,65,467,0,4,61,128,192,180,0,0,5,20,68,472,0,0,22,64,152,327,479,3,59,24,479,18,14,54,479,13,34,39,0,1,359,205,360,1,104,100,461,2,18,8,9,5,2,4,56,102,1,31,33,22,71,9,19,74,25,1,14,33,20,7,19,84,0,10,213,341,0,1,0,0,0,0,0,0,565,0,0,10,25,261,150,119,10,13,80,131,202,102,27,6.300000000000001,8.038811357301372,1.368421052631579,1.382852378872881,12.524390243902438,5.4242360133595255,2.6754716981132076,1.4236598726644358
NZ,NZL,New Zealand,6,2020-12-30,2020-12-21,447,1,3430.86964376187,0,0,17,445,2709391.4136691527,428,2,2,443,3,45,399,3,9,435,2,51,394,3,59,385,1,61,385,3,15,429,3,6,438,2,7,438,1,4,442,3,10,434,3,33,411,3,2,442,3,12,432,445,0,1,1,402,2,11,32,438,1,2,6,396,1,10,40,388,1,9,49,386,2,9,50,432,1,7,7,441,1,2,3,440,1,3,3,443,0,2,2,437,0,7,3,414,1,7,25,445,0,0,2,435,0,4,8,0,2,10,435,437,7,3,0,7,88,352,359,1,3,84,444,0,3,0,444,0,3,0,447,0,0,11,10,3,423,447,0,0,0,0,0,0,1,234,123,60,29,22,16,142,218,49,22,12,235,141,37,22,12,204,162,47,22,8,234,140,43,22,19,87,198,121,0,444,0,2,1,444,0,1,2,444,0,1,2,444,0,0,3,444,0,1,2,444,0,1,2,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,447,0,0,0,0,6,116,325,0,0,332,115,0,4,260,183,0,3,312,132,0,8,123,316,0,4,43,400,0,1,328,118,119,1,142,76,58,51,0,3,1,20,156,267,0,4,442,1,0,3,85,359,0,1,11,9,32,28,348,18,0,0,62,99,168,118,0,8,24,81,126,208,447,447,331,1,13,102,115,3,32,297,187,5,19,236,135,5,29,278,324,1,10,112,404,0,21,22,0,4,4,1,7,24,407,0,0,1,3,17,42,384,0,4,31,110,156,146,0,2,3,8,37,397,0,0,7,32,87,321,408,7,21,11,408,9,9,21,408,3,24,12,0,1,137,309,138,0,76,233,371,1,5,2,10,6,1,2,49,234,0,14,11,8,35,1,6,26,12,0,12,19,10,4,18,37,0,7,185,250,1,4,0,0,0,0,0,0,0,447,0,12,22,170,133,110,12,15,85,108,140,65,22,7.330985915492958,8.535883232986269,1.875,1.1259916264596033,13.021479713603819,5.1393981278175245,2.308252427184466,1.3774795751375415
NZ,NZL,New Zealand,7,2020-12-30,2020-12-21,144,0,0,0,0,4,143,800538.4457681818,140,2,1,141,2,11,131,3,4,137,2,25,117,2,17,125,2,18,124,3,5,136,3,4,137,3,2,139,3,3,138,3,4,137,3,10,131,3,5,136,3,5,136,143,1,0,0,133,0,3,8,140,0,2,2,119,3,8,14,127,3,4,10,126,3,6,9,139,0,3,2,140,0,3,1,142,1,1,0,141,1,0,2,140,1,2,1,134,1,2,7,139,2,0,3,139,2,0,3,0,1,4,139,140,4,0,0,2,32,110,112,2,3,27,141,0,3,0,141,0,2,1,144,0,0,7,1,2,134,144,0,0,0,0,0,0,0,76,37,24,7,8,12,34,81,9,8,4,76,48,8,8,11,60,52,13,8,7,70,47,12,8,12,22,68,34,0,142,0,0,2,142,0,1,1,142,0,0,2,142,0,0,2,142,0,0,2,142,0,0,2,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,0,1,20,123,0,0,104,40,0,1,71,72,0,0,96,48,0,1,38,105,0,3,14,127,0,0,104,40,40,0,46,30,12,16,0,2,1,8,61,72,0,2,142,0,0,4,30,110,0,0,2,4,9,8,116,5,0,0,25,34,55,30,0,3,6,24,44,67,144,144,124,0,0,20,40,0,11,93,73,2,2,67,48,0,17,79,106,1,5,32,130,0,5,9,0,1,0,1,0,10,132,0,0,0,1,9,13,121,0,2,5,35,54,48,0,0,1,1,12,130,0,0,0,5,32,107,139,1,3,1,139,1,2,2,139,0,3,2,0,3,18,123,21,0,14,109,130,1,1,1,1,1,0,0,9,112,0,2,0,2,4,0,1,5,0,0,3,2,2,1,4,6,0,4,58,82,0,0,0,0,0,0,0,0,0,0,144,3,12,63,42,24,3,8,32,43,36,18,4,7.619047619047619,9.455808334879139,1,0,12.153284671532846,4.965899170621371,2.0238095238095237,1.113296263996503
NZ,NZL,New Zealand,-99,2020-12-31,2020-12-22,717,7,60717.8264216892,3,22938.46008050897,41,592,5598734.981660361,0,10,15,692,8,107,602,11,30,676,10,142,565,11,131,575,8,128,581,11,47,659,11,15,691,10,30,677,10,20,687,12,44,661,10,120,587,11,18,688,13,74,630,702,0,9,6,610,7,35,65,687,4,9,17,575,7,28,107,586,8,40,83,589,4,30,94,670,3,19,25,702,0,4,11,687,1,12,17,697,4,5,11,673,3,13,28,597,9,26,85,699,1,6,11,643,3,24,47,125,0,30,562,698,15,4,152,14,135,416,583,3,14,117,703,1,11,2,703,0,14,0,717,0,0,193,11,14,499,717,0,0,0,0,0,201,5,213,162,86,50,273,16,168,206,54,273,21,230,158,35,273,17,226,152,49,273,20,222,152,50,273,26,98,178,142,0,704,3,6,4,704,5,3,5,704,7,1,5,704,5,4,4,704,4,5,4,704,5,3,5,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,717,0,0,0,319,7,142,249,319,9,291,98,319,4,239,155,319,9,263,126,319,10,159,229,319,9,64,325,362,2,224,129,493,0,90,51,32,51,392,10,5,28,98,184,392,10,313,2,450,8,39,220,450,3,15,11,15,21,192,10,450,5,55,55,82,70,480,12,19,37,67,102,717,717,584,5,21,107,436,7,42,232,489,8,30,190,468,6,31,212,569,7,19,122,657,4,27,29,516,0,4,4,11,15,167,516,1,2,4,15,32,147,553,2,18,27,59,58,553,0,6,9,26,123,553,0,14,28,36,86,682,5,20,10,682,8,9,18,682,7,10,18,582,3,47,85,632,2,51,32,705,0,1,2,0,1,0,1,7,675,1,3,3,3,6,0,0,6,1,0,0,1,1,1,2,14,717,0,0,0,0,0,717,0,0,0,0,0,0,0,0,717,0,0,0,0,717,0,0,0,0,0,0,5.006880733944954,7.1166189866662295,1.6875,1.1954775893619531,0,0,0,0
NZ,NZL,New Zealand,1,2020-12-31,2020-12-22,244,0,0,0,0,20,244,1959936.5247190166,239,0,1,243,0,28,216,0,9,235,0,56,188,0,60,184,0,48,196,0,22,222,0,13,231,0,13,231,0,0,244,0,18,226,0,52,192,0,5,239,0,43,201,243,0,0,1,216,0,5,23,235,0,2,7,188,1,6,49,184,1,19,40,196,0,9,39,222,0,8,14,231,0,5,8,231,0,3,10,244,0,0,0,226,0,8,10,192,1,11,40,239,0,1,4,201,0,11,32,0,0,13,231,231,11,2,0,1,83,160,161,0,4,79,240,0,4,0,240,0,4,0,244,0,0,5,2,2,235,244,0,0,0,0,0,0,0,93,83,56,12,0,0,115,114,15,0,1,151,79,13,0,0,137,83,24,0,0,134,89,21,0,0,45,143,56,0,242,1,0,1,242,1,1,0,242,1,0,1,242,1,0,1,242,1,0,1,242,0,1,1,243,0,0,1,243,0,0,1,243,0,0,1,243,0,0,1,243,0,0,1,243,0,0,1,243,0,0,1,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,244,0,0,0,0,0,123,121,0,0,193,51,0,0,172,72,0,1,201,42,0,0,127,117,0,1,56,187,0,0,196,48,48,0,62,49,37,48,0,0,5,23,98,118,0,0,244,0,0,3,42,199,0,0,5,7,14,28,179,11,0,0,20,35,83,106,0,0,11,41,80,112,244,244,121,2,8,113,51,2,8,183,72,2,7,163,43,3,8,190,117,2,5,120,188,1,15,40,0,0,0,9,22,47,166,0,0,1,13,31,52,147,0,2,16,42,85,99,0,0,4,13,40,187,0,0,20,35,66,123,189,0,31,24,189,2,1,52,189,2,12,41,0,0,155,89,155,0,37,52,207,0,2,1,6,7,0,1,20,52,0,7,27,7,23,1,2,9,5,0,9,11,8,6,8,69,0,5,82,153,4,0,0,0,244,0,0,0,0,0,0,2,3,116,76,47,2,0,16,49,88,65,24,5.027972027972028,6.4184418011026345,1.4615384615384615,0.9674179220468452,12.294372294372295,4.9345642880570715,3.8818565400843883,1.5441140061788858
