ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,2,2020-12-31,2020-12-22,385,3,34290.90530582861,1,11605.008960461599,45,385,2942016.1295969523,376,0,3,382,0,47,338,0,9,376,0,87,298,0,91,294,0,67,318,0,34,351,0,10,375,0,22,363,0,3,382,0,17,368,0,83,302,0,4,381,0,48,337,382,0,0,3,338,0,19,28,376,0,3,6,298,0,18,69,294,0,21,70,318,0,12,55,351,0,15,19,375,0,4,6,363,0,2,20,382,0,3,0,368,0,5,12,302,0,15,68,381,0,2,2,337,0,16,32,0,0,25,360,360,22,3,0,1,125,259,260,0,10,115,375,0,9,1,375,1,9,0,384,0,1,11,2,6,366,385,0,0,0,0,0,0,0,167,128,63,27,0,3,109,245,28,0,1,183,178,23,0,1,167,177,40,0,0,187,162,36,0,1,55,240,89,0,379,2,2,2,379,1,1,4,379,2,0,4,379,2,2,2,379,1,1,4,379,2,1,3,384,0,0,1,384,0,0,1,384,0,0,1,384,0,0,1,384,0,0,1,384,0,0,1,384,0,0,1,385,0,0,0,385,0,0,0,385,0,0,0,385,0,0,0,385,0,0,0,0,1,176,208,0,0,311,74,0,0,271,114,0,2,313,70,0,0,175,210,0,0,72,313,0,1,304,80,81,0,108,80,49,67,0,0,2,25,124,234,0,1,383,1,0,3,68,314,0,0,6,8,25,42,299,5,0,0,30,56,138,161,0,2,22,59,121,181,385,385,209,2,12,162,74,2,18,291,114,2,11,258,72,2,17,294,210,4,12,159,313,1,35,36,0,0,1,5,40,62,277,0,0,4,15,41,72,253,0,1,46,85,127,126,0,1,10,22,66,286,0,0,24,64,116,181,297,1,60,27,297,4,5,79,297,1,29,58,0,1,290,94,291,0,54,40,331,0,8,0,4,4,1,6,31,41,0,16,24,22,36,6,20,33,11,0,11,41,20,16,12,76,0,3,141,236,1,4,0,0,0,385,0,0,0,0,0,4,4,208,110,59,4,2,72,106,114,70,17,5.514563106796117,7.045308527468305,1.8,0.9574271077563381,12.55,6.093675381587081,3.266129032258065,1.5142211984228853
NZ,NZL,New Zealand,3,2020-12-31,2020-12-22,427,1,6683.13203345003,1,6683.13203345003,38,426,2922328.332080956,419,1,3,423,1,33,393,1,4,422,1,78,348,0,87,340,1,51,375,1,25,401,1,5,421,1,14,412,1,4,422,1,9,417,1,63,363,1,4,422,1,49,377,424,0,2,1,394,0,15,18,423,0,2,2,349,0,16,62,340,0,25,62,376,0,15,36,402,0,11,14,422,0,1,4,413,0,7,7,423,0,3,1,418,0,2,7,364,0,16,47,423,0,1,3,378,0,19,30,0,1,22,404,405,20,2,0,5,145,277,282,0,7,138,420,0,7,0,420,0,7,0,427,0,0,12,6,1,408,427,0,0,0,0,0,0,1,179,144,76,27,0,1,115,277,34,0,2,213,190,22,0,1,192,197,37,0,3,197,197,30,0,3,61,242,121,0,426,1,0,0,426,1,0,0,426,1,0,0,426,0,1,0,426,1,0,0,426,1,0,0,423,0,0,4,423,0,0,4,423,0,1,3,423,0,0,4,423,0,1,3,423,0,0,4,423,0,0,4,426,0,0,1,426,0,0,1,426,0,0,1,426,0,0,1,426,0,0,1,0,0,167,260,0,2,340,85,0,0,287,140,0,2,323,102,0,0,164,263,0,0,52,375,0,0,330,97,97,0,122,73,64,71,0,0,3,25,133,266,0,0,425,2,0,9,82,336,0,0,7,11,20,37,340,12,0,0,32,54,164,177,0,1,20,49,126,231,427,427,260,3,11,153,87,4,23,313,140,4,14,269,104,3,18,302,263,4,9,151,375,0,21,31,0,0,3,9,12,43,360,0,0,3,11,22,76,315,0,2,46,88,151,140,0,0,16,27,46,338,0,1,19,58,130,219,350,7,44,26,350,9,12,56,350,6,24,47,0,3,308,116,311,0,72,44,355,3,6,1,5,2,3,2,50,47,0,12,21,21,57,3,16,56,19,1,7,48,23,13,10,73,0,6,170,246,0,5,0,0,0,0,427,0,0,0,0,6,10,228,120,63,6,3,49,113,165,67,24,5.307931578947368,6.541347488365663,1.681818181818182,1.0861186305619104,13.470886075949368,5.422952534136361,3.547029702970297,1.4626079189837093
NZ,NZL,New Zealand,4,2020-12-31,2020-12-22,549,2,12400.923814864142,2,12400.923814864142,26,548,3171629.5355703654,538,0,4,545,0,55,494,0,9,540,0,92,457,0,80,469,0,73,476,0,25,524,0,8,541,0,14,535,0,3,546,0,17,532,0,75,474,0,4,545,0,47,502,545,1,2,1,494,1,23,31,540,0,1,8,457,3,19,70,469,2,27,51,476,3,12,58,524,1,14,10,541,0,4,4,535,0,7,7,546,1,2,0,532,0,8,9,474,2,18,55,545,1,1,2,502,3,19,25,0,1,17,531,532,14,3,0,3,173,373,376,1,8,164,541,1,7,0,541,0,8,0,549,0,0,12,5,7,525,549,0,0,0,0,0,0,1,234,182,88,44,0,1,138,357,53,0,2,274,233,40,0,1,245,241,62,0,2,247,241,59,0,1,79,306,163,0,542,3,2,2,542,3,2,2,542,2,2,3,542,2,2,3,542,3,1,3,542,2,1,4,548,0,0,1,548,0,0,1,548,0,0,1,548,0,0,1,548,0,0,1,548,0,0,1,548,0,0,1,549,0,0,0,549,0,0,0,549,0,0,0,549,0,0,0,549,0,0,0,0,0,218,331,0,2,442,105,0,2,355,192,0,0,412,137,0,0,192,357,0,1,53,495,0,1,422,126,127,0,155,92,86,89,0,3,5,19,154,368,0,4,544,1,0,5,114,430,0,0,12,14,29,44,434,16,0,0,57,81,196,215,0,3,28,77,158,283,549,549,331,4,15,199,107,6,31,405,194,6,21,328,137,6,19,387,357,6,10,176,496,3,29,21,0,1,3,8,21,48,468,0,0,4,10,30,77,428,0,2,43,128,200,176,0,0,5,16,80,448,0,0,20,79,150,300,450,3,70,26,450,10,11,78,450,9,29,61,0,2,401,146,403,0,83,63,466,3,8,1,4,3,3,2,59,65,0,19,30,30,66,7,23,69,28,0,10,47,35,8,21,91,0,3,182,359,3,2,0,0,0,0,0,549,0,0,0,8,14,269,152,106,8,7,74,99,207,114,40,5.47196261682243,7.06569832668126,1.4705882352941178,1.0675700831106785,13.262645914396888,5.292523470084618,3.1793893129770994,1.453641438360782
NZ,NZL,New Zealand,5,2020-12-31,2020-12-22,579,0,0,0,0,31,579,3143494.436283816,564,2,3,574,1,76,502,1,11,567,2,83,494,2,74,503,2,69,508,2,23,554,1,8,570,2,9,568,2,10,567,3,17,559,2,59,518,2,2,575,2,37,540,576,0,2,1,503,1,26,49,568,1,1,9,496,1,18,64,505,2,21,51,510,2,16,51,556,1,14,8,571,0,2,6,570,0,3,6,569,1,4,5,562,1,9,7,520,0,11,48,577,0,1,1,542,2,9,26,0,0,22,557,557,17,5,0,4,158,417,421,5,13,140,566,0,13,0,566,1,12,0,578,0,1,22,5,6,546,579,0,0,0,0,0,0,1,261,178,91,48,0,11,173,348,47,0,11,297,234,37,0,16,264,242,57,0,17,288,220,54,0,20,88,306,165,0,573,2,1,3,573,2,2,2,573,2,3,1,573,3,0,3,573,2,1,3,573,3,0,3,576,0,0,3,576,0,0,3,576,0,0,3,576,0,0,3,576,0,1,2,576,0,0,3,576,0,0,3,578,0,0,1,578,0,0,1,578,0,0,1,578,0,0,1,578,0,0,1,0,3,201,375,0,4,432,143,0,6,354,219,0,1,439,139,0,5,182,392,0,6,55,518,0,1,430,148,149,0,169,103,74,84,0,3,6,30,172,368,0,1,578,0,0,8,109,462,0,0,10,11,34,52,449,23,0,0,61,102,204,212,0,5,26,93,166,289,579,579,378,1,30,170,147,4,41,387,225,3,23,328,140,3,43,393,397,3,21,158,524,0,26,29,0,2,9,5,27,47,489,0,1,1,3,30,57,487,0,3,61,125,200,190,0,0,5,20,69,485,0,0,22,65,155,337,492,3,63,21,492,16,17,54,492,12,35,40,0,1,367,211,368,1,117,93,462,2,18,8,11,5,2,3,68,95,1,30,36,23,76,10,19,80,26,1,15,33,23,10,16,85,0,11,219,348,0,1,0,0,0,0,0,0,579,0,0,10,25,267,153,124,10,12,82,136,208,104,27,6.583333333333334,8.10756178758663,1.4210526315789471,1.346426937147361,12.502717391304348,5.453606662864129,2.661172161172161,1.4439477295025276
NZ,NZL,New Zealand,6,2020-12-31,2020-12-22,449,1,3430.86964376187,0,0,20,447,2795837.7669641552,434,3,3,443,4,53,392,4,10,435,3,54,392,4,58,387,2,63,384,4,14,431,4,5,440,2,7,440,1,2,446,4,11,434,4,33,412,4,2,443,4,13,432,446,0,2,1,396,2,15,36,439,1,2,7,395,0,14,40,391,1,11,46,386,1,12,50,435,1,8,5,444,1,1,3,442,0,4,3,447,0,1,1,438,0,7,4,416,1,7,25,447,0,0,2,436,0,7,6,0,2,12,435,437,8,4,0,10,93,346,356,1,5,87,444,0,5,0,444,0,5,0,449,0,0,16,8,3,422,449,0,0,0,0,0,0,2,231,129,64,23,0,15,151,234,49,0,14,242,157,36,0,14,214,177,44,0,9,240,159,41,0,23,83,214,129,0,446,0,2,1,446,0,1,2,446,0,1,2,446,0,0,3,446,0,1,2,446,0,1,2,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,449,0,0,0,0,5,105,339,0,0,335,114,0,3,260,186,0,2,322,125,0,7,127,315,0,4,40,405,0,1,336,112,113,1,147,75,64,49,0,3,1,19,166,260,0,3,445,1,0,4,78,367,0,0,12,11,27,30,352,17,0,0,62,97,168,122,0,10,27,78,127,207,449,449,344,1,11,93,114,3,29,303,189,5,18,237,127,5,27,290,322,1,8,118,409,0,21,19,0,4,4,1,6,23,411,0,0,1,3,16,47,382,0,6,32,109,151,151,0,2,3,10,35,399,0,0,8,33,86,322,408,7,21,13,408,10,8,23,408,4,22,15,0,1,134,314,135,1,87,226,362,1,10,2,12,6,1,2,53,228,0,16,10,6,34,2,7,25,10,0,13,20,9,8,18,43,0,8,183,255,1,2,0,0,0,0,0,0,0,449,0,9,24,173,128,115,9,15,91,108,145,61,20,7.46,8.527594371908885,1.7999999999999998,1.0327955589886444,12.927058823529412,5.147067956230997,2.2805755395683454,1.3869001318228538
NZ,NZL,New Zealand,7,2020-12-31,2020-12-22,150,0,0,0,0,5,149,835808.7490121459,146,2,1,147,2,11,137,3,5,142,2,24,124,2,19,129,2,18,130,3,5,142,3,2,145,3,2,145,3,3,144,3,3,144,3,10,137,3,5,142,3,4,143,149,1,0,0,139,0,3,8,145,0,2,3,126,3,6,15,131,3,5,11,132,3,5,10,145,0,3,2,148,0,2,0,148,1,0,1,147,1,0,2,147,1,2,0,140,1,2,7,145,2,0,3,146,2,0,2,0,1,5,144,145,4,1,0,3,29,118,121,2,3,24,147,0,3,0,147,0,2,1,150,0,0,8,1,2,139,150,0,0,0,0,0,0,0,77,38,27,8,0,11,40,86,13,0,4,83,50,13,0,11,69,53,17,0,8,77,48,17,0,13,24,74,39,0,148,0,0,2,148,0,1,1,148,0,0,2,148,0,0,2,148,0,0,2,148,0,0,2,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,0,1,23,126,0,0,106,44,0,1,69,80,0,0,97,53,0,1,36,113,0,3,14,133,0,0,105,45,45,0,51,29,10,15,0,2,1,8,58,81,0,2,148,0,0,4,31,115,0,0,2,4,9,7,120,8,0,0,27,34,57,32,0,3,6,24,46,71,150,150,127,0,2,21,44,0,13,93,81,1,3,65,53,0,18,79,114,0,5,31,136,0,5,9,0,1,1,1,0,11,136,0,0,0,1,10,15,124,0,2,4,36,58,50,0,0,1,1,10,138,0,0,0,5,28,117,145,1,3,1,145,1,2,2,145,0,3,2,0,2,19,129,21,0,15,114,135,1,1,1,2,1,0,0,9,116,0,2,0,2,5,0,1,3,1,0,3,2,2,2,4,7,0,6,50,94,0,0,0,0,0,0,0,0,0,0,150,3,11,66,43,27,3,7,35,48,36,17,4,7.951219512195122,9.494606941606891,1,0,11.654676258992806,5.0643857807695944,2.014925373134328,1.1567719839970132
NZ,NZL,New Zealand,-99,2021-01-01,2020-12-23,741,8,136285.4039120999,3,22938.46008050897,41,615,5711250.906536144,0,10,15,716,10,105,626,12,30,699,12,142,587,13,136,592,10,133,598,13,45,683,13,17,711,11,30,700,12,21,708,14,42,685,13,121,607,13,19,709,14,83,644,726,2,8,5,636,4,32,69,711,3,9,18,599,5,29,108,605,6,40,90,608,4,30,99,696,4,19,22,724,1,5,11,711,2,12,16,720,4,7,10,699,2,13,27,620,6,26,89,722,1,6,12,658,4,26,53,125,1,31,584,722,15,4,156,13,152,420,591,5,17,128,724,2,13,2,724,0,17,0,741,0,0,200,10,12,519,741,0,0,0,0,0,206,5,215,171,89,55,277,14,162,227,61,277,22,242,161,39,277,18,231,162,53,277,19,229,165,51,277,28,92,193,151,0,730,3,4,4,730,5,2,4,730,6,1,4,730,4,3,4,730,4,3,4,730,5,3,3,679,6,1,55,679,5,2,55,679,5,2,55,679,6,2,54,679,6,7,49,679,7,2,53,679,6,5,51,732,1,0,8,732,0,2,7,732,1,0,8,732,1,0,8,732,1,1,7,338,5,133,265,338,7,296,100,338,4,245,154,338,10,268,125,338,8,162,233,338,8,64,331,387,2,228,124,513,0,98,52,34,44,418,10,5,27,103,178,418,9,313,1,477,8,36,220,477,3,15,5,15,21,193,12,477,5,52,52,81,74,505,13,19,32,67,105,741,741,619,5,18,99,458,8,39,236,510,9,33,189,490,8,29,214,593,8,16,124,682,5,24,30,544,0,4,5,12,13,163,544,1,2,4,15,30,145,584,2,16,27,59,53,584,0,5,9,24,119,584,0,13,22,33,89,714,3,15,9,714,5,6,16,714,5,7,15,615,3,36,87,654,1,57,29,730,0,0,2,1,1,0,1,6,709,1,1,3,2,4,0,0,5,1,0,0,1,1,1,2,10,741,0,0,0,0,0,741,0,0,0,0,0,0,0,0,741,0,0,0,0,741,0,0,0,0,0,0,4.5,6.309841722587229,1.588235294117647,1.0641207361838554,0,0,0,0
NZ,NZL,New Zealand,1,2021-01-01,2020-12-23,247,0,0,0,0,22,247,1921395.0459167717,241,0,1,246,0,27,220,0,8,239,0,56,191,0,62,185,0,46,201,0,23,224,0,13,234,0,13,234,0,0,247,0,18,229,0,52,195,0,5,242,0,44,203,246,0,0,1,220,0,4,23,239,0,2,6,191,2,6,48,185,2,17,43,201,1,8,37,224,0,8,15,234,0,5,8,234,0,3,10,247,0,0,0,229,0,7,11,195,0,10,42,242,0,1,4,203,0,10,34,0,0,15,232,232,13,2,0,1,86,160,161,1,4,81,243,0,4,0,243,0,4,0,247,0,0,6,2,2,237,247,0,0,0,0,0,0,0,94,82,58,13,0,0,112,119,16,0,1,148,82,16,0,0,137,83,27,0,0,138,86,23,0,0,45,143,59,0,245,1,0,1,245,1,1,0,245,1,0,1,245,1,0,1,245,1,0,1,245,0,1,1,213,0,0,34,213,0,0,34,213,0,1,33,213,0,0,34,213,0,3,31,213,0,1,33,213,0,2,32,242,0,0,5,242,0,0,5,242,0,0,5,242,0,0,5,242,0,1,4,0,0,117,130,0,0,194,53,0,0,174,73,0,1,201,45,0,0,134,113,0,1,58,188,0,0,199,48,48,0,60,50,35,54,0,0,4,25,103,115,0,0,247,0,0,3,31,213,0,0,4,7,17,32,175,12,0,0,20,38,87,102,0,0,12,38,83,114,247,247,130,2,8,107,53,2,7,185,73,2,7,165,46,3,8,190,113,2,5,127,189,1,18,39,0,0,0,8,22,46,171,0,0,1,14,33,54,145,0,3,17,42,81,104,0,0,3,15,41,188,0,0,18,38,63,128,191,0,33,23,191,3,1,52,191,3,8,45,0,0,155,92,155,0,46,46,201,0,3,2,8,9,0,0,24,46,0,11,32,8,21,1,3,10,6,0,10,11,7,6,5,70,0,6,90,147,4,0,0,0,247,0,0,0,0,0,0,3,3,116,76,49,3,0,12,54,94,59,25,4.924657534246576,6.370281882398824,1.4,0.9102589898327995,12.070212765957447,5.036020461762375,3.7698744769874475,1.4955720305165798
NZ,NZL,New Zealand,2,2021-01-01,2020-12-23,373,1,16562.7714082933,0,0,46,373,2863811.1028300696,365,0,1,372,0,45,328,0,9,364,0,83,290,0,87,286,0,67,306,0,31,342,0,7,366,0,18,355,0,4,369,0,16,357,0,75,298,0,3,370,0,46,327,372,0,0,1,328,0,20,25,364,0,4,5,290,0,19,64,286,0,22,65,306,0,12,55,342,0,13,18,366,0,2,5,355,0,2,16,369,0,3,1,357,0,5,11,298,0,12,63,370,0,2,1,327,0,15,31,0,0,24,349,349,20,4,0,1,122,250,251,0,8,114,365,0,7,1,365,1,7,0,372,0,1,9,2,6,356,373,0,0,0,0,0,0,0,159,128,60,26,0,3,110,232,28,0,1,180,166,26,0,1,155,174,43,0,0,176,157,40,0,1,49,227,96,0,367,2,2,2,367,1,1,4,367,2,0,4,367,2,2,2,367,1,1,4,367,2,1,3,334,2,0,37,334,2,1,36,334,2,1,36,334,2,0,37,334,2,3,34,334,2,0,37,334,2,1,36,370,0,0,3,370,0,0,3,370,0,0,3,370,0,1,2,370,0,0,3,0,0,162,211,0,0,300,73,0,0,264,109,0,1,305,67,0,0,179,194,0,0,69,304,0,1,296,76,77,0,107,75,48,66,0,0,4,25,118,226,0,1,370,2,0,3,61,309,0,1,5,7,25,36,291,8,0,0,27,60,138,148,0,2,21,59,119,172,373,373,211,3,9,150,73,3,18,279,109,3,12,249,68,3,16,286,194,5,11,163,304,2,30,37,0,0,2,5,39,60,267,0,0,4,15,44,71,239,0,0,44,81,119,129,0,0,10,22,61,280,0,0,25,63,113,172,285,2,60,26,285,5,4,79,285,2,27,59,0,1,267,105,268,0,62,43,311,0,8,1,3,4,1,6,39,44,0,17,18,25,35,6,17,33,11,0,11,39,19,15,10,73,0,3,146,219,1,4,0,0,0,373,0,0,0,0,0,3,4,206,105,55,3,2,66,105,110,67,20,5.402010050251256,7.073152825210789,1.9565217391304348,1.2239377906638147,12.318047337278108,5.9906108314804625,3.269444444444445,1.5139682853513905
NZ,NZL,New Zealand,3,2021-01-01,2020-12-23,455,1,6683.13203345003,1,6683.13203345003,40,454,3048068.978770918,445,2,2,451,2,36,417,2,3,450,1,77,377,0,88,367,1,57,397,2,27,426,1,6,448,2,13,440,2,3,450,1,11,443,2,70,383,2,3,450,2,48,405,453,0,2,0,419,0,16,20,452,0,1,2,378,0,16,61,367,0,26,62,398,0,14,43,428,0,12,15,449,0,1,5,442,0,6,7,452,0,2,1,444,0,2,9,385,0,16,54,452,0,1,2,407,0,19,29,0,1,22,432,433,18,4,0,5,166,284,289,0,7,159,448,0,7,0,448,0,7,0,455,0,0,12,6,0,437,455,0,0,0,0,0,0,1,192,152,82,28,0,0,121,296,38,0,2,229,199,25,0,2,204,210,39,0,3,213,207,32,0,4,68,259,124,0,455,0,0,0,455,0,0,0,455,0,0,0,455,0,0,0,455,0,0,0,455,0,0,0,385,2,0,68,385,2,0,68,385,2,1,67,385,2,0,68,385,2,5,63,385,2,2,66,385,2,2,66,448,0,0,7,448,0,0,7,448,0,1,6,448,0,0,7,448,0,1,6,0,0,165,290,0,4,364,87,0,1,305,149,0,2,350,103,0,1,188,266,0,1,51,403,0,0,362,93,93,0,141,78,69,74,0,1,2,29,144,279,0,0,453,2,0,9,79,367,0,0,5,11,23,37,367,12,0,0,31,58,185,181,0,1,18,53,141,242,455,455,290,2,12,151,91,3,25,336,150,3,16,286,105,2,21,327,267,3,11,174,404,0,20,31,0,0,1,10,15,45,384,0,0,1,11,26,80,337,0,2,47,93,175,138,0,0,15,27,56,357,0,1,23,68,133,230,364,7,54,30,364,9,13,69,364,6,27,58,0,3,319,133,322,0,92,41,363,4,8,3,5,3,3,3,63,44,0,16,20,25,62,3,17,64,20,2,8,51,22,15,12,74,0,7,183,261,0,4,0,0,0,0,455,0,0,0,0,7,10,235,132,71,7,4,50,117,180,72,25,5.203431372549019,6.290115632493882,1.8095238095238093,1.2497618820818477,13.44047619047619,5.478535225896498,3.5266821345707657,1.4828030930235085
NZ,NZL,New Zealand,4,2021-01-01,2020-12-23,563,2,12400.923814864142,2,12400.923814864142,28,562,3166352.6842281567,557,1,3,559,0,53,510,1,9,553,1,81,481,1,83,479,0,72,491,0,28,535,1,6,556,1,14,548,1,3,559,1,15,547,1,74,488,1,4,558,0,45,518,560,1,1,1,510,1,20,32,554,0,1,8,482,3,15,63,480,2,27,54,491,3,13,56,535,1,14,13,557,0,2,4,549,0,7,7,560,1,2,0,548,0,6,9,489,2,15,57,559,1,1,2,518,3,17,25,0,1,18,544,545,14,4,0,4,183,376,380,1,7,175,556,1,6,0,556,0,7,0,563,0,0,12,7,7,537,563,0,0,0,0,0,0,1,257,175,84,46,0,2,147,362,52,0,3,286,234,40,0,2,250,248,63,0,3,259,246,55,0,3,82,310,168,0,556,3,2,2,556,3,2,2,556,2,2,3,556,2,2,3,556,3,1,3,556,2,1,4,489,7,0,67,489,8,0,66,489,7,1,66,489,7,0,67,489,6,9,59,489,7,2,65,489,7,3,64,553,0,0,10,553,0,0,10,553,0,0,10,553,0,0,10,553,0,1,9,0,1,212,350,0,2,447,114,0,1,366,196,0,0,421,142,0,0,205,358,0,2,55,506,0,1,422,140,141,0,152,91,87,92,0,3,6,21,160,373,0,4,558,1,0,5,111,447,0,0,12,12,27,46,451,15,0,0,58,87,207,211,0,4,29,72,168,290,563,563,351,3,17,192,116,4,33,410,197,4,23,339,142,4,25,392,358,4,13,188,508,3,32,20,0,1,3,7,18,47,487,0,0,3,9,29,76,446,0,2,45,126,209,181,0,0,4,16,83,460,0,0,20,78,152,313,465,2,71,25,465,11,13,74,465,10,30,58,0,2,392,169,394,0,105,64,458,5,12,1,5,3,2,2,75,66,0,21,27,30,72,5,25,74,25,0,11,50,35,10,23,89,0,3,189,366,2,3,0,0,0,0,0,563,0,0,0,5,16,281,149,112,5,8,69,110,203,121,47,5.361111111111111,7.110533729789953,1.5,1.0981267472114393,13.222264150943396,5.368651089767816,3.2676579925650557,1.4945320880271202
