ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10.0,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,-99,2021-03-05,2021-03-02,100,6,191815.8190182088,6,191815.8190182088,96,73,4289387.149487894,0,2,10,88,2,21,77,2,9,89,0,52,48,1,34,65,3,12,85,3,13,84,3,14,83,2,6,92,2,7,91,3,11,86,3,23,74,2,8,90,3,29,68,90,1,5,4,79,4,12,5,91,2,4,3,48,7,23,22,66,3,17,14,88,0,11,1,87,2,6,5,86,1,9,4,94,2,2,2,93,1,6,0,89,2,7,2,77,5,8,10,92,2,5,1,71,3,17,9,26,1,27,46,76,0,8,16,30,1,38,31,62,0,9,29,91,2,7,0,91,0,3,6,0,97,0,0,3,0,40,0,20,40,34,0,1,64,1,99,0,0,1,0,100,0,0,0,0,36,0,4,19,13,28,53,7,5,19,16,53,7,7,20,13,53,8,3,12,24,53,8,1,9,29,53,6,7,18,16,73,0,16,11,73,0,24,3,73,0,18,9,73,0,23,4,73,0,22,5,73,0,26,1,73,0,26,1,73,0,25,2,73,0,24,3,73,0,20,7,89,0,6,5,89,0,8,3,89,0,9,2,89,0,10,1,89,0,7,4,89,0,7,4,89,0,11,0,89,0,11,0,89,0,11,0,89,0,6,5,81,0,8,11,81,0,15,4,81,0,18,1,81,0,18,1,81,0,12,7,81,0,14,5,81,0,16,3,81,0,19,0,81,0,17,2,81,0,17,2,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,90,0,8,2,90,0,8,2,90,0,10,0,90,0,6,4,90,0,8,2,90,0,4,6,90,0,9,1,55,0,21,13,6,5,57,3,39,1,57,3,35,5,57,3,39,1,57,3,38,2,57,3,34,6,57,3,37,3,57,3,35,5,57,3,39,1,57,3,38,2,57,3,17,23,100,0,0,0,100,0,0,0,69,0,5,9,9,8,78,0,1,21,80,3,4,13,84,9,2,5,84,9,5,2,84,6,5,5,84,9,4,3,84,8,5,3,84,9,5,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,8,17,13,62,4,29,5,62,7,17,14,62,7,23,8,62,10,10,18,62,8,16,14,66,1,19,14,81,0,8,7,2,2,67,0,1,4,14,14,67,0,33,0,71,0,11,18,71,0,18,5,1,2,2,1,71,0,9,4,8,8,72,0,2,11,11,4,76,0,3,21,0,79,0,1,20,0,83,2,10,5,72,1,23,4,83,2,11,4,78,2,8,12,91,0,4,5,85,0,12,3,83,0,0,2,6,4,5,83,0,0,3,3,3,8,86,0,5,7,0,2,86,0,0,3,2,9,86,0,3,7,2,2,91,0,6,3,91,5,0,4,91,5,1,3,91,0,5,4,96,0,4,0,99,0,0,0,0,0,0,0,1,95,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.4523809523809526,8.320419727195349,5.0588235294117645,3.682230781660998,0,0,0,0
BY,BLR,Belarus,3,2021-03-05,2021-03-02,100,3,101133.7893292478,2,63453.3986789372,113,100,3125326.2138893963,98,2,5,93,2,20,78,2,10,88,1,38,61,1,29,70,1,18,81,3,9,88,2,9,89,2,5,93,3,3,94,3,9,88,3,19,78,2,9,89,2,26,72,95,1,3,1,80,0,10,10,90,0,2,8,62,3,16,19,71,0,11,18,82,1,8,9,91,1,5,3,91,0,7,2,95,0,3,2,97,0,2,1,91,0,7,2,81,0,8,11,91,1,3,5,74,1,14,11,0,0,35,65,65,0,17,18,0,0,50,50,50,0,13,37,87,4,8,1,87,0,6,7,0,94,0,2,4,0,13,0,28,59,0,0,1,99,0,99,0,1,0,0,99,0,0,1,0,1,0,15,27,16,41,1,2,20,33,44,1,5,26,38,30,1,5,7,28,59,1,4,2,11,82,1,4,33,39,23,59,0,14,27,59,0,30,11,59,0,33,8,59,0,38,3,59,0,19,22,59,0,36,5,59,0,40,1,59,0,41,0,59,0,37,4,59,0,28,13,84,0,7,9,84,0,8,8,84,0,13,3,84,0,14,2,84,0,9,7,84,0,10,6,84,0,15,1,84,0,16,0,84,0,15,1,84,0,8,8,73,0,12,15,73,0,17,10,73,0,26,1,73,0,26,1,73,0,8,19,73,0,23,4,73,0,24,3,73,0,27,0,73,0,24,3,73,0,17,10,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,88,0,10,2,88,0,10,2,88,0,9,3,88,0,7,5,88,0,8,4,88,0,5,7,88,0,9,3,1,0,46,34,14,5,0,3,95,2,0,3,89,8,0,3,96,1,0,3,97,0,0,3,86,11,0,3,93,4,0,3,86,11,0,3,86,11,0,3,85,12,0,3,43,54,55,2,0,43,2,2,39,57,42,1,10,16,20,11,58,1,4,37,61,0,8,31,72,13,4,11,72,11,5,12,72,8,8,12,72,9,8,11,72,10,5,13,72,11,8,9,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,68,29,0,2,83,15,0,10,41,49,0,8,64,28,0,10,33,57,0,7,34,59,0,0,71,29,29,0,29,21,11,10,0,0,4,7,29,60,0,1,99,0,0,0,23,77,0,0,65,17,9,6,2,1,0,0,20,16,24,40,0,1,10,39,36,14,0,0,15,85,0,0,0,16,82,2,32,1,51,16,17,2,76,5,59,1,35,5,36,2,34,28,67,0,23,10,66,0,30,4,0,0,2,7,20,18,53,0,0,1,8,23,22,46,0,0,33,61,5,1,0,0,7,21,24,48,0,0,27,36,21,16,37,3,52,8,37,22,18,23,37,22,24,17,0,0,77,23,77,0,7,16,93,2,0,0,1,0,0,0,4,16,1,1,6,5,8,4,3,7,11,0,4,5,1,0,3,25,0,2,53,45,0,0,0,0,0,0,100,0,0,0,0,0,6,60,28,6,0,4,19,45,29,3,0,7.303030303030303,7.37974295355916,3.461290322580645,2.873404185439846,13.729411764705882,4.986620755042622,2.5217391304347827,1.1336827169132495
BY,BLR,Belarus,-99,2021-03-06,2021-03-04,100,6,174634.0924434718,5,151276.7302109567,120,77,3692738.994448799,0,1,10,89,1,23,76,1,12,87,0,53,47,0,30,70,2,12,86,2,15,83,2,11,87,1,5,94,1,7,92,2,14,84,2,22,76,1,11,88,2,36,62,90,1,5,4,77,4,13,6,88,2,7,3,47,4,22,27,70,2,13,15,88,0,8,4,85,2,8,5,89,1,7,3,95,2,2,1,93,0,7,0,86,2,8,4,78,3,11,8,89,2,7,2,64,3,21,12,22,1,34,43,74,0,7,19,31,0,34,35,66,0,5,29,95,1,4,0,95,0,1,4,0,99,0,0,1,0,36,1,27,36,37,0,0,62,1,100,0,0,0,0,100,0,0,0,0,38,0,6,19,12,25,53,6,5,19,17,53,6,7,23,11,53,7,5,12,23,53,7,2,9,29,53,6,9,19,13,75,0,12,13,75,0,17,8,75,0,19,6,75,0,22,3,75,0,18,7,75,0,24,1,75,0,24,1,75,0,25,0,75,0,23,2,75,0,20,5,90,0,5,5,90,0,8,2,90,0,8,2,90,0,9,1,90,0,5,5,90,0,5,5,90,0,10,0,90,0,10,0,90,0,9,1,90,0,4,6,82,0,7,11,82,0,14,4,82,0,17,1,82,0,17,1,82,0,12,6,82,0,14,4,82,0,16,2,82,0,18,0,82,0,17,1,82,0,15,3,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,93,0,5,2,93,0,4,3,93,0,7,0,93,0,3,4,93,0,6,1,93,0,3,4,93,0,6,1,53,0,26,12,6,3,57,2,39,2,57,2,37,4,57,2,40,1,57,2,40,1,57,2,35,6,57,2,38,3,57,2,37,4,57,2,40,1,57,2,37,4,57,2,18,23,100,0,0,0,100,0,0,0,69,0,6,9,7,9,78,0,2,20,80,2,4,14,78,10,2,10,78,12,5,5,78,8,6,8,78,10,7,5,78,9,7,6,78,12,6,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,5,17,16,62,4,29,5,62,6,15,17,62,5,23,10,62,9,11,18,62,7,18,13,64,2,22,12,78,0,11,7,3,1,66,1,0,3,17,13,66,1,33,0,68,2,10,20,68,1,18,8,2,1,1,1,68,1,9,5,9,8,69,1,0,13,11,6,73,0,3,24,0,79,0,1,20,0,83,1,10,6,72,1,24,3,85,2,11,2,78,3,9,10,89,0,7,4,83,0,16,1,81,0,0,1,6,5,7,81,0,0,3,3,4,9,85,0,4,8,0,3,85,0,1,1,3,10,85,0,3,8,2,2,90,0,8,2,90,5,1,4,90,5,0,5,92,0,2,6,94,1,5,0,98,0,0,0,0,0,0,0,2,96,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.454545454545454,8.809230215965856,5.095238095238095,3.631869517270161,0,0,0,0
BY,BLR,Belarus,3,2021-03-06,2021-03-04,100,3,76301.1738063964,1,19310.3915780429,99,100,2740575.6468056324,98,1,4,95,1,19,80,1,8,91,0,33,67,1,32,67,0,18,82,3,10,87,1,10,89,1,2,97,2,4,94,2,6,92,2,17,81,1,6,93,1,23,76,96,1,3,0,81,0,11,8,92,0,2,6,67,2,9,22,68,0,11,21,82,1,12,5,90,0,5,5,90,0,9,1,98,0,1,1,96,0,3,1,94,0,3,3,83,0,6,11,94,1,2,3,77,1,9,13,0,0,35,65,65,0,16,19,0,0,53,47,47,2,12,39,88,4,6,2,88,0,3,9,0,97,0,0,3,0,14,0,24,62,0,0,2,98,0,98,0,1,1,0,99,0,0,1,0,2,0,14,26,19,39,2,3,22,36,37,2,6,24,36,32,2,5,9,29,55,2,7,3,11,77,2,2,38,36,22,61,0,16,23,61,0,27,12,61,0,30,9,61,0,37,2,61,0,16,23,61,0,35,4,61,0,38,1,61,0,39,0,61,0,38,1,61,0,26,13,81,0,8,11,81,0,7,12,81,0,14,5,81,0,17,2,81,0,11,8,81,0,12,7,81,0,17,2,81,0,19,0,81,0,18,1,81,0,8,11,74,0,12,14,74,0,21,5,74,0,26,0,74,0,24,2,74,0,9,17,74,0,21,5,74,0,23,3,74,0,26,0,74,0,23,3,74,0,17,9,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,86,0,12,2,86,0,12,2,86,0,12,2,86,0,10,4,86,0,11,3,86,0,6,8,86,0,12,2,2,0,40,34,12,12,0,2,96,2,0,2,89,9,0,2,95,3,0,2,96,2,0,2,87,11,0,2,93,5,0,2,88,10,0,2,89,9,0,2,84,14,0,2,46,52,48,1,3,48,2,1,30,67,41,0,13,20,13,13,60,1,5,34,63,0,7,30,76,10,4,10,76,9,4,11,76,6,9,9,76,6,9,9,76,7,5,12,76,8,8,8,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,62,37,0,2,83,15,0,6,39,55,0,6,61,33,0,5,34,61,0,5,40,55,0,0,72,28,28,0,32,19,11,10,0,0,4,8,33,55,0,1,99,0,0,0,31,69,0,1,62,23,7,4,1,2,0,0,20,13,29,38,0,1,11,33,38,17,0,0,19,81,0,0,0,18,79,3,38,2,45,15,17,2,75,6,61,2,28,9,39,3,29,29,66,0,21,13,60,0,34,6,0,0,1,6,22,18,53,0,0,1,4,27,20,48,0,0,30,59,7,4,0,0,6,16,26,52,0,0,19,41,25,15,40,5,47,8,40,27,15,18,40,23,23,14,0,1,71,28,72,1,7,20,93,2,0,0,0,0,0,1,4,22,1,3,12,4,4,3,5,6,10,0,2,8,1,0,2,17,0,2,46,52,0,0,0,0,0,0,100,0,0,0,0,0,7,61,25,7,0,7,18,45,28,2,0,7.0508474576271185,7.176166801230881,3.041935483870968,2.6027900662620214,13.666666666666666,5.6309737318282105,2.533333333333333,1.093391795276299
BY,BLR,Belarus,4,2021-03-06,2021-03-02,100,3,97729.537041432,2,71559.46159288331,61,100,3571627.7676948016,98,3,3,94,3,12,85,2,10,88,2,32,66,2,21,77,2,16,82,2,12,86,3,7,90,3,2,95,2,2,96,3,8,89,2,15,83,3,3,94,3,18,79,97,0,2,1,88,1,7,4,90,1,3,6,68,1,19,12,79,1,9,11,84,1,9,6,88,1,9,2,93,0,5,2,98,1,0,1,98,0,1,1,92,1,6,1,85,1,3,11,97,1,2,0,82,2,5,11,0,0,28,72,72,0,16,12,0,0,65,35,35,1,10,54,90,4,6,0,90,0,1,9,0,99,0,1,0,0,11,0,23,66,0,0,5,95,0,95,0,0,5,0,100,0,0,0,0,5,0,10,24,18,43,5,8,16,42,29,5,7,20,37,31,5,10,11,28,46,5,11,1,12,71,5,7,27,36,25,57,0,24,19,57,0,35,8,57,0,35,8,57,0,40,3,57,0,35,8,57,0,39,4,57,0,43,0,57,0,43,0,57,0,34,9,57,0,34,9,82,0,11,7,82,0,14,4,82,0,16,2,82,0,18,0,82,0,9,9,82,0,17,1,82,0,18,0,82,0,18,0,82,0,17,1,82,0,17,1,76,0,10,14,76,0,18,6,76,0,24,0,76,0,23,1,76,0,13,11,76,0,17,7,76,0,24,0,76,0,24,0,76,0,22,2,76,0,16,8,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,90,0,8,2,90,0,9,1,90,0,9,1,90,0,7,3,90,0,6,4,90,0,8,2,90,0,9,1,5,1,43,34,7,10,0,0,97,3,0,0,93,7,0,0,97,3,0,0,100,0,0,0,81,19,0,0,92,8,0,0,92,8,0,0,90,10,0,0,88,12,0,0,50,50,42,0,0,58,2,0,28,70,48,0,10,19,14,9,66,0,3,31,67,0,3,30,77,11,4,8,77,13,3,7,77,12,4,7,77,12,4,7,77,11,5,7,77,10,7,6,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,59,37,0,4,77,19,0,9,38,53,0,8,58,34,0,7,27,66,0,2,47,51,0,0,62,38,38,0,24,18,7,13,0,1,1,10,39,49,0,1,99,0,0,1,29,70,0,0,57,26,5,7,4,1,0,0,25,16,21,38,0,0,9,36,39,16,0,0,19,80,1,0,0,20,76,4,41,0,46,13,23,0,72,5,62,0,33,5,42,0,28,30,73,0,16,11,53,0,43,4,0,0,3,2,17,27,51,0,0,1,5,16,22,56,0,0,34,51,6,9,0,0,6,13,32,49,0,0,16,39,25,20,45,5,46,4,45,29,11,15,45,26,19,10,0,1,82,17,83,1,5,11,95,1,0,0,2,0,2,0,0,13,0,1,14,9,13,1,4,11,6,0,2,2,4,0,6,14,0,1,40,59,0,0,0,0,0,0,0,100,0,0,0,2,4,55,31,8,2,3,21,43,26,4,1,7.40909090909091,7.6014630838279516,2.736842105263158,2.256893274273728,13.47872340425532,4.762597834976823,2.1777777777777776,1.0869788848592403
BY,BLR,Belarus,-99,2021-03-07,2021-03-04,100,6,173975.9985927245,5,150618.6363602094,103,72,3619601.9784717383,0,2,9,89,3,24,73,2,11,87,1,50,49,3,29,68,2,17,81,3,17,80,3,10,87,2,2,96,4,9,87,2,11,87,1,25,74,2,12,86,3,38,59,91,1,5,3,76,3,13,8,89,0,5,6,50,4,20,26,71,1,10,18,83,1,10,6,83,1,8,8,90,0,7,3,98,1,1,0,91,0,7,2,89,1,7,3,75,1,13,11,88,1,10,1,62,1,22,15,27,1,32,40,77,0,7,16,37,0,28,35,72,0,4,24,96,0,4,0,96,0,0,4,0,100,0,0,0,0,41,2,26,31,44,0,1,54,1,99,0,0,1,0,100,0,0,0,0,45,0,6,15,13,21,57,6,6,14,17,57,5,5,20,13,57,5,4,9,25,57,6,1,7,29,57,5,6,20,12,79,0,10,11,79,0,13,8,79,0,13,8,79,0,19,2,79,0,15,6,79,0,21,0,79,0,21,0,79,0,21,0,79,0,19,2,79,0,15,6,88,0,5,7,88,0,9,3,88,0,10,2,88,0,11,1,88,0,6,6,88,0,8,4,88,0,12,0,88,0,12,0,88,0,11,1,88,0,7,5,86,0,4,10,86,0,10,4,86,0,14,0,86,0,13,1,86,0,9,5,86,0,12,2,86,0,11,3,86,0,14,0,86,0,13,1,86,0,9,5,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,91,0,7,2,91,0,6,3,91,0,9,0,91,0,4,5,91,0,8,1,91,0,4,5,91,0,8,1,57,1,22,13,5,2,60,1,38,1,60,1,35,4,60,1,37,2,60,1,39,0,60,1,32,7,60,1,38,1,60,1,36,3,60,1,36,3,60,1,32,7,60,1,19,20,100,0,0,0,100,0,0,0,70,0,5,8,9,8,81,0,2,17,83,1,3,13,79,8,3,10,79,9,3,9,79,6,7,8,79,7,6,8,79,8,5,8,79,9,7,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,61,4,19,16,61,4,28,7,61,6,14,19,61,5,22,12,61,8,12,19,61,6,19,14,63,2,19,16,81,0,7,8,3,1,65,1,0,2,18,14,65,2,33,0,70,2,12,16,70,1,17,8,1,1,1,1,70,1,4,6,8,11,71,1,1,11,11,5,75,1,2,22,0,81,0,0,19,0,81,2,12,5,73,1,23,3,86,2,10,2,79,4,11,6,88,0,8,4,82,1,15,2,86,0,0,0,2,5,7,86,0,0,2,2,4,6,90,0,1,7,0,2,90,0,1,2,2,5,90,0,3,6,1,0,91,1,6,2,91,5,1,3,91,4,1,4,94,0,0,6,94,1,4,1,99,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.6976744186046515,8.60380559132862,4.7368421052631575,3.603117558497207,0,0,0,0
