ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,-99,2021-02-08,2021-02-06,100,2,362113.728045467,0,0,59,87,54157001.447655395,0,7,3,90,6,14,80,6,5,89,10,11,79,7,20,73,9,7,84,6,10,84,6,6,88,8,4,88,5,7,88,5,10,85,7,12,81,8,5,87,7,13,80,97,1,1,1,86,1,10,3,95,0,2,3,89,2,5,4,80,2,11,7,93,0,4,3,90,0,4,6,94,0,4,2,96,1,3,0,93,1,4,2,90,1,7,2,88,2,5,5,95,0,4,1,87,2,11,0,13,0,27,60,74,0,20,6,15,2,38,45,63,2,10,25,90,3,6,1,90,1,4,5,0,96,0,4,0,32,2,18,48,23,0,0,73,4,100,0,0,0,100,0,0,0,0,23,0,33,20,14,10,31,8,22,20,19,100,31,7,41,6,15,31,6,35,9,19,31,8,14,6,41,31,7,47,6,9,92,0,6,2,92,0,5,3,92,0,4,4,92,0,7,1,92,0,6,2,92,0,7,1,92,0,6,2,92,0,5,3,92,0,7,1,0,86,0,7,7,86,0,12,2,86,0,14,0,86,0,12,2,86,0,6,8,86,0,8,6,86,0,13,1,86,0,12,2,86,0,13,1,0,81,0,14,5,81,0,16,3,81,0,18,1,81,0,19,0,81,0,12,7,81,0,13,6,81,0,18,1,81,0,18,1,81,0,18,1,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,96,0,4,0,96,0,3,1,96,0,2,2,96,0,0,4,96,0,4,0,96,0,2,2,96,0,4,0,39,0,26,11,14,10,41,1,53,5,41,1,54,4,41,1,55,3,41,1,57,1,41,1,52,6,41,1,54,4,41,1,56,2,41,1,55,3,41,1,54,4,41,1,19,39,100,0,0,0,100,0,0,0,0,0,0,82,4,7,7,82,6,5,7,82,4,6,8,82,7,6,5,82,7,4,7,82,6,3,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,4,29,15,52,8,29,11,52,5,32,11,52,8,24,16,52,8,24,16,52,7,29,12,56,0,22,22,78,0,7,8,2,5,59,1,0,7,18,15,59,1,39,1,66,1,11,22,66,0,14,7,6,3,2,2,66,0,7,6,12,9,68,0,7,10,12,3,100,71,0,1,25,3,74,1,2,19,4,74,2,22,2,73,2,19,6,71,2,18,9,78,2,11,9,78,2,15,5,73,1,22,4,80,0,0,0,0,3,17,80,0,0,0,4,2,14,87,0,6,2,3,2,87,0,1,2,5,5,87,0,2,3,3,5,95,0,4,1,95,2,1,2,95,2,1,2,87,0,4,9,91,0,7,2,99,0,0,0,0,0,0,0,1,96,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.382352941176471,3.584602643820092,2.2916666666666665,1.458980187804412,0,0,0,0
ET,ETH,Ethiopia,-99,2021-02-09,2021-02-07,100,3,514106.420433206,2,292248.605153406,62,86,56156379.8208242,0,8,4,88,6,16,78,8,7,85,11,11,78,9,17,74,9,9,82,8,10,82,9,10,81,10,7,83,7,8,85,7,5,88,9,7,84,10,9,81,10,13,77,96,1,2,1,84,1,12,3,93,2,3,2,89,2,5,4,83,4,9,4,91,0,5,4,90,0,4,6,90,1,5,4,93,2,4,1,92,2,2,4,95,0,3,2,93,2,4,1,91,1,6,2,87,3,9,1,13,1,30,56,72,0,18,10,15,2,38,45,62,1,9,28,91,1,6,2,91,0,4,5,0,96,0,4,0,29,0,21,50,23,0,0,69,8,100,0,0,0,100,0,0,0,0,24,1,27,23,10,15,36,9,18,16,21,100,36,7,36,7,14,36,7,30,9,18,36,9,13,7,35,36,7,40,6,11,86,0,9,5,86,0,8,6,86,0,9,5,86,0,13,1,86,0,11,3,86,0,12,2,86,0,12,2,86,0,7,7,86,0,11,3,0,90,0,7,3,90,0,9,1,90,0,9,1,90,0,8,2,90,0,5,5,90,0,6,4,90,0,10,0,90,0,7,3,90,0,10,0,0,79,0,11,10,79,0,16,5,79,0,18,3,79,0,20,1,79,0,11,10,79,0,14,7,79,0,18,3,79,0,18,3,79,0,17,4,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,0,8,0,92,0,6,2,92,0,4,4,92,0,3,5,92,0,8,0,92,0,6,2,92,0,5,3,40,1,22,11,14,12,43,0,50,7,43,0,51,6,43,0,53,4,43,0,54,3,43,0,52,5,43,0,52,5,43,0,53,4,43,0,53,4,43,0,53,4,43,0,18,39,100,0,0,0,100,0,0,0,0,0,0,79,7,8,6,79,10,6,5,79,11,2,8,79,11,6,4,79,11,3,7,79,11,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,5,28,19,48,9,28,15,48,7,32,13,48,9,26,17,48,9,28,15,48,8,29,15,55,1,25,19,75,0,9,9,3,4,59,2,0,8,16,15,59,2,36,3,64,0,7,29,64,0,18,6,5,4,2,1,64,1,10,6,9,10,65,0,8,9,11,7,100,68,0,3,24,5,71,1,3,23,2,77,2,18,3,77,2,15,6,74,3,15,8,79,2,9,10,77,2,16,5,76,1,20,3,75,0,0,0,2,7,16,75,1,1,0,5,4,14,85,0,5,2,4,4,85,0,1,1,5,8,85,0,2,1,5,7,97,0,3,0,97,1,0,2,97,1,0,2,87,0,5,8,92,0,5,3,100,0,0,0,0,0,0,0,0,95,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.7941176470588234,3.2824548441557537,2.1923076923076925,1.3570329625836144,0,0,0,0
ET,ETH,Ethiopia,-99,2021-02-10,2021-02-08,100,5,1006247.3549115737,3,382033.1450347717,49,86,49142682.17626157,0,8,7,85,5,13,82,7,8,85,11,10,79,8,18,74,7,10,83,6,8,86,8,11,81,9,6,85,6,7,87,7,7,86,8,9,83,10,11,79,9,11,80,93,1,4,2,87,1,8,4,92,2,3,3,90,2,5,3,82,3,10,5,90,0,6,4,92,0,6,2,89,1,6,4,94,1,3,2,93,1,1,5,93,0,2,5,91,2,5,2,89,1,8,2,89,2,7,2,13,1,24,62,78,0,13,9,15,2,33,50,67,0,9,24,91,1,4,4,91,0,3,5,1,97,0,3,0,28,0,27,45,22,0,1,71,6,99,0,0,1,99,0,0,0,1,24,1,33,16,7,19,39,7,20,13,21,100,39,4,34,9,14,39,7,30,11,13,39,6,15,6,34,39,5,36,8,12,82,0,12,6,82,0,14,4,82,0,12,6,82,0,16,2,82,0,14,4,82,0,13,5,82,0,14,4,82,0,12,6,82,0,14,4,0,93,0,5,2,93,0,7,0,93,0,6,1,93,0,7,0,93,0,3,4,93,0,5,2,93,0,7,0,93,0,5,2,93,0,7,0,0,86,0,6,8,86,0,9,5,86,0,12,2,86,0,13,1,86,0,6,8,86,0,9,5,86,0,11,3,86,0,12,2,86,0,11,3,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,0,1,99,0,1,99,1,99,1,0,0,92,0,8,0,92,0,6,2,92,0,2,6,92,0,4,4,92,0,8,0,92,0,7,1,92,0,5,3,41,1,18,12,15,13,46,3,45,6,46,3,44,7,46,3,49,2,46,3,47,4,46,3,49,2,46,3,48,3,46,3,47,4,46,3,47,4,46,3,48,3,46,3,12,39,100,0,0,0,100,0,0,0,0,0,0,74,8,11,7,74,9,7,10,74,10,4,12,74,8,8,10,74,9,6,11,74,9,5,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,8,27,14,51,9,26,14,51,7,32,10,51,9,23,17,51,8,24,17,51,7,24,18,56,1,24,19,76,0,11,7,4,2,63,1,1,7,15,13,63,1,33,3,65,0,4,31,65,0,14,6,8,4,2,1,65,1,10,7,6,11,66,0,8,7,10,9,100,68,0,2,26,4,72,0,2,25,1,76,1,18,5,77,1,15,7,72,2,17,9,81,1,13,5,80,1,16,3,80,0,20,0,75,0,0,0,3,8,14,75,1,1,0,4,5,14,83,2,3,3,5,4,83,1,1,2,3,10,83,0,3,3,4,7,95,1,3,1,95,2,1,2,95,1,2,2,87,1,6,6,94,0,4,2,100,0,0,0,0,0,0,0,0,95,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.3333333333333335,2.7688746209726918,2.142857142857143,1.3887301496588271,0,0,0,0
ET,ETH,Ethiopia,2,2021-02-10,2021-02-06,100,1,78204.7418691834,0,0,53,100,36089324.43110253,97,1,4,95,1,5,94,1,1,98,1,7,92,2,8,90,1,7,92,1,8,91,1,2,97,1,2,97,1,2,97,1,9,90,1,16,83,3,0,97,1,15,84,96,1,1,2,95,1,2,2,99,0,1,0,93,0,2,5,92,1,4,3,93,1,5,1,92,1,4,3,98,0,2,0,98,0,1,1,98,0,1,1,91,0,4,5,84,2,8,6,100,0,0,0,85,0,9,6,0,0,25,75,75,1,15,9,0,0,43,57,57,0,10,33,90,1,8,1,90,0,2,8,0,98,2,0,0,10,1,27,62,0,1,2,96,1,98,1,0,1,98,0,0,1,1,2,0,49,22,12,15,2,11,41,21,25,100,2,7,63,14,14,2,8,54,17,19,2,12,18,10,58,2,6,72,11,9,85,0,11,4,85,0,14,1,85,0,12,3,85,0,15,0,85,0,12,3,85,0,14,1,85,0,15,0,85,0,11,4,85,0,14,1,0,88,0,6,6,88,0,8,4,88,0,8,4,88,0,12,0,88,0,5,7,88,0,10,2,88,0,10,2,88,0,12,0,88,0,12,0,0,78,0,11,11,78,0,15,7,78,0,20,2,78,0,22,0,78,0,14,8,78,0,17,5,78,0,18,4,78,0,22,0,78,0,22,0,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,1,0,99,1,0,99,1,99,1,0,0,91,0,8,1,91,0,7,2,91,0,7,2,91,0,5,4,91,0,8,1,91,0,6,3,91,0,8,1,0,1,33,29,27,10,0,3,92,5,0,3,88,9,0,3,93,4,0,3,91,6,0,3,92,5,0,3,90,7,0,3,94,3,0,3,92,5,0,3,93,4,0,3,14,83,82,1,1,16,3,1,8,88,0,0,0,73,5,12,10,73,8,5,14,73,7,11,9,73,7,9,11,73,8,8,11,73,9,4,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,55,40,0,7,58,35,0,7,67,26,0,7,53,40,0,6,42,52,0,6,49,45,0,1,54,45,46,0,26,16,5,7,0,0,0,19,44,37,0,0,93,7,0,0,28,72,0,0,47,30,14,5,3,1,0,0,21,19,34,26,0,0,26,35,32,7,100,0,0,5,91,4,0,1,2,89,8,45,2,42,11,42,3,43,12,33,3,45,19,47,2,29,22,58,3,27,12,51,3,39,7,0,0,2,4,9,16,69,0,0,0,4,11,24,61,0,7,27,33,11,22,0,1,14,14,23,48,0,2,23,21,17,37,56,3,34,7,56,4,24,16,56,4,27,13,0,1,67,32,68,0,9,23,91,1,5,1,0,1,0,0,1,24,0,0,4,6,17,0,4,18,4,0,3,6,4,3,3,4,0,3,82,15,0,0,0,0,0,100,0,0,0,0,0,1,1,59,29,10,1,2,43,27,14,8,5,3.2857142857142856,2.136123875172981,2.4,1.569445091341791,13.30769230769231,5.988307695821004,2.989247311827957,2.013512093095447
ET,ETH,Ethiopia,-99,2021-02-11,2021-02-09,100,4,784389.5396317737,3,382033.1450347717,56,88,46316728.22155,0,10,5,85,10,11,79,10,5,85,9,13,78,12,12,76,9,13,78,7,14,79,11,9,80,11,5,84,9,4,87,8,10,82,9,11,80,10,10,80,7,14,79,95,0,4,1,89,1,8,2,95,1,2,2,87,3,4,6,88,1,5,6,87,1,8,4,86,2,8,4,91,1,6,2,95,0,3,2,96,1,1,2,90,1,4,5,89,1,5,5,90,2,6,2,86,3,7,4,12,0,30,58,74,0,12,14,16,1,28,55,72,0,6,22,94,1,3,2,94,0,1,4,1,99,0,1,0,23,2,36,39,21,0,1,74,4,99,0,0,1,99,0,0,0,1,23,1,42,17,4,13,36,9,29,12,14,100,36,8,37,8,11,36,8,31,13,12,36,8,19,5,32,36,4,44,8,8,87,0,8,5,87,0,9,4,87,0,9,4,87,0,11,2,87,0,11,2,87,0,9,4,87,0,11,2,87,0,10,3,87,0,9,4,0,96,0,3,1,96,0,4,0,96,0,4,0,96,0,3,1,96,0,2,2,96,0,3,1,96,0,4,0,96,0,2,2,96,0,4,0,0,86,0,7,7,86,0,8,6,86,0,13,1,86,0,13,1,86,0,7,7,86,0,9,5,86,0,13,1,86,0,13,1,86,0,10,4,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,0,1,99,0,1,99,1,99,1,0,0,95,0,5,0,95,0,3,2,95,0,1,4,95,0,2,3,95,0,5,0,95,0,4,1,95,0,3,2,38,1,16,19,15,11,46,4,43,7,46,4,46,4,46,4,48,2,46,4,47,3,46,4,48,2,46,4,46,4,46,4,47,3,46,4,47,3,46,4,47,3,46,4,12,38,100,0,0,0,100,0,0,0,0,0,0,65,10,19,6,65,13,8,14,65,13,6,16,65,8,11,16,65,11,7,17,65,12,4,19,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,8,27,13,52,8,29,11,52,7,32,9,52,8,24,16,52,7,20,21,52,6,23,19,54,1,24,21,76,0,14,5,4,1,61,1,2,11,15,10,61,3,33,3,68,0,5,27,68,0,11,9,6,3,3,0,68,0,9,8,6,9,69,0,9,6,9,7,100,71,1,2,21,5,73,1,3,22,1,73,2,18,7,72,2,20,6,69,3,21,7,77,2,16,5,81,2,14,3,78,1,20,1,75,0,0,1,6,6,12,75,1,0,0,4,7,13,83,2,1,6,4,4,83,1,1,4,3,8,83,0,2,6,3,6,94,1,3,2,94,2,1,3,94,1,3,2,88,1,7,4,96,0,3,1,100,0,0,0,0,0,0,0,0,95,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.6060606060606055,3.872494302282719,2.1904761904761907,1.3273676061682242,0,0,0,0
ET,ETH,Ethiopia,2,2021-02-11,2021-02-08,100,0,0,0,0,62,100,28291868.53059427,97,1,3,96,0,5,95,1,1,98,1,9,90,1,10,89,1,8,91,1,6,93,1,2,97,1,3,96,1,3,96,1,9,90,2,17,81,3,1,96,1,16,83,97,0,1,2,95,0,2,3,99,0,1,0,91,0,2,7,90,0,6,4,92,1,5,2,94,0,4,2,98,0,2,0,97,0,1,2,97,0,1,2,91,0,4,5,83,1,8,8,99,0,1,0,84,0,10,6,0,0,27,73,73,1,18,8,0,0,35,65,65,0,7,28,93,1,5,1,93,0,1,6,0,99,1,0,0,7,1,34,58,0,0,2,95,3,98,1,0,1,98,0,0,1,1,2,0,45,25,10,18,2,14,34,19,31,100,2,8,58,18,14,2,8,55,16,19,2,13,13,12,60,2,8,69,11,10,82,0,12,6,82,0,18,0,82,0,15,3,82,0,16,2,82,0,15,3,82,0,18,0,82,0,18,0,82,0,12,6,82,0,15,3,0,90,0,5,5,90,0,7,3,90,0,6,4,90,0,10,0,90,0,3,7,90,0,7,3,90,0,10,0,90,0,10,0,90,0,10,0,0,75,0,11,14,75,0,18,7,75,0,23,2,75,0,24,1,75,0,17,8,75,0,21,4,75,0,21,4,75,0,25,0,75,0,25,0,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,1,0,99,1,0,99,1,99,1,0,0,91,0,8,1,91,0,7,2,91,0,6,3,91,0,7,2,91,0,8,1,91,0,7,2,91,0,8,1,0,1,37,26,25,11,0,3,89,8,0,3,89,8,0,3,92,5,0,3,90,7,0,3,92,5,0,3,90,7,0,3,93,4,0,3,91,6,0,3,91,6,0,3,18,79,84,1,0,15,3,1,8,88,0,0,0,66,8,15,11,66,12,5,17,66,11,10,13,66,12,9,13,66,13,8,13,66,13,6,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,59,35,0,7,64,29,0,7,75,18,0,7,56,37,0,7,45,48,0,8,53,39,0,1,62,37,38,0,30,21,4,7,0,0,1,17,46,36,0,0,97,3,0,1,26,73,0,0,48,31,12,6,3,0,0,0,19,18,37,26,0,0,23,37,35,5,100,0,0,6,86,8,0,1,3,91,5,41,2,44,13,36,3,46,15,25,3,53,19,44,2,32,22,55,3,27,15,47,3,44,6,0,1,2,3,14,15,65,0,0,2,5,15,20,58,0,5,26,37,13,19,0,1,13,18,22,46,0,2,22,25,17,34,53,3,35,9,53,8,22,17,53,6,28,13,0,1,64,35,65,0,9,26,91,1,3,1,0,0,0,1,3,27,0,1,4,6,17,0,3,16,4,0,2,5,4,3,4,4,0,2,84,14,0,0,0,0,0,100,0,0,0,0,0,1,2,60,25,12,1,1,49,24,13,5,7,3.361111111111111,2.1132612275516287,2.5217391304347827,1.8554481256654882,13.706521739130437,6.172498458428518,2.847826086956522,1.7724062157411056
