ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.2,B14_1..99,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.3,D9.4,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AD,AND,Andorra,-99,2021-02-17,2021-02-07,100,8,492180.697298441,4,326789.9965036319,28,73,3779336.2485010554,0,15,13,72,12,20,68,10,12,78,10,27,63,10,28,62,14,22,64,14,15,71,14,14,72,12,16,72,11,10,79,14,16,70,10,28,62,15,10,75,16,25,59,87,4,6,3,80,4,9,7,88,3,6,3,73,4,14,9,72,8,8,12,78,6,11,5,85,3,7,5,86,4,8,2,84,3,7,6,90,4,5,1,84,3,9,4,72,7,13,8,90,1,6,3,75,3,11,11,21,6,10,63,92,3,5,27,4,27,42,74,1,9,16,91,0,1,8,0,91,0,3,6,0,98,2,0,44,2,12,42,34,1,6,51,8,94,0,4,2,0,97,0,1,2,0,41,2,22,10,8,17,55,6,16,12,11,100,55,7,16,9,13,55,7,17,9,12,55,8,7,4,26,55,10,19,7,9,85,1,8,6,85,1,9,5,85,1,8,6,85,1,10,4,85,1,8,6,85,1,10,4,85,1,12,2,85,1,12,2,85,1,9,5,0,94,0,4,2,94,0,4,2,94,0,5,1,94,0,4,2,94,0,5,1,94,0,5,1,94,0,6,0,94,0,6,0,94,0,4,2,0,90,0,5,5,90,0,7,3,90,0,10,0,90,0,10,0,90,0,4,6,90,0,9,1,90,0,8,2,90,0,10,0,90,0,8,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,93,5,2,93,3,4,93,2,5,93,3,4,93,3,4,93,3,4,93,6,1,52,3,16,10,6,13,61,6,27,6,61,6,30,3,61,6,31,2,61,6,29,4,61,6,26,7,61,6,30,3,61,6,30,3,61,6,30,3,61,6,28,5,61,6,13,20,100,0,0,0,100,0,0,0,0,0,0,90,2,4,4,90,3,5,2,90,3,4,3,90,5,4,1,90,4,1,5,90,4,4,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,65,4,14,17,65,3,18,14,65,4,8,23,65,4,9,22,65,3,5,27,65,5,7,23,72,0,6,22,94,0,2,2,0,2,74,0,3,5,7,11,74,1,21,4,77,1,3,19,77,0,18,0,1,0,3,1,77,2,8,6,3,4,78,0,11,2,4,5,100,80,1,5,11,3,83,1,3,9,4,87,1,9,3,83,0,13,4,93,0,6,1,92,0,7,1,96,0,1,3,94,1,5,0,87,0,1,1,0,2,9,87,0,1,2,1,0,9,92,1,2,4,0,1,92,0,2,0,1,5,92,0,2,1,0,5,98,0,2,0,98,1,0,1,98,0,1,1,94,0,2,4,96,2,2,100,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.40625,22.338826860062973,4,3.3466401061363027,0,0,0,0
AD,AND,Andorra,-99,2021-02-18,2021-02-07,100,7,824742.8785757868,3,659352.1777809778,31,73,4299654.580967322,0,14,11,75,12,19,69,10,12,78,10,28,62,10,27,63,12,22,66,12,14,74,13,13,74,12,16,72,11,9,80,15,15,70,10,27,63,14,10,76,15,24,61,89,4,5,2,81,4,8,7,88,3,6,3,72,5,13,10,73,8,8,11,78,6,11,5,86,3,6,5,87,4,8,1,84,4,6,6,91,4,4,1,85,4,7,4,73,7,12,8,90,2,6,2,76,3,11,10,21,6,13,60,90,3,7,28,4,27,41,75,1,9,15,91,1,1,7,0,91,0,3,5,1,98,2,0,45,2,11,42,35,1,5,52,7,95,0,4,1,0,97,0,1,2,0,41,2,21,11,9,16,56,6,17,11,10,100,56,7,17,8,12,56,7,16,10,11,56,8,8,3,25,56,10,18,6,10,86,1,8,5,86,1,9,4,86,1,7,6,86,1,9,4,86,1,8,5,86,1,9,4,86,1,11,2,86,1,11,2,86,1,8,5,0,93,0,5,2,93,0,5,2,93,0,6,1,93,0,5,2,93,0,5,2,93,0,6,1,93,0,7,0,93,0,7,0,93,0,5,2,0,89,0,5,6,89,0,8,3,89,0,10,1,89,0,11,0,89,0,5,6,89,0,10,1,89,0,9,2,89,0,11,0,89,0,9,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,6,2,92,4,4,92,2,6,92,3,5,92,4,4,92,3,5,92,7,1,54,3,14,10,6,13,63,5,27,5,63,5,29,3,63,5,30,2,63,5,28,4,63,5,26,6,63,5,29,3,63,5,29,3,63,5,29,3,63,5,28,4,63,5,12,20,100,0,0,0,100,0,0,0,0,0,0,91,2,4,3,91,3,4,2,91,3,3,3,91,5,3,1,91,4,1,4,91,4,4,1,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,67,4,15,14,67,3,17,13,67,4,8,21,67,5,9,19,67,4,5,24,67,5,8,20,75,0,5,20,95,0,1,2,0,2,77,0,2,5,7,9,77,1,19,3,80,1,2,17,80,0,15,0,1,0,2,2,80,2,6,6,2,4,81,0,9,2,4,4,100,83,0,4,10,3,85,0,2,9,4,87,1,9,3,85,0,12,3,93,0,6,1,92,0,7,1,96,0,1,3,94,1,5,0,89,0,1,0,0,2,8,89,0,1,1,1,0,8,93,1,2,3,0,1,93,0,2,0,1,4,93,0,2,1,0,4,98,0,2,0,98,1,0,1,98,0,1,1,95,0,2,3,97,2,1,100,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.59375,22.265059238709107,4,3.3466401061363027,0,0,0,0
AD,AND,Andorra,-99,2021-02-19,2021-02-08,100,8,834748.8542016186,3,659352.1777809778,32,74,4273101.316425821,0,14,12,74,12,21,67,10,13,77,10,28,62,10,27,63,12,24,64,12,16,72,13,15,72,12,18,70,11,10,79,15,18,67,10,29,61,14,10,76,15,25,60,88,4,6,2,79,4,9,8,87,3,7,3,72,5,13,10,73,8,10,9,76,6,12,6,84,3,8,5,85,4,9,2,82,4,8,6,90,4,4,2,82,4,10,4,71,7,14,8,90,2,6,2,75,3,12,10,20,6,13,61,90,3,7,27,4,28,41,74,1,10,15,90,1,2,7,0,90,0,3,6,1,98,2,0,45,2,11,42,34,1,5,53,7,95,0,4,1,0,97,0,1,2,0,40,2,19,10,9,20,55,6,15,13,11,100,55,7,16,8,14,55,6,15,12,12,55,8,8,4,25,55,10,17,7,11,82,1,11,6,82,1,11,6,82,1,10,7,82,1,12,5,82,1,11,6,82,1,11,6,82,1,14,3,82,1,13,4,82,1,10,7,0,93,0,5,2,93,0,5,2,93,0,5,2,93,0,5,2,93,0,5,2,93,0,6,1,93,0,7,0,93,0,7,0,93,0,4,3,0,90,0,6,4,90,0,7,3,90,0,9,1,90,0,10,0,90,0,3,7,90,0,8,2,90,0,8,2,90,0,10,0,90,0,8,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,90,8,2,90,5,5,90,3,7,90,3,7,90,5,5,90,3,7,90,7,3,53,3,14,9,7,14,60,5,30,5,60,5,32,3,60,5,33,2,60,5,31,4,60,5,29,6,60,5,32,3,60,5,32,3,60,5,32,3,60,5,31,4,60,5,12,23,100,0,0,0,100,0,0,0,0,0,0,91,2,4,3,91,3,4,2,91,3,3,3,91,5,3,1,91,4,1,4,91,4,4,1,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,65,5,17,13,65,3,20,12,65,4,10,21,65,5,9,21,65,4,6,25,65,5,10,20,74,0,7,19,93,1,1,3,0,2,76,1,2,5,8,8,76,2,19,3,80,1,3,16,80,0,14,0,1,0,2,3,80,2,7,5,3,3,81,0,9,2,3,5,100,83,0,5,9,3,85,0,3,7,5,85,1,11,3,82,0,15,3,91,0,8,1,92,0,7,1,95,0,2,3,92,1,7,0,88,0,1,0,0,1,10,88,0,1,0,1,0,10,91,1,2,3,1,2,91,0,2,0,2,5,91,0,2,2,0,5,97,0,3,0,97,1,0,2,97,0,1,2,93,0,3,4,96,2,2,100,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.914285714285715,22.629199549893663,4.166666666666667,3.1885210782848317,0,0,0,0
AD,AND,Andorra,-99,2021-02-20,2021-02-10,100,9,859855.8343125416,4,684459.1578919009,32,71,4443856.501558791,0,13,13,74,14,20,66,11,13,76,12,27,61,9,26,65,13,24,63,12,16,72,13,15,72,13,15,72,11,11,78,15,19,66,10,25,65,16,9,75,17,26,57,87,5,6,2,80,5,8,7,87,4,7,2,73,6,11,10,74,7,12,7,76,6,12,6,84,4,7,5,85,5,8,2,85,4,6,5,89,5,4,2,81,5,11,3,75,8,12,5,91,2,5,2,74,4,13,9,23,6,13,58,90,3,7,30,3,25,42,77,2,6,15,94,1,2,3,0,94,0,1,4,1,99,1,0,44,2,9,45,35,1,4,52,8,96,0,4,0,0,97,0,1,2,0,40,1,19,10,10,20,53,7,17,11,12,100,53,7,17,7,16,53,6,15,13,13,53,8,7,4,28,53,10,18,8,11,81,1,11,7,81,1,10,8,81,1,11,7,81,1,13,5,81,1,11,7,81,1,12,6,81,1,14,4,81,1,14,4,81,1,12,6,0,92,0,5,3,92,0,6,2,92,0,6,2,92,0,6,2,92,0,5,3,92,0,7,1,92,0,8,0,92,0,8,0,92,0,5,3,0,91,0,5,4,91,0,7,2,91,0,8,1,91,0,9,0,91,0,3,6,91,0,7,2,91,0,7,2,91,0,9,0,91,0,7,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,90,8,2,90,5,5,90,3,7,90,3,7,90,5,5,90,3,7,90,7,3,51,4,15,11,6,13,59,7,30,4,59,7,32,2,59,7,33,1,59,7,31,3,59,7,29,5,59,7,32,2,59,7,32,2,59,7,32,2,59,7,31,3,59,7,11,23,100,0,0,0,100,0,0,0,0,0,0,92,2,3,3,92,2,4,2,92,1,4,3,92,4,3,1,92,3,1,4,92,3,4,1,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,65,7,18,10,65,5,20,10,65,6,11,18,65,7,9,19,65,6,6,23,65,7,10,18,74,1,7,18,93,1,1,3,0,2,78,1,2,5,9,5,78,2,18,2,81,1,3,15,81,0,14,0,1,0,2,2,81,2,7,5,2,3,82,1,7,2,3,5,100,83,0,4,10,3,86,0,2,8,4,84,1,11,4,82,0,14,4,90,0,8,2,92,0,7,1,95,0,2,3,92,1,7,0,90,0,0,0,0,1,9,90,0,0,0,1,0,9,92,1,1,3,1,2,92,0,1,0,2,5,92,0,1,2,0,5,97,0,3,0,97,1,0,2,97,0,1,2,93,0,3,4,96,2,2,100,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,13.875000000000002,23.43797580162202,4.166666666666667,3.1885210782848317,0,0,0,0
AD,AND,Andorra,-99,2021-02-21,2021-02-11,100,10,880822.3700836707,4,684459.1578919009,30,75,3992827.3848994914,0,11,13,76,13,18,69,12,10,78,11,24,65,8,26,66,11,21,68,12,13,75,12,14,74,12,15,73,10,10,80,13,18,69,8,23,69,15,8,77,15,24,61,87,4,6,3,82,3,9,6,90,3,6,1,76,4,9,11,74,6,14,6,79,4,13,4,87,2,6,5,86,3,8,3,85,4,7,4,90,5,4,1,82,3,12,3,77,5,13,5,92,1,5,2,76,4,14,6,19,6,11,64,91,3,6,27,4,24,45,78,2,5,15,95,1,2,2,0,95,0,1,3,1,99,1,0,41,2,8,49,31,2,5,54,8,95,0,4,1,0,97,0,1,2,0,37,1,19,12,10,21,52,7,15,13,13,100,52,8,18,7,15,52,7,15,12,14,52,9,8,4,27,52,11,18,9,10,80,1,11,8,80,1,11,8,80,1,12,7,80,1,13,6,80,1,12,7,80,1,13,6,80,1,15,4,80,1,15,4,80,1,13,6,0,91,0,5,4,91,0,7,2,91,0,7,2,91,0,7,2,91,0,5,4,91,0,7,2,91,0,8,1,91,0,9,0,91,0,6,3,0,90,0,5,5,90,0,7,3,90,0,9,1,90,0,10,0,90,0,3,7,90,0,7,3,90,0,8,2,90,0,10,0,90,0,8,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,90,8,2,90,4,6,90,2,8,90,3,7,90,5,5,90,4,6,90,7,3,49,5,17,10,7,12,58,7,32,3,58,7,34,1,58,7,35,0,58,7,33,2,58,7,31,4,58,7,34,1,58,7,34,1,58,7,34,1,58,7,33,2,58,7,10,25,100,0,0,0,100,0,0,0,0,0,0,92,2,3,3,92,2,4,2,92,1,4,3,92,4,2,2,92,3,1,4,92,3,3,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,65,7,18,10,65,5,20,10,65,6,10,19,65,7,9,19,65,6,5,24,65,7,10,18,74,1,7,18,93,1,1,3,1,1,78,1,1,5,10,5,78,2,19,1,81,1,3,15,81,0,14,0,1,0,2,2,81,2,7,5,2,3,81,1,8,2,3,5,100,82,0,4,11,3,85,0,2,9,4,84,1,12,3,82,0,14,4,91,0,7,2,92,0,7,1,96,0,2,2,92,1,7,0,89,0,0,0,0,1,10,89,0,0,0,1,0,10,91,1,1,4,1,2,91,0,1,1,2,5,91,0,1,3,0,5,96,1,3,0,96,2,0,2,96,0,2,2,92,0,4,4,96,2,2,100,0,0,0,0,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,9.5,15.949256655994592,4.8,3.1144823004794873,0,0,0,0
AD,AND,Andorra,-99,2021-02-22,2021-02-12,100,11,889200.8618816925,5,692837.6496899227,31,72,5733930.391248605,0,12,14,74,14,22,64,13,11,76,11,27,62,9,29,62,11,25,64,13,15,72,13,17,70,13,14,73,11,11,78,14,20,66,10,24,66,15,10,75,16,25,59,86,4,7,3,78,2,13,7,89,3,7,1,73,5,11,11,71,6,16,7,75,5,15,5,85,2,9,4,83,3,10,4,86,4,8,2,89,5,5,1,80,3,13,4,76,5,12,7,90,1,7,2,75,4,14,7,20,8,12,60,91,3,6,28,7,24,41,78,2,4,16,96,1,2,1,0,96,0,1,2,1,99,1,0,44,2,8,46,32,4,5,50,9,95,0,4,1,0,97,0,1,2,0,38,3,20,11,10,18,52,8,15,12,13,92,52,8,17,7,16,52,8,14,12,14,52,10,6,4,28,52,11,17,9,11,83,1,8,8,83,1,8,8,83,1,10,6,83,1,12,4,83,1,9,7,83,1,12,4,83,1,13,3,83,1,13,3,83,1,12,4,0,90,0,6,4,90,0,8,2,90,0,8,2,90,0,8,2,90,0,6,4,90,0,8,2,90,0,9,1,90,0,10,0,90,0,6,4,0,91,0,3,6,91,0,6,3,91,0,8,1,91,0,9,0,91,0,3,6,91,0,6,3,91,0,8,1,91,0,9,0,91,0,8,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,91,8,1,91,3,6,91,2,7,91,3,6,91,5,4,91,3,6,91,6,3,49,6,18,9,7,11,58,7,31,4,58,7,34,1,58,7,35,0,58,7,33,2,58,7,32,3,58,7,34,1,58,7,34,1,58,7,34,1,58,7,32,3,58,7,11,24,100,0,0,0,100,0,0,0,0,0,0,92,1,3,4,92,2,3,3,92,1,3,4,92,3,2,3,92,2,1,5,92,2,3,3,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,65,8,17,10,65,6,19,10,65,7,10,18,65,7,10,18,65,5,6,24,65,7,11,17,73,2,8,17,92,1,1,4,1,1,78,2,1,4,10,5,78,3,18,1,82,2,3,13,82,1,13,0,1,0,1,2,82,2,6,5,2,3,82,2,8,2,3,3,92,83,1,4,9,3,85,1,2,8,4,85,1,12,2,83,0,13,4,91,0,7,2,91,0,8,1,95,0,3,2,91,1,8,0,89,1,0,0,0,1,9,89,1,0,0,1,0,9,91,1,1,4,1,2,91,0,1,1,2,5,91,0,1,3,0,5,96,1,3,0,96,2,0,2,96,0,2,2,92,0,4,4,96,2,2,100,0,0,0,0,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.444444444444445,21.6101093332918,4.8,3.1144823004794873,0,0,0,0
