ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AT,AUT,Austria,-99,2020-12-21,2020-12-21,104,1,7201.40280709414,0,0,18,85,1142806.8523269729,0,0,1,103,2,13,89,2,10,92,1,22,81,0,23,81,1,16,87,1,7,96,2,5,97,1,2,101,1,1,102,2,10,92,1,10,93,2,2,100,3,11,90,103,0,1,0,92,2,3,7,95,0,7,2,84,2,12,6,83,1,8,12,89,1,9,5,99,0,2,3,100,0,2,2,103,0,1,0,103,0,1,0,95,1,3,5,96,0,2,6,102,0,0,2,94,1,8,1,19,0,12,73,95,0,3,6,26,2,50,26,55,2,31,16,73,0,1,30,0,73,0,4,27,0,100,0,0,4,0,62,1,6,35,104,0,0,0,0,0,34,1,21,20,15,13,98,0,3,3,0,98,0,2,3,1,98,0,3,3,0,98,0,3,3,0,98,0,1,3,2,0,99,3,2,0,99,2,2,1,99,3,0,2,99,1,2,2,99,3,0,2,99,1,2,2,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,54,2,15,33,54,1,32,17,54,1,9,40,54,1,21,28,54,2,1,47,54,1,14,35,59,0,17,28,87,0,14,1,0,2,61,0,0,4,15,24,61,0,42,1,65,1,6,32,65,0,24,8,2,3,0,2,65,0,14,12,7,6,66,5,12,16,3,2,72,0,3,29,0,80,0,1,22,1,89,0,11,4,73,1,29,1,95,1,8,0,84,1,9,10,103,0,1,0,90,0,14,0,83,0,0,0,5,4,12,83,0,0,1,2,6,12,85,1,6,7,3,2,85,0,1,1,5,12,85,0,2,5,4,8,99,0,5,0,99,1,3,1,99,2,1,2,89,0,6,9,95,0,6,3,102,0,1,0,0,0,0,0,1,100,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,104,0,0,0,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,0,104,0,0,0,0,0,0,4,3.5230334522797757,1.666666666666667,1.4142135623730951,0,0,0,0
AT,AUT,Austria,2,2020-12-21,2020-12-21,115,0,0,0,0,17,115,801158.6284981756,113,0,0,115,0,11,104,0,4,111,0,46,69,0,30,85,0,8,107,0,11,104,0,2,113,0,3,112,0,0,115,0,9,106,0,24,91,0,2,113,0,14,101,115,0,0,0,104,0,2,9,111,0,1,3,69,1,10,35,85,0,6,24,107,1,2,5,104,0,4,7,113,0,1,1,112,1,0,2,115,0,0,0,106,1,4,4,91,1,6,17,113,0,1,1,101,1,3,10,0,0,8,107,107,0,3,5,0,0,85,30,30,1,62,22,53,0,2,60,0,53,0,4,58,0,111,0,0,4,0,63,1,1,50,115,0,0,0,0,0,0,0,38,30,23,24,98,0,5,9,3,98,0,6,9,2,98,0,4,9,4,98,0,1,13,3,98,0,0,10,7,0,114,1,0,0,114,1,0,0,114,1,0,0,114,1,0,0,114,1,0,0,114,1,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,0,0,53,62,0,0,78,37,0,1,23,91,0,0,77,38,0,0,4,111,0,0,25,90,0,0,65,50,50,0,51,9,3,2,0,0,4,18,51,42,0,0,111,4,0,1,19,95,0,0,60,36,12,5,1,1,0,0,17,27,50,21,0,1,25,53,26,10,0,0,22,93,0,0,1,14,99,1,62,1,43,9,37,1,76,1,92,1,21,1,38,1,25,51,111,1,3,0,90,0,25,0,0,0,2,2,14,30,67,0,0,2,6,21,26,60,0,1,15,58,32,9,0,0,3,6,10,96,0,0,11,24,34,46,80,0,26,9,80,4,5,26,80,4,5,26,0,0,87,28,87,0,14,14,101,0,4,1,0,1,2,1,5,14,0,2,4,5,9,4,4,14,12,0,3,11,10,6,5,12,0,7,47,58,1,2,0,0,0,115,0,0,0,0,0,1,2,57,21,34,1,1,48,46,17,2,0,3.5205479452054793,3.4404036788382517,2.2857142857142856,1.3801311186847085,14.005102040816327,4.301459173397809,2.2110091743119265,1.0807524341814487
AT,AUT,Austria,-99,2020-12-22,2020-12-21,100,0,0,0,0,10,83,985952.4388835913,0,0,1,99,0,10,90,0,6,94,0,27,73,0,18,82,0,11,89,0,7,93,0,1,99,0,8,92,0,3,97,0,4,96,0,9,91,0,1,99,1,13,86,99,0,0,1,91,1,2,6,95,1,4,0,74,1,6,19,83,1,4,12,89,1,2,8,93,0,2,5,99,0,1,0,93,0,3,4,97,0,2,1,97,0,1,2,92,0,2,6,99,0,0,1,87,0,6,7,17,0,8,75,94,0,0,6,21,6,51,22,49,2,34,15,66,0,1,33,0,66,0,0,34,0,100,0,0,0,0,64,2,8,26,100,0,0,0,0,0,26,1,21,22,24,6,47,1,13,31,8,47,5,15,26,7,47,7,16,24,6,47,8,14,24,7,47,8,5,19,21,0,92,3,3,2,92,3,2,3,92,5,1,2,92,4,0,4,92,3,2,3,92,3,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,3,18,31,48,3,38,11,48,5,9,38,48,3,21,28,48,3,3,46,48,3,13,36,55,1,21,23,79,0,15,3,1,2,59,0,0,3,15,23,59,1,39,1,63,1,6,30,63,0,22,8,2,3,0,2,63,0,14,10,8,5,63,1,14,19,3,0,66,0,8,26,0,75,2,6,16,1,82,1,13,4,62,0,38,0,91,0,9,0,79,0,12,9,97,0,3,0,87,0,13,0,77,1,0,0,4,5,13,77,1,0,1,3,5,13,84,0,6,7,2,1,84,0,1,1,4,10,84,0,1,6,1,8,96,1,2,1,96,0,1,3,96,1,0,3,90,0,4,6,94,0,3,3,99,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.875,6.11581767276066,1.6666666666666667,1.1547005383792515,0,0,0,0
AT,AUT,Austria,2,2020-12-22,2020-12-22,123,0,0,0,0,29,123,854284.5596876901,123,0,1,122,0,8,115,0,2,121,0,38,85,0,22,101,0,9,114,0,5,118,0,1,122,0,5,118,0,0,123,0,7,116,0,26,97,0,0,123,0,17,106,122,0,0,1,115,0,5,3,121,0,1,1,85,0,6,32,101,0,8,14,114,0,1,8,118,0,3,2,122,0,0,1,118,0,3,2,123,0,0,0,116,0,1,6,97,0,8,18,123,0,0,0,106,0,7,10,0,0,15,108,108,0,2,13,0,0,88,35,35,0,63,25,60,0,1,61,1,60,0,4,59,0,119,0,2,1,1,63,0,3,57,123,0,0,0,0,0,0,0,34,38,22,29,0,0,26,66,31,0,2,41,54,26,0,0,42,49,32,0,1,36,56,30,0,0,8,58,57,0,120,0,0,3,120,0,0,3,120,0,0,3,120,0,0,3,120,0,1,2,120,0,0,3,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,123,0,0,0,0,0,52,71,0,0,88,35,0,1,21,101,0,0,72,51,0,0,5,118,0,0,33,90,0,0,66,57,57,0,49,10,4,3,0,0,0,13,49,61,0,0,119,4,0,1,13,109,0,0,71,40,7,3,1,1,0,0,16,26,62,19,0,0,31,66,14,12,0,0,19,104,0,0,0,12,110,1,71,1,39,12,35,1,86,1,102,1,18,2,51,1,28,43,118,0,2,3,90,0,33,0,0,1,1,6,14,31,70,0,0,5,9,17,30,62,0,1,26,64,19,13,0,0,1,7,15,100,0,0,13,25,33,52,85,1,28,9,85,7,3,28,85,6,10,22,0,0,87,36,87,0,20,16,103,0,4,0,2,1,0,4,9,16,0,3,10,4,12,3,4,16,11,0,4,8,7,7,4,14,0,2,49,69,0,3,0,0,0,123,0,0,0,0,0,0,5,62,21,35,0,1,61,34,20,5,2,2.907142857142857,2.9083747853981174,1.9333333333333333,1.2798809468443688,14.021367521367521,4.190708710119802,2.3620689655172415,1.0582721908776624
AT,AUT,Austria,3,2020-12-22,2020-12-21,100,0,0,0,0,27,100,616878.2267160264,99,0,0,100,0,7,93,0,4,96,0,31,69,0,22,78,1,10,89,0,6,94,0,0,100,0,2,98,0,1,99,0,4,96,0,20,80,0,2,98,0,10,90,100,0,0,0,93,0,1,6,96,0,1,3,69,0,8,23,78,1,9,12,90,1,2,7,94,0,1,5,100,0,0,0,98,0,1,1,99,0,1,0,96,0,2,2,80,1,5,14,98,0,0,2,90,0,2,8,0,0,11,89,89,0,2,9,0,0,73,27,27,2,48,23,52,0,0,48,0,52,0,1,47,0,99,0,0,1,0,50,1,6,43,100,0,0,0,0,0,0,0,27,32,25,16,0,2,25,55,18,0,2,45,36,17,0,1,23,46,30,0,1,25,52,22,0,1,7,40,52,0,94,2,1,3,94,2,1,3,94,2,0,4,94,1,3,2,94,2,0,4,94,0,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,40,60,0,0,82,18,0,0,15,85,0,1,44,55,0,0,1,99,0,0,20,80,0,0,49,51,51,0,36,7,1,5,0,0,2,7,44,47,0,0,99,1,0,0,10,90,0,0,69,23,3,1,1,3,0,0,19,26,41,14,0,1,34,50,10,5,0,1,23,74,2,0,0,13,85,2,60,0,33,7,18,0,82,0,85,0,15,0,56,0,22,22,99,0,1,0,80,0,20,0,0,0,0,1,18,19,62,0,0,0,3,20,17,60,0,0,20,55,14,11,0,0,1,1,18,80,0,0,8,16,32,44,76,0,23,1,76,3,4,17,76,5,4,15,0,0,85,15,85,0,6,9,94,0,1,0,1,1,0,1,2,9,0,0,8,9,4,2,4,8,4,0,1,8,9,6,8,20,0,4,47,49,0,0,0,0,0,0,100,0,0,0,0,1,2,39,26,32,1,1,37,29,25,5,2,3.627118644067797,4.055215054821791,2.4545454545454546,1.9679246105293955,13.977894736842106,4.045701131865311,2.53125,1.1693734264666338
AT,AUT,Austria,4,2020-12-22,2020-12-22,113,0,0,0,0,18,113,1093797.9741345632,111,0,0,113,0,7,106,0,3,110,0,28,85,0,15,98,0,9,104,0,6,107,0,1,112,0,0,113,0,0,113,0,3,110,0,18,95,0,1,112,0,4,109,113,0,0,0,106,0,2,5,110,0,0,3,85,1,4,23,98,0,6,9,104,0,2,7,107,0,2,4,112,0,1,0,113,0,0,0,113,0,0,0,110,0,1,2,95,1,8,9,112,0,1,0,109,0,2,2,0,0,9,104,104,0,5,4,0,0,86,27,27,0,71,15,42,0,0,71,0,42,0,0,71,0,113,0,0,0,0,71,0,4,38,113,0,0,0,0,0,0,0,48,33,16,16,0,3,26,68,16,0,4,40,58,11,0,4,33,58,18,0,4,31,63,15,0,3,9,59,42,0,109,1,0,3,109,1,0,3,109,1,1,2,109,0,2,2,109,1,0,3,109,1,1,2,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,0,1,53,59,0,0,88,25,0,1,27,85,0,0,54,59,0,2,1,110,0,2,24,87,0,0,51,62,62,0,28,14,4,5,0,0,0,11,43,59,0,0,110,3,0,0,15,98,0,0,61,33,11,3,3,2,0,0,22,21,46,24,0,1,37,58,8,9,0,1,24,87,1,0,0,15,98,0,60,0,42,11,25,0,86,2,86,0,26,1,59,0,29,25,112,0,1,0,89,0,24,0,0,0,0,0,10,25,78,0,0,1,1,19,19,73,0,0,27,52,22,12,0,0,1,4,13,95,0,0,9,17,31,56,87,0,18,8,87,3,3,20,87,3,4,19,0,0,91,22,91,0,6,16,107,0,2,0,2,0,0,0,2,16,0,1,10,4,10,3,6,14,7,0,6,4,6,5,3,18,0,0,52,61,0,0,0,0,0,0,0,113,0,0,0,0,2,48,23,40,0,2,36,43,28,4,0,3.7040816326530615,4.064478194454644,2.2857142857142856,1.7994708216848747,13.581818181818182,4.182492602540809,2.293577981651376,1.1410095618580258
AT,AUT,Austria,5,2020-12-22,2020-12-22,107,0,0,0,0,13,106,680625.8787687405,103,1,0,106,0,10,97,0,2,105,1,12,94,1,14,92,1,5,101,1,2,104,2,1,104,1,2,104,0,1,106,1,4,102,1,12,94,1,1,105,1,2,104,107,0,0,0,97,0,2,8,105,0,1,1,95,0,2,10,93,0,6,8,102,0,0,5,105,0,1,1,106,0,0,1,105,0,1,1,106,0,0,1,103,0,1,3,95,0,3,9,106,1,0,0,105,0,1,1,0,1,8,98,99,0,5,3,0,3,77,27,30,1,57,19,50,0,0,57,0,50,0,1,56,0,106,0,0,1,0,61,5,3,38,107,0,0,0,0,0,0,0,39,30,20,18,0,2,28,54,23,0,3,37,44,23,0,3,30,46,28,0,3,31,45,28,0,2,9,42,54,0,104,1,2,0,104,1,0,2,104,1,0,2,104,0,1,2,104,1,1,1,104,1,0,2,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,0,0,29,78,0,0,83,24,0,2,17,88,0,0,61,46,0,1,2,104,0,0,17,90,0,1,44,62,63,0,34,6,3,1,0,0,1,12,49,45,0,0,107,0,0,1,9,97,0,0,50,42,6,6,1,2,0,0,21,31,43,12,0,1,24,62,16,4,0,0,29,78,0,0,1,18,86,2,78,0,27,2,24,1,82,0,90,0,15,2,46,0,33,28,105,0,2,0,90,0,17,0,0,1,0,0,11,15,80,0,1,0,0,13,12,81,0,1,26,38,27,15,0,1,2,6,7,91,0,0,9,20,25,53,78,5,15,9,78,11,6,12,78,12,7,10,0,0,53,54,53,0,12,42,95,0,3,1,0,0,1,0,7,42,0,1,4,5,7,1,5,8,3,0,2,5,11,3,3,7,0,1,52,53,0,1,0,0,0,0,0,0,107,0,0,1,7,41,14,44,1,4,56,23,16,6,1,4.666666666666667,4.588842039596462,1.714285714285714,0.9511897312113419,12.6,3.7846046455650195,1.9278350515463916,1.0025740068320432
AT,AUT,Austria,6,2020-12-22,2020-12-21,100,0,0,0,0,15,99,1292317.6299804067,95,1,0,99,1,7,92,1,2,97,1,16,83,1,10,89,1,9,90,1,1,98,2,2,96,2,1,97,1,0,99,2,4,94,1,8,91,1,0,99,1,5,94,100,0,0,0,93,0,2,5,98,0,2,0,84,2,7,7,90,1,5,4,91,2,3,4,99,0,0,1,98,1,0,1,99,1,0,0,100,0,0,0,96,0,2,2,92,0,2,6,100,0,0,0,95,0,2,3,0,1,12,87,88,0,3,9,0,2,71,27,29,1,52,18,48,0,3,49,0,48,0,4,48,0,96,0,0,4,0,55,1,4,40,100,0,0,0,0,0,0,0,48,27,13,12,36,5,12,33,14,36,8,22,26,8,36,9,18,26,11,36,6,21,28,9,36,8,1,29,26,0,96,3,1,0,96,1,3,0,96,3,1,0,96,3,0,1,96,3,1,0,96,3,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,10,86,0,3,72,25,0,3,15,82,0,2,47,51,0,2,3,95,0,4,11,85,0,0,44,56,56,0,35,5,2,2,0,1,1,9,53,36,0,0,99,1,0,0,11,89,0,0,55,27,8,4,4,2,0,1,28,28,35,8,0,2,33,49,9,7,0,1,38,61,0,0,2,23,75,0,90,1,7,2,28,2,69,1,85,0,14,1,53,0,34,13,97,0,1,2,89,0,11,0,0,1,0,2,6,11,80,0,0,0,2,7,20,71,0,2,20,40,24,14,0,0,2,3,8,87,0,0,5,13,23,59,82,4,11,3,82,7,5,6,82,7,7,4,0,3,16,81,19,0,13,68,87,2,2,0,0,0,1,0,8,71,0,0,4,0,3,0,1,4,1,0,3,1,0,1,2,9,0,0,62,38,0,0,0,0,0,0,0,0,0,100,0,3,6,34,17,40,3,4,51,30,6,2,4,5.555555555555555,5.056095584945222,1.4285714285714286,0.7867957924694432,11.84375,4.117557081060259,1.7191011235955056,0.6569344101227067
AT,AUT,Austria,-99,2020-12-23,2020-12-23,102,0,0,0,0,6,84,1034420.1150006901,0,1,0,101,2,11,89,2,5,95,2,25,75,2,16,84,3,15,84,1,5,96,2,6,94,2,4,96,2,1,99,2,5,95,2,13,87,2,2,98,2,10,90,102,0,0,0,91,1,3,7,97,1,3,1,77,1,9,15,86,1,2,13,87,1,3,11,97,1,1,3,96,1,4,1,98,1,3,0,101,0,0,1,97,0,0,5,89,0,4,9,100,0,1,1,92,1,2,7,17,1,3,81,99,0,1,2,18,1,58,25,47,0,33,22,69,0,2,31,0,69,0,3,30,0,99,1,0,2,0,56,0,5,41,102,0,0,0,0,0,33,1,22,16,12,18,50,2,15,20,15,50,7,13,20,12,50,6,10,24,12,50,6,9,24,13,50,8,4,13,27,0,98,0,3,1,98,1,1,2,98,2,1,1,98,1,0,3,98,1,0,3,98,1,0,3,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,56,3,13,30,56,2,37,7,56,2,7,37,56,4,13,29,56,2,3,41,56,2,8,36,58,1,13,30,89,0,12,0,0,1,63,2,0,7,19,11,63,1,37,1,68,0,6,28,68,0,23,7,2,1,0,1,68,1,12,7,10,4,74,1,10,11,3,3,77,1,4,20,0,84,0,1,17,0,89,0,8,5,65,1,34,2,95,0,7,0,89,0,5,8,99,0,2,1,94,0,7,1,87,1,0,1,4,0,9,87,1,0,1,2,2,9,90,0,5,3,3,1,90,0,0,2,1,9,90,0,5,5,0,2,95,3,4,0,95,4,0,3,95,2,2,3,95,1,2,4,98,0,2,2,101,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,102,0,0,0,0,0,102,0,0,0,0,0,0,0,0,102,0,0,0,0,102,0,0,0,0,0,0,5.6521739130434785,6.691980924633017,2,1,0,0,0,0
AT,AUT,Austria,1,2020-12-23,2020-12-21,100,1,10208.7549456696,1,10208.7549456696,8,100,983401.6223957461,96,0,1,99,1,10,89,1,4,95,1,34,65,1,19,80,0,2,98,0,7,93,1,0,99,0,4,96,0,1,99,0,4,96,0,18,82,0,2,98,0,16,84,99,0,0,1,90,0,4,6,96,0,1,3,66,0,8,26,81,0,2,17,98,0,1,1,93,0,1,6,100,0,0,0,96,0,3,1,99,0,0,1,96,0,1,3,82,0,5,13,98,0,0,2,84,0,7,9,0,0,5,95,95,0,3,2,0,0,67,33,33,2,46,19,54,0,1,43,2,54,0,4,42,0,96,0,0,3,1,48,1,6,45,100,0,0,0,0,0,0,0,24,28,26,22,28,0,19,37,16,28,0,29,28,15,28,0,25,25,22,28,0,25,27,20,28,0,8,28,36,0,94,0,2,4,94,0,1,5,94,0,1,5,94,0,1,5,94,0,0,6,94,0,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,41,58,0,1,64,35,0,0,20,80,0,1,54,45,0,1,4,95,0,1,30,69,0,0,51,49,49,0,38,5,6,2,0,0,4,11,46,39,0,0,98,2,0,1,4,95,0,0,63,28,1,4,2,2,0,0,24,27,37,12,0,1,28,45,20,6,0,1,12,84,3,0,1,12,85,2,59,0,31,10,36,0,63,1,80,0,20,0,46,0,21,33,96,0,3,1,70,0,29,1,0,2,5,1,15,22,55,0,1,5,6,26,20,42,0,4,28,38,21,9,0,0,3,4,12,81,0,0,14,17,35,34,69,1,21,9,69,3,5,23,69,3,10,18,0,0,65,35,65,0,17,18,83,0,6,0,1,1,0,0,9,18,0,2,10,3,6,4,5,11,3,0,3,6,6,6,2,15,0,2,34,62,0,2,0,0,100,0,0,0,0,0,0,3,5,40,17,35,3,1,33,29,25,7,2,3.66,3.712142238654117,2,1,13.010526315789473,4.246387042125829,2.3820224719101124,1.1129977740066779
