ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HR,HRV,Croatia,-99,2020-12-24,2020-12-23,100,3,15647.580949862779,2,12269.689127116239,43,76,843309.932920253,0,0,3,97,0,21,79,0,9,91,0,35,65,1,27,72,0,14,86,0,13,87,0,4,96,0,2,98,0,7,93,0,7,93,0,23,77,0,5,95,0,16,84,97,2,1,0,79,2,11,8,91,1,5,3,65,3,22,10,73,2,13,12,86,1,7,6,87,0,4,9,96,1,2,1,98,0,1,1,93,1,4,2,93,0,3,4,77,2,12,9,95,1,3,1,84,3,8,5,23,1,17,59,85,0,4,11,27,4,24,45,76,0,8,16,92,3,5,0,92,2,6,0,98,0,2,0,39,1,8,52,100,0,0,0,0,31,2,12,23,15,17,41,2,12,28,17,41,4,17,24,14,41,2,12,29,16,41,2,9,29,19,41,2,4,20,33,93,2,1,4,93,3,1,3,93,2,1,4,93,3,0,4,93,3,0,4,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,3,10,40,47,2,30,21,47,5,9,39,47,2,21,30,47,3,6,44,47,3,2,48,51,1,20,28,80,12,5,1,2,55,1,0,2,10,32,55,1,44,0,64,1,7,28,64,0,15,11,4,2,1,3,64,0,16,7,6,7,67,1,8,14,3,7,69,1,6,24,0,78,1,3,16,2,90,0,9,1,70,0,29,1,91,0,8,1,79,0,11,10,94,0,4,2,98,0,2,0,79,0,3,1,1,6,10,79,0,0,3,0,6,12,84,1,3,5,4,3,84,1,1,2,2,10,84,0,3,4,3,6,94,1,3,2,94,4,2,0,94,2,2,2,88,0,3,9,91,0,6,3,99,0,0,0,0,0,0,0,1,97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.774193548387097,4.37195362448227,3,1.0801234497346435,0,0,0,0
HR,HRV,Croatia,1,2020-12-24,2020-12-21,100,0,0,0,0,58,100,746979.1720062542,100,0,0,100,0,21,79,0,5,95,0,39,61,0,33,67,0,11,89,0,6,94,0,8,92,0,10,90,0,3,97,0,6,94,0,28,72,0,2,98,0,16,84,100,0,0,0,79,0,7,14,95,1,0,4,61,1,15,23,67,0,10,23,89,0,4,7,94,0,5,1,92,0,3,5,90,0,3,7,97,0,1,2,94,1,3,2,72,0,9,19,98,0,2,0,84,0,7,9,0,0,24,76,76,0,8,16,0,0,26,74,74,0,6,20,94,2,4,0,94,2,4,0,98,1,1,0,6,0,13,81,100,0,0,0,0,0,1,12,26,33,28,21,0,26,37,16,21,0,17,43,19,21,0,20,36,23,21,1,6,27,45,21,0,1,20,58,87,2,0,11,87,2,1,10,87,2,7,4,87,1,5,7,87,1,2,10,87,2,1,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,13,87,0,0,61,39,0,0,25,75,0,0,68,32,0,0,12,88,0,0,16,84,0,0,63,37,37,44,16,1,2,0,0,1,4,37,58,0,0,100,0,0,0,7,93,0,0,24,42,12,14,2,6,0,0,16,25,40,19,0,0,10,41,29,20,0,0,3,92,5,0,0,4,91,5,87,0,10,3,39,0,58,3,75,0,24,1,32,0,29,39,88,0,6,6,84,0,15,1,0,0,0,10,19,36,35,0,0,6,12,17,27,38,0,0,25,43,21,11,0,0,1,9,32,58,0,1,13,22,36,28,65,0,30,5,65,2,4,29,65,1,11,23,0,0,30,70,30,0,25,45,75,0,9,0,2,10,1,0,3,45,1,2,14,1,3,2,2,4,5,0,2,3,0,9,0,7,0,1,29,65,1,4,0,0,100,0,0,0,0,0,0,0,1,56,17,26,0,0,9,44,30,13,4,3.1714285714285717,3.5832599058392387,2.4782608695652173,2.4096315300626228,12.005555555555556,4.178929520233758,2.163265306122449,1.5905252815202466
HR,HRV,Croatia,2,2020-12-24,2020-12-22,100,2,22584.178686090272,1,16745.6071380756,98,100,578189.7480802307,98,0,2,98,0,13,87,0,3,97,0,30,70,0,27,73,0,14,86,0,5,95,0,4,96,0,4,96,0,1,99,0,9,91,0,21,79,0,1,99,0,13,87,98,0,2,0,87,0,6,7,97,0,2,1,70,0,14,16,73,0,10,17,86,0,4,10,95,0,5,0,96,0,4,0,96,0,2,2,99,0,1,0,91,0,3,6,79,0,10,11,99,0,0,1,87,0,9,4,0,0,34,66,66,0,7,27,0,0,37,63,63,0,11,26,89,5,5,1,89,1,10,0,99,0,1,0,11,0,3,86,100,0,0,0,0,0,0,20,24,26,30,0,1,19,57,23,0,1,32,41,26,0,1,26,41,32,0,1,11,36,52,0,1,5,25,69,97,0,0,3,97,0,1,2,97,0,3,0,97,0,1,2,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,13,87,0,0,71,29,0,1,27,72,0,0,53,47,0,0,8,92,0,1,9,90,0,0,48,52,52,35,4,4,5,0,0,0,8,32,60,0,0,100,0,0,2,14,84,0,0,37,37,10,10,2,4,0,0,22,26,36,16,0,0,22,40,20,18,0,0,8,89,3,0,0,8,90,2,87,0,10,3,29,1,68,2,73,0,27,0,47,0,25,28,92,0,3,5,91,0,9,0,0,0,1,4,18,28,49,0,0,2,6,13,27,52,0,0,30,38,18,14,0,0,3,5,29,63,0,0,9,24,40,27,67,1,26,6,67,6,6,21,67,6,7,20,0,0,57,43,57,0,24,19,76,4,6,0,2,2,1,1,8,19,1,2,12,5,6,1,2,6,2,0,3,10,6,12,0,13,0,1,37,59,1,2,0,0,0,100,0,0,0,0,0,1,2,58,15,24,1,2,34,31,17,9,6,3.8148148148148144,3.3762437209379015,3.032258064516129,2.0409780493306298,13.77551020408163,4.187685954621475,2.247422680412371,1.2334819265924575
HR,HRV,Croatia,3,2020-12-24,2020-12-23,100,1,6315.39506208712,0,0,80,100,607338.5301473283,97,0,1,99,1,11,88,0,3,97,0,25,75,0,13,87,0,12,88,0,5,95,0,4,96,0,5,95,0,1,99,0,4,96,0,18,82,0,1,99,0,9,91,99,0,0,1,89,0,1,10,97,0,0,3,75,0,10,15,87,0,2,11,88,0,5,7,95,0,1,4,96,0,2,2,95,0,1,4,99,0,0,1,96,0,1,3,82,0,7,11,99,0,1,0,91,0,6,3,0,0,28,72,72,0,8,20,0,1,39,60,61,1,7,31,93,4,3,0,93,1,6,0,99,0,1,0,9,2,11,78,100,0,0,0,0,0,0,19,30,29,22,0,2,24,55,19,0,1,32,42,25,0,2,24,39,35,0,3,13,40,44,0,5,5,26,64,89,5,5,1,89,7,1,3,89,4,5,2,89,7,2,2,89,6,2,3,89,6,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,17,83,0,0,78,22,0,0,17,83,0,0,41,59,0,0,4,96,0,0,5,95,0,0,37,63,63,27,5,3,2,0,0,1,1,29,69,0,0,99,1,0,0,17,83,0,0,33,45,7,9,2,4,0,0,37,18,24,21,0,1,17,54,18,10,0,0,12,86,2,0,0,9,88,3,83,0,16,1,22,0,75,3,83,0,16,1,59,0,28,13,96,0,4,0,95,0,4,1,0,1,1,9,7,26,56,0,1,2,3,8,20,66,0,0,29,51,14,6,0,0,6,10,28,56,0,0,12,25,41,22,63,2,27,8,63,12,9,16,63,10,11,16,0,0,66,34,66,0,15,19,85,2,5,1,1,0,0,1,5,19,0,2,8,6,6,1,4,5,8,0,4,8,7,4,4,14,0,3,42,55,0,0,0,0,0,0,100,0,0,0,0,2,1,60,21,16,2,0,21,36,32,8,1,3.0714285714285716,2.8722813232690143,3.4761904761904763,1.9395630337539334,13.591836734693876,3.9372310503961616,2.3195876288659796,1.2792119298662077
HR,HRV,Croatia,4,2020-12-24,2020-12-23,100,0,0,0,0,54,100,800093.5750393913,97,2,1,97,2,13,85,2,4,94,2,20,78,2,18,80,1,11,88,2,4,94,2,2,96,2,2,96,2,1,97,2,4,94,2,19,79,2,1,97,1,8,91,99,0,0,1,87,0,8,5,96,1,1,2,80,1,8,11,82,0,5,13,89,1,3,7,96,0,2,2,98,1,0,1,98,0,1,1,99,0,1,0,96,1,3,0,81,0,9,10,99,0,0,1,92,1,6,1,0,0,25,75,75,0,9,16,0,0,32,68,68,1,6,25,94,3,3,0,94,0,6,0,100,0,0,0,7,0,9,84,100,0,0,0,0,0,0,22,34,35,9,0,4,22,60,14,0,3,31,54,12,0,3,27,50,20,0,5,15,47,33,0,5,8,35,52,91,4,1,4,91,5,0,4,91,2,5,2,91,4,1,4,91,5,0,4,91,5,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,18,82,0,0,82,18,0,0,28,72,0,0,42,58,0,0,4,96,0,1,6,93,0,0,38,62,62,28,5,3,2,0,0,3,6,18,73,0,0,100,0,0,0,10,90,0,0,26,49,14,8,1,2,0,0,45,17,20,18,0,0,15,54,17,14,0,0,11,89,0,0,1,8,90,1,82,1,15,2,18,1,79,2,72,1,26,1,58,0,30,12,96,0,3,1,94,0,6,0,0,1,0,1,11,29,58,0,0,1,6,10,21,62,0,1,28,47,16,8,0,0,6,10,24,60,0,0,15,26,25,34,59,0,30,11,59,11,5,25,59,10,12,19,0,0,70,30,70,0,14,16,86,0,4,1,2,1,1,1,4,16,0,3,9,4,7,2,5,3,6,0,3,10,7,10,2,13,0,0,48,52,0,0,0,0,0,0,0,100,0,0,0,2,5,58,21,14,2,2,19,31,36,8,2,5.414634146341464,5.2866606178007,2.4,2.112618729145617,13.421052631578947,3.3088499878177164,1.934065934065934,1.3064132220379228
HR,HRV,Croatia,5,2020-12-24,2020-12-22,100,0,0,0,0,84,100,570083.5926052418,98,2,1,97,1,9,90,1,3,96,1,14,85,1,12,87,1,6,93,1,2,97,1,2,97,1,2,97,1,3,96,0,3,97,1,11,88,1,0,99,1,9,90,99,0,1,0,91,0,1,8,97,0,2,1,86,0,7,7,88,0,8,4,94,0,2,4,98,0,0,2,98,0,0,2,98,0,0,2,97,0,2,1,97,0,1,2,89,0,4,7,100,0,0,0,91,0,5,4,0,0,30,70,70,0,7,23,0,1,25,74,75,0,7,18,93,3,4,0,93,1,6,0,99,0,1,0,8,1,10,81,100,0,0,0,0,0,0,48,27,16,9,0,7,32,46,15,0,9,42,38,11,0,8,38,37,17,0,13,18,39,30,0,14,10,28,48,90,5,1,4,90,5,3,2,90,3,7,0,90,6,1,3,90,6,2,2,90,5,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,17,80,0,0,75,25,0,1,22,77,0,0,34,66,0,2,2,96,0,2,9,89,0,0,34,66,66,27,4,2,1,0,0,0,4,33,63,0,0,100,0,0,1,22,77,0,0,35,41,8,9,0,7,0,0,44,22,19,15,0,2,32,48,12,6,0,1,40,59,0,0,1,29,69,1,83,0,16,1,25,1,71,3,78,0,21,1,66,1,28,5,98,0,2,0,91,0,9,0,0,1,0,4,8,25,62,0,1,2,6,8,23,60,0,2,42,29,16,11,0,0,5,6,32,57,0,0,13,26,28,33,61,4,27,8,61,14,10,15,61,10,16,13,0,1,54,45,55,0,12,33,88,1,3,0,0,1,0,0,7,34,0,1,9,0,3,0,5,5,5,0,4,2,8,4,4,16,0,1,41,58,0,0,0,0,0,0,0,0,100,0,0,1,10,59,17,13,1,9,31,32,16,5,6,5.944444444444445,5.482149966388028,4.375,3.593976442141304,13.46938775510204,3.2938683479241795,1.4942528735632183,0.9384990889513836
HR,HRV,Croatia,6,2020-12-24,2020-12-21,100,2,27925.78161034952,2,27925.78161034952,41,99,1344516.7761540837,92,1,3,96,2,11,87,2,4,94,0,12,88,2,12,86,2,8,90,2,6,92,1,2,97,1,2,97,2,3,95,2,2,96,2,6,92,3,0,97,3,7,90,97,1,0,2,89,2,5,4,96,0,2,2,88,1,5,6,88,0,3,9,92,2,3,3,94,0,2,4,98,1,1,0,98,1,0,1,97,0,2,1,98,0,0,2,94,1,3,2,100,0,0,0,93,1,4,2,0,1,19,80,81,0,5,14,0,3,25,72,75,2,7,16,93,2,5,0,93,0,7,0,100,0,0,0,12,4,8,76,100,0,0,0,0,0,1,51,20,20,8,3,17,28,47,5,3,18,31,44,4,3,16,34,44,3,3,17,15,47,18,3,23,1,32,41,92,4,1,3,92,4,2,2,92,4,2,2,92,5,1,2,92,3,3,2,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,5,89,0,2,67,31,0,3,18,79,0,3,39,58,0,4,2,94,0,4,8,88,0,0,21,79,79,20,1,0,0,0,0,1,6,43,50,0,1,99,0,0,0,17,83,0,0,50,34,3,9,0,4,0,0,58,21,18,3,0,0,48,45,4,3,0,0,50,50,0,0,4,38,58,0,95,0,5,0,33,1,66,0,82,0,15,3,61,1,30,8,98,1,0,1,92,2,4,2,0,1,1,1,9,20,68,0,3,1,1,7,29,59,0,0,42,42,9,7,0,0,2,9,34,55,0,0,11,28,27,34,61,11,19,9,61,21,5,13,61,12,16,11,0,1,11,88,12,1,12,75,88,0,1,0,0,2,0,0,9,77,1,0,0,0,1,2,1,1,1,0,5,1,1,2,1,6,0,1,45,54,0,0,0,0,0,0,0,0,0,100,0,5,8,56,16,15,5,5,41,33,6,8,2,6.076923076923077,6.311406036205098,3.1,2.5144029554194813,13.48421052631579,3.073092412616933,1.3068181818181819,0.7784150496686708
HR,HRV,Croatia,-99,2020-12-25,2020-12-24,100,2,11713.61859841033,2,11713.61859841033,29,75,954902.6015307498,0,5,3,92,4,20,76,5,10,85,4,26,70,4,25,71,5,11,84,6,10,84,4,6,90,4,4,92,4,7,89,3,11,86,5,15,80,3,4,93,3,14,83,97,2,0,1,80,2,6,12,90,1,4,5,74,2,13,11,75,1,9,15,89,3,7,1,90,0,3,7,94,1,5,0,96,1,2,1,93,0,6,1,89,1,5,5,85,1,5,9,96,2,1,1,86,2,6,6,23,2,12,63,90,0,3,7,28,4,27,41,74,2,8,16,92,2,6,0,92,0,8,0,100,0,0,0,44,1,6,49,100,0,0,0,0,34,3,15,18,15,15,46,2,13,27,12,46,6,13,21,14,46,7,10,23,14,46,8,4,22,20,46,8,3,15,28,94,3,0,3,94,3,0,3,94,2,2,2,94,3,1,2,94,2,1,3,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,3,7,39,51,2,27,20,51,3,9,37,51,3,21,25,51,3,3,43,51,3,5,41,54,1,20,25,80,15,3,1,1,56,2,0,4,11,27,56,2,42,0,66,2,4,28,66,1,13,10,4,2,0,4,66,1,12,9,7,5,69,2,6,13,3,7,72,2,4,22,0,76,3,2,18,1,93,0,7,0,73,0,26,1,91,0,8,1,79,0,14,7,97,0,2,1,95,0,4,1,80,1,3,0,0,6,10,80,1,1,0,2,6,10,84,0,2,3,7,4,84,1,0,2,3,10,84,0,3,2,5,6,96,0,3,1,96,1,1,2,96,1,1,2,90,1,5,4,96,0,4,0,98,0,2,0,0,0,0,0,0,96,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.4117647058823533,4.008458080781592,3.428571428571428,1.9880595947760098,0,0,0,0
HR,HRV,Croatia,1,2020-12-25,2020-12-21,100,1,3882.71987323671,0,0,76,100,746537.4370699639,100,0,2,98,0,22,78,0,4,96,0,44,56,0,28,72,0,11,89,0,8,92,0,8,92,0,7,93,0,4,96,0,6,94,0,30,70,0,3,97,0,19,81,98,0,2,0,78,0,6,16,96,1,0,3,56,1,15,28,72,0,10,18,89,0,4,7,92,0,4,4,92,0,3,5,93,0,3,4,96,0,2,2,94,1,3,2,70,0,9,21,97,0,3,0,81,0,9,10,0,0,28,72,72,0,8,20,0,0,28,72,72,0,7,21,93,2,5,0,93,2,5,0,98,1,1,0,7,0,11,82,100,0,0,0,0,0,1,12,25,34,28,5,0,32,45,18,5,1,24,47,23,5,1,25,39,30,5,2,9,32,52,5,1,1,27,66,89,1,0,10,89,1,1,9,89,1,7,3,89,1,2,8,89,0,1,10,89,1,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,12,88,0,0,67,33,0,0,28,72,0,0,69,31,0,0,12,88,0,0,17,83,0,0,64,36,36,43,16,3,2,0,0,1,5,38,56,0,0,100,0,0,0,7,93,0,0,22,40,15,16,2,5,0,0,13,23,45,19,0,0,9,41,28,22,0,0,4,94,2,0,0,5,93,2,88,0,7,5,33,0,65,2,72,0,27,1,31,0,27,42,88,0,7,5,83,0,16,1,0,0,0,10,18,36,36,0,0,3,12,17,28,40,0,0,24,41,24,11,0,0,1,10,28,61,0,1,12,25,38,24,63,0,32,5,63,2,2,33,63,1,12,24,0,0,32,68,32,0,23,45,77,0,7,0,2,9,2,0,3,45,0,2,16,3,3,2,2,3,5,0,1,3,0,7,1,7,0,1,33,62,1,3,0,0,100,0,0,0,0,0,0,0,2,56,16,26,0,0,10,41,31,13,5,2.985294117647059,3.5090188578916908,2.7777777777777777,2.485857433459767,11.722826086956522,3.9713009815305367,2.051546391752577,1.5503436045264998
HR,HRV,Croatia,2,2020-12-25,2020-12-23,100,3,27721.82605206515,2,21883.25450405048,92,100,685330.3742189739,98,0,3,97,0,13,87,0,4,96,0,28,72,0,23,77,0,11,89,0,5,95,0,3,97,0,3,97,0,1,99,0,9,91,0,17,83,0,0,100,0,12,88,97,0,3,0,87,0,8,5,96,0,3,1,72,0,11,17,77,0,7,16,89,0,5,6,95,0,4,1,97,0,3,0,97,0,1,2,99,0,1,0,91,0,3,6,83,0,7,10,100,0,0,0,88,0,5,7,0,0,35,65,65,0,8,27,0,0,38,62,62,0,5,33,95,3,1,1,95,0,5,0,100,0,0,0,5,0,6,89,100,0,0,0,0,0,0,22,21,28,29,0,1,18,57,24,0,1,31,41,27,0,1,29,37,33,0,1,12,37,50,0,1,5,31,63,94,0,1,5,94,1,0,5,94,1,1,4,94,1,1,4,94,1,0,5,94,1,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,13,87,0,0,72,28,0,0,25,75,0,0,57,43,0,0,8,92,0,1,9,90,0,0,57,43,43,41,8,3,5,0,0,1,11,36,52,0,0,100,0,0,1,17,82,0,0,31,39,18,9,2,1,0,0,18,29,35,18,0,0,16,44,24,16,0,0,7,91,2,0,0,10,89,1,87,0,12,1,28,0,71,1,75,0,25,0,43,0,25,32,92,0,3,5,91,0,9,0,0,0,0,2,17,33,48,0,0,0,7,12,29,52,0,0,21,48,19,12,0,0,2,5,24,69,0,0,7,21,39,33,72,1,19,8,72,5,3,20,72,5,4,19,0,0,65,35,65,0,15,20,85,1,3,2,1,2,0,1,5,20,0,2,6,4,7,2,3,8,4,0,2,14,8,6,1,13,0,0,46,53,1,0,0,0,0,100,0,0,0,0,0,1,1,61,17,20,1,1,31,37,18,7,5,3.782608695652174,3.747076154836585,2.75,2.047815515884371,13.928571428571429,4.24567700088882,2.173469387755102,1.1843090134164374
