ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AM,ARM,Armenia,-99,2020-12-27,2020-12-22,100,7,226237.7504027677,5,149233.25610612822,65,71,3248985.7598358667,0,7,17,76,3,17,80,6,10,84,6,27,67,5,19,76,5,29,66,4,18,78,6,7,87,5,11,84,4,23,73,6,16,78,4,30,66,6,13,81,7,33,60,83,4,5,8,83,5,8,4,90,3,3,4,73,5,12,10,81,5,7,7,71,8,12,9,82,6,6,6,93,3,3,1,89,5,4,2,77,3,17,3,84,4,8,4,70,6,13,11,87,3,6,4,67,5,17,11,28,1,27,44,76,1,10,13,33,2,29,36,71,1,17,11,83,9,7,1,83,6,11,95,0,4,1,53,4,4,39,100,39,1,9,16,14,21,49,4,14,13,20,49,9,15,10,17,49,8,15,11,17,49,9,14,7,21,49,10,4,4,33,97,2,1,0,97,1,1,1,97,1,1,1,97,2,1,0,97,2,1,0,97,1,0,2,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,56,5,12,27,56,4,24,16,56,6,14,24,56,2,18,24,56,4,10,30,56,5,15,24,61,1,14,24,86,1,6,3,0,4,64,0,1,3,15,17,64,1,35,0,74,0,12,14,74,0,16,2,1,3,2,2,74,0,9,3,5,9,76,0,4,10,7,3,78,0,2,17,3,82,1,2,13,2,88,1,10,1,79,2,17,2,88,0,9,3,84,1,12,3,90,1,8,1,89,2,8,1,86,0,0,0,4,1,9,86,0,0,0,2,4,8,87,0,7,5,1,0,87,0,3,3,1,6,87,3,5,3,2,92,1,6,1,92,4,1,3,92,3,3,2,89,5,6,94,0,4,2,100,0,0,0,0,0,0,0,0,96,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.702777777777777,7.7291835130094935,3.7142857142857144,2.584824690635456,0,0,0,0
AM,ARM,Armenia,-99,2020-12-28,2020-12-22,100,7,226237.7504027677,5,149233.25610612822,66,71,3263531.341178946,0,7,17,76,3,17,80,6,11,83,6,27,67,5,20,75,5,29,66,4,19,77,6,7,87,5,11,84,4,23,73,6,16,78,4,30,66,6,13,81,7,34,59,83,4,5,8,83,5,8,4,89,3,3,5,73,5,12,10,80,5,8,7,71,8,12,9,81,6,6,7,93,3,3,1,89,5,4,2,77,3,17,3,84,4,8,4,70,6,13,11,87,3,6,4,66,5,17,12,28,1,28,43,75,1,11,13,33,2,28,37,72,1,17,10,83,9,7,1,83,6,11,95,0,4,1,53,4,5,38,100,39,1,10,15,14,21,49,4,14,14,19,49,10,15,9,17,49,9,15,10,17,49,10,14,6,21,49,11,4,4,32,96,2,1,1,96,1,1,2,96,1,1,2,96,2,2,0,96,2,1,1,96,1,0,3,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,56,6,11,27,56,5,23,16,56,7,14,23,56,3,17,24,56,5,10,29,56,6,15,23,61,1,14,24,86,1,7,3,0,3,64,0,1,3,16,16,64,1,35,0,74,0,11,15,74,1,15,2,1,3,2,2,74,0,9,3,5,9,77,0,4,9,7,3,79,0,2,16,3,83,1,2,12,2,89,1,9,1,80,2,16,2,88,0,9,3,85,1,11,3,90,1,8,1,89,2,8,1,87,0,0,0,4,1,8,87,0,0,0,2,4,7,88,0,7,4,1,0,88,0,3,2,1,6,88,3,4,3,2,93,1,5,1,93,3,1,3,93,2,3,2,90,5,5,95,0,3,2,100,0,0,0,0,0,0,0,0,96,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.629729729729729,7.634019796821217,3.7142857142857144,2.584824690635456,0,0,0,0
AM,ARM,Armenia,-99,2020-12-30,2020-12-22,100,8,240969.4269445623,4,126677.926319288,69,69,3410932.8902705694,0,7,17,76,3,17,80,4,14,82,6,26,68,3,23,74,4,28,68,4,19,77,5,9,86,3,11,86,4,21,75,5,17,78,3,28,69,6,13,81,6,34,60,83,5,5,7,83,6,8,3,86,4,5,5,74,5,11,10,77,7,9,7,72,9,10,9,81,6,6,7,91,4,4,1,89,5,4,2,79,4,14,3,83,5,8,4,72,6,12,10,87,3,5,5,66,5,16,13,31,0,27,42,76,2,10,12,35,3,26,36,74,1,16,9,84,7,8,1,84,4,12,97,0,2,1,55,4,5,36,100,42,1,10,17,11,19,54,4,12,15,15,54,9,13,11,13,54,10,13,10,13,54,11,12,5,18,54,11,4,4,27,96,2,0,2,96,1,1,2,96,1,2,1,96,2,1,1,96,1,1,2,96,0,0,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,59,7,13,21,59,6,22,13,59,8,12,21,59,4,17,20,59,5,11,25,59,6,16,19,63,1,15,21,85,1,8,3,0,3,66,0,1,3,13,17,66,0,34,0,73,0,11,16,73,1,15,3,1,3,2,2,73,0,9,3,5,10,77,0,5,10,7,1,79,0,3,16,2,83,0,2,14,1,87,1,11,1,80,2,16,2,90,0,8,2,84,1,12,3,89,1,9,1,87,2,10,1,87,0,0,0,4,1,8,87,0,0,0,3,3,7,88,0,7,4,1,0,88,0,2,3,1,6,88,2,5,3,2,93,1,4,2,93,3,2,2,93,2,4,1,89,7,4,96,0,3,1,100,0,0,0,0,0,0,0,0,94,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.242857142857143,7.726321920562724,4.230769230769231,3.1399003740523934,0,0,0,0
AM,ARM,Armenia,-99,2020-12-31,2020-12-24,100,9,284626.1258877334,5,170334.6252624591,69,71,3789248.2524351715,0,6,17,77,2,18,80,4,15,81,4,30,66,2,26,72,3,28,69,4,19,77,4,10,86,2,12,86,4,21,75,4,17,79,3,27,70,5,11,84,5,30,65,83,5,5,7,82,6,9,3,85,4,5,6,70,6,12,12,74,7,11,8,72,8,10,10,81,6,6,7,90,4,5,1,88,5,4,3,79,4,14,3,83,5,6,6,73,6,8,13,89,3,4,4,70,5,12,13,29,0,26,45,76,2,9,13,32,3,30,35,70,1,15,14,85,8,7,0,85,5,10,96,1,2,1,51,2,5,42,100,36,1,9,20,11,23,51,5,12,18,14,51,12,10,14,13,51,13,13,12,11,51,14,11,8,16,51,13,5,5,26,95,1,1,3,95,1,0,4,95,0,3,2,95,1,1,3,95,1,0,4,95,1,0,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,57,9,12,22,57,7,23,13,57,9,10,24,57,6,14,23,57,7,8,28,57,7,12,24,60,1,13,26,87,1,7,3,0,2,64,1,1,4,12,18,64,2,34,0,72,1,11,16,72,1,17,3,1,3,1,2,72,0,12,5,4,7,75,0,10,8,7,0,78,1,2,17,2,82,0,2,15,1,88,1,11,0,79,1,18,2,91,0,7,2,86,1,10,3,92,1,6,1,89,2,8,1,86,0,0,0,5,1,8,86,0,0,0,4,3,7,87,0,7,5,1,0,87,0,2,3,2,6,87,2,5,3,3,93,1,3,3,93,2,3,2,93,1,5,1,88,6,6,94,0,4,2,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.592105263157895,6.8446223349092925,3.8666666666666667,2.972893411828826,0,0,0,0
AM,ARM,Armenia,-99,2021-01-01,2020-12-25,100,8,262073.6397560366,4,147782.1391307623,69,68,4017160.4039087575,0,7,12,81,2,21,77,6,14,80,5,30,65,5,22,73,5,30,65,7,15,78,6,12,82,5,13,82,6,16,78,6,16,78,5,26,69,7,10,83,7,26,67,88,4,4,4,79,6,11,4,86,4,5,5,70,5,15,10,78,4,10,8,70,6,12,12,85,4,6,5,88,4,7,1,87,5,3,5,84,4,10,2,84,3,6,7,74,4,9,13,90,3,4,3,74,4,9,13,32,0,25,43,76,1,9,14,34,5,29,32,72,0,12,16,88,6,6,0,88,5,7,96,1,2,1,52,2,6,40,100,39,1,9,20,9,22,53,4,9,18,16,53,10,8,15,14,53,11,11,13,12,53,12,9,9,17,53,11,4,6,26,94,1,1,4,94,1,0,5,94,0,4,2,94,1,1,4,94,1,0,5,94,1,0,5,95,0,5,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,95,1,0,4,100,0,0,100,0,100,0,100,0,0,100,0,0,60,7,12,21,60,6,23,11,60,8,9,23,60,7,13,20,60,6,8,26,60,6,12,22,63,1,13,23,87,1,7,3,0,2,66,1,1,4,11,17,66,2,32,0,73,1,10,16,73,1,17,3,0,3,1,2,73,0,12,3,5,7,75,0,9,9,7,0,79,1,2,16,2,82,0,2,15,1,89,1,10,0,80,1,17,2,93,0,5,2,88,1,9,2,93,1,5,1,89,2,8,1,87,0,0,0,5,1,7,87,0,0,0,4,3,6,88,0,7,4,1,0,88,0,2,2,2,6,88,2,4,3,3,94,0,3,3,94,1,3,2,94,0,5,1,89,6,5,95,0,3,2,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.602941176470588,6.6659917216269164,3.75,2.9097537123726926,0,0,0,0
AM,ARM,Armenia,-99,2021-01-02,2020-12-25,100,8,262073.6397560366,4,147782.1391307623,68,68,3969845.161935994,0,7,12,81,2,22,76,6,14,80,5,31,64,5,22,73,5,30,65,7,15,78,6,12,82,5,13,82,6,16,78,6,16,78,5,27,68,7,10,83,7,26,67,88,4,4,4,78,6,11,5,86,4,5,5,69,5,15,11,78,4,10,8,70,6,12,12,85,4,6,5,88,4,7,1,87,5,3,5,84,4,10,2,84,3,6,7,73,4,10,13,90,3,4,3,74,4,9,13,32,0,24,44,77,1,9,13,34,5,29,32,72,0,11,17,89,6,5,0,89,5,6,96,1,2,1,51,2,6,41,100,39,1,9,20,9,22,54,3,10,17,16,54,10,8,14,14,54,10,11,13,12,54,11,9,9,17,54,10,5,6,25,94,1,1,4,94,1,0,5,94,0,4,2,94,1,1,4,94,1,0,5,94,1,0,5,94,1,5,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,100,0,0,100,0,100,0,100,0,0,100,0,0,62,6,11,21,62,5,22,11,62,7,9,22,62,6,13,19,62,5,8,25,62,5,12,21,65,1,13,21,87,1,7,3,0,2,67,1,1,4,11,16,67,2,31,0,73,1,10,16,73,1,17,3,0,3,1,2,73,0,12,3,5,7,75,0,9,9,7,0,79,1,2,16,2,82,0,2,15,1,90,1,9,0,81,1,16,2,93,0,5,2,88,1,9,2,93,1,5,1,89,2,8,1,87,0,0,0,5,1,7,87,0,0,0,4,3,6,88,0,7,4,1,0,88,0,2,2,2,6,88,2,4,3,3,94,0,3,3,94,1,3,2,94,0,5,1,89,6,5,95,0,3,2,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.402777777777778,6.5266261733264,3.75,2.9097537123726926,0,0,0,0
AM,ARM,Armenia,-99,2021-01-03,2020-12-26,100,8,249183.9029151307,4,147869.8415932214,73,70,4226002.21359022,0,8,13,79,5,22,73,9,10,81,7,31,62,6,23,71,7,29,64,8,14,78,7,10,83,9,12,79,8,14,78,6,19,75,7,27,66,9,9,82,7,26,67,87,4,6,3,78,6,11,5,90,2,4,4,69,4,15,12,77,5,10,8,71,4,16,9,86,4,7,3,90,3,7,0,88,4,3,5,86,3,10,1,81,2,10,7,73,3,11,13,91,3,4,2,74,4,11,11,29,1,26,44,75,1,9,15,31,3,33,33,68,0,9,23,91,4,5,0,91,3,6,98,1,1,0,44,2,9,45,100,38,1,10,18,9,24,53,5,13,13,16,53,13,7,11,16,53,12,13,8,14,53,13,10,7,17,53,12,5,6,24,92,3,1,4,92,3,0,5,92,2,4,2,92,3,1,4,92,3,0,5,92,3,0,5,94,1,5,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,100,0,0,100,0,100,0,100,0,0,100,0,0,63,6,10,21,63,7,23,7,63,9,7,21,63,9,13,15,63,8,8,21,63,7,9,21,66,0,16,18,84,1,9,3,1,2,67,1,1,3,11,17,67,3,30,0,72,1,10,17,72,1,16,4,0,4,2,1,72,0,12,3,7,6,74,0,11,9,6,0,78,2,3,16,1,80,1,3,16,0,91,1,7,1,80,1,17,2,95,0,4,1,88,1,9,2,93,1,4,2,92,1,6,1,85,0,0,0,4,1,10,85,1,0,1,4,2,7,87,0,7,4,2,0,87,0,2,2,3,6,87,2,6,2,3,93,0,3,4,93,1,3,3,93,0,5,2,89,4,7,93,0,4,3,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.644444444444445,5.0281745875157995,3.7647058823529407,2.750668367976815,0,0,0,0
AM,ARM,Armenia,-99,2021-01-04,2020-12-26,100,8,249183.9029151307,4,147869.8415932214,73,70,4205647.91719872,0,8,13,79,5,22,73,9,10,81,7,31,62,6,23,71,7,29,64,8,14,78,7,10,83,9,12,79,8,14,78,6,19,75,7,27,66,9,9,82,7,26,67,87,4,6,3,78,6,11,5,90,2,4,4,69,4,15,12,77,5,10,8,71,4,16,9,86,4,7,3,90,3,7,0,88,4,3,5,86,3,10,1,81,2,10,7,73,3,11,13,91,3,4,2,74,4,11,11,29,1,26,44,75,1,9,15,30,3,34,33,67,0,9,24,91,4,5,0,91,3,6,98,1,1,0,43,2,9,46,100,38,1,10,18,9,24,53,5,13,13,16,53,13,7,11,16,53,12,13,8,14,53,13,10,7,17,53,12,5,6,24,92,3,1,4,92,3,0,5,92,2,4,2,92,3,1,4,92,3,0,5,92,3,0,5,94,1,5,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,100,0,0,100,0,100,0,100,0,0,100,0,0,63,6,10,21,63,7,23,7,63,9,7,21,63,9,13,15,63,8,8,21,63,7,9,21,66,0,16,18,84,1,9,3,1,2,67,1,1,3,11,17,67,3,30,0,72,1,10,17,72,1,16,4,0,4,2,1,72,0,12,3,7,6,74,0,11,9,6,0,78,2,3,16,1,80,1,3,16,0,91,1,7,1,80,1,17,2,95,0,4,1,88,1,9,2,93,1,4,2,92,1,6,1,85,0,0,0,4,1,10,85,1,0,1,4,2,7,87,0,7,4,2,0,87,0,2,2,3,6,87,2,6,2,3,93,0,3,4,93,1,3,3,93,0,5,2,89,4,7,93,0,4,3,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.644444444444445,5.0281745875157995,3.7647058823529407,2.750668367976815,0,0,0,0
AM,ARM,Armenia,-99,2021-01-13,2020-12-27,100,6,192075.4625566973,3,115905.46499438581,76,72,4222147.899617238,0,9,9,82,6,19,75,10,9,81,6,28,66,8,21,71,8,25,67,10,13,77,9,9,82,11,8,81,9,12,79,8,17,75,9,21,70,10,8,82,8,24,68,91,3,5,1,81,4,11,4,91,1,5,3,72,5,13,10,79,4,10,7,75,3,16,6,87,2,8,3,91,2,7,0,92,3,2,3,88,3,8,1,83,1,8,8,79,2,9,10,92,2,4,2,76,4,10,10,27,1,28,44,73,1,9,17,30,3,32,35,69,0,6,25,94,2,4,0,94,3,3,97,1,2,0,40,2,10,48,100,37,0,12,18,6,27,51,7,18,11,13,51,16,9,9,15,51,18,12,7,12,51,19,10,7,13,51,18,4,6,21,91,3,2,4,91,4,0,5,91,2,5,2,91,3,2,4,91,4,0,5,91,4,0,5,94,1,5,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,100,0,0,100,0,100,0,100,0,0,100,0,0,62,7,15,16,62,6,23,9,62,10,11,17,62,10,16,12,62,10,8,20,62,9,9,20,66,0,18,16,82,0,9,5,2,2,67,1,1,4,13,14,67,3,29,1,73,1,7,19,73,1,15,6,0,2,2,1,73,0,9,3,7,8,75,0,11,7,6,1,79,2,3,16,0,80,1,2,17,0,86,0,11,3,80,0,19,1,91,0,8,1,85,0,11,4,93,0,6,1,92,0,8,0,84,0,0,0,4,1,11,84,1,0,1,4,3,7,85,0,5,6,3,1,85,0,1,2,5,7,85,2,6,4,3,93,0,3,4,93,0,3,4,93,0,5,2,86,5,9,91,0,6,3,99,0,0,0,0,0,0,0,1,96,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.870270270270271,8.334028799808411,3.6666666666666665,2.678893538055459,0,0,0,0
AM,ARM,Armenia,-99,2021-01-14,2020-12-27,100,6,192075.4625566973,3,115905.46499438581,76,71,4209636.705140901,0,9,9,82,6,19,75,9,9,82,6,28,66,8,22,70,8,26,66,10,14,76,9,9,82,11,8,81,9,13,78,8,18,74,9,22,69,10,8,82,8,23,69,91,3,5,1,81,4,11,4,91,1,5,3,72,5,13,10,78,4,10,8,74,3,16,7,86,2,9,3,91,2,7,0,92,3,2,3,87,3,8,2,82,1,9,8,78,2,10,10,92,2,4,2,77,4,9,10,28,1,28,43,73,1,9,17,31,3,30,36,71,0,5,24,95,2,3,0,95,3,2,97,1,2,0,40,2,10,48,100,38,0,12,17,6,27,50,7,18,11,14,50,16,9,9,16,50,18,12,7,13,50,19,10,7,14,50,18,4,6,22,91,3,2,4,91,4,0,5,91,2,5,2,91,3,2,4,91,4,0,5,91,4,0,5,94,1,5,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,94,1,1,4,100,0,0,100,0,100,0,100,0,0,100,0,0,61,7,16,16,61,6,24,9,61,10,11,18,61,10,16,13,61,10,8,21,61,9,10,20,65,0,19,16,81,0,10,5,2,2,66,1,1,4,13,15,66,3,30,1,72,1,7,20,72,1,15,6,0,2,3,1,72,0,9,3,7,9,75,0,11,7,6,1,79,2,3,16,0,80,1,2,17,0,85,0,11,4,79,0,20,1,91,0,8,1,85,0,11,4,93,0,6,1,91,0,9,0,84,0,0,0,4,1,11,84,1,0,1,4,3,7,85,0,5,6,3,1,85,0,1,2,5,7,85,2,6,4,3,93,0,3,4,93,0,3,4,93,0,5,2,86,5,9,91,0,6,3,99,0,0,0,0,0,0,0,1,96,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.977777777777778,8.426187448700327,3.6666666666666665,2.678893538055459,0,0,0,0
