ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,3,2020-12-30,2020-12-24,100,3,82297.0903639265,1,32432.061330492,12,100,5292755.211974578,99,0,7,93,1,9,90,0,1,99,0,11,89,0,12,88,0,12,88,0,4,96,0,5,95,1,6,93,0,5,95,0,5,95,0,25,75,0,4,96,1,15,84,93,1,4,2,91,1,4,4,99,0,0,1,89,0,6,5,88,1,6,5,88,1,6,5,96,0,2,2,95,1,3,1,94,0,1,5,95,0,3,2,95,0,2,3,75,0,12,13,96,1,3,0,85,0,5,10,0,0,7,93,93,1,4,2,0,3,22,75,78,2,5,15,95,0,4,1,95,0,4,1,0,96,1,3,0,10,0,28,62,100,0,0,0,31,34,19,16,0,3,45,15,37,0,7,49,12,32,0,3,54,9,34,0,6,47,11,36,0,6,14,8,72,0,72,10,8,10,72,9,9,10,72,5,17,6,72,11,4,13,72,9,11,8,72,12,6,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,44,55,0,1,66,33,0,1,48,51,0,0,60,40,0,1,51,48,0,1,42,57,0,0,52,48,48,0,28,12,4,8,0,0,6,24,35,35,0,1,94,5,0,2,22,76,0,1,27,36,18,11,5,2,0,1,24,23,40,12,0,1,31,41,21,6,0,0,6,88,6,0,2,4,82,12,56,2,34,8,34,3,49,14,52,2,36,10,40,2,36,22,49,2,38,11,58,0,32,10,0,1,2,6,5,18,68,0,1,2,1,15,24,57,0,1,28,24,24,23,0,1,14,20,33,32,0,2,42,18,21,17,40,4,47,9,40,14,24,22,40,9,35,16,0,0,66,34,66,25,9,75,2,13,1,1,1,0,0,7,9,0,4,12,6,24,1,7,8,2,2,2,2,3,3,3,12,0,0,88,12,0,0,0,0,0,100,0,0,0,0,1,4,48,37,10,1,3,27,30,16,10,13,2.196078431372549,1.8112935470887899,2,1,13.402061855670103,6.774123242491781,3.0586956521739133,1.780366191120912
GH,GHA,Ghana,-99,2020-12-31,2020-12-30,100,0,0,0,0,13,88,8465471.069106106,0,3,3,94,1,11,88,2,3,95,3,21,76,3,7,90,2,18,80,3,6,91,2,3,95,1,7,92,3,3,94,2,11,87,2,21,77,4,1,95,3,11,86,97,0,1,2,89,0,4,7,97,0,1,2,79,0,9,12,93,0,3,4,82,0,10,8,94,0,0,6,97,0,0,3,93,0,4,3,97,0,3,0,89,0,6,5,79,1,8,12,99,0,0,1,89,0,7,4,12,0,6,82,94,0,2,4,14,0,18,68,82,1,5,12,95,0,5,0,95,0,0,5,0,100,0,0,0,21,1,22,56,100,0,19,1,20,24,14,22,39,5,23,8,25,39,9,19,10,23,39,7,32,6,16,39,6,27,10,18,39,6,12,7,36,0,79,9,4,8,79,7,6,8,79,8,7,6,79,9,2,10,79,8,5,8,79,10,3,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,2,25,27,46,1,36,17,46,2,27,25,46,1,32,21,46,1,27,26,46,2,26,26,51,0,26,23,74,0,9,4,3,10,55,1,2,9,14,19,55,1,43,1,62,1,10,27,62,1,15,8,9,3,0,2,62,0,11,12,6,9,64,0,12,9,12,3,70,0,1,26,3,81,1,0,15,3,75,1,17,7,64,3,28,5,73,1,22,4,68,2,21,9,73,1,19,7,74,1,23,2,87,1,1,0,0,2,9,87,1,1,0,0,2,9,94,0,2,0,2,2,94,0,0,2,1,3,94,1,2,2,1,0,96,0,3,1,96,2,0,2,96,1,2,1,96,0,2,2,98,2,0,100,0,0,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.6153846153846154,2.059833726240321,2.4,1.140175425099138,0,0,0,0
GH,GHA,Ghana,1,2020-12-31,2020-12-23,100,1,326744.965277285,0,0,5,100,8424213.249149762,97,4,4,92,3,14,83,3,3,94,2,17,81,3,18,79,2,24,74,4,7,89,3,15,82,3,5,92,2,6,92,1,8,91,3,23,74,3,7,90,2,13,85,96,1,1,2,86,0,9,5,97,0,3,0,83,1,4,12,82,1,6,11,76,3,11,10,93,1,2,4,85,1,8,6,95,1,3,1,94,0,3,3,92,0,4,4,77,2,7,14,93,2,1,4,87,2,4,7,0,0,5,95,95,0,3,2,0,0,8,92,92,0,2,6,98,0,2,0,98,0,1,1,0,99,0,1,0,2,3,29,66,100,0,0,0,38,30,19,13,0,3,43,16,38,0,7,37,26,30,0,5,53,21,21,0,7,46,21,26,0,6,19,9,66,0,71,9,8,12,71,8,13,8,71,4,21,4,71,8,4,17,71,6,17,6,71,10,8,11,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,40,57,0,3,48,49,0,4,35,61,0,5,49,46,0,3,43,54,0,3,50,47,0,0,50,50,50,0,35,5,1,9,0,2,8,39,31,20,0,1,83,16,0,0,16,84,0,0,27,24,26,9,9,5,0,2,31,29,30,8,0,2,25,37,25,11,0,0,5,79,16,0,0,9,75,16,60,5,27,8,52,5,35,8,65,5,19,11,51,6,25,18,57,5,28,10,50,4,35,11,0,2,4,5,18,20,51,0,3,5,10,14,22,46,0,1,31,12,23,33,0,1,23,16,25,35,0,1,49,18,17,15,33,4,60,3,33,16,27,24,33,16,33,18,0,1,43,56,44,30,26,70,1,14,1,4,2,0,1,7,27,0,6,17,5,14,2,1,6,4,1,4,2,1,0,2,8,0,1,80,18,1,0,0,100,0,0,0,0,0,0,2,6,37,42,13,2,1,22,23,12,16,24,3.169491525423729,2.1427708646458723,0.6666666666666666,0.5773502691896257,10.325208333333334,6.666882326555671,2.7666666666666666,1.8054225438378
GH,GHA,Ghana,2,2020-12-31,2020-12-27,100,1,44413.3703868895,1,44413.3703868895,7,100,7635172.936286423,96,2,6,92,2,10,88,2,5,93,2,16,82,2,18,80,2,12,86,2,7,91,2,6,92,2,7,91,2,9,89,2,4,94,1,30,69,2,2,96,2,12,86,94,0,1,5,90,0,3,7,95,1,3,1,84,0,5,11,82,1,3,14,88,0,2,10,93,0,2,5,94,0,1,5,93,0,2,5,91,0,6,3,96,0,1,3,70,1,15,14,98,1,1,0,88,0,6,6,0,0,5,95,95,0,2,3,0,1,15,84,85,0,4,11,96,0,4,0,96,0,2,2,0,98,1,1,0,5,1,20,74,100,0,0,0,32,32,18,18,0,2,43,16,39,0,4,42,24,30,0,5,49,21,25,0,5,38,27,30,0,5,9,12,74,0,80,8,6,6,80,5,8,7,80,1,14,5,80,7,1,12,80,7,4,9,80,8,3,9,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,2,64,34,0,2,37,61,0,2,55,43,0,2,44,54,0,1,44,55,0,0,51,49,49,0,28,6,10,7,0,0,3,20,40,37,0,1,92,7,0,4,16,80,0,1,25,38,23,9,2,2,0,0,20,33,36,11,0,1,19,52,24,4,0,1,5,79,15,0,3,5,76,16,51,4,34,11,36,3,45,16,63,2,26,9,45,4,25,26,56,3,33,8,56,1,32,11,0,3,5,2,11,13,66,0,4,2,7,9,21,57,0,1,33,17,21,28,0,0,29,8,24,39,0,1,42,17,20,20,41,5,49,5,41,23,14,22,41,18,29,12,0,1,54,45,55,31,14,69,0,11,0,5,2,0,4,9,15,0,6,11,6,18,1,5,9,0,1,2,4,2,0,2,18,0,0,69,31,0,0,0,0,100,0,0,0,0,0,3,3,47,37,10,3,2,31,25,15,12,12,2.767857142857143,1.8683105779244564,1.5,0.5773502691896257,13.479166666666668,7.216908751662624,3.033333333333333,1.9398250818861495
GH,GHA,Ghana,3,2020-12-31,2020-12-25,100,1,28364.8891585077,0,0,13,100,5324237.814395942,97,0,4,96,1,9,90,0,1,99,0,14,86,0,12,88,0,13,87,0,4,96,0,5,95,1,6,93,0,5,95,1,4,95,0,22,78,0,4,96,0,16,84,96,0,3,1,91,0,5,4,99,0,0,1,86,0,7,7,88,0,7,5,87,0,6,7,96,0,2,2,95,0,3,2,94,0,2,4,95,0,3,2,96,0,2,2,78,0,9,13,96,0,3,1,84,0,6,10,0,0,8,92,92,1,4,3,0,3,19,78,81,2,5,12,95,0,5,0,95,0,2,3,0,98,1,1,0,10,0,27,63,100,0,0,0,30,36,19,15,0,3,43,13,41,0,7,45,12,36,0,2,59,8,31,0,7,45,12,36,0,7,15,8,70,0,73,9,8,10,73,9,8,10,73,5,17,5,73,10,4,13,73,7,13,7,73,11,6,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,51,49,0,0,70,30,0,1,54,45,0,0,60,40,0,1,51,48,0,0,46,54,0,0,54,46,46,0,27,11,6,10,0,0,6,21,39,34,0,1,94,5,0,2,19,79,0,0,25,39,19,9,6,2,0,0,24,26,37,13,0,1,27,43,24,5,0,0,5,89,6,0,1,3,84,12,49,1,41,9,30,2,53,15,46,0,40,14,40,1,36,23,49,1,38,12,54,0,37,9,0,1,2,4,3,22,68,0,1,2,1,15,25,56,0,2,32,23,23,20,0,1,15,18,36,30,0,0,43,20,22,15,37,5,52,6,37,17,25,21,37,11,38,14,0,0,67,33,67,24,9,76,1,15,0,1,1,0,0,6,9,0,4,16,4,21,2,5,6,1,3,3,3,4,3,4,12,0,0,87,13,0,0,0,0,0,100,0,0,0,0,3,5,44,36,12,3,3,27,28,15,9,15,2.3962264150943398,1.8432790873614904,2,1,12.816326530612244,6.801071684464663,3.120879120879121,1.8247384277398033
GH,GHA,Ghana,-99,2021-01-01,2020-12-31,100,0,0,0,0,7,85,7496341.3282548655,0,4,2,94,1,16,83,3,0,97,2,21,77,3,13,84,2,24,74,3,8,89,1,5,94,3,3,94,2,7,91,3,8,89,3,17,80,2,2,96,3,19,78,98,0,1,1,84,0,6,10,100,0,0,0,79,0,9,12,87,1,5,7,76,1,6,17,92,0,3,5,95,1,2,2,97,0,1,2,93,0,3,4,92,0,5,3,83,1,8,8,98,0,0,2,81,0,12,7,14,1,5,80,96,0,1,3,18,0,13,69,87,1,3,9,97,0,3,0,97,0,2,1,0,98,1,1,0,22,5,15,58,100,0,23,0,25,14,20,18,33,1,24,7,35,33,4,22,9,32,33,6,30,10,21,33,5,24,10,28,33,5,8,4,50,0,87,7,3,3,87,7,3,3,87,5,7,1,87,6,1,6,87,4,6,3,87,6,3,4,50,5,6,39,50,6,6,38,50,6,6,38,50,6,10,34,50,7,7,36,50,4,16,30,50,7,8,35,88,1,1,10,88,1,3,8,88,1,4,7,88,1,2,9,88,1,3,8,47,2,28,23,47,1,37,15,47,2,27,24,47,2,36,15,47,2,32,19,47,2,23,28,54,0,18,28,82,0,8,3,3,4,56,1,0,10,11,22,56,3,37,4,59,0,6,35,59,1,14,12,10,2,0,2,59,1,14,6,14,6,64,1,8,10,16,1,69,0,0,26,5,78,1,1,19,1,74,1,19,6,67,2,27,4,75,1,22,2,68,2,24,6,70,1,27,2,78,1,19,2,83,0,0,0,0,3,14,83,2,0,0,1,3,11,91,0,4,1,2,2,91,0,2,3,1,3,91,1,6,1,0,1,93,0,7,0,93,1,2,4,93,0,6,1,93,0,1,6,94,6,0,97,0,0,1,1,0,0,0,1,96,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.7948717948717947,2.1664849918642433,1.6666666666666667,0.5773502691896257,0,0,0,0
GH,GHA,Ghana,1,2021-01-01,2020-12-23,100,1,326744.965277285,0,0,5,100,8565340.925271202,96,4,4,92,3,17,80,3,3,94,2,17,81,3,17,80,2,23,75,4,6,90,3,15,82,3,5,92,2,6,92,1,8,91,3,22,75,3,8,89,2,15,83,96,1,1,2,83,0,9,8,97,0,3,0,83,1,5,11,83,1,6,10,77,3,11,9,94,1,2,3,85,1,8,6,95,1,3,1,94,0,3,3,92,0,4,4,78,2,7,13,92,2,2,4,85,2,5,8,0,0,5,95,95,0,3,2,0,0,9,91,91,0,2,7,98,0,2,0,98,0,1,1,0,99,0,1,0,2,3,29,66,100,0,0,0,40,27,19,14,0,3,44,15,38,0,7,41,23,29,0,5,55,20,20,0,6,47,21,26,0,6,19,9,66,0,71,8,10,11,71,7,15,7,71,4,22,3,71,8,4,17,71,5,17,7,71,10,8,11,92,2,0,6,92,2,1,5,92,1,1,6,92,2,1,5,92,1,2,5,92,1,2,5,92,2,0,6,97,0,1,2,97,0,2,1,97,0,2,1,97,1,1,1,97,0,2,1,0,3,38,59,0,2,50,48,0,4,40,56,0,4,54,42,0,3,42,55,0,3,50,47,0,0,53,47,47,0,36,5,1,11,0,2,8,38,33,19,0,1,84,15,0,0,14,86,0,0,27,24,28,9,8,4,0,2,30,31,28,9,0,2,25,35,27,11,0,0,5,79,16,0,0,11,73,16,62,5,27,6,50,5,37,8,60,5,23,12,46,6,28,20,58,5,28,9,50,4,36,10,0,2,4,7,21,19,47,0,3,5,12,12,25,43,0,2,31,11,23,33,0,1,24,17,26,32,0,1,48,21,16,14,31,3,62,4,31,16,28,25,31,17,34,18,0,1,42,57,43,29,28,71,1,14,1,4,2,0,1,6,29,0,6,16,5,12,2,2,5,4,1,4,3,1,0,2,8,0,1,79,19,1,0,0,100,0,0,0,0,0,0,2,6,39,40,13,2,1,21,22,14,16,24,3.2542372881355934,2.03073980352484,0.6666666666666666,0.5773502691896257,10.439791666666666,6.538211888045726,2.8444444444444446,1.7920618412728722
GH,GHA,Ghana,2,2021-01-01,2020-12-30,100,1,44413.3703868895,1,44413.3703868895,6,100,7451478.58059064,96,2,5,93,2,12,86,2,2,96,2,11,87,2,14,84,2,11,87,2,5,93,2,5,93,2,6,92,2,8,90,2,5,93,1,23,76,2,1,97,2,15,83,95,0,1,4,88,0,2,10,98,0,1,1,89,0,4,7,86,0,3,11,89,0,2,9,95,0,1,4,95,0,1,4,94,0,2,4,92,0,6,2,95,0,2,3,77,0,13,10,99,0,1,0,85,0,8,7,0,0,4,96,96,0,3,1,0,2,18,80,82,0,6,12,94,0,6,0,94,0,3,3,0,97,1,2,0,8,2,20,70,100,0,0,0,30,31,16,23,0,2,39,19,40,0,4,41,24,31,0,5,49,20,26,0,5,38,26,31,0,6,14,11,69,0,80,5,6,9,80,2,9,9,80,0,14,6,80,4,2,14,80,5,5,10,80,5,5,10,69,1,2,28,69,1,2,28,69,1,2,28,69,1,2,28,69,1,3,27,69,1,8,22,69,1,2,28,92,0,1,7,92,0,4,4,92,0,2,6,92,0,1,7,92,0,0,8,0,1,47,52,0,3,64,33,0,3,32,65,0,2,55,43,0,2,42,56,0,2,43,55,0,0,52,48,48,0,31,6,9,6,0,1,5,15,42,37,0,1,94,5,0,4,12,84,0,0,30,33,24,8,2,3,0,0,22,32,33,13,0,1,18,51,26,4,0,1,6,82,11,0,1,6,82,11,53,3,35,9,36,3,46,15,68,3,19,10,45,4,29,22,58,3,31,8,57,1,30,12,0,1,1,2,12,14,70,0,3,0,6,11,18,62,0,0,39,14,25,22,0,0,30,6,29,35,0,1,43,14,20,22,43,5,48,4,43,20,17,20,43,15,30,12,0,1,47,52,48,36,16,64,1,15,0,4,3,0,3,10,17,0,4,10,7,20,1,4,7,0,1,2,6,2,0,1,18,0,0,73,27,0,0,0,0,100,0,0,0,0,0,3,3,39,43,12,3,1,31,23,16,13,13,2.69811320754717,2.062344685624158,1.5,0.5773502691896257,12.418367346938776,6.619127966652616,2.977777777777778,2.016659702219689
GH,GHA,Ghana,3,2021-01-01,2020-12-26,100,0,0,0,0,11,100,5496577.356323428,97,0,2,98,1,7,92,0,1,99,0,13,87,0,9,91,0,11,89,0,3,97,0,5,95,1,4,95,0,3,97,1,3,96,0,15,85,0,3,97,0,15,85,98,0,2,0,93,0,5,2,99,0,0,1,87,0,5,8,91,0,5,4,89,0,5,6,97,0,1,2,95,0,3,2,96,0,2,2,97,0,2,1,97,0,1,2,85,0,6,9,97,0,2,1,85,0,5,10,0,0,5,95,95,1,1,3,0,3,19,78,81,1,6,12,94,0,6,0,94,0,3,3,0,97,1,2,0,10,0,21,69,100,0,0,1,27,36,21,15,0,3,41,15,41,0,7,44,14,35,0,2,55,10,33,0,7,41,14,38,0,6,15,9,70,0,79,6,6,9,79,6,8,7,79,4,12,5,79,8,3,10,79,5,10,6,79,8,5,8,88,0,0,12,88,0,0,12,88,0,0,12,88,0,0,12,88,0,0,12,88,0,3,9,88,0,2,10,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,0,0,47,53,0,0,68,32,0,1,52,47,0,0,57,43,0,0,55,45,0,0,45,55,0,0,49,51,51,0,24,9,6,10,0,0,6,18,36,40,0,2,93,5,0,2,15,83,0,0,31,32,21,8,5,3,0,0,25,25,38,12,0,0,29,42,24,5,0,0,6,87,7,0,0,4,85,11,53,1,38,8,32,1,51,16,48,0,40,12,43,0,35,22,45,1,41,13,55,0,38,7,0,1,2,3,4,23,67,0,1,1,1,14,25,58,0,2,29,24,22,23,0,0,17,17,36,30,0,0,40,19,25,16,41,5,49,5,41,14,26,19,41,9,36,14,0,0,66,34,66,22,12,78,2,13,0,1,1,0,0,5,12,1,4,15,5,18,1,5,7,1,3,3,5,4,2,4,10,0,0,85,15,0,0,0,0,0,100,0,0,0,0,3,4,41,40,12,3,1,27,30,15,8,16,2.5416666666666665,1.9236305804205438,3,2.6457513110645907,13.319587628865982,7.051220922283272,3.3260869565217392,1.8817147642227638
GH,GHA,Ghana,-99,2021-01-02,2020-12-31,100,0,0,0,0,6,86,7368225.508293528,0,4,2,94,2,17,81,3,0,97,3,19,78,4,15,81,3,22,75,3,9,88,1,6,93,3,4,93,3,7,90,4,6,90,3,15,82,3,2,95,4,18,78,98,0,1,1,83,0,6,11,100,0,0,0,81,0,8,11,85,1,5,9,78,1,7,14,91,1,3,5,94,1,2,3,96,0,1,3,93,0,3,4,94,0,3,3,85,1,6,8,98,0,0,2,82,0,10,8,13,1,5,81,96,0,1,3,18,0,13,69,87,0,4,9,96,0,4,0,96,0,2,2,0,98,1,1,0,22,5,15,58,100,0,25,0,26,14,19,16,34,1,26,6,33,34,5,25,8,28,34,8,28,10,20,34,7,24,10,25,34,7,8,5,46,0,87,8,3,2,87,8,3,2,87,6,7,0,87,7,1,5,87,5,6,2,87,6,4,3,46,6,7,41,46,7,7,40,46,7,7,40,46,6,12,36,46,8,8,38,46,5,17,32,46,8,9,37,86,2,1,11,86,2,3,9,86,2,4,8,86,1,3,10,86,2,3,9,51,3,26,20,51,2,33,14,51,3,24,22,51,3,33,13,51,3,29,17,51,3,20,26,58,0,17,25,83,0,7,3,3,4,59,1,0,10,9,21,59,3,34,4,61,0,5,34,61,1,12,13,9,2,0,2,61,1,12,6,15,5,66,1,7,10,16,0,70,0,0,26,4,80,0,1,18,1,76,1,17,6,71,1,24,4,78,1,19,2,71,1,22,6,73,1,24,2,81,1,16,2,84,0,0,0,0,3,13,84,2,0,0,1,3,10,92,0,4,1,2,1,92,0,2,3,1,2,92,0,6,1,0,1,93,0,7,0,93,1,2,4,93,0,6,1,93,0,1,6,94,6,0,97,0,0,1,1,0,0,0,1,96,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.111111111111111,2.4234305999998993,1.3333333333333333,0.5773502691896257,0,0,0,0
GH,GHA,Ghana,1,2021-01-02,2020-12-23,100,1,326744.965277285,0,0,5,100,8565340.925271202,96,4,4,92,3,17,80,3,3,94,2,17,81,3,17,80,2,23,75,4,6,90,3,15,82,3,5,92,2,6,92,1,8,91,3,22,75,3,8,89,2,15,83,96,1,1,2,83,0,9,8,97,0,3,0,83,1,5,11,83,1,6,10,77,3,11,9,94,1,2,3,85,1,8,6,95,1,3,1,94,0,3,3,92,0,4,4,78,2,7,13,92,2,2,4,85,2,5,8,0,0,5,95,95,0,3,2,0,0,9,91,91,0,2,7,98,0,2,0,98,0,1,1,0,99,0,1,0,2,3,29,66,100,0,0,0,40,27,19,14,0,3,44,15,38,0,7,41,23,29,0,5,55,20,20,0,6,47,21,26,0,6,19,9,66,0,71,8,10,11,71,7,15,7,71,4,22,3,71,8,4,17,71,5,17,7,71,10,8,11,92,2,0,6,92,2,1,5,92,1,1,6,92,2,1,5,92,1,2,5,92,1,2,5,92,2,0,6,97,0,1,2,97,0,2,1,97,0,2,1,97,1,1,1,97,0,2,1,0,3,38,59,0,2,50,48,0,4,40,56,0,4,54,42,0,3,42,55,0,3,50,47,0,0,53,47,47,0,36,5,1,11,0,2,8,38,33,19,0,1,84,15,0,0,14,86,0,0,27,24,28,9,8,4,0,2,30,31,28,9,0,2,25,35,27,11,0,0,5,79,16,0,0,11,73,16,62,5,27,6,50,5,37,8,60,5,23,12,46,6,28,20,58,5,28,9,50,4,36,10,0,2,4,7,21,19,47,0,3,5,12,12,25,43,0,2,31,11,23,33,0,1,24,17,26,32,0,1,48,21,16,14,31,3,62,4,31,16,28,25,31,17,34,18,0,1,42,57,43,29,28,71,1,14,1,4,2,0,1,6,29,0,6,16,5,12,2,2,5,4,1,4,3,1,0,2,8,0,1,79,19,1,0,0,100,0,0,0,0,0,0,2,6,39,40,13,2,1,21,22,14,16,24,3.2542372881355934,2.03073980352484,0.6666666666666666,0.5773502691896257,10.439791666666666,6.538211888045726,2.8444444444444446,1.7920618412728722
