ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CL,CHL,Chile,2,2020-12-24,2020-12-24,186,0,0,0,0,15,186,1881867.100940759,178,0,2,184,0,12,174,0,3,183,0,17,169,0,34,152,0,20,166,0,13,173,0,4,182,0,8,178,0,1,185,0,14,172,0,51,135,0,1,185,0,41,145,184,0,2,0,174,0,5,7,183,0,0,3,169,0,7,10,152,0,13,21,166,0,6,14,173,0,6,7,182,0,2,2,178,0,3,5,185,0,1,0,172,0,8,6,135,0,11,40,185,0,1,0,145,0,17,24,0,0,9,177,177,0,1,8,0,0,71,115,115,0,18,53,168,0,17,1,168,2,16,0,184,2,0,0,18,2,24,142,186,0,0,0,0,0,0,70,74,25,17,0,2,80,79,25,0,3,104,61,18,0,1,96,52,37,0,1,66,69,50,0,2,15,42,127,162,3,5,16,162,1,6,17,162,2,7,15,162,1,12,11,162,2,7,15,162,2,3,19,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,0,0,87,99,0,0,134,52,0,0,44,142,0,1,96,89,0,0,15,171,0,0,60,126,0,1,106,79,80,0,76,20,4,6,0,0,0,5,60,121,0,0,185,1,0,0,37,149,0,0,173,8,0,1,0,4,0,1,35,52,63,35,0,0,67,95,17,7,186,186,99,0,83,4,52,0,134,0,142,0,43,1,90,0,59,37,171,0,13,2,126,0,59,1,0,0,2,12,22,49,101,0,0,1,11,40,46,88,0,0,102,59,14,11,0,0,32,43,54,57,0,0,54,62,37,33,70,2,80,34,70,7,46,63,70,5,74,37,0,2,109,75,111,0,43,32,143,0,7,1,9,7,0,4,15,34,0,4,11,11,28,0,1,22,5,4,3,10,7,3,4,39,0,0,78,105,0,3,0,0,0,186,0,0,0,0,0,1,1,147,19,18,1,0,28,69,58,17,13,2.5508315789473683,1.586598714852273,1.6666666666666665,0.7071067811865476,10.28235632183908,6.2925062018282105,3.1333333333333333,1.5656936635385268
CL,CHL,Chile,3,2020-12-24,2020-12-24,149,0,0,0,0,27,149,1530665.5798586456,146,1,0,148,0,9,140,1,0,148,0,18,131,0,29,120,0,18,131,0,9,140,0,2,147,0,6,143,0,1,148,1,11,137,0,29,120,1,1,147,0,24,125,149,0,0,0,140,0,2,7,149,0,0,0,131,0,7,11,120,0,9,20,131,1,4,13,140,0,3,6,147,0,0,2,143,0,6,0,148,0,1,0,138,0,5,6,120,0,12,17,148,0,1,0,125,0,11,13,0,0,13,136,136,0,3,10,0,2,54,93,95,0,22,32,127,0,20,2,127,1,21,0,148,0,1,0,24,1,19,105,149,0,0,0,0,0,0,65,48,19,17,0,3,68,53,25,0,2,81,37,29,0,3,69,39,38,0,1,54,49,45,0,3,16,27,103,130,2,6,11,130,5,3,11,130,4,3,12,130,4,6,9,130,5,1,13,130,5,3,11,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,0,1,56,92,0,1,94,54,0,0,37,112,0,2,76,71,0,1,12,136,0,1,38,110,0,0,87,62,62,0,58,16,8,5,0,1,0,5,42,101,0,0,149,0,0,0,22,127,0,0,140,6,0,0,1,2,0,0,33,44,41,31,0,1,65,62,13,8,149,149,93,0,55,1,55,0,93,1,112,0,37,0,73,0,55,21,137,0,10,2,111,0,37,1,0,0,1,2,25,33,88,0,0,0,6,21,40,82,0,0,69,48,17,15,0,0,26,30,42,51,0,0,41,38,39,31,70,3,62,14,70,12,33,34,70,11,42,26,0,0,106,43,106,0,27,16,122,0,11,0,3,2,1,1,9,16,0,6,10,6,14,1,2,12,1,13,4,14,6,5,7,32,0,2,76,71,0,0,0,0,0,0,149,0,0,0,0,1,2,118,15,13,1,0,26,40,53,20,9,2.6944444444444446,2.107257004111542,2.1666666666666665,1.6422453217986943,11.10472972972973,6.173581353572508,3.337931034482759,1.5777123455214286
CL,CHL,Chile,4,2020-12-24,2020-12-24,128,0,0,0,0,25,128,1648496.8248814798,125,0,1,127,1,13,114,1,2,125,1,6,121,1,17,110,1,12,115,1,11,116,1,1,126,1,2,125,1,0,127,1,5,122,0,23,105,1,0,127,1,18,109,127,0,1,0,115,0,3,10,126,0,2,0,122,0,1,5,111,0,7,10,116,0,6,6,117,0,5,6,127,0,0,1,126,0,2,0,128,0,0,0,123,0,3,2,105,0,8,15,128,0,0,0,110,1,6,11,0,0,13,115,115,0,3,10,0,0,48,80,80,0,18,30,110,0,17,1,110,6,12,0,122,4,2,0,18,1,8,101,128,0,0,0,0,0,0,58,41,15,14,0,9,55,41,23,0,7,68,36,17,0,5,57,32,34,0,8,51,35,34,0,8,13,22,85,120,5,1,2,120,5,1,2,120,5,1,2,120,5,2,1,120,3,2,3,120,3,3,2,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,2,43,83,0,0,94,34,0,3,29,96,0,3,48,77,0,4,5,119,0,2,36,90,0,0,72,56,56,0,50,11,7,4,0,2,0,9,33,84,0,1,126,1,0,1,26,101,0,0,118,4,2,1,0,3,0,0,25,39,39,25,0,1,53,52,18,4,128,128,85,4,39,0,34,4,90,0,99,1,28,0,80,3,31,14,123,0,4,1,92,1,34,1,0,0,0,6,15,32,75,0,0,2,5,10,40,71,0,2,61,41,15,9,0,1,20,30,37,40,0,0,29,39,36,24,60,7,50,11,60,15,23,30,60,11,41,16,0,0,84,44,84,0,22,22,106,0,3,2,1,2,2,1,11,22,0,1,10,9,15,4,2,9,6,4,3,9,6,1,3,24,0,3,63,60,0,2,0,0,0,0,0,128,0,0,0,3,4,92,14,15,3,1,14,34,58,10,8,2.7142857142857144,1.925703334715224,2,1.2060453783110545,11.016129032258064,6.080735769247866,3.125,1.3129126002130984
CL,CHL,Chile,5,2020-12-24,2020-12-24,120,1,9217.93003955783,0,0,14,120,1104599.6120724077,116,2,1,117,2,7,111,2,2,116,2,7,111,2,16,102,2,10,108,2,7,111,1,4,115,2,1,117,1,2,117,2,12,106,2,14,104,2,1,117,2,14,104,119,0,1,0,113,0,5,2,118,0,2,0,113,0,1,6,104,0,5,11,110,0,5,5,113,0,5,2,116,0,3,1,119,0,0,1,118,0,1,1,108,1,6,5,106,0,6,8,119,0,0,1,106,0,7,7,0,0,10,110,110,0,3,7,0,2,35,83,85,0,11,24,109,2,8,1,109,3,8,0,117,1,2,0,13,1,8,98,120,0,0,0,0,0,0,57,26,21,16,0,4,45,44,27,0,10,67,27,16,0,10,59,27,24,0,8,60,28,24,0,9,17,18,76,112,3,1,4,112,1,4,3,112,3,1,4,112,2,2,4,112,3,2,3,112,3,1,4,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,0,3,40,77,0,0,92,28,0,2,29,89,0,1,48,71,0,2,6,112,0,2,31,87,0,0,68,52,52,0,45,13,7,3,0,1,0,4,40,75,0,2,118,0,0,1,22,97,0,0,110,6,1,0,0,3,0,1,28,28,36,27,0,2,47,58,7,6,120,120,80,0,38,2,28,0,90,2,91,0,28,1,72,0,34,14,114,0,5,1,89,0,31,0,0,0,0,3,11,29,77,0,0,1,2,10,29,78,0,2,55,41,11,11,0,1,19,17,37,46,0,0,22,28,42,28,70,4,37,9,70,11,20,19,70,9,34,7,0,1,56,63,57,1,27,35,93,2,1,0,1,3,4,2,14,37,0,3,6,6,11,2,2,2,3,5,6,5,4,2,4,22,0,2,66,52,0,0,0,0,0,0,0,0,120,0,0,2,7,90,7,14,2,4,25,30,36,15,8,2.8974358974358974,1.7289313979095478,1.4444444444444444,0.8819171036881969,12.982300884955752,5.728971331382518,2.981818181818182,1.4837456827376232
CL,CHL,Chile,6,2020-12-24,2020-12-23,100,0,0,0,0,10,100,1363115.9406321843,92,0,0,100,0,3,97,0,2,98,0,5,95,0,12,88,0,7,93,0,4,96,0,2,98,0,2,98,0,0,100,0,5,95,0,11,89,0,1,99,0,11,89,100,0,0,0,97,0,1,2,98,0,1,1,95,0,2,3,88,0,5,7,93,0,3,4,96,0,2,2,98,0,2,0,98,0,2,0,100,0,0,0,95,0,2,3,89,0,2,9,99,0,1,0,89,0,4,7,0,0,4,96,96,0,0,4,0,1,33,66,67,3,7,23,93,1,6,0,93,2,5,0,98,0,2,0,11,3,9,77,100,0,0,0,0,0,0,59,26,10,5,0,7,56,22,15,0,8,72,13,7,0,8,64,13,15,0,5,63,18,14,0,11,10,10,69,91,4,3,2,91,2,4,3,91,4,3,2,91,5,1,3,91,5,1,3,91,5,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,20,77,0,0,62,38,0,3,16,81,0,3,41,56,0,3,9,88,0,2,15,83,0,0,49,51,51,0,38,10,0,1,0,1,0,5,34,60,0,2,98,0,0,1,23,76,0,0,90,3,0,1,1,5,0,1,27,28,30,14,0,1,48,38,9,4,100,100,80,0,19,1,38,2,60,0,84,1,15,0,59,2,28,11,91,1,7,1,85,0,15,0,0,0,1,1,15,18,65,0,0,1,2,8,24,65,0,2,38,35,14,11,0,1,10,22,32,35,0,0,11,27,29,33,62,8,21,9,62,10,17,11,62,6,24,8,0,1,31,68,32,0,20,48,80,0,2,2,3,3,0,2,8,49,0,2,4,4,6,0,1,1,1,1,2,4,2,1,1,21,0,1,48,49,0,2,0,0,0,0,0,0,0,100,0,7,4,73,8,8,7,2,14,28,31,12,6,2.8666666666666667,1.736689941821219,3,2,12.56043956043956,5.538168151230736,2.611111111111111,1.4354613590613654
CL,CHL,Chile,-99,2020-12-25,2020-12-25,279,0,0,0,0,50,221,3205165.745868131,0,3,3,273,7,22,250,5,6,268,5,23,251,6,37,236,5,38,236,5,13,261,5,7,267,6,12,261,5,5,269,5,15,259,5,46,228,8,5,266,7,41,231,276,0,2,1,257,0,15,7,273,1,3,2,256,1,9,13,242,0,17,20,241,1,18,19,266,1,8,4,272,2,3,2,267,1,4,7,274,0,2,3,264,1,10,4,233,0,19,27,274,0,4,1,238,0,23,18,57,1,26,195,257,0,9,13,69,5,86,119,195,1,26,57,253,0,25,1,253,9,15,2,270,2,7,0,108,4,19,148,279,0,0,0,0,89,1,80,60,26,23,110,10,81,45,33,110,14,100,28,27,110,15,92,28,34,110,12,83,38,36,110,19,36,25,89,262,3,8,6,262,7,3,7,262,4,5,8,262,3,7,7,262,5,7,5,262,4,6,7,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,279,0,0,0,122,3,59,95,122,3,102,52,122,6,26,125,122,4,76,77,122,4,13,140,122,3,53,101,137,1,77,64,202,1,46,19,7,4,149,0,3,11,35,81,149,2,126,2,164,2,26,87,164,0,96,1,1,1,0,16,164,1,38,33,29,14,170,1,49,38,12,9,279,279,226,1,51,1,181,1,94,3,256,1,21,1,207,2,53,17,267,1,9,2,229,2,45,3,183,0,3,3,13,14,63,183,0,2,6,13,15,60,196,0,49,17,6,11,196,0,18,18,14,33,196,0,23,27,12,21,238,5,28,8,238,12,17,12,238,10,20,11,214,0,26,39,240,0,22,17,265,0,2,1,1,2,1,1,6,242,0,2,3,3,4,1,0,3,2,2,1,1,0,0,2,13,279,0,0,0,0,0,279,0,0,0,0,0,0,0,0,279,0,0,0,0,279,0,0,0,0,0,0,2.689655172413793,1.9121669213612642,2.411764705882353,1.325651892910228,0,0,0,0
CL,CHL,Chile,1,2020-12-25,2020-12-24,100,0,0,0,0,18,100,1418701.5264735825,96,0,1,99,0,9,91,0,2,98,0,16,84,0,34,66,0,17,83,0,9,91,0,4,96,0,10,90,0,0,100,0,13,87,0,26,74,0,2,98,0,28,72,99,0,0,1,91,0,6,3,98,0,0,2,84,0,1,15,66,0,12,22,83,0,5,12,91,0,1,8,96,0,2,2,90,0,6,4,100,0,0,0,87,0,6,7,74,0,3,23,98,0,2,0,72,0,7,21,0,0,7,93,93,0,1,6,0,0,29,71,71,0,6,23,94,0,6,0,94,3,3,0,97,2,0,1,6,0,15,79,100,0,0,0,0,0,0,32,37,18,13,0,0,31,52,17,0,2,53,29,16,0,1,42,31,26,0,1,24,40,35,0,1,4,20,75,85,3,7,5,85,0,10,5,85,3,6,6,85,2,6,7,85,3,5,7,85,3,3,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,23,76,0,1,50,49,0,2,20,78,0,1,71,28,0,3,14,83,0,1,32,67,0,0,73,27,27,0,52,16,4,1,0,2,1,5,49,43,0,1,99,0,0,2,15,83,0,0,85,10,0,1,0,4,0,1,15,36,35,13,0,0,21,56,18,5,100,100,77,0,23,0,50,0,50,0,80,0,20,0,29,0,38,33,86,0,12,2,68,0,32,0,0,0,5,6,19,27,43,0,0,7,16,16,28,33,0,2,58,27,11,2,0,0,13,20,38,29,0,0,18,37,30,15,45,1,41,13,45,5,15,35,45,5,31,19,0,0,37,63,37,1,17,45,83,0,1,1,2,10,0,0,3,46,0,6,6,1,5,5,0,4,0,1,1,2,1,1,0,21,0,1,33,62,1,3,0,0,100,0,0,0,0,0,0,2,2,75,10,11,2,1,5,25,36,24,7,2.9846153846153847,1.9242880801440865,2.5714285714285716,1.5118578920369088,9.923076923076923,6.0533756403643615,3.7582417582417578,1.5940211858389903
CL,CHL,Chile,2,2020-12-25,2020-12-25,161,0,0,0,0,34,161,1811700.7845487285,158,0,0,161,0,15,146,0,2,159,0,22,139,0,48,113,0,18,143,0,16,145,0,1,160,0,6,155,0,1,160,0,19,142,0,38,123,0,0,161,0,38,123,161,0,0,0,146,1,5,9,159,1,1,0,139,1,6,15,113,1,12,35,143,1,1,16,145,0,5,11,160,0,1,0,155,0,4,2,160,0,1,0,142,0,11,8,123,1,10,27,161,0,0,0,123,1,13,24,0,0,15,146,146,0,4,11,0,1,65,95,96,0,16,49,145,1,13,2,145,6,10,0,155,1,4,1,17,0,18,126,161,0,0,0,0,0,0,75,56,19,11,0,0,78,60,23,0,2,103,41,15,0,0,88,43,30,0,0,67,42,52,0,1,24,38,98,143,4,2,12,143,2,6,10,143,3,5,10,143,3,11,4,143,4,3,11,143,4,3,11,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,0,0,54,107,0,0,105,56,0,0,36,125,0,0,109,52,0,0,15,146,0,0,37,124,0,0,114,47,47,0,74,28,5,7,0,0,0,18,52,91,0,0,161,0,0,2,41,118,0,0,147,9,1,0,0,4,0,0,9,59,58,35,0,0,52,90,13,6,161,161,107,0,53,1,56,0,105,0,125,0,36,0,52,0,55,54,146,0,10,5,124,0,37,0,0,0,1,6,27,46,81,0,0,1,15,29,54,62,0,0,86,55,11,9,0,0,16,41,51,53,0,0,36,57,36,32,68,2,72,19,68,9,29,55,68,5,50,38,0,0,104,57,104,0,21,36,140,1,0,0,6,4,0,2,8,36,0,6,7,5,14,1,3,20,2,2,3,7,7,1,6,41,0,2,58,99,2,0,0,0,0,161,0,0,0,0,0,1,3,122,17,18,1,2,27,53,58,15,5,2.5617021276595744,1.786093615951208,2.2857142857142856,1.7288756430151329,10.348993288590604,6.788231245261452,3.464052287581699,1.4419748145058133
CL,CHL,Chile,3,2020-12-25,2020-12-25,133,0,0,0,0,33,133,1346143.8249142722,129,0,0,133,0,6,127,0,5,128,0,14,119,0,19,114,0,10,123,0,11,122,0,3,130,0,5,128,0,2,131,0,8,125,0,23,110,1,1,131,0,22,111,133,0,0,0,127,1,2,3,128,0,2,3,119,1,5,8,114,2,7,10,123,2,2,6,122,0,5,6,130,0,2,1,128,0,3,2,131,1,1,0,125,1,2,5,110,2,7,14,132,0,0,1,111,2,10,10,0,0,11,122,122,0,1,10,0,1,65,67,68,0,18,47,115,0,17,1,115,1,17,0,132,1,0,0,19,1,16,97,133,0,0,0,0,0,0,53,49,17,14,0,4,60,44,25,0,3,81,33,16,0,1,76,34,22,0,3,67,28,35,0,3,16,20,94,117,4,5,7,117,3,5,8,117,6,1,9,117,6,7,3,117,6,1,9,117,6,1,9,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,0,0,48,85,0,1,94,38,0,1,19,113,0,1,85,47,0,1,10,122,0,1,33,99,0,0,86,47,47,0,57,17,8,4,0,0,2,6,51,74,0,0,133,0,0,1,32,100,0,0,122,7,1,1,0,2,0,0,19,43,43,28,0,0,41,72,15,5,133,133,85,1,44,3,39,1,93,0,114,1,18,0,48,0,41,44,123,0,10,0,100,0,33,0,0,0,1,2,20,26,84,0,0,1,5,22,20,85,0,0,58,51,20,4,0,0,19,26,50,38,0,0,34,42,36,21,57,0,52,24,57,12,19,45,57,11,35,30,0,0,85,48,85,1,21,26,112,0,4,0,5,2,4,3,3,27,0,4,4,4,13,3,3,20,3,2,3,10,7,1,3,26,0,1,55,76,0,1,0,0,0,0,133,0,0,0,0,3,3,101,16,10,3,0,10,48,55,14,3,2.3999999999999995,1.8626292586293283,3,1.7888543819998317,10.52016129032258,6.310849862739098,3.6774193548387095,1.451371020439618
CL,CHL,Chile,4,2020-12-25,2020-12-25,125,0,0,0,0,13,125,1421086.4254502566,122,0,1,124,0,6,119,0,0,125,0,5,120,0,20,105,0,8,117,0,5,120,0,2,123,0,1,124,0,2,123,0,8,117,0,13,112,0,1,124,0,13,112,124,0,0,1,119,0,2,4,125,0,0,0,120,0,2,3,105,1,3,16,117,0,3,5,120,0,3,2,123,0,2,0,124,0,1,0,123,0,2,0,117,0,7,1,112,0,3,10,124,0,1,0,112,0,4,9,0,0,10,115,115,0,3,7,0,1,50,74,75,1,15,34,110,0,15,0,110,3,12,0,122,1,2,0,17,2,9,97,125,0,0,0,0,0,0,63,39,15,8,0,4,64,35,22,0,3,84,27,11,0,3,80,24,18,0,3,64,30,28,0,3,21,19,82,116,2,3,4,116,3,2,4,116,3,4,2,116,2,2,5,116,2,2,5,116,3,1,5,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,0,0,3,53,69,0,2,73,50,0,5,23,97,0,3,57,65,0,5,7,113,0,2,29,94,0,1,73,51,52,0,39,21,6,7,0,0,0,6,39,80,0,1,124,0,0,0,25,100,0,0,117,1,0,1,0,6,0,0,23,32,36,34,0,1,53,60,4,7,125,125,72,0,53,0,52,0,73,0,102,0,21,2,68,1,34,22,118,0,7,0,96,0,28,1,0,2,4,2,12,22,83,0,0,2,5,18,24,76,0,2,67,37,9,10,0,0,23,31,26,45,0,0,38,33,27,27,54,4,59,8,54,15,32,24,54,12,40,19,0,0,84,41,84,0,26,15,99,3,1,2,4,6,0,2,8,15,0,5,10,7,20,0,2,10,2,6,7,7,5,2,4,23,0,1,53,71,0,0,0,0,0,0,0,125,0,0,0,1,4,93,12,15,1,0,11,34,50,22,7,3.048780487804878,2.2577778844717558,1.4285714285714286,0.7867957924694432,10.331932773109244,5.797529175244841,3.46218487394958,1.4945659534663531
CL,CHL,Chile,5,2020-12-25,2020-12-25,144,0,0,0,0,11,143,1040548.6599248826,134,0,1,143,2,7,135,2,6,136,1,11,132,2,14,128,2,11,131,1,7,136,1,3,140,1,4,139,1,1,142,2,6,136,1,17,126,2,3,139,2,16,126,143,0,0,1,137,0,1,6,138,0,3,3,133,1,7,3,130,1,9,4,133,1,4,6,137,0,5,2,141,0,2,1,140,0,4,0,143,1,0,0,138,1,4,1,127,1,7,9,141,0,2,1,128,1,9,6,0,1,5,138,139,0,0,5,0,0,48,96,96,1,15,32,129,0,15,0,129,2,13,0,142,0,2,0,16,0,10,118,144,0,0,0,0,0,0,74,48,14,8,0,14,74,40,16,0,15,96,25,8,0,13,87,31,13,0,19,73,39,13,0,20,14,24,86,134,5,3,2,134,4,4,2,134,4,4,2,134,4,3,3,134,4,3,3,134,4,2,4,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,0,3,51,90,0,2,87,55,0,5,23,116,0,3,68,73,0,4,12,128,0,2,37,105,0,0,94,50,50,0,59,21,9,5,0,0,0,8,45,91,0,0,144,0,0,2,23,119,0,0,135,3,1,0,1,4,0,1,33,38,43,29,0,0,62,61,15,6,144,144,93,1,49,1,57,1,85,1,121,0,23,0,76,1,48,19,132,0,9,3,107,1,35,1,0,0,2,7,16,25,94,0,0,1,8,18,31,86,0,0,77,39,16,12,0,0,24,27,37,56,0,0,36,38,33,37,70,10,53,11,70,14,30,30,70,10,45,19,0,0,87,57,87,0,27,30,117,1,4,3,5,2,2,0,10,30,1,6,14,5,13,4,4,11,6,4,6,4,3,2,6,25,0,0,63,81,0,0,0,0,0,0,0,0,144,0,0,7,4,107,14,12,7,1,19,29,55,26,7,2.6279069767441863,1.8901153380523215,3,2,11.458015267175572,5.903401290761549,3.3656716417910446,1.5634021354836634
