ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BF,BFA,Burkina Faso,-99,2020-12-24,2020-12-21,100,2,198034.71589166098,2,198034.71589166098,19,72,4092116.4671622943,0,10,6,84,5,15,80,7,2,91,5,33,62,6,25,69,7,16,77,7,9,84,8,5,87,8,6,86,7,8,85,7,5,88,6,22,72,8,3,89,7,12,81,94,1,1,4,85,2,7,6,98,1,1,0,67,2,12,19,75,2,9,14,84,4,5,7,91,1,4,4,95,1,0,4,94,0,4,2,92,1,4,3,95,2,2,1,78,2,10,10,97,1,2,0,88,2,6,4,27,1,11,61,92,0,4,4,30,0,16,54,85,2,6,7,94,0,5,1,94,0,0,6,0,100,0,0,40,2,10,48,100,36,0,14,14,18,18,52,0,21,10,17,52,7,18,8,15,52,3,21,12,12,52,4,21,11,12,52,5,11,8,24,90,3,2,5,90,2,4,4,90,2,3,5,90,2,1,7,90,3,2,5,90,3,0,7,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,0,43,9,48,1,24,27,48,1,29,22,48,1,29,22,48,1,26,25,48,1,13,38,48,0,33,19,67,0,14,10,2,7,50,0,1,8,13,28,50,2,47,1,56,3,13,28,56,11,16,6,8,1,2,56,1,16,11,8,8,59,1,17,13,8,2,61,0,3,32,4,67,0,1,30,2,57,3,33,7,76,2,15,7,71,3,16,10,71,2,15,12,74,2,19,5,87,3,8,2,70,1,0,0,1,9,19,70,0,0,0,2,5,23,75,1,14,4,2,4,75,1,10,5,4,5,75,9,7,5,4,86,1,9,4,86,3,5,6,86,2,9,3,79,0,12,9,91,0,3,6,97,0,0,0,0,1,0,0,2,87,0,0,3,1,0,0,0,2,0,1,1,0,3,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5,4.21211769587116,2,1.3093073414159542,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-25,2020-12-22,100,3,253803.27199863177,3,253803.27199863177,25,79,4692921.48085952,0,8,8,84,5,15,80,6,3,91,4,36,60,5,23,72,6,18,76,5,13,82,7,7,86,7,5,88,7,7,86,6,6,88,5,25,70,7,3,90,6,9,85,92,1,1,6,85,2,4,9,97,1,1,1,64,3,10,23,77,2,8,13,82,3,5,10,87,1,6,6,93,0,2,5,95,1,3,1,93,1,1,5,94,1,2,3,75,2,8,15,97,1,2,0,91,2,4,3,20,1,13,66,89,0,5,6,22,0,21,57,79,2,10,9,90,2,7,1,90,1,0,9,0,100,0,0,35,2,14,49,100,27,0,14,20,21,18,36,2,23,13,26,36,10,23,12,19,36,5,27,17,15,36,8,25,16,15,36,10,11,9,34,87,7,2,4,87,4,6,3,87,4,5,4,87,6,1,6,87,7,1,5,87,7,1,5,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,38,0,45,17,38,1,30,31,38,1,31,30,38,1,36,25,38,1,31,30,38,1,14,47,40,0,39,21,61,0,13,14,2,10,44,0,1,10,16,29,44,2,53,1,52,4,15,29,52,12,19,7,8,0,2,52,1,15,12,11,9,56,1,17,12,12,2,58,0,2,35,5,63,0,1,34,2,55,3,35,7,70,2,19,9,69,3,17,11,64,3,18,15,69,2,22,7,86,3,10,1,66,0,0,0,3,8,23,66,0,0,0,4,6,24,72,1,12,8,4,3,72,2,7,8,6,5,72,9,7,9,3,86,0,10,4,86,3,4,7,86,3,8,3,77,0,12,11,89,0,5,6,95,0,0,1,0,1,0,0,3,84,0,0,3,1,1,0,0,4,0,1,1,0,3,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.583333333333333,3.812573184309291,2.2,1.3165611772087666,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-26,2020-12-23,100,2,76283.9034961059,1,55768.5561069708,33,83,4479839.888650614,0,7,8,85,5,16,79,6,3,91,4,35,61,6,19,75,6,19,75,5,13,82,7,4,89,7,7,86,7,7,86,6,5,89,5,28,67,7,5,88,6,9,85,92,2,1,5,84,1,5,10,97,1,1,1,65,2,13,20,81,2,7,10,81,2,7,10,87,1,6,6,96,0,2,2,93,1,3,3,93,1,2,4,95,0,2,3,72,1,12,15,95,1,2,2,91,1,2,6,15,2,16,67,86,0,6,8,18,0,21,61,79,1,12,8,88,2,9,1,88,1,1,10,0,99,1,0,32,1,16,51,100,24,0,21,17,18,20,33,7,18,16,26,33,17,23,12,15,33,10,25,15,17,33,13,27,14,13,33,16,8,7,36,85,11,1,3,85,6,6,3,85,6,7,2,85,10,1,4,85,11,0,4,85,9,3,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,3,39,21,37,4,30,29,37,4,31,28,37,4,32,27,37,3,26,34,37,2,12,49,41,0,32,27,68,1,12,10,2,7,45,1,1,7,16,30,45,3,50,2,52,3,10,35,52,14,17,7,6,1,3,52,1,16,13,12,6,54,1,19,10,13,3,56,0,0,41,3,62,1,1,36,0,61,4,31,4,70,3,20,7,69,5,18,8,68,4,15,13,74,3,17,6,89,3,5,3,64,0,0,0,3,10,23,64,0,0,0,4,8,24,71,1,14,8,4,2,71,2,9,5,6,7,71,12,6,7,4,83,3,11,3,83,7,4,6,83,5,10,2,77,0,12,11,89,0,3,8,97,0,0,1,0,0,0,0,2,85,0,0,3,1,1,0,0,5,0,0,0,0,2,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.2439024390243905,3.152621827978088,2.3076923076923075,1.3155870289605438,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-27,2020-12-24,100,3,97901.2399938763,1,55768.5561069708,23,83,4141341.8226110786,0,6,6,88,2,20,78,5,5,90,4,36,60,6,16,78,6,17,77,3,14,83,6,5,89,4,5,91,6,8,86,6,6,88,5,25,70,6,7,87,6,9,85,94,2,1,3,80,2,6,12,95,0,2,3,64,2,15,19,84,1,4,11,83,0,7,10,86,1,5,8,95,0,2,3,95,1,1,3,92,1,3,4,94,0,2,4,75,1,12,12,93,1,2,4,91,0,3,6,16,1,12,71,89,0,4,7,20,0,15,65,85,0,9,6,91,2,7,0,91,1,1,7,0,99,1,0,29,3,20,48,100,25,0,21,17,16,21,32,13,16,15,24,32,19,20,11,18,32,11,21,15,21,32,16,22,12,18,32,18,7,7,36,81,13,2,4,81,9,6,4,81,7,8,4,81,13,2,4,81,14,1,4,81,11,4,4,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,38,4,30,28,38,7,25,30,38,6,24,32,38,6,29,27,38,6,23,33,38,6,8,48,47,1,28,24,72,1,9,10,1,7,50,1,3,7,15,24,50,2,44,4,53,3,9,35,53,14,15,6,5,4,3,53,0,18,11,11,7,56,1,19,9,12,3,57,1,0,38,4,64,2,1,33,0,72,3,20,5,76,1,18,5,77,4,15,4,72,4,11,13,78,2,13,7,93,1,4,2,66,1,0,1,3,7,22,66,0,0,1,4,8,21,72,1,13,9,3,2,72,1,9,6,4,8,72,11,7,5,5,83,3,12,2,83,7,5,5,83,6,8,3,77,0,9,14,86,0,7,7,94,0,2,2,0,0,0,0,2,85,0,1,0,1,2,1,0,5,1,0,0,0,1,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.3076923076923075,3.3178452595007957,2.2222222222222223,1.2018504251546631,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-28,2020-12-24,100,3,97901.2399938763,1,55768.5561069708,23,83,4031859.926908365,0,6,6,88,2,20,78,5,5,90,5,36,59,6,16,78,6,18,76,3,14,83,6,5,89,4,5,91,6,8,86,6,6,88,5,25,70,6,7,87,6,9,85,94,2,1,3,80,2,5,13,95,0,2,3,64,2,14,20,84,1,4,11,82,0,7,11,86,1,5,8,95,0,2,3,95,1,1,3,92,1,3,4,94,0,2,4,75,1,12,12,93,1,2,4,91,0,3,6,16,1,12,71,89,0,4,7,20,0,16,64,84,0,9,7,91,2,7,0,91,1,1,7,0,99,1,0,29,3,21,47,100,25,0,22,17,15,21,32,13,16,15,24,32,19,19,11,19,32,11,22,14,21,32,16,20,13,19,32,18,7,7,36,80,13,2,5,80,9,6,5,80,7,8,5,80,13,2,5,80,14,2,4,80,11,4,5,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,39,4,30,27,39,7,25,29,39,6,22,33,39,6,28,27,39,6,21,34,39,6,7,48,48,1,28,23,72,1,9,10,1,7,51,1,3,7,13,25,51,2,43,4,54,3,9,34,54,15,14,6,4,4,3,54,0,18,10,12,6,57,0,20,8,12,3,58,1,0,37,4,65,2,1,32,0,72,2,21,5,76,1,18,5,79,3,14,4,73,3,12,12,80,1,12,7,94,0,4,2,67,1,0,1,3,7,21,67,0,0,1,4,8,20,73,1,12,9,3,2,73,1,10,5,4,7,73,11,6,5,5,84,3,13,0,84,7,5,4,84,6,7,3,78,0,10,12,88,0,6,6,95,0,2,2,0,0,0,0,1,86,0,1,0,1,2,1,0,4,1,0,0,0,1,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.3076923076923075,3.3178452595007957,2.2222222222222223,1.2018504251546631,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-30,2020-12-26,100,4,86799.0060528608,2,44666.32216595531,24,83,3610693.7528221807,0,6,6,88,3,18,79,4,5,91,6,35,59,5,16,79,5,19,76,5,7,88,5,3,92,4,3,93,5,10,85,6,6,88,4,18,78,5,7,88,6,11,83,94,2,3,1,82,1,8,9,95,0,1,4,65,1,17,17,84,0,7,9,81,0,9,10,93,1,2,4,97,0,1,2,97,0,1,2,90,1,7,2,94,0,4,2,82,0,12,6,93,1,2,4,89,0,4,7,17,0,13,70,89,0,6,5,22,1,13,64,87,0,6,7,94,0,5,1,94,0,1,5,0,99,1,0,29,2,21,48,100,26,1,25,12,10,26,33,12,22,14,19,33,22,18,10,17,33,16,20,11,20,33,19,20,11,17,33,19,9,8,31,79,12,3,6,79,8,8,5,79,6,8,7,79,12,2,7,79,13,3,5,79,10,3,8,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,41,5,31,23,41,7,28,24,41,6,26,27,41,7,28,24,41,6,19,34,41,6,10,43,50,2,25,23,75,1,11,6,3,4,51,1,4,7,12,25,51,2,43,4,52,2,7,39,52,18,11,10,3,4,2,52,0,19,13,11,5,53,0,22,10,11,4,55,1,0,41,3,64,2,1,33,0,73,2,20,5,75,1,21,3,77,3,15,5,74,2,15,9,84,1,11,4,93,0,4,3,68,1,0,1,4,8,18,68,0,0,1,3,9,19,75,1,9,7,4,4,75,0,9,2,3,11,75,9,8,0,8,83,4,9,4,83,6,4,7,83,4,7,6,78,0,8,14,86,0,7,7,94,0,3,1,0,0,0,0,2,88,0,2,0,0,2,1,0,3,1,0,1,0,1,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.4,3.3798712123045025,2.1,0.9944289260117531,0,0,0,0
BF,BFA,Burkina Faso,-99,2020-12-31,2020-12-26,100,5,125555.7176426326,2,44666.32216595531,17,82,4204967.629209798,0,9,5,86,7,18,75,7,6,87,8,35,57,8,18,74,7,16,77,8,9,83,7,6,87,7,0,93,9,9,82,8,6,86,8,14,78,8,4,88,9,10,81,95,0,4,1,82,1,7,10,94,0,1,5,65,1,17,17,82,0,8,10,84,0,8,8,91,0,3,6,94,0,2,4,100,0,0,0,91,0,8,1,94,0,5,1,86,0,7,7,96,0,2,2,90,0,5,5,18,0,11,71,91,0,5,4,22,1,12,65,88,0,4,8,96,0,3,1,96,0,1,3,0,99,1,0,27,2,22,49,100,25,1,21,16,13,24,32,14,21,13,20,32,23,19,10,16,32,16,22,12,18,32,20,18,12,18,32,19,7,8,34,78,11,4,7,78,7,10,5,78,7,6,9,78,11,3,8,78,12,4,6,78,10,2,10,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,38,3,36,23,38,5,33,24,38,5,26,31,38,6,31,25,38,6,21,35,38,7,8,47,46,2,28,24,72,1,12,8,4,3,48,0,3,7,19,23,48,1,49,2,50,2,9,39,50,19,13,10,4,3,1,50,0,21,12,12,5,51,0,20,14,12,3,53,1,2,41,3,61,2,1,35,1,68,1,24,7,70,0,25,5,77,1,14,8,71,1,17,11,82,0,13,5,94,0,5,1,66,1,0,1,5,5,22,66,0,0,1,2,8,23,72,1,10,7,4,6,72,0,7,3,5,13,72,8,11,1,8,81,5,10,4,81,7,5,7,81,5,9,5,75,0,11,14,86,0,9,5,94,0,3,1,0,0,0,0,2,85,0,2,1,0,3,1,0,4,1,0,1,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.527777777777778,3.974821549353675,1.7500000000000002,0.7071067811865476,0,0,0,0
BF,BFA,Burkina Faso,-99,2021-01-01,2020-12-27,100,4,105040.3702534975,2,44666.32216595531,17,84,4877658.598807063,0,6,4,90,5,18,77,4,6,90,6,34,60,5,16,79,4,14,82,6,8,86,4,5,91,5,1,94,6,8,86,5,5,90,5,14,81,5,3,92,6,9,85,96,0,3,1,82,0,6,12,94,0,1,5,66,0,17,17,84,0,7,9,86,0,6,8,92,0,2,6,95,0,2,3,99,0,0,1,92,0,7,1,95,0,4,1,86,0,6,8,97,0,1,2,91,0,4,5,16,0,10,74,93,0,5,2,23,1,13,63,87,0,4,9,96,0,3,1,96,0,0,4,0,100,0,0,28,1,21,50,100,26,2,22,15,11,24,34,10,22,12,22,34,19,18,11,18,34,15,21,12,18,34,16,19,13,18,34,14,8,8,36,79,8,4,9,79,5,10,6,79,6,4,11,79,8,3,10,79,9,5,7,79,8,2,11,91,2,7,91,2,7,91,2,0,7,91,2,0,7,91,2,0,7,91,2,2,5,91,2,0,7,98,1,0,1,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,42,4,34,20,42,6,29,23,42,6,26,26,42,7,30,21,42,7,22,29,42,8,10,40,51,1,25,23,75,0,12,7,4,2,54,1,2,7,17,19,54,1,43,2,55,0,8,37,55,17,13,9,4,2,0,55,0,18,12,10,5,55,0,17,13,11,4,57,0,2,40,1,63,1,1,34,1,70,1,23,6,74,0,21,5,77,1,14,8,72,1,18,9,81,0,14,5,92,0,7,1,68,1,0,0,5,5,21,68,0,0,0,3,6,23,75,1,8,6,3,7,75,0,3,4,6,12,75,5,12,1,7,84,3,9,4,84,6,3,7,84,6,6,4,77,0,11,12,88,0,8,4,96,0,1,1,0,0,0,0,2,87,0,1,1,0,2,0,1,4,1,0,1,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.447368421052632,3.9503497513378143,2,0.5773502691896257,0,0,0,0
BF,BFA,Burkina Faso,-99,2021-01-02,2020-12-27,100,4,105040.3702534975,2,44666.32216595531,16,84,4870243.800395413,0,5,4,91,5,17,78,3,6,91,5,36,59,4,19,77,3,15,82,5,9,86,3,6,91,4,1,95,5,8,87,4,7,89,4,16,80,4,3,93,5,9,86,96,0,3,1,83,0,6,11,94,0,1,5,64,1,17,18,81,0,9,10,85,0,7,8,91,0,3,6,94,1,2,3,99,0,0,1,92,0,7,1,93,1,4,2,84,1,7,8,97,0,1,2,91,0,4,5,16,0,9,75,93,0,5,2,22,1,13,64,87,0,4,9,96,0,3,1,96,0,0,4,0,100,0,0,27,1,22,50,100,25,2,22,16,10,25,33,11,22,12,22,33,21,18,10,18,33,17,21,12,17,33,16,19,14,18,33,15,9,8,35,78,9,4,9,78,5,11,6,78,7,4,11,78,9,3,10,78,10,5,7,78,9,2,11,89,2,9,89,2,9,89,2,0,9,89,2,0,9,89,2,0,9,89,2,2,7,89,2,0,9,98,1,0,1,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,42,5,33,20,42,6,29,23,42,6,26,26,42,7,31,20,42,7,21,30,42,7,10,41,51,1,26,22,74,0,13,7,4,2,54,1,2,7,17,19,54,1,44,1,55,0,8,37,55,17,14,9,4,1,0,55,0,19,11,10,5,55,0,16,14,11,4,57,0,2,40,1,63,1,1,34,1,70,1,23,6,73,0,22,5,76,1,15,8,70,1,20,9,81,0,15,4,92,0,7,1,68,1,0,0,5,5,21,68,0,0,0,3,6,23,75,1,8,7,3,6,75,0,3,4,6,12,75,5,12,1,7,85,3,8,4,85,5,3,7,85,5,6,4,78,0,11,11,89,0,7,4,97,0,1,0,0,0,0,0,2,88,0,1,1,0,2,0,1,3,1,0,1,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.461538461538462,3.905772744124386,2,0.5773502691896257,0,0,0,0
BF,BFA,Burkina Faso,-99,2021-01-03,2020-12-28,100,4,128499.57927486501,2,44666.32216595531,16,85,5201836.139582825,0,4,5,91,5,17,78,3,3,94,3,33,64,3,19,78,2,14,84,5,7,88,2,6,92,4,2,94,4,7,89,3,5,92,4,15,81,3,2,95,4,10,86,95,0,3,2,83,0,5,12,97,0,0,3,67,1,16,16,81,0,11,8,86,0,7,7,93,0,3,4,94,1,2,3,98,0,0,2,93,0,6,1,95,1,3,1,85,1,6,8,98,0,1,1,90,0,4,6,15,0,10,75,92,0,4,4,19,1,14,66,86,0,4,10,96,0,3,1,96,0,0,4,0,100,0,0,25,0,24,51,100,22,2,20,19,12,25,30,10,24,9,27,30,20,20,10,20,30,18,23,9,20,30,16,22,14,18,30,15,11,8,36,76,13,2,9,76,7,11,6,76,8,7,9,76,11,4,9,76,13,4,7,76,13,1,10,89,2,9,89,2,9,89,2,0,9,89,2,0,9,89,2,0,9,89,2,2,7,89,2,0,9,98,1,0,1,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,37,5,36,22,37,5,32,26,37,5,29,29,37,6,37,20,37,5,26,32,37,6,12,45,46,2,27,25,73,0,15,7,4,1,49,1,3,8,19,20,49,0,50,1,52,1,9,38,52,18,17,10,3,0,0,52,0,18,13,10,7,53,0,16,19,9,3,55,0,2,43,0,63,1,1,33,2,66,2,27,5,71,0,25,4,73,0,19,8,65,1,26,8,76,0,20,4,90,1,8,1,70,0,0,0,4,6,20,70,0,0,0,2,7,21,75,0,9,7,3,6,75,0,3,4,6,12,75,6,12,1,6,86,3,7,4,86,6,3,5,86,5,6,3,79,0,11,10,90,0,6,4,97,0,1,0,0,0,0,0,2,88,0,1,2,0,2,0,1,3,0,0,1,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.743589743589744,4.3208061426078,2,0.6324555320336759,0,0,0,0
