ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3.1,C13_3.2,C13_4..99,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.4,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AX,ALA,Aland Islands,-99,2021-01-03,2020-12-21,100,12,538057.4161662422,9,388442.92921123304,124,59,4196565.046165643,0,31,16,53,28,17,55,30,11,59,32,27,41,34,21,45,32,19,49,33,17,50,27,17,56,33,11,56,33,13,54,33,15,52,32,25,43,37,13,50,37,25,38,85,4,11,0,83,6,8,3,90,4,6,0,74,7,10,9,79,5,10,6,82,2,8,8,83,10,3,4,83,6,9,2,89,2,6,3,87,4,7,2,85,7,8,0,76,7,7,10,87,4,7,2,76,4,14,6,38,3,13,46,91,7,2,45,6,11,38,89,1,6,4,94,1,3,2,94,3,1,2,97,3,60,1,5,34,100,50,4,15,16,5,10,63,6,12,12,7,63,13,7,9,8,63,13,5,13,6,63,13,5,11,8,63,13,2,9,13,95,1,4,0,95,3,0,2,95,2,2,1,95,3,0,2,95,3,0,2,95,3,0,2,98,1,1,98,1,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,100,0,100,0,100,0,0,100,0,0,67,2,10,21,67,5,16,12,67,6,12,15,67,6,9,18,67,7,7,19,67,7,8,18,68,3,13,16,87,1,9,0,1,2,70,3,1,6,10,10,70,6,21,3,72,4,4,20,72,1,17,4,1,2,1,2,72,3,6,6,8,5,74,2,11,3,4,6,79,0,3,18,0,83,0,6,11,0,90,0,6,4,84,0,16,0,88,12,0,91,4,5,93,0,7,0,92,0,8,0,85,0,2,0,2,2,9,85,0,2,1,2,4,6,90,1,3,3,1,2,90,1,1,2,2,4,90,1,3,3,0,3,95,0,4,1,95,1,2,2,95,0,3,2,92,0,1,7,93,0,5,2,99,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,19.68,43.052990604602606,23,43.121920179880675,0,0,0,0
AX,ALA,Aland Islands,-99,2021-01-13,2020-12-22,100,13,635078.4123767512,11,493240.89514220436,117,57,3804989.289849728,0,31,18,51,30,17,53,29,13,58,31,28,41,34,23,43,33,18,49,35,17,48,28,18,54,33,12,55,34,15,51,33,16,51,32,26,42,38,14,48,39,23,38,82,5,13,0,83,5,10,2,87,4,9,0,72,7,13,8,77,4,13,6,82,3,8,7,83,9,4,4,82,5,11,2,88,2,7,3,85,5,8,2,84,8,8,0,74,7,9,10,86,4,8,2,77,3,15,5,41,2,12,45,93,5,2,48,6,9,37,91,1,5,3,95,0,4,1,95,1,2,2,99,1,62,1,4,33,100,52,4,13,15,5,11,63,6,13,11,7,63,14,6,9,8,63,13,7,11,6,63,13,6,11,7,63,13,4,8,12,96,1,3,0,96,2,0,2,96,1,2,1,96,2,0,2,96,2,0,2,96,2,0,2,98,1,1,98,1,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,100,0,100,0,100,0,0,100,0,0,70,2,9,19,70,6,14,10,70,7,10,13,70,7,8,15,70,8,4,18,70,8,6,16,71,3,9,17,91,1,6,0,1,1,73,3,2,3,9,10,73,7,19,1,75,5,5,15,75,1,16,3,0,2,1,2,75,3,6,4,7,5,77,1,10,3,4,5,80,0,3,17,0,82,0,8,10,0,91,0,6,3,86,0,14,0,90,10,0,92,4,4,96,0,4,0,94,0,6,0,84,0,2,1,2,2,9,84,1,2,2,1,4,6,89,2,2,3,2,2,89,2,1,1,3,4,89,2,2,3,1,3,96,0,3,1,96,1,1,2,96,0,2,2,91,0,3,6,94,0,5,1,99,0,0,0,0,0,1,96,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,18.59090909090909,44.59624059631793,27,48.71002634639676,0,0,0,0
AX,ALA,Aland Islands,-99,2021-01-14,2020-12-22,100,12,565190.6764346688,10,423353.15920012206,117,58,3816908.772640795,0,32,17,51,31,16,53,30,12,58,32,27,41,35,22,43,34,17,49,36,16,48,28,18,54,34,11,55,35,14,51,34,15,51,33,25,42,38,14,48,39,23,38,83,4,13,0,84,4,10,2,88,3,9,0,73,6,13,8,78,3,13,6,83,2,8,7,84,8,4,4,82,5,11,2,89,1,7,3,86,4,8,2,85,7,8,0,75,6,9,10,86,3,9,2,77,2,16,5,40,2,12,46,93,5,2,47,6,10,37,90,1,6,3,94,0,5,1,94,1,3,2,99,1,62,1,4,33,100,51,4,14,15,5,11,63,6,13,11,7,63,14,6,9,8,63,13,7,11,6,63,13,6,11,7,63,13,4,8,12,96,1,3,0,96,2,0,2,96,1,2,1,96,2,0,2,96,2,0,2,96,2,0,2,98,1,1,98,1,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,100,0,100,0,100,0,0,100,0,0,70,2,9,19,70,6,14,10,70,7,10,13,70,7,8,15,70,8,4,18,70,8,6,16,71,3,9,17,91,1,6,0,1,1,73,3,2,3,9,10,73,7,19,1,75,5,5,15,75,1,16,3,0,2,1,2,75,3,6,4,7,5,77,1,10,3,4,5,80,0,3,17,0,82,0,8,10,0,91,0,6,3,86,0,14,0,90,10,0,92,4,4,96,0,4,0,94,0,6,0,84,0,2,1,2,2,9,84,1,2,2,1,4,6,89,2,2,3,2,2,89,2,1,1,3,4,89,2,2,3,1,3,96,0,3,1,96,1,1,2,96,0,2,2,91,0,3,6,94,0,5,1,99,0,0,0,0,0,1,96,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,18.043478260869566,43.64992789837799,27,48.71002634639676,0,0,0,0
