ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,-99,2021-01-11,2021-01-02,420,1,16398.5287614218,1,16398.5287614218,20,350,4166623.5593330488,0,7,5,408,3,55,362,6,9,405,7,83,330,4,61,355,6,72,342,5,31,384,7,12,401,4,15,401,6,6,408,8,20,392,6,61,353,6,6,408,6,55,359,415,1,1,3,365,2,23,30,411,1,3,5,337,4,9,70,359,3,14,44,348,4,11,57,389,4,10,17,408,0,4,8,405,2,2,11,414,1,0,5,400,1,9,10,359,2,18,41,414,0,3,3,365,3,20,32,67,3,17,333,409,0,7,4,85,10,102,223,321,2,17,80,403,0,15,2,403,0,17,0,420,0,0,0,124,6,13,277,420,0,0,0,0,0,110,2,138,104,49,17,163,8,97,127,25,163,11,134,92,20,163,12,113,104,28,163,14,107,109,27,163,17,41,115,84,0,408,5,1,6,408,5,1,6,408,6,0,6,408,5,1,6,408,5,1,6,408,5,0,7,400,1,0,19,400,1,0,19,400,0,2,18,400,0,0,20,400,0,2,18,400,1,3,16,400,1,1,18,417,0,0,3,417,0,0,3,417,0,0,3,417,0,0,3,417,0,0,3,203,4,67,146,203,3,145,69,203,3,128,86,203,3,130,84,203,4,61,152,203,4,37,176,232,2,103,83,317,0,69,14,10,10,250,1,4,14,44,107,250,1,168,1,275,3,13,129,275,1,25,18,13,15,67,6,275,0,37,35,53,20,279,2,29,55,38,17,420,420,358,1,24,37,284,1,62,73,301,1,43,75,298,1,21,100,363,0,10,47,387,0,13,20,302,1,4,3,14,17,79,302,1,3,8,15,23,68,324,3,14,37,21,21,324,0,3,8,18,67,324,0,2,23,28,43,400,0,17,3,400,0,3,17,400,1,6,13,341,0,14,65,355,1,46,18,413,0,2,0,0,1,0,0,4,405,0,0,1,1,3,0,0,3,0,0,0,1,1,0,0,5,420,0,0,0,0,0,420,0,0,0,0,0,0,0,0,420,0,0,0,0,420,0,0,0,0,0,0,5.176470588235294,7.746810433683326,1.2727272727272727,0.46709936649691375,0,0,0,0
AU,AUS,Australia,1,2021-01-11,2021-01-02,187,0,0,0,0,17,187,1594030.6592346781,181,0,0,187,0,19,168,0,6,181,0,51,136,0,31,156,0,32,155,0,12,175,0,5,182,0,9,178,0,2,185,0,6,181,0,42,145,0,2,185,0,25,162,187,0,0,0,168,0,10,9,181,0,1,5,136,0,8,43,156,0,8,23,155,0,6,26,175,0,6,6,182,0,2,3,178,1,6,2,185,0,1,1,181,0,2,4,145,0,8,34,185,0,2,0,162,0,12,13,0,0,11,176,176,0,6,5,0,0,84,103,103,0,12,72,175,0,10,2,175,0,12,0,187,0,0,0,12,0,13,162,187,0,0,0,0,0,0,0,82,65,30,10,0,0,85,92,10,0,1,121,59,6,0,0,110,65,12,0,0,98,74,15,0,0,29,102,56,0,174,4,0,9,174,3,1,9,174,4,0,9,174,2,3,8,174,4,1,8,174,3,3,7,186,0,0,1,186,0,0,1,186,0,0,1,186,0,0,1,186,0,0,1,186,0,0,1,186,0,0,1,187,0,0,0,187,0,0,0,187,0,0,0,187,0,0,0,187,0,0,0,0,1,77,109,0,0,143,44,0,0,131,56,0,2,139,46,0,0,65,122,0,0,39,148,0,0,120,67,67,0,69,23,11,17,0,1,1,23,65,97,0,0,187,0,0,0,21,166,0,0,40,26,21,18,78,4,0,0,18,36,78,55,0,0,15,69,67,36,187,187,110,1,34,42,44,3,66,74,56,3,55,73,48,3,37,99,122,2,20,43,148,1,21,17,0,0,5,12,30,37,103,0,0,11,14,30,42,90,0,2,20,57,72,36,0,0,3,16,33,135,0,0,15,38,46,88,134,0,43,10,134,4,8,41,134,5,14,34,0,0,112,75,112,0,46,29,141,0,8,2,8,4,2,1,21,29,0,3,26,6,12,0,3,15,3,3,8,8,2,3,5,61,0,2,61,121,2,1,0,0,187,0,0,0,0,0,0,4,4,86,71,22,4,0,19,40,67,45,12,5.087962962962963,7.705692974866992,1.5454545454545454,0.6875516509523286,12.959016393442623,3.912464319221369,3.4078212290502794,1.3475509418553016
AU,AUS,Australia,2,2021-01-11,2021-01-02,291,0,0,0,0,19,291,2259601.298295443,284,0,0,291,0,15,276,0,4,287,0,64,227,0,36,255,0,46,245,0,21,270,0,1,290,1,12,278,0,0,291,0,9,282,0,56,235,0,0,291,0,32,259,291,0,0,0,276,0,6,9,287,0,2,2,227,0,12,52,255,0,7,29,245,0,13,33,270,0,8,13,290,0,0,1,279,0,6,6,291,0,0,0,282,0,3,6,235,0,11,45,291,0,0,0,259,0,7,25,0,0,10,281,281,0,6,4,0,5,121,165,170,1,15,105,276,0,13,2,276,1,14,0,290,0,0,1,21,0,11,259,291,0,0,0,0,0,0,0,141,89,37,24,0,0,97,176,18,0,1,157,114,19,0,1,150,106,34,0,1,132,127,31,0,0,41,170,80,0,280,0,1,10,280,0,1,10,280,0,1,10,280,0,4,7,280,0,2,9,280,0,1,10,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,291,0,0,0,0,0,98,193,0,0,212,79,0,1,176,114,0,0,186,105,0,0,66,225,0,0,35,256,0,0,168,123,123,0,105,38,10,15,0,1,3,31,85,171,0,1,290,0,0,2,45,244,0,0,43,47,32,24,137,8,0,0,44,53,133,61,0,2,32,96,108,53,291,291,193,0,40,58,79,0,92,120,115,0,63,113,105,0,33,153,225,0,10,56,256,0,18,17,0,1,2,4,38,68,178,0,0,3,14,40,53,181,0,0,39,95,105,52,0,0,6,23,43,219,0,0,22,60,75,134,209,0,65,17,209,3,9,70,209,2,32,48,0,1,169,121,170,0,80,41,211,1,5,4,4,4,4,3,55,42,0,5,10,9,39,7,8,40,17,8,10,21,10,8,2,55,0,2,94,194,1,0,0,0,0,291,0,0,0,0,0,5,3,151,99,33,5,1,95,74,66,41,9,4.5227941176470585,6.696068132223011,1.9,1.66332999331662,13.80952380952381,5.007198949165752,2.8510638297872344,1.4012509419504249
AU,AUS,Australia,3,2021-01-11,2021-01-02,256,1,4845.43728542876,1,4845.43728542876,17,256,2286976.76305264,253,0,1,255,0,22,234,0,7,249,0,46,210,0,30,226,0,40,216,0,13,243,0,6,250,0,11,245,0,0,256,0,10,246,0,49,207,0,1,255,0,24,232,255,0,1,0,234,2,6,14,249,1,1,5,210,2,12,32,226,1,8,21,216,1,9,30,243,0,10,3,250,1,1,4,245,0,4,7,256,0,0,0,246,1,3,6,207,1,17,31,255,0,1,0,232,1,8,15,0,0,8,248,248,0,6,2,0,3,111,142,145,3,17,91,239,0,17,0,239,0,17,0,256,0,0,0,23,3,6,224,256,0,0,0,0,0,0,0,127,66,43,20,0,0,68,165,23,0,1,125,113,17,0,0,115,115,26,0,0,122,108,26,0,0,32,141,83,0,250,0,2,4,250,1,0,5,250,1,0,5,250,1,0,5,250,1,0,5,250,1,1,4,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,0,1,63,192,0,0,175,81,0,1,148,107,0,0,153,103,0,0,63,193,0,0,30,226,0,0,143,113,113,0,87,36,11,9,0,0,2,18,83,153,0,1,255,0,0,1,37,218,0,0,47,28,24,19,132,6,0,0,36,68,106,46,0,0,34,103,84,35,256,256,193,0,17,46,81,0,66,109,108,0,42,106,103,0,25,128,193,0,10,53,226,0,15,15,0,0,2,7,24,40,183,0,0,1,11,31,44,169,0,3,30,94,87,42,0,0,4,11,51,190,0,0,19,38,81,118,199,1,45,11,199,6,7,44,199,4,19,34,0,0,149,107,149,0,80,27,176,0,6,5,7,2,4,7,49,27,0,5,9,9,22,2,10,35,5,7,8,34,17,3,12,51,0,5,107,142,0,2,0,0,0,0,256,0,0,0,0,2,4,155,58,37,2,1,46,62,86,50,9,4.717948717948718,6.787216881561063,2.125,0.9910312089651149,14.028225806451612,4.1308567399868625,3.208,1.5615665082984322
AU,AUS,Australia,4,2021-01-11,2021-01-02,277,0,0,0,0,18,277,2526149.9866693234,272,1,1,275,2,16,259,1,6,270,1,38,238,1,24,252,1,35,241,1,18,258,1,3,273,1,6,270,0,2,275,1,10,266,1,38,238,1,1,275,1,21,255,276,0,0,1,261,0,6,10,271,0,4,2,239,0,9,29,253,0,11,13,242,0,9,26,259,0,6,12,274,0,1,2,271,0,3,3,275,0,1,1,267,1,6,3,239,0,8,30,276,0,1,0,256,0,8,13,0,0,14,263,263,0,10,4,0,3,104,170,173,0,20,84,257,0,20,0,257,1,19,0,276,0,1,0,23,0,4,250,277,0,0,0,0,0,0,0,144,72,37,24,0,0,67,182,28,0,1,135,121,20,0,2,131,114,30,0,3,122,127,25,0,2,30,150,95,0,273,1,1,2,273,1,0,3,273,1,0,3,273,0,2,2,273,1,0,3,273,1,0,3,276,0,1,0,276,0,1,0,276,0,0,1,276,0,0,1,276,0,1,0,276,0,1,0,276,0,0,1,276,0,0,1,276,0,0,1,276,0,0,1,276,0,0,1,276,0,0,1,0,1,74,202,0,1,194,82,0,2,158,117,0,0,159,118,0,2,55,220,0,2,20,255,0,1,141,135,136,0,82,30,16,13,0,1,3,16,73,184,0,3,272,2,0,1,44,232,0,0,55,43,24,13,136,6,0,0,50,75,103,49,0,1,32,112,106,26,277,277,203,1,30,43,83,0,90,104,119,0,60,98,118,1,36,122,222,1,16,38,257,2,8,10,0,0,4,5,16,39,213,0,0,5,8,23,43,198,0,2,29,100,94,52,0,1,6,14,40,216,0,0,16,47,76,138,214,3,47,13,214,10,14,39,214,4,26,33,0,0,162,115,162,0,64,51,213,1,3,6,3,1,1,2,47,51,0,6,6,7,24,5,10,31,14,6,7,30,20,6,8,46,0,1,113,160,0,3,0,0,0,0,0,277,0,0,0,3,7,141,80,46,3,4,32,58,110,56,14,6.0122340425531915,8.64021507028408,1.333333333333333,0.49236596391733095,14.271863117870723,3.673097880843971,3.030188679245283,1.4509120571553011
AU,AUS,Australia,5,2021-01-11,2021-01-02,284,1,6034.06118689834,1,6034.06118689834,4,284,2270142.1686482825,279,0,3,281,0,23,261,0,6,278,0,33,251,0,36,248,0,34,250,0,9,275,0,5,279,0,5,279,0,2,282,0,8,276,0,31,253,0,2,282,0,18,266,281,1,1,1,261,1,6,16,278,0,1,5,251,2,5,26,248,2,12,22,250,1,9,24,275,1,4,4,279,0,3,2,279,0,4,1,282,1,1,0,276,2,2,4,253,2,4,25,282,0,1,1,266,0,5,13,0,0,3,281,281,0,3,0,0,1,96,187,188,3,14,79,270,0,11,3,270,0,14,0,284,0,0,0,18,5,5,256,284,0,0,0,0,0,0,0,156,82,32,14,0,6,73,183,22,0,9,148,120,7,0,6,130,121,27,0,7,138,128,11,0,10,42,156,76,0,279,2,1,2,279,2,0,3,279,2,0,3,279,0,4,1,279,2,1,2,279,2,0,3,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,0,2,79,203,0,1,190,93,0,3,159,122,0,2,167,115,0,2,46,236,0,4,22,258,0,0,167,117,117,0,110,30,10,17,0,3,3,20,83,175,0,1,281,2,0,6,40,238,0,0,58,40,31,16,133,6,0,0,52,76,108,48,0,1,39,115,87,42,284,284,205,1,29,49,94,1,84,105,125,1,61,97,117,1,41,125,238,0,10,36,262,0,5,17,0,0,1,2,11,37,233,0,1,0,7,23,53,200,0,3,31,106,105,39,0,0,2,8,46,228,0,0,10,55,78,141,219,3,47,15,219,14,15,36,219,12,22,31,0,0,124,160,124,0,79,81,205,3,9,2,4,3,2,2,54,81,0,2,7,11,19,3,5,32,14,5,9,11,14,7,19,45,0,2,126,156,0,0,0,0,0,0,0,0,284,0,0,4,11,135,80,54,4,6,61,75,74,56,8,4.731182795698926,6.885933653575231,1.3333333333333333,0.5773502691896257,13.295620437956204,3.6590270452233606,2.412639405204461,1.3427486651250737
AU,AUS,Australia,6,2021-01-11,2021-01-02,198,0,0,0,0,10,197,2051840.452930082,188,1,0,197,1,12,185,1,1,196,1,21,176,1,18,179,1,21,176,1,4,193,1,4,193,1,1,196,1,0,197,1,7,190,1,9,188,1,0,197,1,12,185,198,0,0,0,186,0,4,8,197,0,0,1,177,0,2,19,180,0,4,14,177,0,5,16,194,0,3,1,194,0,1,3,197,0,1,0,198,0,0,0,191,0,1,6,189,0,1,8,198,0,0,0,186,0,3,9,0,1,5,192,193,0,2,3,0,6,51,141,147,1,7,43,191,0,7,0,191,0,7,0,198,0,0,0,14,5,5,174,198,0,0,0,0,0,0,2,112,47,25,12,0,13,55,115,15,0,11,99,76,12,0,9,90,77,22,0,7,102,69,20,0,11,30,103,54,0,193,0,2,3,193,0,2,3,193,0,1,4,193,0,1,4,193,0,0,5,193,0,0,5,196,0,0,2,196,0,0,2,196,0,0,2,196,0,0,2,196,0,1,1,196,0,1,1,196,0,1,1,197,0,0,1,197,0,0,1,197,0,0,1,197,0,0,1,197,0,0,1,0,2,28,168,0,2,132,64,0,2,109,87,0,2,108,88,0,2,33,163,0,3,14,181,0,0,96,102,102,0,65,14,5,12,0,0,0,7,67,124,0,0,198,0,0,4,18,176,0,0,36,26,29,11,88,8,0,0,53,38,75,32,0,3,27,68,57,43,198,198,170,2,10,16,66,2,62,68,89,3,37,69,90,3,26,79,165,1,12,20,184,1,7,6,0,1,1,1,7,14,174,0,0,2,3,10,27,156,0,1,24,50,76,47,0,1,2,3,18,174,0,0,2,30,37,129,166,2,16,14,166,5,9,18,166,4,13,15,0,1,41,156,42,0,26,130,172,0,0,3,2,0,0,0,21,131,0,3,4,3,10,1,2,10,2,0,5,8,1,1,3,14,0,4,86,108,0,0,0,0,0,0,0,0,0,198,0,8,1,82,64,43,8,1,50,57,51,26,5,5.735576923076923,7.155728108213216,2.25,0.9574271077563381,13.605128205128205,3.886664268104882,2.1497326203208558,1.2132943836749084
AU,AUS,Australia,7,2021-01-11,2021-01-01,100,0,0,0,0,2,99,1038346.1067308309,91,0,0,100,1,6,93,0,4,96,0,13,87,0,6,94,0,11,89,0,1,99,0,3,97,0,1,99,0,1,99,0,2,98,1,4,95,0,0,100,0,4,96,100,0,0,0,94,0,3,3,96,0,0,4,87,0,2,11,94,0,1,5,89,0,4,7,99,0,0,1,97,0,1,2,99,0,0,1,99,0,0,1,98,0,0,2,96,0,0,4,100,0,0,0,96,0,1,3,0,1,1,98,99,0,1,0,0,5,31,64,69,2,4,25,96,0,4,0,96,0,4,0,100,0,0,0,11,3,0,86,100,0,0,0,0,0,0,0,62,31,6,1,0,13,42,38,7,0,10,62,25,3,0,15,50,28,7,0,8,62,27,3,0,20,20,39,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,4,0,34,62,4,0,34,62,4,0,34,62,4,1,33,62,4,4,30,62,4,1,33,62,4,1,33,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,0,2,11,87,0,1,63,36,0,2,47,51,0,2,50,48,0,1,16,83,0,2,5,93,0,1,52,47,48,0,32,12,2,6,0,3,0,6,35,56,0,3,97,0,0,1,11,88,0,0,17,15,6,10,42,10,0,0,36,29,24,11,0,3,16,37,24,20,100,100,89,1,2,8,37,6,28,29,53,5,14,28,50,3,6,41,84,1,7,8,95,1,3,1,0,1,3,0,3,8,85,0,0,0,0,5,17,78,0,0,13,27,33,27,0,0,0,4,6,90,0,0,1,9,16,74,90,6,3,1,90,8,0,2,90,4,4,2,0,3,7,90,10,0,7,83,93,0,0,1,1,1,0,0,4,86,0,1,1,1,0,0,0,3,1,0,1,1,0,0,2,3,0,6,50,44,0,0,0,0,0,0,0,0,0,0,100,6,7,36,32,19,6,4,30,22,26,8,4,10.714285714285714,13.596996244697094,2,0,12.258064516129032,4.1882424087024015,1.9882352941176473,1.3843867272710533
AU,AUS,Australia,-99,2021-01-12,2021-01-03,363,1,16398.5287614218,1,16398.5287614218,18,302,3626359.839901134,0,7,5,351,3,48,312,6,9,348,7,69,287,4,52,307,6,63,294,5,28,330,7,11,345,4,13,346,6,6,351,8,18,337,6,50,307,6,4,353,6,46,311,358,1,1,3,315,2,20,26,354,1,3,5,294,4,8,57,311,3,13,36,300,4,8,51,335,3,10,15,352,0,4,7,350,2,2,9,357,1,0,5,345,1,8,9,313,2,14,34,359,0,2,2,317,3,14,29,58,3,15,287,353,0,7,3,72,8,97,186,269,2,17,75,346,0,15,2,346,0,17,0,363,0,0,0,109,6,11,237,363,0,0,0,0,0,95,2,119,91,42,14,142,7,81,110,23,142,9,113,82,17,142,11,96,89,25,142,13,92,93,23,142,16,31,97,77,0,352,5,1,5,352,5,1,5,352,6,0,5,352,5,1,5,352,5,1,5,352,5,0,6,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,363,0,0,0,167,4,62,130,167,3,130,63,167,2,116,78,167,3,117,76,167,4,58,134,167,4,34,158,193,1,94,75,269,0,63,13,9,9,208,1,4,13,41,96,208,0,154,1,233,3,13,114,233,1,22,15,12,15,61,4,233,0,32,31,48,19,237,2,27,50,32,15,363,363,304,1,24,34,240,1,56,66,254,1,40,68,252,1,19,91,309,0,9,45,333,0,13,17,260,1,4,3,12,16,67,260,1,3,6,13,21,59,280,3,12,33,18,17,280,0,3,6,16,58,280,0,2,20,25,36,346,0,16,1,346,0,3,14,346,1,6,10,297,0,13,53,310,0,39,14,357,0,2,0,0,1,0,0,3,350,0,0,1,1,3,0,0,2,0,0,0,0,1,0,0,5,363,0,0,0,0,0,363,0,0,0,0,0,0,0,0,363,0,0,0,0,363,0,0,0,0,0,0,5,7.499152494488508,1.3,0.48304589153964794,0,0,0,0
AU,AUS,Australia,1,2021-01-12,2021-01-03,186,0,0,0,0,17,186,1583907.3186532005,181,0,0,186,0,18,168,0,6,180,0,51,135,0,31,155,0,31,155,0,12,174,0,5,181,0,9,177,0,2,184,0,6,180,0,42,144,0,2,184,0,25,161,186,0,0,0,168,0,10,8,180,0,1,5,135,0,8,43,155,0,8,23,155,0,6,25,174,0,6,6,181,0,2,3,177,1,6,2,184,0,1,1,180,0,2,4,144,0,8,34,184,0,2,0,161,0,12,13,0,0,11,175,175,0,6,5,0,0,83,103,103,0,12,71,174,0,10,2,174,0,12,0,186,0,0,0,12,0,13,161,186,0,0,0,0,0,0,0,82,65,30,9,0,0,85,91,10,0,1,121,59,5,0,0,110,65,11,0,0,98,74,14,0,0,29,102,55,0,173,4,0,9,173,3,1,9,173,4,0,9,173,2,3,8,173,4,1,8,173,3,3,7,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,0,1,77,108,0,0,143,43,0,0,131,55,0,2,139,45,0,0,65,121,0,0,39,147,0,0,120,66,66,0,69,23,11,17,0,1,1,23,65,96,0,0,186,0,0,0,21,165,0,0,40,26,21,18,77,4,0,0,18,35,78,55,0,0,15,68,67,36,186,186,109,1,34,42,43,3,66,74,55,3,55,73,47,3,37,99,121,2,20,43,147,1,21,17,0,0,5,12,30,37,102,0,0,11,14,30,42,89,0,2,20,57,72,35,0,0,3,16,33,134,0,0,15,38,46,87,133,0,43,10,133,4,8,41,133,5,14,34,0,0,111,75,111,0,46,29,140,0,8,2,8,4,2,1,21,29,0,3,26,6,12,0,3,15,3,3,8,8,2,3,5,60,0,2,61,120,2,1,0,0,186,0,0,0,0,0,0,3,4,86,71,22,3,0,19,40,67,45,12,5.116822429906542,7.736088987767783,1.5454545454545454,0.6875516509523286,13.002747252747254,3.878150030558745,3.407821229050279,1.3475509418553016
AU,AUS,Australia,2,2021-01-12,2021-01-03,288,0,0,0,0,19,288,2232003.4763400783,282,0,0,288,0,15,273,0,4,284,0,63,225,0,36,252,0,46,242,0,21,267,0,1,287,1,12,275,0,0,288,0,9,279,0,55,233,0,0,288,0,32,256,288,0,0,0,273,0,6,9,284,0,2,2,225,0,12,51,252,0,7,29,242,0,13,33,267,0,8,13,287,0,0,1,276,0,6,6,288,0,0,0,279,0,3,6,233,0,11,44,288,0,0,0,256,0,7,25,0,0,10,278,278,0,6,4,0,5,121,162,167,1,15,105,273,0,13,2,273,1,14,0,287,0,0,1,21,0,11,256,288,0,0,0,0,0,0,0,139,89,37,23,0,0,97,174,17,0,1,157,112,18,0,1,150,104,33,0,1,132,125,30,0,0,41,168,79,0,277,0,1,10,277,0,1,10,277,0,1,10,277,0,4,7,277,0,2,9,277,0,1,10,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,288,0,0,0,0,0,97,191,0,0,211,77,0,1,175,112,0,0,184,104,0,0,66,222,0,0,35,253,0,0,166,122,122,0,103,38,10,15,0,1,3,31,84,169,0,1,287,0,0,2,45,241,0,0,43,46,31,24,136,8,0,0,44,53,132,59,0,2,32,95,106,53,288,288,191,0,40,57,77,0,92,119,113,0,63,112,104,0,33,151,222,0,10,56,253,0,18,17,0,1,2,4,38,67,176,0,0,3,14,40,53,178,0,0,39,94,104,51,0,0,6,23,43,216,0,0,22,59,75,132,207,0,64,17,207,3,9,69,207,2,32,47,0,1,168,119,169,0,78,41,210,1,5,4,4,4,4,3,53,42,0,5,10,9,39,6,8,40,17,8,9,20,10,8,2,55,0,2,93,192,1,0,0,0,0,288,0,0,0,0,0,4,3,149,99,33,4,1,94,74,66,40,9,4.575373134328358,6.732174307930204,1.9,1.66332999331662,13.766666666666667,5.010694881653245,2.8499999999999996,1.4036562599359388
