ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PT,PRT,Portugal,4,2021-01-02,2020-12-24,1369,1,4888.80360397616,0,0,250,1367,6494993.039245674,1318,5,2,1362,6,77,1286,4,15,1350,6,88,1275,4,135,1230,4,79,1286,6,60,1303,7,21,1341,7,20,1342,5,12,1352,5,35,1329,7,166,1196,6,33,1330,5,167,1197,1367,1,0,1,1292,2,12,63,1354,0,6,9,1281,5,21,62,1234,4,24,107,1290,4,14,61,1309,0,17,43,1348,2,8,11,1349,1,8,11,1357,0,10,2,1334,2,8,25,1203,7,19,140,1336,0,8,25,1202,3,47,117,0,2,127,1240,1242,0,47,80,0,15,516,838,853,6,131,379,1238,18,112,1,1238,31,100,0,1338,0,0,31,0,152,10,75,1132,1369,0,0,0,0,0,0,4,655,441,207,62,0,57,554,621,137,0,49,803,446,71,0,53,768,444,104,0,60,642,509,158,0,72,318,525,454,0,1294,20,9,46,1294,25,4,46,1294,12,28,35,1294,25,4,46,1294,26,3,46,1294,25,6,44,1175,15,2,177,1175,16,5,173,1175,14,12,168,1175,16,19,159,1175,14,19,161,1175,15,14,165,1175,15,8,171,1328,2,0,39,1328,3,2,36,1328,2,4,35,1328,1,6,34,1328,1,16,24,0,15,373,981,0,6,942,421,0,11,581,777,0,6,665,698,0,11,43,1315,0,12,92,1265,0,3,641,725,728,0,400,142,57,42,0,5,5,54,387,918,0,7,1358,4,0,5,210,1154,0,0,1156,162,19,8,2,22,0,1,206,309,471,382,0,12,513,671,134,39,0,1,198,1159,11,0,16,173,1162,18,996,4,354,15,427,5,927,10,788,6,563,12,704,7,511,147,1326,2,30,11,1277,2,82,8,0,11,15,44,179,331,789,0,5,20,53,172,321,798,0,11,649,573,101,35,0,3,162,241,416,547,0,1,237,414,412,305,718,48,497,106,718,203,117,331,718,162,247,242,0,11,862,496,873,2,259,235,1110,30,29,7,34,20,22,5,112,248,6,18,109,54,101,22,64,84,47,2,39,92,117,62,47,257,0,16,604,743,1,5,0,0,0,0,0,1369,0,0,0,38,53,729,301,248,38,42,74,395,584,184,52,2.7860411899313506,2.2733219697429603,2.28125,1.4194374348941723,10.053571428571429,3.5005639148686267,2.848521183053557,1.327380808717272
PT,PRT,Portugal,5,2021-01-02,2020-12-24,958,2,5182.1993062786,1,2283.32193092015,124,956,3840736.612264067,907,8,4,946,9,55,894,6,4,948,10,56,892,7,95,856,9,35,914,5,26,927,6,6,946,6,13,939,9,3,946,6,17,935,8,79,871,8,19,931,8,120,830,954,0,1,3,903,2,9,44,954,0,0,4,902,0,10,46,863,3,18,74,923,0,7,28,932,0,10,16,952,0,3,3,945,2,1,10,955,0,1,2,941,1,1,15,879,3,16,60,939,0,8,11,838,2,31,87,0,2,71,885,887,1,25,45,0,9,315,634,643,2,66,247,892,11,54,1,892,18,48,0,940,0,1,16,1,77,13,59,809,958,0,0,0,0,0,0,1,525,293,97,42,0,86,372,401,99,0,80,578,262,38,0,77,559,268,54,0,90,451,343,74,0,118,181,316,343,0,899,18,12,29,899,22,3,34,899,18,15,26,899,21,8,30,899,24,2,33,899,23,5,31,807,7,0,144,807,7,2,142,807,7,6,138,807,9,9,133,807,6,12,133,807,8,14,129,807,7,6,138,932,3,2,21,932,3,4,19,932,3,2,21,932,3,3,20,932,2,7,17,0,17,241,700,0,11,666,281,0,19,386,553,0,18,419,521,0,23,26,909,0,18,74,866,0,2,415,541,543,0,282,85,25,23,0,4,3,39,275,637,0,4,951,3,0,5,155,798,0,0,822,99,11,5,3,18,0,1,185,209,313,250,0,9,350,477,92,30,0,3,247,701,7,0,12,236,706,4,717,6,226,9,292,7,655,4,572,4,374,8,539,2,318,99,932,1,18,7,884,1,71,2,0,6,5,10,124,243,570,0,6,6,15,131,239,561,0,8,479,362,77,32,0,4,87,170,311,386,0,2,152,249,304,251,557,39,312,50,557,154,95,152,557,133,172,96,0,4,475,479,479,3,213,263,745,25,20,3,20,14,13,5,113,270,4,14,36,23,92,22,38,62,27,0,28,51,83,24,21,163,0,15,488,447,3,5,0,0,0,0,0,0,958,0,0,41,53,510,196,158,41,36,83,253,343,148,54,2.761940298507463,2.286625984595235,1.9122807017543861,1.1844332845347536,9.679255014326648,3.786596843676213,2.3785714285714286,1.2455471514371748
PT,PRT,Portugal,6,2021-01-02,2020-12-24,505,0,0,0,0,39,502,4307425.114511744,485,4,0,501,3,21,481,3,8,494,3,31,471,3,60,442,3,18,484,3,12,490,4,7,494,4,2,499,4,1,500,4,11,490,3,20,482,5,10,490,4,50,451,505,0,0,0,484,0,4,17,497,4,2,2,474,3,6,22,445,3,5,52,487,3,1,14,493,0,3,9,498,1,0,6,503,0,0,2,504,0,0,1,494,1,3,7,485,2,3,15,495,2,4,4,455,4,13,33,0,3,25,477,480,0,12,13,0,11,144,350,361,4,25,115,480,3,21,1,480,9,16,0,496,0,0,7,2,40,10,30,425,505,0,0,0,0,0,0,1,297,136,52,19,0,68,190,187,60,0,58,281,140,26,0,61,275,139,30,0,67,242,148,48,0,91,92,156,166,0,475,11,7,12,475,12,5,13,475,12,6,12,475,16,3,11,475,17,3,10,475,14,3,13,416,3,1,85,416,3,2,84,416,3,3,83,416,3,5,81,416,3,7,79,416,3,7,79,416,3,1,85,492,2,1,10,492,2,1,10,492,2,0,11,492,2,2,9,492,1,4,8,0,16,49,440,0,5,347,153,0,9,194,302,0,13,204,288,0,14,13,478,0,15,25,465,0,2,222,281,283,0,155,55,9,3,0,2,1,21,177,304,0,6,498,1,0,1,76,428,0,1,411,64,7,4,2,16,0,0,120,138,168,79,0,4,183,266,45,7,0,2,291,211,1,0,5,248,248,4,456,1,45,3,158,1,345,1,311,1,188,5,301,4,159,41,492,0,10,3,480,0,20,5,0,3,0,8,42,109,343,0,2,1,2,45,116,339,0,5,247,193,47,13,0,2,21,69,172,241,0,0,34,113,182,176,358,38,91,18,358,82,21,44,358,51,71,25,0,4,94,407,98,0,79,328,426,3,7,1,4,4,1,1,58,332,0,6,11,7,12,5,12,19,5,0,6,26,15,8,4,37,0,4,327,169,1,4,0,0,0,0,0,0,0,505,0,12,24,276,106,87,12,18,39,148,183,77,28,3.2163333333333335,2.6363419822965017,1.7777777777777777,0.8782037520219095,9.371428571428572,4.149676096627028,2.1485838779956428,1.195978139743315
PT,PRT,Portugal,7,2021-01-02,2020-12-24,135,0,0,0,0,11,135,1139912.332122996,132,0,0,135,0,5,130,0,0,135,0,9,126,0,17,118,1,8,126,1,1,133,1,0,134,0,1,134,2,0,133,1,2,132,0,0,135,1,5,129,1,7,127,135,0,0,0,130,0,0,5,135,0,0,0,126,1,1,7,118,0,0,17,127,1,1,6,134,0,0,1,135,0,0,0,134,1,0,0,135,0,0,0,133,0,0,2,135,0,0,0,130,0,1,4,128,0,2,5,0,0,7,128,128,0,2,5,0,4,37,94,98,0,6,31,129,0,6,0,129,1,5,0,134,0,0,1,0,10,1,8,116,135,0,0,0,0,0,0,0,89,35,8,3,0,38,45,40,12,0,24,72,37,2,0,32,72,27,4,0,26,72,30,7,0,41,18,40,36,0,127,4,0,4,127,4,0,4,127,4,1,3,127,4,0,4,127,3,1,4,127,3,0,5,114,0,0,21,114,1,0,20,114,0,2,19,114,0,0,21,114,0,2,19,114,0,2,19,114,0,2,19,131,0,0,4,131,0,0,4,131,0,0,4,131,0,1,3,131,0,0,4,0,6,7,122,0,0,94,41,0,3,57,75,0,4,49,82,0,5,3,127,0,5,8,122,0,2,50,83,85,1,33,13,2,1,0,0,1,3,53,78,0,0,134,1,0,1,24,110,0,0,121,7,2,0,0,5,0,0,32,29,56,18,0,3,46,74,10,2,0,1,92,42,0,0,7,88,40,0,128,0,7,0,41,0,94,0,78,1,56,0,86,0,41,8,132,0,3,0,127,0,7,1,0,3,0,0,9,31,92,0,3,1,2,9,25,95,0,0,66,53,11,5,0,1,1,11,39,83,0,0,3,25,49,58,107,6,18,4,107,13,7,8,107,8,16,4,0,1,11,123,12,0,11,112,124,0,0,0,0,2,0,0,9,113,0,1,2,0,0,1,4,0,0,0,1,2,1,1,1,8,0,4,87,43,0,1,0,0,0,0,0,0,0,0,135,2,11,71,27,24,2,6,7,40,52,21,7,3.090909090909091,3.130633450416353,2,0.816496580927726,9.177215189873417,4.159510245057784,2.183333333333333,1.1880591710169721
PT,PRT,Portugal,-99,2021-01-03,2020-12-25,3301,3,27387.205685116332,1,20697.1653061081,388,2935,19448973.589369636,0,41,21,3239,36,215,3050,36,78,3187,37,281,2983,34,391,2876,35,207,3059,39,131,3131,34,62,3205,42,76,3183,30,65,3206,38,110,3153,37,347,2917,42,121,3138,45,412,2844,3280,4,4,13,3086,11,49,155,3223,2,24,52,3020,22,81,178,2910,15,84,292,3094,12,48,147,3170,9,35,87,3239,5,21,36,3225,6,26,44,3236,3,39,23,3191,6,42,62,2954,13,83,251,3180,8,33,80,2889,15,123,274,338,28,253,2682,3076,3,78,144,427,89,1032,1753,2272,24,268,737,3033,38,227,3,3033,66,202,0,3236,0,5,59,1,832,72,199,2198,3301,0,0,0,0,0,571,15,1380,859,344,132,838,227,1096,931,209,838,262,1448,641,112,838,272,1411,630,150,838,325,1190,731,217,838,369,617,818,659,0,3128,58,27,88,3128,58,27,88,3128,49,53,71,3128,67,21,85,3128,67,16,90,3128,58,23,92,2980,21,4,296,2980,23,2,296,2980,22,16,283,2980,16,28,277,2980,19,31,271,2980,23,34,264,2980,21,11,289,3235,9,7,50,3235,8,7,51,3235,9,4,53,3235,9,16,41,3235,9,17,40,962,94,474,1771,962,56,1521,762,962,89,870,1380,962,76,962,1301,962,100,88,2151,962,104,184,2051,1045,18,854,1384,2447,3,586,174,52,39,1109,22,9,109,716,1336,1109,25,2157,10,1215,35,290,1761,1215,3,1749,206,29,17,7,75,1215,7,470,477,709,423,1269,68,773,961,182,48,1330,11,536,1386,38,1511,63,439,1242,46,2838,15,421,27,1805,36,1449,11,2444,26,813,18,2357,22,695,227,3218,6,57,20,3119,10,164,8,1574,33,16,39,246,439,954,1574,19,17,41,269,412,969,1655,33,856,571,130,56,1655,7,177,293,517,652,1655,5,269,472,470,430,2588,100,492,121,2588,274,144,295,2588,209,303,201,1759,26,517,999,2302,6,490,503,3009,46,34,8,14,15,22,9,144,2520,8,27,60,31,126,19,31,62,10,0,18,49,61,34,23,222,3301,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,3301,0,0,0,0,3301,0,0,0,0,0,0,2.710498687664042,2.167401543034866,1.8590604026845639,1.2025880550340784,0,0,0,0
PT,PRT,Portugal,1,2021-01-03,2020-12-25,561,0,0,0,0,107,561,3116694.2430123035,545,1,0,560,1,51,509,1,10,550,1,68,492,1,127,433,1,48,512,1,42,518,1,13,547,1,19,541,1,4,556,1,43,517,1,118,442,1,30,530,0,85,476,561,0,0,0,510,2,2,47,551,0,3,7,493,2,9,57,434,1,20,106,513,1,9,38,519,0,5,37,548,0,4,9,542,1,4,14,557,0,2,2,518,1,7,35,443,2,10,106,531,0,2,28,476,2,18,65,0,0,55,506,506,0,15,40,0,1,214,346,347,0,42,172,519,7,34,1,519,10,32,0,551,0,2,6,2,43,2,54,462,561,0,0,0,0,0,0,2,240,190,96,33,0,2,249,262,48,0,1,386,145,29,0,0,375,142,44,0,3,311,181,66,0,4,122,259,176,0,507,8,2,44,507,7,4,43,507,3,15,36,507,9,3,42,507,8,0,46,507,7,2,45,503,0,0,58,503,0,1,57,503,0,2,56,503,0,5,53,503,0,4,54,503,0,6,52,503,0,1,57,551,0,3,7,551,0,1,9,551,0,1,9,551,0,1,9,551,0,3,7,0,3,71,487,0,0,270,291,0,1,222,338,0,1,359,201,0,2,26,533,0,4,51,506,0,0,347,214,214,0,262,62,10,13,0,3,13,74,220,251,0,0,560,1,0,5,64,492,0,0,430,107,5,3,0,16,0,0,59,145,267,90,0,1,145,326,81,8,0,0,43,482,36,0,4,55,448,54,490,1,68,2,291,0,270,0,339,0,219,3,202,1,197,161,535,0,16,10,510,0,49,2,0,11,8,39,117,164,222,0,0,8,50,119,161,223,0,6,252,239,49,15,0,0,46,74,187,254,0,0,95,140,198,128,326,13,167,55,326,29,39,167,326,23,112,100,0,0,169,392,169,0,83,309,478,4,17,1,18,11,4,1,27,309,2,3,56,2,18,4,4,23,6,0,9,10,1,24,1,89,0,5,145,406,2,3,0,0,561,0,0,0,0,0,0,11,17,282,128,123,11,5,31,133,269,76,36,2.3815789473684212,1.8091597178900076,1.9999999999999998,1.131370849898476,10.869892473118279,3.2063980000874466,2.943289224952741,1.5027113605865736
PT,PRT,Portugal,2,2021-01-03,2020-12-25,1016,0,0,0,0,156,1015,4465540.678553959,993,0,2,1014,0,87,929,0,14,1002,0,109,907,0,197,819,0,67,949,0,57,959,0,21,995,0,31,985,0,9,1007,0,47,969,0,176,840,0,58,958,0,149,867,1014,1,0,1,929,0,13,74,1002,0,1,13,907,3,18,88,819,2,28,167,949,3,15,49,959,0,12,45,995,0,11,10,985,1,17,13,1007,0,5,4,969,1,15,31,840,3,29,144,958,2,17,39,867,1,44,104,0,1,75,940,941,0,27,48,0,2,431,583,585,1,115,315,901,14,98,3,901,35,80,0,981,0,4,31,0,118,4,79,815,1016,0,0,0,0,0,0,5,382,390,175,64,0,11,409,481,115,0,9,618,332,57,0,13,605,314,84,0,15,474,401,126,0,18,201,444,353,0,937,9,11,59,937,10,12,57,937,2,34,43,937,9,11,59,937,10,7,62,937,10,8,61,912,0,0,104,912,0,1,103,912,0,1,103,912,0,4,100,912,0,4,100,912,0,5,99,912,1,2,101,1002,0,1,13,1002,0,1,13,1002,0,0,14,1002,0,2,12,1002,0,5,9,0,3,232,781,0,3,579,434,0,1,411,604,0,3,614,399,0,3,31,982,0,5,61,950,0,0,559,457,457,0,387,124,32,16,0,2,6,91,367,550,0,1,1015,0,0,6,159,851,0,0,800,180,10,6,2,18,0,1,110,203,455,247,0,3,282,571,144,16,0,0,108,877,31,0,1,107,871,37,784,1,222,9,437,0,578,1,605,0,406,5,402,1,371,242,985,0,20,11,955,0,60,1,0,10,9,31,175,273,518,0,2,7,43,181,279,504,0,8,465,443,77,23,0,1,110,165,319,421,0,0,186,280,331,219,550,13,342,111,550,65,78,323,550,59,155,252,0,2,587,427,589,0,192,235,824,11,36,3,36,9,14,5,78,237,3,13,83,28,45,5,23,101,31,0,30,97,15,52,21,232,0,8,351,650,0,7,0,0,0,1016,0,0,0,0,0,15,9,567,229,196,15,4,103,331,415,105,43,2.534136546184739,1.9125339405806518,2.125,1.2439996829853317,10.360635696821516,3.4765541806737197,2.7653061224489797,1.390916250717481
PT,PRT,Portugal,3,2021-01-03,2020-12-25,1488,0,0,0,0,199,1486,5617117.331124114,1444,3,3,1482,4,111,1373,3,20,1465,3,143,1342,2,229,1257,3,93,1392,4,79,1405,4,22,1462,3,36,1449,4,19,1465,2,48,1438,2,208,1278,4,52,1432,2,208,1278,1485,0,0,3,1377,0,24,87,1468,0,6,14,1345,1,30,112,1259,5,49,175,1395,1,26,66,1409,2,21,56,1466,0,11,11,1452,0,15,21,1469,0,11,8,1440,1,16,31,1280,3,44,161,1436,0,16,36,1280,3,59,146,0,2,100,1386,1388,0,40,60,0,10,618,860,870,3,163,452,1325,17,144,2,1325,52,109,2,1436,0,5,46,1,176,8,107,1197,1488,0,0,0,0,0,0,1,652,533,233,69,0,26,583,728,151,0,31,902,475,80,0,33,846,499,110,0,38,712,582,156,0,37,342,671,438,0,1381,18,18,71,1381,25,9,73,1381,14,32,61,1381,21,11,75,1381,23,4,80,1381,24,9,74,1267,2,0,219,1267,2,2,217,1267,5,6,210,1267,2,17,202,1267,3,15,203,1267,3,20,198,1267,2,4,215,1447,0,4,37,1447,0,4,37,1447,0,4,37,1447,0,6,35,1447,0,18,23,0,3,395,1090,0,3,928,557,0,5,577,906,0,6,791,691,0,7,47,1434,0,9,80,1399,0,0,723,765,765,0,513,143,34,33,0,5,5,90,471,917,0,7,1480,1,0,8,219,1261,0,0,1230,206,21,6,2,23,0,2,206,332,597,351,0,2,473,832,146,35,0,1,159,1306,22,0,6,163,1287,32,1093,4,379,12,560,5,921,2,911,6,562,9,697,7,571,213,1441,0,41,6,1408,2,75,3,0,7,7,43,227,425,779,0,1,12,43,225,411,796,0,9,706,619,109,45,0,1,167,249,500,571,0,1,266,411,476,334,811,27,524,126,811,139,152,386,811,116,252,309,0,8,982,498,990,1,252,245,1236,19,27,11,36,17,22,11,109,254,6,25,113,67,102,29,58,116,39,2,48,150,71,53,52,303,0,11,631,839,0,7,0,0,0,0,1488,0,0,0,0,32,34,807,337,278,32,29,95,465,655,163,49,2.6823140495867768,2.159485758755813,2.13953488372093,1.2287036755451746,10.220735785953178,3.606099638752305,3.002861230329041,1.3286094137431126
PT,PRT,Portugal,4,2021-01-03,2020-12-25,1533,2,11024.979146107671,0,0,278,1530,6601527.2481549,1471,6,4,1523,6,82,1445,5,19,1509,7,100,1426,5,149,1379,5,89,1439,6,59,1468,8,25,1500,8,27,1498,7,12,1514,6,35,1492,6,173,1354,7,38,1488,6,185,1342,1529,2,0,2,1451,3,12,67,1514,1,7,11,1433,5,24,71,1384,5,24,120,1444,4,13,72,1474,0,18,41,1508,2,9,14,1506,2,11,14,1521,0,9,3,1498,2,10,23,1360,8,19,146,1495,1,10,27,1348,3,53,129,0,3,139,1391,1394,0,55,84,0,18,577,938,956,6,133,438,1400,18,114,1,1400,31,102,0,1502,0,0,31,0,157,12,81,1283,1533,0,0,0,0,0,0,6,757,480,222,68,0,61,631,687,154,0,61,911,487,74,0,62,882,479,110,0,72,730,565,166,0,85,365,591,492,0,1452,22,11,48,1452,26,6,49,1452,14,30,37,1452,27,4,50,1452,28,3,50,1452,26,7,48,1339,15,2,177,1339,16,5,173,1339,14,12,168,1339,16,19,159,1339,14,19,161,1339,15,14,165,1339,15,8,171,1492,2,0,39,1492,3,2,36,1492,2,4,35,1492,1,6,34,1492,1,16,24,0,19,361,1153,0,8,1015,510,0,15,615,903,0,8,701,824,0,15,42,1476,0,16,88,1429,0,3,679,851,854,1,436,150,53,39,0,5,5,62,459,1002,0,8,1521,4,0,7,235,1291,0,0,1299,178,21,6,3,26,0,1,237,364,534,397,0,10,585,750,151,37,0,1,237,1285,10,0,17,210,1285,21,1172,4,341,16,518,6,1001,8,918,6,598,11,832,6,527,168,1491,2,29,11,1445,2,79,7,0,14,13,45,210,355,896,0,7,17,54,207,367,881,0,10,733,629,119,42,0,3,176,274,465,615,0,0,264,454,474,341,815,47,550,121,815,214,136,368,815,170,276,272,0,12,949,572,961,2,300,270,1233,37,35,11,34,25,23,6,129,284,7,20,115,53,117,21,71,96,51,2,38,106,134,73,55,290,0,17,663,846,2,5,0,0,0,0,0,1533,0,0,0,45,62,819,330,277,45,48,73,455,641,207,64,2.8114583333333334,2.3150532980453247,2.2660550458715596,1.4697077174457762,9.967418546365915,3.5468353838632414,2.8775466284074604,1.308865131378577
PT,PRT,Portugal,5,2021-01-03,2020-12-25,1048,4,14912.26490234166,2,7226.483203776321,111,1046,4172634.544093819,993,8,7,1033,9,57,982,6,4,1038,10,62,976,7,100,941,9,39,1000,5,29,1014,6,6,1036,6,15,1027,9,3,1036,6,24,1018,8,86,954,8,25,1015,8,126,914,1041,0,2,5,991,2,8,47,1044,0,1,3,986,0,14,48,948,3,15,82,1009,0,11,28,1019,0,10,19,1042,0,2,4,1033,2,1,12,1045,0,1,2,1024,1,3,20,962,3,19,64,1023,0,11,14,922,2,33,91,0,2,67,979,981,1,24,42,0,12,355,681,693,3,77,275,971,12,63,2,971,22,54,1,1026,0,1,20,1,92,11,58,887,1048,0,0,0,0,0,0,1,590,319,97,41,0,96,421,430,101,0,91,634,281,42,0,92,614,285,57,0,101,507,360,80,0,132,205,342,369,0,990,17,13,28,990,20,4,34,990,16,14,28,990,23,6,29,990,22,4,32,990,22,6,30,897,7,0,144,897,7,2,142,897,7,6,138,897,9,9,133,897,6,12,133,897,8,14,129,897,7,6,138,1022,3,2,21,1022,3,4,19,1022,3,2,21,1022,3,3,20,1022,2,7,17,0,21,235,792,0,11,708,329,0,23,396,629,0,22,431,595,0,26,25,997,0,22,80,946,0,2,419,627,629,0,290,87,24,18,0,4,3,41,316,684,0,4,1042,2,0,6,160,882,0,0,895,117,11,4,2,19,0,0,205,246,347,250,0,12,384,525,95,32,0,3,276,761,8,0,15,262,767,4,813,5,218,12,340,6,697,5,652,3,383,10,617,3,327,101,1023,1,17,7,968,1,76,3,0,6,3,10,140,258,631,0,5,6,16,155,256,610,0,9,511,414,77,37,0,2,95,184,332,435,0,0,159,270,335,284,619,50,324,55,619,165,98,166,619,136,185,108,0,5,510,533,515,3,247,283,801,35,24,5,22,18,14,6,123,291,5,20,50,29,99,23,44,61,24,0,35,50,92,24,24,177,0,16,524,499,2,7,0,0,0,0,0,0,1048,0,0,40,57,549,222,180,40,37,84,274,380,171,62,2.878745644599303,2.377061378827539,1.8113207547169812,1.092924864994157,9.574168865435356,3.7826298796368247,2.386609071274298,1.2544381546199366
