ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PT,PRT,Portugal,-99,2020-12-30,2020-12-21,3123,4,16714.895287043648,0,0,403,2798,20962124.566186465,0,38,22,3063,34,196,2893,37,71,3015,33,300,2790,32,352,2739,33,217,2873,36,125,2962,34,52,3037,40,84,2999,31,63,3029,35,115,2973,37,323,2763,36,108,2979,36,425,2662,3101,5,3,14,2928,13,50,132,3053,4,17,49,2824,21,84,194,2772,18,72,261,2907,15,65,136,2999,10,35,79,3071,4,20,28,3039,9,31,44,3060,5,34,24,3008,7,43,65,2801,18,74,230,3016,8,32,67,2700,23,125,275,305,20,242,2556,2903,3,71,146,382,86,963,1692,2167,21,248,687,2875,40,204,4,2875,58,190,0,3065,0,7,50,1,761,57,202,2103,3123,0,0,0,0,0,509,17,1153,870,413,161,982,198,912,812,219,982,240,1189,590,122,982,222,1186,581,152,982,265,998,655,223,982,291,516,712,622,0,2942,57,34,90,2942,62,26,93,2942,46,66,69,2942,67,23,91,2942,66,19,96,2942,61,22,98,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,3123,0,0,0,851,90,535,1647,851,52,1524,696,851,80,883,1309,851,74,939,1259,851,95,76,2101,851,96,187,1989,938,21,859,1305,2264,3,582,166,59,49,1012,19,13,91,666,1322,1012,25,2080,6,1126,33,324,1640,1126,4,1658,222,28,14,5,66,1126,11,431,472,616,467,1171,52,759,903,191,47,1223,9,526,1324,41,1380,58,407,1225,53,2604,14,474,31,1627,29,1451,16,2255,16,834,18,2203,21,691,208,3051,4,50,18,2939,8,167,9,1454,30,21,49,270,424,875,1454,18,19,45,265,389,933,1530,32,850,550,104,57,1530,6,187,315,491,594,1530,3,286,480,448,376,2393,94,519,117,2393,273,152,305,2393,197,326,207,1636,31,522,934,2189,4,436,494,2856,44,31,9,17,21,16,5,124,2366,15,20,59,41,103,17,29,64,11,0,18,51,53,35,26,215,3123,0,0,0,0,0,3123,0,0,0,0,0,0,0,0,3123,0,0,0,0,3123,0,0,0,0,0,0,2.702233902759527,2.2714724538007074,2.054054054054054,1.276601482059714,0,0,0,0
PT,PRT,Portugal,1,2020-12-30,2020-12-21,597,0,0,0,0,83,597,3361026.4757106053,578,1,0,596,1,56,540,1,11,585,1,66,530,1,136,460,1,52,544,2,47,548,1,16,580,1,14,582,1,6,590,1,46,550,1,137,459,1,32,564,0,94,503,597,0,0,0,541,2,4,50,586,0,4,7,531,2,8,56,461,1,17,118,545,1,5,46,550,0,6,41,581,1,6,9,583,1,2,11,591,0,3,3,551,0,10,36,460,3,13,121,565,1,7,24,503,2,20,72,0,0,50,547,547,0,18,32,0,3,235,359,362,0,57,178,540,7,47,3,540,11,46,0,586,0,0,8,3,60,2,59,476,597,0,0,0,0,0,0,1,220,222,118,36,53,3,225,259,57,53,3,349,153,39,53,1,360,139,44,53,4,278,190,72,53,5,98,245,196,0,538,6,1,52,538,5,5,49,538,2,20,37,538,7,4,48,538,6,3,50,538,6,2,51,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,597,0,0,0,0,2,99,496,0,1,324,272,0,2,277,318,0,2,369,226,0,4,24,569,0,4,77,516,0,0,360,237,237,0,271,66,8,15,0,3,11,60,236,287,0,0,596,1,0,3,86,508,0,0,459,119,5,3,0,11,0,1,70,146,270,110,0,0,148,343,100,6,0,0,41,522,34,0,4,65,474,54,498,0,95,4,273,1,322,1,320,0,271,6,228,0,220,149,573,0,15,9,520,0,75,2,0,10,8,41,129,177,232,0,1,9,59,132,173,223,0,6,280,241,54,16,0,0,54,81,204,258,0,2,99,158,208,130,340,10,187,60,340,34,38,185,340,23,111,123,0,1,181,415,182,0,93,322,504,2,21,1,18,14,4,2,31,323,1,7,67,2,21,4,5,19,6,0,12,12,3,20,1,94,0,5,148,436,2,6,0,0,597,0,0,0,0,0,0,14,12,316,143,112,14,5,37,153,257,97,34,2.4410876132930515,1.8369945880549226,1.7333333333333334,1.031327476428493,11.103305785123966,3.048549432997979,2.845744680851064,1.440088182637689
PT,PRT,Portugal,2,2020-12-30,2020-12-21,1019,0,0,0,0,152,1017,4929500.575005442,993,1,2,1016,1,93,925,1,15,1003,1,126,892,1,187,831,1,66,952,1,48,970,1,18,1000,0,38,981,1,8,1010,1,48,970,1,175,843,1,48,970,1,158,860,1017,0,0,2,926,0,13,80,1004,0,1,14,893,0,25,101,832,0,31,156,953,0,14,52,971,0,9,39,1001,0,8,10,981,0,16,22,1011,0,6,2,971,0,17,31,844,0,35,140,971,0,15,33,861,1,36,121,0,2,68,949,951,0,26,42,0,6,433,580,586,2,101,330,918,14,82,5,918,27,74,0,992,0,5,22,0,109,6,87,817,1019,0,0,0,0,0,0,6,313,404,219,77,92,8,351,450,118,92,5,550,307,65,92,10,524,310,83,92,9,414,386,118,92,7,189,410,321,0,932,5,10,72,932,7,11,69,932,1,31,55,932,7,11,69,932,7,6,74,932,7,9,71,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,1019,0,0,0,0,2,261,756,0,2,626,391,0,2,462,555,0,2,620,397,0,2,40,977,0,3,84,932,0,0,558,461,461,0,373,121,33,31,0,5,7,78,344,585,0,1,1017,1,0,4,180,835,0,0,801,181,13,4,2,18,0,2,120,246,405,246,0,2,282,564,150,21,0,0,109,887,23,0,2,102,882,33,758,1,247,13,393,0,622,4,557,0,456,6,399,1,402,217,979,0,26,14,935,0,83,1,0,11,7,40,196,280,485,0,2,7,57,176,292,485,0,6,477,429,81,26,0,0,103,175,346,395,0,1,188,285,325,220,546,15,347,111,546,68,80,325,546,57,174,242,0,5,585,429,590,0,187,242,832,9,30,5,39,14,12,3,75,247,2,16,85,27,46,10,32,98,38,2,21,91,14,45,28,217,0,6,354,652,0,7,0,0,0,1019,0,0,0,0,0,13,15,591,214,186,13,7,118,338,384,110,49,2.486220472440945,2.031751677326175,2.292307692307692,1.2465336553202861,10.316953316953317,3.501928135956637,2.7390417940876657,1.363217494770145
PT,PRT,Portugal,3,2020-12-30,2020-12-21,1417,1,3387.33047160128,0,0,177,1415,6127982.749901579,1381,4,5,1408,5,105,1307,3,15,1399,4,136,1277,3,193,1221,4,84,1329,4,75,1338,5,24,1388,4,32,1381,4,17,1396,3,50,1364,3,201,1213,4,43,1370,3,212,1202,1412,0,2,3,1312,1,20,84,1402,1,8,6,1281,2,32,102,1224,4,36,153,1333,2,26,56,1342,2,19,54,1393,0,15,9,1385,0,15,17,1400,0,11,6,1367,0,18,32,1216,3,43,155,1374,0,16,27,1205,3,61,148,0,2,101,1314,1316,0,40,61,0,8,573,836,844,6,150,417,1267,19,128,3,1267,37,111,2,1380,0,3,34,0,164,5,104,1144,1417,0,0,0,0,0,0,4,544,528,257,84,121,19,505,632,140,121,26,764,430,76,121,26,728,432,110,121,25,613,511,147,121,26,286,576,408,0,1313,13,17,74,1313,19,10,75,1313,10,34,60,1313,17,8,79,1313,19,4,81,1313,20,8,76,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,1417,0,0,0,0,4,429,984,0,4,902,511,0,6,615,796,0,8,733,676,0,9,50,1358,0,11,97,1309,0,1,691,725,726,0,480,132,35,44,0,4,4,68,434,907,0,4,1412,1,0,7,241,1169,0,0,1174,193,23,6,4,17,0,4,186,341,502,384,0,6,444,779,160,28,0,2,177,1219,19,0,8,168,1213,28,988,3,416,10,515,3,895,4,802,3,600,12,684,4,547,182,1367,3,43,4,1320,1,93,3,0,5,8,47,241,388,728,0,0,15,49,248,396,709,0,7,697,578,98,37,0,3,174,236,478,526,0,2,283,397,424,311,737,33,533,114,737,142,153,385,737,114,267,299,0,3,943,471,946,1,246,224,1171,15,37,11,37,16,23,13,94,228,5,22,129,62,84,23,49,112,40,0,45,147,65,70,32,304,0,12,589,811,2,3,0,0,0,0,1417,0,0,0,0,27,31,792,307,260,27,26,107,448,605,157,47,2.655338078291815,2.0513588321902283,1.8333333333333333,1.0939054865403803,10.34170403587444,3.528902306981434,2.971726190476191,1.3185558096307552
PT,PRT,Portugal,4,2020-12-30,2020-12-21,1437,1,4888.80360397616,0,0,263,1435,7220553.220170218,1382,8,2,1427,9,88,1340,7,17,1413,9,125,1303,7,142,1288,7,85,1345,8,56,1373,8,24,1405,9,27,1401,8,12,1417,8,42,1387,10,169,1258,9,39,1389,7,198,1232,1435,0,0,2,1349,3,17,68,1420,2,5,10,1312,4,26,95,1295,4,24,114,1352,3,14,68,1381,1,17,38,1413,2,11,11,1410,1,15,11,1425,0,10,2,1395,2,14,26,1268,5,29,135,1398,1,9,29,1239,4,56,138,0,2,136,1299,1301,0,49,87,0,15,536,886,901,6,153,377,1284,17,135,1,1284,28,123,2,1409,0,0,28,0,174,10,87,1166,1437,0,0,0,0,0,0,5,614,515,222,81,130,60,492,626,129,130,51,730,459,67,130,53,703,450,101,130,60,576,512,159,130,68,277,512,450,0,1350,21,10,56,1350,28,7,52,1350,18,29,40,1350,30,6,51,1350,30,5,52,1350,29,5,53,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,0,0,12,423,1002,0,9,966,462,0,15,607,815,0,9,669,759,0,14,52,1371,0,14,99,1324,0,4,625,808,812,0,395,133,52,45,0,5,5,58,398,971,0,8,1423,6,0,5,240,1192,0,0,1205,172,16,7,4,33,0,0,227,327,453,430,0,9,534,714,140,40,0,2,207,1217,11,0,18,177,1226,16,1014,4,400,19,471,4,953,9,830,7,586,14,768,6,510,153,1385,3,40,9,1338,2,88,9,0,11,12,43,179,359,833,0,5,19,53,171,359,830,0,11,663,630,92,41,0,3,171,253,448,562,0,2,253,410,448,324,774,52,505,106,774,215,130,318,774,169,254,240,0,13,907,517,920,1,257,259,1180,26,36,8,31,20,22,3,111,273,6,21,106,52,89,23,76,89,48,3,47,104,118,62,49,271,0,19,635,777,1,5,0,0,0,0,0,1437,0,0,0,40,49,796,310,242,40,36,80,432,612,187,50,2.8522012578616356,2.355857258323401,2.2233009708737863,1.420660153334906,10.137289636846766,3.5788632979725747,2.8088235294117645,1.3330817650207563
PT,PRT,Portugal,5,2020-12-30,2020-12-21,1011,2,5182.1993062786,1,2283.32193092015,131,1009,4291737.291812947,961,8,5,998,9,58,944,5,4,1002,8,55,948,6,91,914,7,43,961,5,29,977,6,7,998,6,8,997,7,3,1001,5,21,985,8,80,923,7,19,985,7,132,872,1006,0,2,3,953,2,8,48,1007,0,0,4,956,0,9,46,920,3,18,70,968,0,7,36,982,0,9,20,1004,0,4,3,1003,0,2,6,1008,0,1,2,990,1,3,17,931,3,19,58,992,0,9,10,879,2,37,93,0,2,73,936,938,1,22,50,0,18,332,661,679,2,65,265,946,8,55,2,946,17,47,1,994,0,1,15,1,85,13,60,853,1011,0,0,0,0,0,0,1,508,318,137,47,94,85,342,396,94,94,82,528,273,34,94,79,516,265,57,94,94,402,344,77,94,118,168,312,319,0,951,21,13,26,951,24,4,32,951,19,17,24,951,22,9,29,951,25,4,31,951,24,6,30,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,1011,0,0,0,0,13,242,756,0,9,711,291,0,22,404,585,0,21,404,586,0,24,23,964,0,20,74,917,0,0,414,597,597,0,289,82,21,22,0,5,2,38,300,666,0,5,1002,4,0,8,174,829,0,0,851,117,13,5,3,22,0,2,196,234,330,249,0,11,379,505,90,26,0,2,268,732,9,0,18,248,738,7,769,7,220,15,300,9,697,5,607,5,392,7,607,2,302,100,988,1,14,8,937,2,68,4,0,9,7,15,137,244,599,0,7,7,23,124,261,589,0,11,518,379,70,33,0,3,87,184,339,398,0,2,151,268,337,253,592,41,313,65,592,153,96,170,592,128,183,108,0,6,493,512,499,2,217,293,794,21,21,3,21,13,15,5,118,301,4,15,47,27,101,20,35,59,24,1,25,49,83,32,23,165,0,16,512,475,3,5,0,0,0,0,0,0,1011,0,0,39,45,545,209,173,39,29,80,272,364,167,60,2.664963503649635,2.1247569562670603,2.0555555555555554,1.3793171220826776,9.66016713091922,3.855673929472051,2.39532293986637,1.276954796469632
PT,PRT,Portugal,6,2020-12-30,2020-12-21,527,0,0,0,0,42,524,4803789.018918018,500,4,1,522,3,20,504,2,9,516,2,34,491,3,46,478,2,16,509,3,13,511,4,6,517,3,5,519,5,1,521,4,8,515,4,24,499,4,8,515,4,43,480,526,0,0,1,507,0,1,19,518,3,2,4,493,2,6,26,481,2,6,38,511,3,1,12,514,0,3,10,521,1,0,5,522,0,0,5,526,0,0,1,519,0,4,4,503,2,4,18,519,1,3,4,484,3,9,31,0,3,27,497,500,0,10,17,0,9,151,367,376,4,29,118,498,3,26,0,498,10,19,0,517,0,0,8,2,42,13,28,444,527,0,0,0,0,0,0,3,300,142,64,18,61,73,161,175,57,61,64,253,127,22,61,55,264,116,31,61,68,220,136,42,61,93,78,136,159,0,499,10,4,14,499,8,6,14,499,9,5,14,499,12,2,14,499,11,4,13,499,9,3,16,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,527,0,0,0,0,16,55,456,0,7,362,158,0,8,198,321,0,12,207,308,0,12,16,499,0,13,27,487,0,1,216,310,311,0,157,45,9,5,0,3,0,19,184,321,0,4,522,1,0,0,90,437,0,0,429,68,8,5,3,14,0,0,138,134,176,79,0,7,193,278,36,13,0,4,308,215,0,0,7,253,264,3,472,1,48,6,165,1,360,1,329,1,193,4,320,3,155,49,511,1,11,4,500,0,22,5,0,4,0,10,49,115,349,0,2,1,7,46,116,355,0,3,270,197,41,16,0,3,20,85,187,232,0,1,36,128,197,165,363,38,98,28,363,89,29,46,363,56,84,24,0,3,97,427,100,1,84,342,443,5,6,1,4,5,1,1,61,346,0,7,12,6,16,5,9,16,7,0,6,25,13,7,5,47,0,5,327,187,1,7,0,0,0,0,0,0,0,527,0,18,20,292,110,87,18,14,44,153,196,73,29,3.0581981981981983,2.570948957521044,1.8823529411764706,1.1114378604524227,9.109826589595375,4.096596887270969,2.1181434599156117,1.1806974380694195
PT,PRT,Portugal,7,2020-12-30,2020-12-21,143,0,0,0,0,24,143,1176445.7651347616,138,0,0,143,0,5,138,0,0,143,0,7,136,0,11,132,1,10,132,1,0,142,1,0,142,1,1,141,1,0,142,1,2,140,0,0,143,1,2,140,1,9,133,143,0,0,0,138,1,0,4,143,0,0,0,136,1,0,6,132,0,0,11,133,1,1,8,143,0,0,0,143,0,0,0,142,1,0,0,143,0,0,0,141,0,1,1,143,0,0,0,141,0,0,2,134,0,3,6,0,0,12,131,131,0,4,8,0,3,33,107,110,0,5,28,138,0,5,0,138,2,3,0,141,0,0,2,0,8,1,11,123,143,0,0,0,0,0,0,0,92,38,9,4,17,23,53,39,11,17,18,70,34,4,17,22,72,27,5,17,19,67,33,7,17,30,21,40,35,0,132,3,2,6,132,4,2,5,132,4,3,4,132,4,1,6,132,4,0,7,132,3,0,8,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,0,5,7,131,0,1,98,44,0,3,50,90,0,4,40,99,0,5,4,134,0,5,6,132,0,1,47,95,96,1,28,16,1,1,0,0,1,6,51,85,0,0,143,0,0,1,32,110,0,0,125,10,3,0,0,5,0,0,41,36,47,19,0,1,59,70,12,1,0,1,98,43,1,0,7,92,42,2,136,0,7,0,45,0,98,0,93,1,49,0,103,0,33,7,139,0,4,0,137,0,5,1,0,2,0,0,12,32,97,0,2,0,2,15,28,96,0,0,78,51,10,4,0,2,4,15,46,76,0,1,6,25,55,56,112,5,22,4,112,12,6,13,112,9,19,3,0,1,12,130,13,0,12,118,131,0,0,0,0,2,0,0,10,119,0,0,3,0,1,0,4,0,1,0,1,3,1,1,1,8,0,4,98,39,1,1,0,0,0,0,0,0,0,0,143,3,9,77,30,24,3,6,10,45,52,19,8,2.7777777777777777,3.040037839461785,2.5,1.1952286093343938,8.771084337349398,4.194436795254619,2.125984251968504,1.126816881957453
PT,PRT,Portugal,-99,2020-12-31,2020-12-22,3169,3,15076.419082208558,0,0,393,2839,21217410.82752052,0,36,22,3111,29,204,2936,31,76,3062,31,301,2837,29,367,2773,30,208,2931,32,123,3014,29,59,3081,36,83,3050,26,67,3076,33,114,3022,35,327,2807,34,113,3022,34,419,2716,3147,5,3,14,2965,12,54,138,3093,4,19,53,2868,21,86,194,2802,17,75,275,2961,16,63,129,3046,11,34,78,3110,5,22,32,3086,8,31,44,3102,4,36,27,3055,6,42,66,2842,18,80,229,3056,10,30,73,2750,22,126,271,306,24,235,2604,2953,3,73,140,380,95,989,1705,2186,21,263,699,2906,43,217,3,2906,65,198,0,3104,0,7,58,0,783,57,206,2123,3169,0,0,0,0,0,510,18,1222,871,397,151,772,218,1051,887,241,772,268,1357,638,134,772,254,1344,634,165,772,302,1122,729,244,772,332,589,791,685,0,2988,56,33,92,2988,63,27,91,2988,51,58,72,2988,68,23,90,2988,68,19,94,2988,61,21,99,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,3169,0,0,0,859,95,543,1672,859,52,1575,683,859,81,919,1310,859,75,957,1278,859,95,80,2135,859,99,194,2017,951,23,865,1330,2304,3,581,166,61,54,1025,23,13,99,669,1340,1025,26,2112,6,1137,38,314,1680,1137,4,1689,218,30,14,6,71,1137,9,448,475,633,467,1186,61,768,914,195,45,1239,7,532,1353,38,1408,63,410,1236,52,2645,17,477,30,1625,34,1497,13,2270,21,858,20,2232,22,700,215,3093,6,52,18,2978,9,174,8,1481,31,20,49,267,438,883,1481,18,17,42,268,401,942,1562,32,853,541,117,64,1562,7,187,298,500,615,1562,5,288,473,449,392,2444,89,513,123,2444,264,151,310,2444,191,325,209,1672,32,512,953,2216,6,445,502,2898,43,30,8,17,20,19,5,129,2415,13,23,60,41,111,17,25,63,11,0,19,50,54,31,23,213,3169,0,0,0,0,0,3169,0,0,0,0,0,0,0,0,3169,0,0,0,0,3169,0,0,0,0,0,0,2.7284974093264247,2.244709317101263,2.0408163265306123,1.2868010193084487,0,0,0,0
PT,PRT,Portugal,1,2020-12-31,2020-12-22,584,0,0,0,0,84,584,3363311.1142185763,567,1,0,583,1,57,526,1,13,570,1,66,517,1,139,444,1,54,529,2,44,538,1,14,569,1,15,568,1,7,576,1,44,539,1,137,446,1,30,553,0,90,494,584,0,0,0,527,2,5,50,571,0,5,8,518,2,8,56,445,1,19,119,530,1,7,46,540,0,4,40,570,1,5,8,569,1,3,11,577,0,4,3,540,0,10,34,447,3,13,121,554,1,6,23,494,2,19,69,0,0,51,533,533,0,19,32,0,2,228,354,356,0,58,170,526,9,46,3,526,14,44,0,570,0,2,9,3,60,2,61,461,584,0,0,0,0,0,0,1,233,209,104,37,0,4,246,276,58,0,3,387,153,41,0,1,391,147,45,0,4,316,190,74,0,5,113,264,202,0,523,8,2,51,523,7,5,49,523,2,20,39,523,9,4,48,523,8,3,50,523,8,2,51,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,584,0,0,0,0,2,88,494,0,1,314,269,0,2,272,310,0,2,371,211,0,4,20,560,0,4,66,514,0,0,358,226,226,0,272,63,8,15,0,3,14,65,226,276,0,0,583,1,0,4,85,495,0,0,450,112,4,4,0,14,0,1,66,154,263,100,0,0,150,333,95,6,0,0,42,505,37,0,4,62,464,54,496,0,84,4,270,1,312,1,312,0,268,4,213,0,215,156,564,0,12,8,518,0,64,2,0,8,9,39,130,170,228,0,1,8,57,132,167,219,0,6,275,237,49,17,0,0,55,80,193,256,0,0,96,150,212,126,338,10,172,64,338,32,36,178,338,22,111,113,0,0,175,409,175,0,90,319,494,2,20,1,20,14,5,2,26,319,1,5,65,2,19,3,4,19,6,0,12,10,3,24,0,92,0,7,144,429,2,2,0,0,584,0,0,0,0,0,0,12,12,307,131,122,12,4,37,147,262,87,35,2.395705521472393,1.7715304011634525,1.7173913043478262,1.0255197810164554,10.993657505285412,3.2051934063764946,2.829710144927536,1.3987243044634972
