ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,3,2020-12-27,2020-12-26,100,0,0,0,0,9,100,1765771.2265789055,97,0,0,100,0,3,97,0,0,100,0,6,94,0,12,88,0,5,95,0,7,93,0,1,99,0,1,99,0,0,100,0,2,98,0,8,92,0,0,100,0,9,91,100,0,0,0,97,1,0,2,100,0,0,0,94,0,4,2,88,0,4,8,95,0,2,3,93,0,2,5,99,0,1,0,99,0,0,1,100,0,0,0,98,0,1,1,92,0,2,6,100,0,0,0,91,0,5,4,0,0,6,94,94,0,3,3,0,1,75,24,25,1,37,37,63,0,1,36,0,63,10,27,0,90,0,2,8,0,39,3,6,52,100,0,0,29,36,25,10,0,2,47,31,20,0,4,51,29,16,0,3,53,21,23,0,3,55,24,18,0,6,30,26,38,94,1,0,5,94,1,0,5,94,1,1,4,94,1,1,4,94,0,2,4,94,1,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,47,52,0,0,78,22,0,1,69,30,0,1,47,52,0,1,16,83,0,1,15,84,0,0,32,68,68,20,8,3,1,0,1,2,8,30,59,0,0,99,1,0,0,27,73,0,0,86,12,0,0,0,2,0,0,40,32,18,10,0,0,25,51,21,3,0,0,19,73,8,0,0,19,75,6,53,0,46,1,22,0,78,0,31,1,66,2,53,0,40,7,84,0,13,3,85,0,15,0,0,0,1,2,13,18,66,0,0,1,3,16,18,62,0,0,24,35,28,13,0,0,10,6,27,57,0,0,15,18,31,36,67,0,31,2,67,12,15,6,67,10,12,11,0,0,59,41,59,0,13,28,87,0,3,2,1,0,1,2,4,28,0,0,10,9,4,2,6,7,4,2,3,8,1,1,2,13,0,2,70,27,0,1,0,0,0,0,100,0,0,0,0,2,1,78,14,5,2,1,34,35,16,3,9,3.192307692307692,2.771558850455545,1.6,0.8944271909999157,14.34375,5.12543322944253,3.0434782608695654,1.656907243905594
AE,ARE,United Arab Emirates,4,2020-12-27,2020-12-24,100,0,0,0,0,8,100,2000477.6517712784,96,0,1,99,0,5,95,0,1,99,0,3,97,0,6,94,0,9,91,0,5,95,0,0,100,0,0,100,0,0,100,0,3,97,0,8,92,0,2,98,0,4,96,99,0,0,1,95,0,2,3,99,0,0,1,97,0,0,3,94,0,2,4,91,0,3,6,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,97,0,2,1,92,0,3,5,98,0,0,2,96,0,2,2,0,0,4,96,96,0,0,4,0,2,69,29,31,0,35,34,65,0,1,31,3,65,14,21,0,86,0,5,9,0,37,1,2,60,100,0,0,30,38,20,12,0,2,45,31,22,0,4,49,29,18,0,3,48,30,19,0,2,51,28,19,0,4,13,25,58,98,1,0,1,98,1,0,1,98,1,0,1,98,1,1,0,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,47,52,0,0,70,30,0,1,57,42,0,1,46,53,0,1,13,86,0,1,16,83,0,0,48,52,52,32,11,1,4,0,0,1,6,25,68,0,1,99,0,0,1,20,79,0,0,89,8,1,0,0,2,0,0,35,15,26,24,0,1,40,44,12,3,0,0,13,83,4,0,1,15,80,4,53,0,45,2,30,0,69,1,43,0,55,2,54,0,39,7,87,0,12,1,84,0,13,3,0,0,0,0,8,20,72,0,1,0,1,9,20,69,0,0,35,32,20,13,0,0,6,6,22,66,0,0,15,21,26,38,64,3,30,3,64,12,15,9,64,14,11,11,0,0,59,41,59,0,17,24,83,0,3,2,5,1,0,0,6,24,0,0,6,10,9,2,3,6,3,0,5,10,3,1,1,17,0,0,70,30,0,0,0,0,0,0,0,100,0,0,0,4,1,79,12,4,4,1,24,35,20,10,6,2.1739130434782608,1.6418441381303657,2,0.8164965809277259,15.747368421052633,4.630997367537699,2.7032967032967035,1.5950932086628493
AE,ARE,United Arab Emirates,-99,2020-12-28,2020-12-27,100,1,12823.3033930925,1,12823.3033930925,6,87,2055689.3755041752,0,4,4,92,5,10,85,5,1,94,5,7,88,5,13,82,4,8,88,4,7,89,5,2,93,3,5,92,4,2,94,4,6,90,3,13,84,5,3,92,3,14,83,96,0,2,2,90,0,4,6,99,0,1,0,93,0,1,6,87,0,2,11,92,0,1,7,93,0,2,5,98,0,2,0,95,0,1,4,98,0,1,1,94,0,2,4,87,0,6,7,97,0,1,2,86,0,5,9,12,1,5,82,98,0,0,2,16,4,55,25,45,1,29,25,71,0,0,26,3,71,13,16,0,88,0,5,7,0,51,2,8,39,100,30,1,25,25,13,6,41,1,33,16,9,41,3,32,15,9,41,3,31,17,8,41,3,34,13,9,41,4,16,17,22,94,1,2,3,94,1,2,3,94,2,1,3,94,2,2,2,94,2,1,3,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,1,32,14,53,2,30,15,53,4,22,21,53,3,20,24,53,4,5,38,53,4,9,34,57,1,10,32,90,4,2,1,3,58,1,0,4,14,23,58,0,42,0,62,1,9,28,62,0,32,5,0,0,0,1,62,0,16,3,11,8,63,2,16,17,1,1,68,0,7,23,2,75,2,3,17,3,70,1,29,0,72,1,26,1,80,1,19,0,82,1,16,1,95,0,5,0,92,0,8,0,80,0,0,0,4,2,14,80,0,0,0,4,6,10,84,0,7,4,3,2,84,0,2,3,3,8,84,0,1,9,2,4,90,0,5,5,90,3,4,3,90,3,6,1,88,0,4,8,92,0,5,3,96,0,0,1,2,0,0,0,1,93,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.2857142857142856,2.865595960989653,2,0,0,0,0,0
AE,ARE,United Arab Emirates,2,2020-12-28,2020-12-26,100,0,0,0,0,23,100,1828802.8336157203,99,0,1,99,0,10,90,1,2,97,0,12,88,0,11,89,1,9,90,0,9,91,0,5,95,0,2,98,1,0,99,1,3,96,1,12,87,1,3,96,1,13,86,99,0,0,1,90,0,1,9,98,0,2,0,88,0,1,11,89,0,0,11,91,0,3,6,91,0,1,8,95,0,2,3,98,0,1,1,100,0,0,0,97,0,0,3,88,0,0,12,97,0,1,2,87,0,3,10,0,0,10,90,90,0,7,3,0,0,76,24,24,0,31,45,69,0,1,28,2,69,8,23,0,92,0,1,5,2,31,1,8,60,100,0,0,34,35,22,9,0,0,49,31,20,0,0,54,29,17,0,1,56,21,22,0,1,53,26,20,0,2,13,26,59,92,3,0,5,92,3,0,5,92,0,3,5,92,3,1,4,92,2,1,5,92,3,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,53,46,0,1,63,36,0,1,57,42,0,1,52,47,0,1,19,80,0,0,27,73,0,0,42,58,58,28,8,2,4,0,0,2,8,38,52,0,0,99,1,0,0,22,78,0,0,76,17,0,0,1,6,0,0,38,25,21,16,0,0,27,55,14,4,0,0,5,89,6,0,0,10,80,10,47,1,50,2,37,1,60,2,43,1,52,4,48,1,41,10,81,1,16,2,73,1,25,1,0,0,1,4,15,31,49,0,0,1,6,16,30,47,0,0,31,31,29,9,0,0,9,20,25,46,0,0,21,35,23,21,44,2,47,7,44,9,18,29,44,8,22,26,0,0,60,40,60,0,20,20,80,0,3,1,1,0,0,2,13,20,0,0,8,8,7,2,8,3,5,0,2,8,1,4,5,19,0,0,61,36,0,3,0,0,0,100,0,0,0,0,0,0,2,81,11,6,0,2,37,33,13,7,8,2.6666666666666665,2.2703461288348628,2.3,1.2516655570345725,14.311827956989248,4.596734414171358,2.8645833333333335,1.4335806600160068
AE,ARE,United Arab Emirates,3,2020-12-28,2020-12-26,100,0,0,0,0,9,100,1765771.2265789055,97,0,0,100,0,3,97,0,0,100,0,6,94,0,12,88,0,5,95,0,7,93,0,1,99,0,1,99,0,0,100,0,2,98,0,8,92,0,0,100,0,9,91,100,0,0,0,97,1,0,2,100,0,0,0,94,0,4,2,88,0,4,8,95,0,2,3,93,0,2,5,99,0,1,0,99,0,0,1,100,0,0,0,98,0,1,1,92,0,2,6,100,0,0,0,91,0,5,4,0,0,6,94,94,0,3,3,0,1,75,24,25,1,37,37,63,0,1,36,0,63,10,27,0,90,0,2,8,0,39,3,6,52,100,0,0,29,36,25,10,0,2,47,31,20,0,4,51,29,16,0,3,53,21,23,0,3,55,24,18,0,6,30,26,38,94,1,0,5,94,1,0,5,94,1,1,4,94,1,1,4,94,0,2,4,94,1,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,47,52,0,0,78,22,0,1,69,30,0,1,47,52,0,1,16,83,0,1,15,84,0,0,32,68,68,20,8,3,1,0,1,2,8,30,59,0,0,99,1,0,0,27,73,0,0,86,12,0,0,0,2,0,0,40,32,18,10,0,0,25,51,21,3,0,0,19,73,8,0,0,19,75,6,53,0,46,1,22,0,78,0,31,1,66,2,53,0,40,7,84,0,13,3,85,0,15,0,0,0,1,2,13,18,66,0,0,1,3,16,18,62,0,0,24,35,28,13,0,0,10,6,27,57,0,0,15,18,31,36,67,0,31,2,67,12,15,6,67,10,12,11,0,0,59,41,59,0,13,28,87,0,3,2,1,0,1,2,4,28,0,0,10,9,4,2,6,7,4,2,3,8,1,1,2,13,0,2,70,27,0,1,0,0,0,0,100,0,0,0,0,2,1,78,14,5,2,1,34,35,16,3,9,3.192307692307692,2.771558850455545,1.6,0.8944271909999157,14.34375,5.12543322944253,3.0434782608695654,1.656907243905594
AE,ARE,United Arab Emirates,4,2020-12-28,2020-12-24,100,0,0,0,0,8,100,2000477.6517712784,96,0,1,99,0,5,95,0,1,99,0,3,97,0,6,94,0,9,91,0,5,95,0,0,100,0,0,100,0,0,100,0,3,97,0,8,92,0,2,98,0,4,96,99,0,0,1,95,0,2,3,99,0,0,1,97,0,0,3,94,0,2,4,91,0,3,6,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,97,0,2,1,92,0,3,5,98,0,0,2,96,0,2,2,0,0,4,96,96,0,0,4,0,2,69,29,31,0,35,34,65,0,1,31,3,65,14,21,0,86,0,5,9,0,37,1,2,60,100,0,0,30,38,20,12,0,2,45,31,22,0,4,49,29,18,0,3,48,30,19,0,2,51,28,19,0,4,13,25,58,98,1,0,1,98,1,0,1,98,1,0,1,98,1,1,0,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,47,52,0,0,70,30,0,1,57,42,0,1,46,53,0,1,13,86,0,1,16,83,0,0,48,52,52,32,11,1,4,0,0,1,6,25,68,0,1,99,0,0,1,20,79,0,0,89,8,1,0,0,2,0,0,35,15,26,24,0,1,40,44,12,3,0,0,13,83,4,0,1,15,80,4,53,0,45,2,30,0,69,1,43,0,55,2,54,0,39,7,87,0,12,1,84,0,13,3,0,0,0,0,8,20,72,0,1,0,1,9,20,69,0,0,35,32,20,13,0,0,6,6,22,66,0,0,15,21,26,38,64,3,30,3,64,12,15,9,64,14,11,11,0,0,59,41,59,0,17,24,83,0,3,2,5,1,0,0,6,24,0,0,6,10,9,2,3,6,3,0,5,10,3,1,1,17,0,0,70,30,0,0,0,0,0,0,0,100,0,0,0,4,1,79,12,4,4,1,24,35,20,10,6,2.1739130434782608,1.6418441381303657,2,0.8164965809277259,15.747368421052633,4.630997367537699,2.7032967032967035,1.5950932086628493
AE,ARE,United Arab Emirates,-99,2020-12-30,2020-12-28,100,1,44572.8465621066,0,0,8,86,2479473.103236795,0,5,4,91,3,9,88,3,3,94,4,15,81,2,17,81,5,12,83,4,4,92,4,1,95,4,5,91,4,2,94,3,4,93,4,6,90,4,2,94,4,18,78,96,0,0,4,91,1,1,7,97,0,1,2,85,1,2,12,83,0,5,12,88,0,5,7,96,0,2,2,99,0,1,0,95,0,2,3,98,0,1,1,96,0,1,3,94,0,4,2,98,0,0,2,82,0,11,7,13,1,6,80,95,0,4,1,15,0,61,24,39,1,27,33,73,0,1,25,1,73,11,16,0,89,1,2,7,1,45,1,11,43,100,26,1,25,23,20,5,39,3,26,20,12,39,6,29,19,7,39,4,31,15,11,39,4,32,17,8,39,4,15,15,27,93,3,0,4,93,1,2,4,93,3,0,4,93,2,3,2,93,3,0,4,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,0,31,21,48,4,31,17,48,4,29,19,48,4,21,27,48,4,7,41,48,4,15,33,54,0,15,31,85,4,8,1,2,55,0,0,2,15,28,55,2,43,0,61,3,6,30,61,1,35,3,0,0,0,0,61,0,18,5,11,5,61,2,14,16,7,0,67,1,3,29,0,76,1,2,19,2,70,1,29,0,71,1,28,0,73,1,26,0,79,0,19,2,93,0,7,0,85,0,13,2,81,1,0,0,4,5,9,81,1,0,1,5,3,9,87,1,7,2,3,0,87,1,3,1,3,5,87,1,3,4,4,1,94,0,5,1,94,1,4,1,94,1,3,2,88,0,4,8,92,0,8,0,97,0,0,0,0,0,0,0,3,94,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.4324324324324325,1.9226795616266108,1.6666666666666667,1.1547005383792515,0,0,0,0
AE,ARE,United Arab Emirates,2,2020-12-30,2020-12-27,100,0,0,0,0,29,100,2094445.1722507419,97,0,0,100,0,7,93,1,0,99,0,8,92,0,14,86,1,12,87,0,4,96,0,2,98,0,2,98,1,0,99,1,0,99,1,15,84,1,5,94,1,9,90,100,0,0,0,93,0,2,5,100,0,0,0,92,3,1,4,86,2,3,9,88,1,3,8,96,1,1,2,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,85,0,3,12,95,1,1,3,91,0,6,3,0,0,15,85,85,0,6,9,0,1,71,28,29,0,31,40,69,0,0,30,1,69,10,21,0,90,0,2,6,2,32,0,7,61,100,0,0,34,34,22,10,0,0,55,24,21,0,3,51,24,22,0,4,52,22,22,0,4,52,23,21,0,4,17,23,56,93,3,1,3,93,3,0,4,93,1,2,4,93,2,3,2,93,3,1,3,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,50,50,0,0,58,42,0,0,46,54,0,0,44,56,0,0,10,90,0,0,25,75,0,0,36,64,64,25,7,0,4,0,0,0,8,44,48,0,0,99,1,0,1,21,78,0,0,82,11,1,1,0,5,0,0,41,16,22,21,0,1,29,49,13,8,0,0,5,84,11,0,0,10,77,13,50,0,48,2,42,0,57,1,54,0,43,3,56,0,36,8,90,0,9,1,75,0,25,0,0,1,3,3,19,24,50,0,0,3,6,16,26,49,0,0,35,32,25,8,0,0,6,16,27,51,0,0,23,26,30,21,51,2,37,10,51,7,19,23,51,9,17,23,0,0,68,32,68,0,15,17,85,0,5,0,0,0,0,1,9,17,0,0,5,8,2,1,7,9,1,0,3,12,2,4,4,25,0,0,62,36,0,2,0,0,0,100,0,0,0,0,0,2,4,76,10,8,2,2,39,29,16,2,10,2.8292682926829267,2.3441676457155345,2,1.4142135623730951,14.349462365591398,4.627296695459173,3.223404255319149,1.5599438597504385
AE,ARE,United Arab Emirates,3,2020-12-30,2020-12-27,100,0,0,0,0,11,100,1832316.4948257431,97,0,0,100,0,3,97,0,2,98,0,10,90,0,6,94,1,7,92,0,3,97,0,2,98,1,1,98,0,1,99,0,3,97,0,9,91,0,2,98,0,9,91,100,0,0,0,97,0,1,2,98,0,2,0,90,0,4,6,94,0,2,4,93,0,2,5,97,0,1,2,98,0,1,1,99,0,0,1,99,0,0,1,97,0,2,1,91,0,3,6,98,0,0,2,91,0,3,6,0,0,7,93,93,0,4,3,0,0,81,19,19,1,47,33,53,0,3,43,1,53,12,35,0,88,0,2,10,0,48,3,2,47,100,0,0,29,35,24,12,0,0,39,36,25,0,3,50,31,16,0,1,49,28,22,0,1,52,27,20,0,3,23,25,49,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,1,1,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,43,56,0,1,69,30,0,1,54,45,0,0,47,53,0,0,10,90,0,0,13,87,0,0,33,67,67,23,7,1,2,0,1,1,4,33,61,0,0,99,1,0,0,32,68,0,0,84,13,0,0,0,3,0,0,42,30,15,13,0,0,30,45,23,2,0,0,12,82,6,0,0,15,78,7,57,0,41,2,31,0,69,0,46,1,50,3,53,0,41,6,90,0,6,4,87,0,13,0,0,0,2,2,15,23,58,0,0,2,3,18,22,55,0,1,24,35,28,12,0,0,7,9,24,60,0,0,18,19,31,32,63,1,33,3,63,12,12,13,63,11,14,12,0,0,62,38,62,0,17,21,83,0,6,2,0,0,1,1,7,21,0,0,11,7,5,2,6,9,2,2,3,7,2,0,2,21,0,4,65,31,0,0,0,0,0,0,100,0,0,0,0,3,1,81,6,9,3,1,39,27,21,2,7,2.5555555555555554,2.3588350014578308,1.8000000000000003,0.8366600265340757,14.326530612244898,4.48083090187726,3.1428571428571432,1.7924001820738618
AE,ARE,United Arab Emirates,4,2020-12-30,2020-12-25,100,0,0,0,0,5,100,1868496.1756603895,95,0,1,99,0,5,95,0,1,99,0,8,92,0,9,91,0,16,84,0,5,95,0,1,99,0,0,100,0,0,100,0,4,96,0,8,92,0,3,97,0,4,96,99,0,0,1,95,0,2,3,99,0,0,1,92,0,2,6,91,0,2,7,84,0,5,11,95,0,1,4,99,0,1,0,100,0,0,0,100,0,0,0,96,0,3,1,92,0,3,5,97,0,0,3,96,0,3,1,0,0,3,97,97,0,0,3,0,2,74,24,26,0,40,34,60,0,0,38,2,60,19,21,0,81,0,4,15,0,42,1,4,53,100,0,0,40,31,20,9,0,3,46,32,19,0,5,47,30,18,0,4,50,32,14,0,2,51,33,14,0,5,19,25,51,96,1,0,3,96,1,1,2,96,1,1,2,96,0,3,1,96,1,1,2,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,41,58,0,0,69,31,0,1,56,43,0,1,42,57,0,2,14,84,0,1,11,88,0,0,49,51,51,30,13,2,4,0,0,1,6,25,68,0,0,100,0,0,0,25,75,0,0,94,5,0,0,0,1,0,0,38,22,23,17,0,1,42,44,11,2,0,0,15,81,4,0,0,21,76,3,59,1,38,2,31,1,67,1,44,1,53,2,58,1,33,8,86,1,12,1,89,0,10,1,0,1,0,0,5,22,72,0,0,1,2,7,20,70,0,0,30,32,27,11,0,0,4,5,20,71,0,0,14,19,26,41,67,3,26,4,67,13,11,9,67,11,13,9,0,0,58,42,58,0,19,23,81,1,5,2,5,1,0,0,5,23,0,0,4,12,9,2,3,8,3,0,2,11,1,0,2,20,0,1,67,32,0,0,0,0,0,0,0,100,0,0,0,5,3,72,15,5,5,1,16,43,22,7,6,2.1,1.8448436995751345,1.6666666666666667,0.5773502691896257,15.773195876288659,4.508106482214325,2.978021978021978,1.5490356998828656
AE,ARE,United Arab Emirates,-99,2020-12-31,2020-12-30,100,1,44572.8465621066,0,0,16,86,2354643.945494843,0,2,3,95,2,12,86,3,2,95,2,14,84,3,11,86,4,9,87,4,9,87,4,6,90,3,3,94,4,1,95,3,5,92,3,11,86,4,3,93,4,10,86,97,0,2,1,88,0,2,10,98,0,1,1,86,0,4,10,89,0,4,7,91,0,2,7,91,0,5,4,94,0,1,5,97,0,0,3,99,0,1,0,95,0,1,4,89,0,5,6,97,0,0,3,90,0,5,5,12,2,8,78,93,0,4,3,14,1,65,20,35,0,26,39,74,0,1,25,0,74,9,16,1,91,1,3,5,0,43,1,5,51,100,22,3,20,20,25,10,43,1,24,20,12,43,2,22,20,13,43,2,25,16,14,43,2,31,14,10,43,2,11,15,29,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,0,24,24,52,2,33,13,52,2,26,20,52,2,24,22,52,2,11,35,52,2,18,28,58,1,18,23,82,9,5,2,2,61,0,0,2,11,26,61,1,38,0,63,0,7,30,63,0,31,5,0,0,0,1,63,0,14,7,10,6,64,0,9,16,10,1,66,0,6,25,3,73,0,4,22,1,77,1,22,0,69,1,29,1,75,1,22,2,77,0,20,3,90,0,10,0,83,0,15,2,80,0,0,0,1,5,14,80,0,0,0,3,6,11,86,0,7,2,3,2,86,0,2,2,4,6,86,0,5,4,5,0,94,0,5,1,94,2,1,3,94,2,2,2,90,0,4,6,94,0,6,0,99,0,0,0,0,0,0,0,1,97,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.896551724137931,2.956165803225123,2.3333333333333335,1.0327955589886444,0,0,0,0
